SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE DTAP,% EXEMPT DTAP,% COMPLIANCE DTAP,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
EMMANUEL LUTHERAN SCHOOL,715 W SOUTHERN AVE,TEMPE,MARICOPA,85282,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EMMAUS LUTHERAN SCHOOL,3841 W SWEETWATER AVE,PHOENIX,MARICOPA,85029,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ENCANTO SCHOOL,1426 W OSBORN RD,PHOENIX,MARICOPA,,NO,,CHARTER,179,82%,2%,92%,80%,2%,86%,84%,2%,89%,88%,2%,93%,91%,2%,93%,2%,0%,2%
ENTZ ELEMENTARY SCHOOL,4132 E ADOBE ST,MESA,MARICOPA,85205,YES,RN,PUBLIC,108,94%,5%,100%,93%,6%,100%,93%,5%,100%,93%,6%,100%,95%,5%,100%,7%,2%,5%
ESMOND STATION SCHOOL,9400 S ATTERBURY WASH WAY,TUCSON,PIMA,85747,NO,,PUBLIC,69,96%,4%,100%,96%,4%,100%,93%,7%,100%,96%,4%,100%,96%,4%,100%,7%,0%,4%
ESPERANZA ELEMENTARY SCHOOL,2353 E BANTAM,TUCSON,PIMA,85706,YES,RN,PUBLIC,84,100%,0%,100%,100%,0%,100%,99%,1%,100%,99%,1%,100%,100%,0%,100%,1%,1%,0%
ESPERANZA ELEMENTARY SCHOOL-85009,3025 W MCDOWELL RD,PHOENIX,MARICOPA,85009,NO,,PUBLIC,83,98%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,1%,0%,1%
ESPERANZA ELEMENTARY SCHOOL-85027,251 W MOHAWK LN,PHOENIX,MARICOPA,85027,YES,LPN,PUBLIC,88,95%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,3%,0%,3%
ESTRELLA MOUNTAIN ELEMENTARY SCHOOL,10301 S SAN MIGUEL,GOODYEAR,MARICOPA,85338,NO,,PUBLIC,47,91%,9%,100%,91%,9%,100%,91%,9%,100%,91%,9%,100%,91%,9%,100%,9%,0%,0%
ESTRELLA VISTA ELEMENTARY,11905 W COCOPAH CIR,AVONDALE,MARICOPA,85323,NO,,PUBLIC,97,100%,0%,100%,100%,0%,100%,100%,0%,100%,99%,1%,100%,100%,0%,100%,1%,0%,0%
ETHOS ACADEMY,8840 N. 43RD AVE,GLENDALE,MARICOPA,85302,NO,,CHARTER,48,90%,2%,92%,92%,2%,94%,75%,2%,77%,88%,4%,92%,88%,4%,92%,4%,0%,2%
EVA MARSHALL ELEMENTARY SCHOOL,850 N BONITO ST,FLAGSTAFF,COCONINO,86001,YES,RN,PUBLIC,68,99%,1%,100%,97%,3%,100%,97%,3%,100%,96%,4%,100%,97%,3%,100%,4%,0%,1%
EVERGREEN ELEMENTARY SCHOOL,1000 N AMARILLO ST,CASA GRANDE,PINAL,85222,YES,RN,PUBLIC,46,93%,2%,100%,93%,2%,100%,96%,2%,100%,98%,2%,100%,98%,2%,100%,2%,0%,2%
EXCELENCIA SCHOOL,2181 E MCDOWELL RD,PHOENIX,MARICOPA,85006,YES,LPN,PUBLIC,80,98%,1%,100%,99%,1%,100%,99%,1%,100%,100%,0%,100%,100%,0%,100%,1%,0%,1%
FAITH CHRISTIAN SCHOOL,7464 E MAIN ST,MESA,MARICOPA,85205,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FAITH COMMUNITY ACADEMY,2551 W ORANGE GROVE,TUCSON,PIMA,,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FALCON HILL ELEMENTARY SCHOOL,1645 N STERLING ST,MESA,MARICOPA,85207,YES,RN,PUBLIC,94,89%,11%,100%,94%,6%,100%,91%,9%,100%,95%,5%,100%,96%,4%,100%,10%,0%,4%
FAMILY LIFE ACADEMY,530 S PANTANO RD,TUCSON,PIMA,85710,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FARAS ELEMENTARY SCHOOL,410 W FIR AVE,PIRTLEVILLE,COCHISE,85607,YES,RN,PUBLIC,32,100%,0%,100%,100%,0%,100%,97%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
FESTIVAL FOOTHILLS ELEMENTARY SCHOOL,26252 W DESERT VISTA BLVD,BUCKEYE,MARICOPA,85396,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIELD ELEMENTARY SCHOOL,2325 E ADOBE ST,MESA,MARICOPA,85213,YES,RN,PUBLIC,90,90%,9%,100%,89%,10%,100%,90%,9%,100%,92%,8%,100%,92%,8%,100%,10%,1%,9%
FINE ARTS ACADEMY,1700 S. 103RD AVE,TOLLESON,MARICOPA,85353,YES,LPN,PUBLIC,75,89%,9%,99%,89%,9%,99%,89%,9%,99%,89%,9%,99%,89%,9%,99%,9%,1%,9%
FINLEY FARMS ELEMENTARY,375 S COLUMBUS DR,GILBERT,MARICOPA,85296,YES,RN,PUBLIC,96,86%,10%,100%,89%,10%,100%,89%,10%,100%,91%,8%,100%,95%,5%,100%,10%,0%,6%
FIRESIDE ELEMENTARY SCHOOL,3725 E LONE CACTUS DR,PHOENIX,MARICOPA,85050,YES,RN,PUBLIC,121,95%,5%,100%,93%,5%,98%,88%,5%,93%,93%,7%,100%,93%,7%,100%,7%,0%,7%
FIRST AVENUE ELEMENTARY SCHOOL,914 N FIRST AVE,SAN MANUEL,PINAL,85631,NO,,PUBLIC,35,94%,3%,100%,94%,3%,100%,97%,3%,100%,100%,0%,100%,97%,3%,100%,3%,0%,3%
FIRST BAPTIST CHRISTIAN ACADEMY,1447 S 7TH ST,SIERRA VISTA,COCHISE,85635,NO,,PRIVATE,30,97%,3%,100%,97%,3%,100%,97%,3%,100%,100%,0%,100%,100%,0%,100%,0%,3%,0%
FIRST MESA ELEMENTARY SCHOOL,390 WI-100,POLACCA,NAVAJO,86042,YES,Both,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIRST SOUTHERN CHRISTIAN SCHOOL,445 E SPEEDWAY BLVD,TUCSON,PIMA,85705,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FLAGSTAFF JUNIOR ACADEMY ELEMENTARY CAMPUS,306 W CEDAR AVE,FLAGSTAFF,COCONINO,86001,NO,,PUBLIC,22,82%,18%,100%,82%,18%,100%,82%,18%,100%,82%,18%,100%,82%,18%,100%,18%,0%,18%
FLORA THEW ELEMENTARY SCHOOL,2130 E HOWE AVE,TEMPE,MARICOPA,85281,YES,RN,PUBLIC,96,95%,2%,100%,98%,2%,100%,98%,1%,100%,98%,1%,100%,99%,1%,100%,3%,0%,1%
FLORENCE K-8,460 S PARK ST,FLORENCE,PINAL,85232,YES,RN,PUBLIC,74,91%,5%,97%,92%,5%,97%,93%,5%,99%,93%,5%,99%,95%,5%,100%,5%,0%,5%
FOOTHILLS ACADEMY COLLEGE PREPARATORY,7191 E ASHLER HILLS DR,SCOTTSDALE,MARICOPA,85266,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FOOTHILLS ELEMENTARY SCHOOL-85306,15808 N 63RD AVE,GLENDALE,MARICOPA,85306,YES,RN,PUBLIC,63,95%,3%,98%,95%,3%,98%,95%,3%,98%,92%,5%,98%,95%,3%,98%,5%,0%,3%
FORD ELEMENTARY SCHOOL,8001 E STELLA RD,TUCSON,PIMA,85730,YES,RN,PUBLIC,47,98%,2%,100%,98%,2%,100%,98%,2%,100%,96%,2%,98%,98%,2%,100%,2%,0%,2%
FORT MOHAVE ELEMENTARY SCHOOL,1760 JOY LN,FORT MOHAVE,MOHAVE,86426,YES,LPN,PUBLIC,110,92%,5%,96%,95%,4%,98%,89%,5%,94%,93%,4%,96%,95%,4%,99%,5%,0%,5%
FORT THOMAS ELEMENTARY SCHOOL,15560 W ELEMENTARY RD,FORT THOMAS,GRAHAM,85536,YES,RN,PUBLIC,35,97%,0%,97%,97%,0%,97%,97%,0%,97%,100%,0%,100%,100%,0%,100%,0%,0%,0%
FOUNDATION FOR BLIND CHILDREN,1234 E NORTHERN AVENUE,PHOENIX,MARICOPA,85020,YES,RN,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FOUNDATION FOR BLIND CHILDREN,1234 E NORTHERN AVENUE,PHOENIX,MARICOPA,85020,YES,RN,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FOUNTAIN HILLS CHARTER SCHOOL - GLENBROOK,16751 E GLENBROOK BLVD,FOUNTAIN HILLS,MARICOPA,85268,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FOUR PEAKS ELEMENTARY SCHOOL,1755 N IDAHO RD,APACHE JUNCTION,PINAL,85219,YES,RN,PUBLIC,89,89%,11%,100%,89%,11%,100%,89%,11%,100%,89%,11%,100%,89%,11%,100%,11%,0%,11%
FOWLER ELEMENTARY SCHOOL,6707 W VAN BUREN ST,PHOENIX,MARICOPA,85043,NO,,PUBLIC,77,95%,1%,100%,95%,0%,100%,97%,0%,100%,100%,0%,100%,100%,0%,100%,0%,1%,0%
FRANCES BRANDEN-PICKETT ELEMENTARY,22706 E VILLAGE LOOP,QUEEN CREEK,MARICOPA,85242,YES,RN,PUBLIC,81,96%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,99%,1%,100%,4%,0%,1%
FRANCES J WARREN ELEMENTARY SCHOOL,3505 W MILTON RD,TUCSON,PIMA,85746,YES,RN,PUBLIC,41,95%,2%,98%,95%,2%,98%,95%,2%,98%,95%,0%,95%,98%,0%,98%,2%,0%,0%
FRANCES OWEN HOLAWAY ELEMENTARY SCHOOL,3500 N CHERRY AVE,TUCSON,PIMA,85719,NO,,PUBLIC,59,98%,2%,100%,95%,2%,97%,98%,2%,100%,100%,0%,100%,100%,0%,100%,2%,0%,0%
FRANK BORMAN MIDDLE SCHOOL,3637 N 55TH AVE,PHOENIX,MARICOPA,85031,NO,,PUBLIC,86,98%,1%,100%,98%,1%,100%,99%,1%,100%,98%,1%,100%,99%,1%,100%,1%,1%,1%
FRANK ELEMENTARY SCHOOL,8409 S AVENIDA DEL YAQUI,GUADALUPE,MARICOPA,85283,YES,RN,PUBLIC,62,95%,2%,100%,95%,2%,100%,95%,2%,100%,98%,2%,100%,98%,2%,100%,2%,2%,2%
FRANKLIN AT ALMA ELEMENTARY,1313 W MEDINA AVE,MESA,MARICOPA,85202,YES,RN,PUBLIC,57,89%,11%,100%,89%,11%,100%,88%,12%,100%,93%,7%,100%,100%,0%,100%,12%,0%,9%
FRANKLIN AT BRIMHALL ELEMENTARY SCHOOL,4949 E SOUTHERN RD,MESA,MARICOPA,,YES,RN,PUBLIC,140,90%,10%,100%,89%,11%,100%,91%,9%,100%,91%,9%,100%,91%,9%,100%,11%,0%,5%
FRANKLIN ELEMENTARY SCHOOL,1753 E 8TH AVE,MESA,MARICOPA,85204,YES,RN,PUBLIC,94,93%,6%,100%,94%,6%,100%,93%,7%,100%,94%,6%,100%,94%,6%,100%,7%,0%,6%
FRANKLIN PHONETIC PRIMARY SCHOOL,6116 E HIGHWAY 69,PRESCOTT VALLEY,YAVAPAI,86314,NO,,CHARTER,56,82%,4%,88%,82%,4%,88%,73%,4%,82%,82%,4%,86%,86%,4%,89%,4%,0%,0%
FRANKLIN PHONETIC PRIMARY SCHOOL SUNNYSLOPE,9317 N 2ND ST,PHOENIX,MARICOPA,85020,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FRANKLIN WEST ELEMENTARY,236 S SIRRINE,MESA,MARICOPA,85210,YES,RN,PUBLIC,87,86%,0%,97%,87%,0%,100%,87%,0%,100%,92%,0%,100%,100%,0%,100%,11%,0%,0%
FREEDOM ACADEMY,3916 E PARADISE LN,PHOENIX,MARICOPA,85032,NO,,CHARTER,39,82%,18%,100%,77%,23%,100%,77%,23%,100%,77%,23%,100%,85%,15%,100%,26%,0%,13%
FREEDOM ELEMENTARY SCHOOL,22150 W. SUNDANCE PKWY S,BUCKEYE,MARICOPA,85326,YES,LPN,PUBLIC,58,98%,0%,100%,98%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
FRIENDLY HOUSE ACADEMIA DEL PUEBLO ELEMENTARY SCHOOL,201 E DURANGO ST,PHOENIX,MARICOPA,85004,NO,,CHARTER,41,98%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
FRONTIER ELEMENTARY SCHOOL,21258 N 81ST AVE,PEORIA,MARICOPA,85382,YES,RN,PUBLIC,91,91%,9%,100%,92%,8%,100%,90%,10%,100%,95%,5%,100%,98%,2%,100%,10%,1%,1%
FRUCHTHENDLER ELEMENTARY SCHOOL,7470 E CLOUD RD,TUCSON,PIMA,85750,YES,RN,PUBLIC,56,95%,4%,100%,95%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,4%,0%,4%
FRYE ELEMENTARY SCHOOL,801 E FRYE RD,CHANDLER,MARICOPA,85225,NO,,PUBLIC,92,92%,7%,100%,96%,3%,100%,97%,3%,100%,98%,1%,100%,99%,1%,100%,5%,0%,1%
FULLER ELEMENTARY SCHOOL,1975 E CORNELL DR,TEMPE,MARICOPA,85283,YES,RN,PUBLIC,108,92%,6%,100%,94%,6%,100%,94%,6%,100%,93%,7%,100%,94%,6%,100%,24%,1%,23%
G FRANK DAVIDSON,6935 W OSBORN RD,PHOENIX,MARICOPA,85033,YES,LPN,PUBLIC,97,98%,0%,99%,98%,0%,99%,98%,0%,99%,99%,0%,100%,100%,0%,100%,0%,0%,0%
GADSDEN ELEMENTARY SCHOOL,18745 GADSDEN ST,GADSDEN,YUMA,85349,NO,,PUBLIC,61,98%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
GALE ELEMENTARY SCHOOL,678 S GOLLOB RD,TUCSON,PIMA,85710,YES,RN,PUBLIC,74,97%,3%,100%,97%,3%,100%,97%,3%,100%,100%,0%,100%,99%,1%,100%,3%,0%,3%
GALLEGO BASIC ELEMENTARY SCHOOL,6200 S HEMISPHERE PL,TUCSON,PIMA,85706,YES,RN,PUBLIC,124,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
GALVESTON ELEMENTARY SCHOOL,661 E GALVESTON ST,CHANDLER,MARICOPA,85225,NO,,PUBLIC,53,100%,0%,100%,100%,0%,100%,100%,0%,100%,98%,0%,100%,100%,0%,100%,0%,0%,0%
GARDEN LAKES ELEMENTARY SCHOOL,10825 W GARDEN LAKES PKWY,AVONDALE,MARICOPA,85392,YES,LPN,PUBLIC,81,99%,0%,100%,99%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
GARFIELD SCHOOL,811 N 13TH ST,PHOENIX,MARICOPA,85006,NO,,PUBLIC,72,96%,0%,100%,96%,0%,100%,97%,0%,100%,99%,0%,100%,100%,0%,100%,0%,0%,0%
GARY A KNOX ELEMENTARY,2926 S 21ST DR,YUMA,YUMA,85364,NO,,PUBLIC,81,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,1%,0%,1%
GATEWAY ACADEMY,9659 N HAYDEN RD,SCOTTSDALE,MARICOPA,85028,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GATEWAY POINTE ELEMENTARY,2069 S DELATORRE DR,HIGLEY,MARICOPA,85236,NO,,PUBLIC,85,94%,6%,100%,94%,6%,100%,94%,6%,100%,95%,5%,100%,98%,2%,100%,7%,0%,1%
GATEWAY POLYTECHNIC ACADEMY,5149 S SIGNAL BUTTE RD,MESA,MARICOPA,85212,NO,,PUBLIC,164,94%,5%,100%,94%,5%,100%,94%,5%,100%,92%,6%,100%,96%,4%,100%,6%,0%,6%
GATEWAY SCHOOL,1100 N 35TH ST,PHOENIX,MARICOPA,85008,YES,RN,PUBLIC,79,99%,1%,100%,100%,0%,100%,99%,1%,100%,100%,0%,100%,100%,0%,100%,1%,0%,0%
GAVILAN PEAK ELEMENTARY,2701 W MEMORIAL DR,ANTHEM,MARICOPA,85086,YES,RN,PUBLIC,48,90%,6%,96%,90%,6%,96%,88%,6%,94%,94%,6%,100%,94%,6%,100%,6%,0%,6%
GEM CHARTER SCHOOL,1704 N CENTER ST,MESA,MARICOPA,85201,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GEORGE WASHINGTON CARVER ELEMENTARY SCHOOL,1341 5TH ST,YUMA,YUMA,85364,YES,RN,PUBLIC,66,97%,0%,100%,100%,0%,100%,98%,0%,100%,97%,0%,100%,100%,0%,100%,0%,0%,0%
GETHSEMANE LUTHERAN SCHOOL,1035 E GUADALUPE RD,TEMPE,MARICOPA,85283,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GILA BEND ELEMENTARY SCHOOL,308 N MARTIN AVE,GILA BEND,MARICOPA,,NO,,CHARTER,40,83%,0%,83%,88%,0%,88%,80%,0%,100%,95%,0%,95%,90%,0%,90%,0%,0%,0%
GILA CROSSING COMMUNITY SCHOOL,4408 W PECOS RD,LAVEEN,MARICOPA,85339,YES,RN,PUBLIC,60,93%,0%,97%,93%,0%,95%,93%,0%,93%,93%,0%,93%,100%,0%,100%,0%,0%,0%
GILBERT ARTS ACADEMY,862 E ELLIOT RD,GILBERT,MARICOPA,85234,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GILBERT CHRISTIAN ELEMENTARY & MIDDLE SCHOOL,1424 S PROMENADE LN,GILBERT,MARICOPA,85296,NO,,PRIVATE,49,92%,8%,100%,90%,10%,100%,90%,10%,100%,88%,12%,100%,90%,10%,100%,12%,0%,6%
GILBERT CHRISTIAN SCHOOLS - GREENFIELD,4341 S. GREENFIELD RD,GILBERT,MARICOPA,85297,NO,,PRIVATE,60,87%,13%,100%,88%,12%,100%,87%,13%,100%,88%,12%,100%,88%,12%,100%,13%,0%,10%
GILBERT ELEMENTARY SCHOOL,175 W ELLIOT RD,GILBERT,MARICOPA,85233,YES,RN,PUBLIC,76,92%,8%,100%,92%,8%,100%,92%,8%,100%,92%,8%,100%,92%,8%,100%,8%,0%,8%
GLADDEN FARMS ELEMENTARY SCHOOL,11745 W GLADDEN FARMS DR.,MARANA,PIMA,85653,YES,RN,PUBLIC,94,98%,2%,100%,96%,2%,98%,96%,3%,99%,96%,2%,98%,98%,2%,100%,3%,0%,2%
GLENDALE AMERICAN SCHOOL,8530 N 55TH AVE,GLENDALE,MARICOPA,85302,YES,RN,PUBLIC,71,99%,1%,100%,99%,1%,100%,97%,1%,99%,99%,1%,100%,99%,1%,100%,1%,0%,1%
GLENDALE LANDMARK MIDDLE SCHOOL,5730 W MYRTLE AVE,GLENDALE,MARICOPA,85301,YES,LPN,PUBLIC,62,97%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
GLENN F BURTON SCHOOL,4801 W MARYLAND AVE,GLENDALE,MARICOPA,85301,YES,LPN,PUBLIC,65,94%,3%,100%,97%,3%,100%,95%,3%,100%,97%,3%,100%,100%,0%,100%,3%,0%,2%
GLENN L DOWNS SCHOOL,3611 N 47TH AVE,PHOENIX,MARICOPA,85031,YES,RN,PUBLIC,67,97%,3%,100%,100%,0%,100%,96%,3%,100%,97%,3%,100%,97%,3%,100%,3%,0%,3%
GLENVIEW ADVENTIST SCHOOL,6801 N 43RD AVE,PHOENIX,MARICOPA,85019,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GOMPERS REHABILITATION CENTER,6601 N 27TH AVE,PHOENIX,MARICOPA,,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GOWAN SCIENCE ACADEMY,1590 S AVENUE C,YUMA,YUMA,85364,NO,,PUBLIC,60,100%,0%,100%,98%,2%,100%,98%,2%,100%,100%,0%,100%,98%,2%,100%,2%,0%,0%
GRACE CHRISTIAN ACADEMY,1200 E SOUTHERN AVE,TEMPE,MARICOPA,85282,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GRACE FELLOWSHIP ACADEMY,1330 N MILLER RD,BUCKEYE,MARICOPA,85326,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GRACE LUTHERAN SCHOOL,5600 W PALMAIRE AVE,GLENDALE,MARICOPA,85301,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GRANADA PRIMARY SCHOOL,3232 W CAMPBELL AVE,PHOENIX,MARICOPA,85017,YES,LPN,PUBLIC,200,95%,0%,100%,98%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
GRAND CANYON ELEMENTARY,1 BOULDER ST,GRAND CANYON,COCONINO,86023,NO,,PUBLIC,25,84%,4%,100%,80%,4%,100%,84%,4%,100%,92%,4%,100%,92%,4%,96%,4%,0%,4%
GRANVILLE ELEMENTARY,5350 STOVER DR,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,68,93%,7%,100%,93%,7%,100%,93%,7%,100%,93%,7%,100%,93%,7%,100%,7%,0%,7%
GRAYHAWK ELEMENTARY SCHOOL,7525 E GRAYHAWK DR,SCOTTSDALE,MARICOPA,85255,YES,RN,PUBLIC,57,86%,12%,98%,86%,12%,98%,84%,12%,96%,79%,14%,93%,86%,12%,98%,12%,0%,12%
GREAT HEART ACADEMIES ARCHWAY CICERO,7205 N PIMA RD,SCOTTSDALE,MARICOPA,85258,YES,RN,CHARTER,82,87%,13%,100%,87%,13%,100%,87%,13%,100%,89%,11%,100%,93%,7%,100%,17%,1%,7%
GREAT HEART ACADEMIES ARCHWAY LINCOLN,2250 S GILBERT RD,CHANDLER,MARICOPA,,NO,,CHARTER,111,86%,14%,100%,85%,14%,99%,87%,13%,100%,88%,12%,100%,90%,10%,100%,14%,3%,12%
GREAT HEARTS ACADEMIES - ARCHWAY ARETE GILBERT,4525 E BASELINE RD,MESA,MARICOPA,85234,YES,RN,CHARTER,89,84%,16%,100%,82%,13%,97%,84%,16%,100%,84%,13%,100%,92%,8%,100%,16%,0%,9%
GREAT HEARTS ACADEMIES - ARCHWAY CLASSICAL ACADEMY TRIVIUM WEST,2001 N BULLARD AVE,GOODYEAR,MARICOPA,85395,YES,RN,CHARTER,88,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,3%,0%,3%
GREAT HEARTS ACADEMIES - ARCHWAY NORTH PHOENIX,14100 N 32ND ST,PHOENIX,MARICOPA,85032,NO,,CHARTER,117,85%,15%,100%,89%,11%,100%,85%,15%,100%,88%,12%,100%,89%,11%,100%,16%,2%,9%
GREAT HEARTS ACADEMIES - ARCHWAY VERITAS,3102 N. 56TH ST,PHOENIX,MARICOPA,85018,YES,RN,CHARTER,120,89%,11%,100%,89%,11%,100%,92%,8%,100%,87%,13%,100%,91%,9%,100%,15%,1%,8%
GREENBRIER ELEMENTARY SCHOOL,6150 W GREENBRIER DR,GLENDALE,MARICOPA,85308,YES,LPN,PUBLIC,48,88%,8%,96%,90%,8%,98%,88%,8%,96%,92%,8%,100%,90%,8%,98%,8%,0%,8%
GREENFIELD ELEMENTARY SCHOOL,2550 E ELLIOT RD,GILBERT,MARICOPA,85234,YES,RN,PUBLIC,142,94%,5%,100%,96%,4%,100%,95%,5%,100%,93%,7%,100%,96%,4%,100%,8%,0%,4%
GREENWAY ELEMENTARY SCHOOL,100 OLD DOUGLAS ROAD,BISBEE,COCHISE,85603,NO,,PUBLIC,43,91%,0%,98%,91%,0%,98%,91%,0%,98%,98%,0%,98%,98%,0%,98%,0%,0%,0%
GRIFFITH ELEMENTARY SCHOOL,4505 E PALM LN,PHOENIX,MARICOPA,85008,NO,,PUBLIC,100,89%,2%,96%,89%,2%,96%,92%,2%,96%,93%,2%,96%,92%,2%,94%,2%,2%,2%
GUIDING LIGHT CHRISTIAN EDUCATIONAL CENTER,220 MESCAL LN,LAKE HAVASU CITY,MOHAVE,86403,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
H L SUVERKRUP ELEMENTARY SCHOOL,1590 S AVENUE C,YUMA,YUMA,85364,NO,,PUBLIC,71,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
HALE ELEMENTARY SCHOOL,1425 N 23RD ST,MESA,MARICOPA,85213,YES,RN,PUBLIC,84,96%,2%,100%,98%,2%,100%,98%,2%,100%,96%,2%,100%,100%,0%,100%,4%,0%,2%
HALEY ELEMENTARY,3401 S LAYTON LAKES,CHANDLER,MARICOPA,85286,NO,,PUBLIC,142,89%,11%,100%,91%,9%,100%,92%,8%,100%,92%,8%,100%,92%,8%,100%,11%,1%,2%
