SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOLTYPE,ENROLLEDCOUNT,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL
SILVESTRE S HERRERA SCHOOL,1350 S 11TH ST,PHOENIX,MARICOPA,85034,YES,RN,PUBLIC,58,95%,3%,98%,95%,3%,98%,93%,5%,98%,98%,2%,100%,98%,2%,100%,5%,0%,2%
SIRRINE ELEMENTARY SCHOOL,591 W MESQUITE ST,CHANDLER,MARICOPA,85225,YES,RN,PUBLIC,50,98%,2%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,2%,0%,2%
SKY VIEW ELEMENTARY SCHOOL,8624 W SWEETWATER,PEORIA,MARICOPA,85381,YES,LPN,PUBLIC,49,90%,10%,100%,86%,14%,100%,86%,14%,100%,96%,4%,100%,100%,0%,100%,12%,2%,12%
SKYLINE RANCH ELEMENTARY,1084 W SAN TAN HILLS DR,QUEEN CREEK,PINAL,,NO,,PUBLIC,64,83%,2%,100%,88%,2%,100%,89%,2%,100%,94%,2%,100%,100%,0%,100%,2%,0%,2%
SKYVIEW SCHOOL,125 S RUSH ST,PRESCOTT,YAVAPAI,86303,NO,,CHARTER,28,71%,21%,93%,75%,25%,100%,68%,25%,100%,71%,25%,96%,82%,18%,100%,25%,0%,18%
SOLANO SCHOOL,1526 W MISSOURI AVE,PHOENIX,MARICOPA,85015,NO,,PUBLIC,75,96%,3%,99%,96%,3%,99%,91%,3%,93%,96%,3%,99%,96%,3%,99%,3%,0%,3%
SOLENG TOM ELEMENTARY SCHOOL,10520 E CAMINO QUINCE,TUCSON,PIMA,85748,YES,RN,PUBLIC,69,97%,3%,100%,97%,3%,100%,97%,3%,100%,99%,1%,100%,99%,1%,100%,3%,0%,3%
SOLOMON ELEMENTARY SCHOOL,2250 S STEVENS AVE,SOLOMON,GRAHAM,85546,YES,LPN,PUBLIC,22,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SONOMA RANCH ELEMENTARY SCHOOL,601 N BISCAYNE DR,GILBERT,MARICOPA,85233,YES,RN,PUBLIC,80,88%,8%,95%,90%,5%,96%,88%,8%,95%,90%,8%,98%,95%,5%,100%,10%,0%,4%
SONORAN FOOTHILLS SCHOOL,32150 N NORTH FOOTHILLS DR,PHOENIX,MARICOPA,85085,YES,RN,PUBLIC,113,89%,11%,100%,89%,11%,100%,86%,14%,100%,91%,9%,100%,95%,5%,100%,13%,0%,13%
SONORAN HEIGHTS ELEMENTARY,11405 N GREER RANCH PKWY,SURPRISE,MARICOPA,85379,YES,RN,PUBLIC,76,91%,8%,100%,92%,8%,100%,78%,14%,100%,89%,11%,100%,91%,9%,100%,16%,0%,12%
SONORAN SCIENCE ACADEMY - PEORIA,17667 N 91ST AVE,PEORIA,MARICOPA,85382,NO,,CHARTER,41,93%,7%,100%,93%,7%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,7%,0%,7%
SONORAN SCIENCE ACADEMY - PHOENIX,4837 E MCDOWELL RD,PHOENIX,MARICOPA,85008,NO,,CHARTER,29,93%,7%,100%,90%,10%,100%,83%,17%,100%,93%,7%,100%,90%,10%,100%,17%,0%,7%
SONORAN SCIENCE ACADEMY - TUCSON,2325 E. SUNSET RD,TUCSON,PIMA,85741,NO,,CHARTER,51,96%,4%,100%,94%,6%,100%,94%,6%,100%,92%,6%,98%,94%,6%,100%,6%,0%,4%
SONORAN SCIENCE ADADEMY - BROADWAY,6880 E BROADWAY BLVD,TUCSON,PIMA,85710,NO,,CHARTER,28,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,4%,0%,4%
SONORAN SKY ELEMENTARY SCHOOL,10150 W MISSOURI AVE,GLENDALE,MARICOPA,85307,YES,LPN,PUBLIC,71,96%,0%,97%,99%,0%,99%,99%,0%,99%,100%,0%,100%,100%,0%,100%,1%,0%,1%
SONORAN SKY ELEMENTARY SCHOOL,12990 N 75TH ST,SCOTTSDALE,MARICOPA,85260,YES,RN,PUBLIC,106,95%,5%,100%,96%,4%,100%,92%,8%,100%,94%,5%,100%,96%,4%,100%,8%,1%,5%
SOPORI ELEMENTARY SCHOOL,5000 W ARIVACA RD,AMADO,PIMA,85645,YES,RN,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SOUSA ELEMENTARY SCHOOL,616 N MOUNTAIN RD,MESA,MARICOPA,85207,YES,RN,PUBLIC,58,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,2%,2%,2%
SOUTH PHOENIX PREP AND ARTS ACADEMY,7450 S 40TH ST,PHOENIX,MARICOPA,85042,NO,,CHARTER,57,93%,4%,96%,95%,5%,100%,98%,0%,98%,95%,2%,96%,100%,0%,100%,2%,0%,0%
SOUTH POINTE PUBLIC CHARTER ELEMENTARY,2033 E SOUTHERN AVE,PHOENIX,MARICOPA,85040,NO,,CHARTER,55,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SOUTHGATE ACADEMY,850 W VALENCIA RD,TUCSON,PIMA,85706,NO,,CHARTER,40,98%,3%,100%,98%,3%,100%,98%,3%,100%,98%,3%,100%,98%,3%,100%,3%,0%,3%
SOUTHSIDE COMMUNITY SCHOOL,2701 S CAMPBELL AVE,TUCSON,PIMA,85713,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SOUTHWEST ELEMENTARY SCHOOL,1111 W DOBBINS RD,PHOENIX,MARICOPA,85041,YES,LPN,PUBLIC,68,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SOUTHWESTERN CHRISTIAN SCHOOL,3261 S AVENUE 6 E,YUMA,YUMA,85365,NO,,PRIVATE,22,100%,0%,100%,100%,0%,100%,73%,0%,73%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SPECTRUM ELEMENTARY,2846 S SPECTRUM WAY,GILBERT,MARICOPA,85295,YES,RN,PUBLIC,81,93%,6%,100%,94%,6%,100%,93%,6%,99%,96%,4%,100%,96%,4%,100%,6%,1%,6%
ST MARIA GORETTI PRESCHOOL,6261 NORTH GRANITE REEF ROAD,SCOTTSDALE,MARICOPA,85250,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ST THERESA LITTLE FLOWER PRESCHOOL,5001 EAST THOMAS ROAD,PHOENIX,MARICOPA,85018,YES,RN,PRIVATE,34,94%,3%,97%,97%,3%,100%,94%,3%,97%,94%,3%,97%,97%,3%,100%,3%,6%,3%
ST. ANTHONY OF PADUA CATHOLIC PRESCHOOL,501 EAST 2ND STREET,CASA GRANDE,PINAL,85122,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ST. GREGORY CATHOLIC SCHOOL -  PRESCHOOL AND EXTENDED CARE,3440 NORTH 18TH AVENUE,PHOENIX,MARICOPA,85015,NO,,PRIVATE,49,90%,4%,100%,86%,4%,100%,86%,4%,100%,82%,4%,100%,90%,4%,94%,4%,0%,4%
ST. JEROME PRESCHOOL,10815 NORTH 35TH AVENUE,PHOENIX,MARICOPA,85029,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ST. LOUIS THE KING PRE - KINDERGARTEN AND EXTENDED DAY,4331 WEST MARYLAND AVENUE,GLENDALE,MARICOPA,85301,NO,,PRIVATE,25,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
ST. THOMAS AQUINAS PRESCHOOL,13720 WEST THOMAS ROAD,AVONDALE,MARICOPA,85392,YES,RN,CHARTER,50,96%,4%,100%,100%,0%,100%,94%,6%,100%,100%,0%,100%,94%,6%,100%,6%,0%,6%
STANFIELD ELEMENTARY SCHOOL,515 S STANFIELD RD,STANFIELD,PINAL,85172,NO,,PUBLIC,44,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,2%,0%,2%
STAR CHARTER SCHOOL,145 LEUPP RD,FLAGSTAFF,COCONINO,86004,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
STARLIGHT PARK SCHOOL,7960 W OSBORN RD,PHOENIX,MARICOPA,85033,NO,,PUBLIC,128,96%,1%,100%,96%,1%,100%,99%,1%,100%,100%,0%,100%,100%,0%,100%,1%,0%,0%
STARLINE ELEMENTARY SCHOOL,3150 STARLINE DR,LAKE HAVASU CITY,MOHAVE,86406,NO,,PUBLIC,79,97%,3%,100%,97%,3%,100%,96%,4%,100%,97%,3%,100%,97%,3%,100%,5%,0%,3%
STEPPING STONES ACADEMY,35812 N 7TH ST,PHOENIX,MARICOPA,85086,NO,,CHARTER,22,86%,14%,100%,86%,14%,100%,86%,14%,100%,86%,14%,100%,86%,14%,100%,14%,0%,14%
STETSON HILLS ELEMENTARY,25475 N STETSON HILLS LOOP RD,GLENDALE,MARICOPA,85083,YES,RN,PUBLIC,85,94%,5%,100%,95%,5%,100%,94%,6%,100%,92%,6%,100%,96%,4%,100%,7%,0%,4%
STEVEN R JASINSKI ELEMENTARY SCHOOL,4280 S 246TH AVE,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,41,98%,2%,100%,95%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,2%,0%,2%
STEVENSON ELEMENTARY SCHOOL,638 S 96TH ST,MESA,MARICOPA,85208,YES,RN,PUBLIC,93,90%,3%,100%,96%,3%,100%,97%,3%,100%,97%,3%,100%,95%,5%,100%,5%,0%,2%
STEVENSON ELEMENTARY SCHOOL,2200 11TH ST,DOUGLAS,COCHISE,85607,YES,RN,PUBLIC,53,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
STURGEON CROMER ELEMENTARY SCHOOL,7150 E SILVER SADDLE RD,FLAGSTAFF,COCONINO,86004,YES,RN,PUBLIC,97,89%,11%,100%,89%,11%,100%,89%,11%,100%,90%,10%,100%,90%,10%,100%,11%,0%,10%
SUMMIT ACADEMY,1560 W SUMMIT PL,CHANDLER,MARICOPA,85224,YES,RN,PUBLIC,83,100%,0%,100%,99%,1%,100%,98%,2%,100%,99%,1%,100%,99%,1%,100%,4%,0%,0%
SUMMIT SCHOOL OF AHWATUKEE,4515 E MUIRWOOD DR,PHOENIX,MARICOPA,85048,NO,,PRIVATE,31,81%,13%,94%,87%,10%,97%,84%,10%,94%,90%,10%,100%,90%,10%,100%,13%,0%,10%
SUMMIT VIEW ELEMENTARY,1900 E SUMMIT ST,TUCSON,PIMA,85756,YES,RN,PUBLIC,56,93%,5%,100%,93%,5%,100%,95%,5%,100%,93%,5%,100%,95%,5%,100%,5%,5%,5%
SUN CANYON ELEMENTARY SCHOOL,8150 W DURANGO ST,PHOENIX,MARICOPA,85043,NO,,PUBLIC,93,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,1%,0%,1%
SUN VALLEY CHARTER SCHOOL,"5806 S 35TH AVE, BLDG E",PHOENIX,MARICOPA,85041,NO,,CHARTER,40,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SUN VALLEY ELEMENTARY SCHOOL,8361 N 95TH AVE,PEORIA,MARICOPA,85345,YES,LPN,PUBLIC,77,95%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,5%,0%,5%
SUNDANCE ELEMENTARY SCHOOL,7051 W CHOLLA ST,PEORIA,MARICOPA,85345,YES,LPN,PUBLIC,62,98%,2%,100%,100%,0%,100%,98%,2%,100%,100%,0%,100%,100%,0%,100%,2%,0%,0%
SUNDANCE ELEMENTARY SCHOOL,23800 W HADLEY ST,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,82,98%,2%,100%,98%,2%,100%,98%,2%,100%,96%,4%,100%,96%,4%,100%,2%,0%,2%
SUNLAND ELEMENTARY SCHOOL,5401 S 7TH AVE,PHOENIX,MARICOPA,85041,NO,,PUBLIC,60,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SUNNYSLOPE ELEMENTARY SCHOOL,240 E VOGEL AVE,PHOENIX,MARICOPA,85020,NO,,PUBLIC,68,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,100%,0%,100%,1%,0%,0%
SUNRIDGE ELEMENTARY SCHOOL,6244 W ROOSEVELT ST,PHOENIX,MARICOPA,85043,NO,,PUBLIC,93,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,97%,3%,100%,3%,0%,2%
SUNRISE DRIVE ELEMENTARY SCHOOL,5301 E SUNRISE DR,TUCSON,PIMA,85718,YES,RN,PUBLIC,83,98%,2%,100%,98%,2%,100%,95%,2%,99%,95%,2%,98%,100%,0%,100%,2%,0%,2%
SUNRISE ELEMENTARY,2645 LANDON DR,BULLHEAD CITY,MOHAVE,86429,NO,,PUBLIC,71,96%,3%,100%,96%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,3%,0%,3%
SUNRISE ELEMENTARY SCHOOL,17624 N 31ST AVE,PHOENIX,MARICOPA,85053,NO,,PUBLIC,73,97%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,4%,0%,0%
SUNRISE ELEMENTARY SCHOOL,9943 S 28TH ST,YUMA,YUMA,85367,YES,RN,PUBLIC,90,96%,3%,100%,97%,2%,100%,96%,3%,100%,97%,3%,100%,97%,3%,100%,4%,0%,4%
SUNSET CANYON SCHOOL,2727 E SIESTA LN,PHOENIX,MARICOPA,85050,NO,,PUBLIC,48,94%,6%,100%,94%,6%,100%,94%,6%,100%,94%,6%,100%,98%,2%,100%,6%,0%,6%
SUNSET ELEMENTARY SCHOOL,6602 W OSBORN RD,PHOENIX,MARICOPA,85033,YES,RN,PUBLIC,121,96%,3%,100%,97%,3%,100%,97%,3%,100%,96%,4%,100%,96%,4%,100%,4%,0%,3%
SUNSET HEIGHTS ELEMENTARY SCHOOL,9687 W ADAM AVE,PEORIA,MARICOPA,85382,YES,RN,PUBLIC,92,100%,0%,100%,100%,0%,100%,98%,2%,100%,99%,1%,100%,100%,0%,100%,2%,0%,0%
SUNSET HILLS ELEMENTARY,17825 WEST SIERRA MONTANA LOOP,SURPRISE,MARICOPA,85388,NO,,PUBLIC,97,95%,4%,99%,95%,4%,99%,94%,5%,99%,95%,4%,99%,96%,4%,100%,5%,0%,5%
SUNSET RIDGE ELEMENTARY,8490 W MISSOURI AVE,GLENDALE,MARICOPA,85305,NO,,PUBLIC,68,97%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,100%,0%,100%,1%,0%,1%
SUNSET RIDGE ELEMENTARY,35707 N 33RD LN,PHOENIX,MARICOPA,85086,NO,,PUBLIC,75,89%,11%,100%,88%,11%,99%,89%,11%,100%,88%,11%,100%,89%,11%,100%,11%,0%,11%
SUNSET SCHOOL,4626 W MOUNTAIN VIEW RD,GLENDALE,MARICOPA,85302,YES,RN,PUBLIC,80,95%,0%,100%,96%,0%,100%,95%,0%,100%,95%,0%,100%,100%,0%,100%,1%,3%,1%
SUNSET VISTA ELEMENTARY,7775 W ORANGEWOOD AVE,GLENDALE,MARICOPA,85303,YES,LPN,PUBLIC,84,95%,4%,99%,96%,4%,100%,96%,4%,100%,98%,2%,100%,100%,0%,100%,4%,4%,0%
SUPERSTITION SPRINGS ELEMENTARY,7125 E MONTEREY AVE,MESA,MARICOPA,85209,YES,RN,PUBLIC,91,90%,8%,100%,92%,8%,100%,92%,8%,100%,96%,3%,100%,99%,1%,100%,9%,0%,1%
SURPRISE ELEMENTARY SCHOOL,12907 W GREENWAY RD,EL MIRAGE,MARICOPA,85335,YES,LPN,PUBLIC,81,95%,4%,100%,95%,4%,99%,95%,4%,100%,96%,2%,99%,98%,2%,100%,4%,0%,2%
SWEETWATER SCHOOL,4602 W SWEETWATER AVE,GLENDALE,MARICOPA,85304,YES,RN,PUBLIC,54,94%,6%,100%,96%,4%,100%,94%,6%,100%,96%,4%,100%,96%,4%,100%,6%,0%,4%
SYCAMORE ELEMENTARY,16701 S HOUGTON RD,VAIL,PIMA,85641,NO,,PUBLIC,97,97%,2%,100%,97%,2%,100%,97%,2%,100%,98%,2%,100%,98%,2%,100%,0%,0%,2%
SYNERGY PUBLIC SCHOOL,2701 W BETHANY HOME RD,PHOENIX,MARICOPA,85017,NO,,CHARTER,102,98%,2%,100%,98%,2%,100%,95%,2%,97%,97%,2%,99%,98%,2%,100%,2%,1%,2%
T DALE HANCOCK ELEMENTARY,2425 S PLEASANT DR,CHANDLER,MARICOPA,85286,NO,,PUBLIC,101,97%,2%,100%,100%,0%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,4%,0%,0%
T G BARR SCHOOL,2041 E VINEYARD RD,PHOENIX,MARICOPA,85042,NO,,PUBLIC,44,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,2%,0%,2%
T.E.S.D.#17 - PORFIRIO H GONZALES,9401 WEST GARFIELD STREET,TOLLESON,MARICOPA,85353,YES,LPN,PUBLIC,80,90%,10%,100%,91%,3%,94%,91%,0%,91%,91%,3%,94%,99%,0%,99%,3%,0%,3%
T.U.S.D.#1 - C. E. ROSE PRESCHOOL PROGRAM,710 WEST MICHIGAN DRIVE,TUCSON,PIMA,85714,YES,RN,PUBLIC,96,98%,0%,100%,97%,0%,100%,95%,0%,100%,98%,0%,100%,99%,0%,99%,0%,0%,0%
TAFT ELEMENTARY SCHOOL,9800 E QUARTERLINE RD,MESA,MARICOPA,85207,YES,RN,PUBLIC,57,95%,4%,100%,95%,4%,100%,95%,4%,100%,96%,4%,100%,96%,4%,100%,4%,0%,2%
TANQUE VERDE ELEMENTARY SCHOOL,2600 N FENNIMORE AVE,TUCSON,PIMA,85749,YES,RN,PUBLIC,79,97%,3%,100%,97%,3%,100%,96%,3%,100%,97%,3%,100%,100%,0%,100%,3%,0%,3%
TANQUE VERDE LUTHERAN PRESCHOOL,8625 EAST TANQUE VERDE,TUCSON,PIMA,85749,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TARTESSO ELEMENTARY SCHOOL,29677 W INDIANOLA RD,BUCKEYE,MARICOPA,85322,NO,,PUBLIC,52,94%,6%,100%,94%,6%,100%,94%,6%,100%,94%,6%,100%,94%,6%,100%,6%,0%,6%
TAVAN ELEMENTARY SCHOOL,4610 E OSBORN RD,PHOENIX,MARICOPA,85018,YES,RN,PUBLIC,97,99%,1%,100%,98%,2%,100%,98%,2%,100%,97%,3%,100%,98%,2%,100%,5%,1%,5%
TAYLOR ELEMENTARY SCHOOL,20 S 300 EAST,TAYLOR,NAVAJO,85939,NO,,PUBLIC,72,82%,13%,100%,82%,13%,100%,82%,13%,100%,82%,13%,100%,88%,13%,100%,13%,4%,10%
TAYLOR HICKS SCHOOL,1845 CAMPBELL AVE,PRESCOTT,YAVAPAI,86301,YES,RN,PUBLIC,82,88%,6%,94%,90%,6%,96%,87%,7%,94%,93%,5%,98%,91%,6%,98%,7%,0%,4%
TELESIS PREPARATORY,2598 STARLITE LN,LAKE HAVASU CITY,MOHAVE,86403,NO,,CHARTER,32,75%,0%,75%,78%,0%,78%,78%,0%,78%,88%,0%,88%,97%,0%,97%,9%,9%,9%
TEMPE MONTESSORI SCHOOL,410 S EL DORADO RD,MESA,MARICOPA,,NO,,PRIVATE,36,78%,22%,100%,78%,22%,100%,78%,22%,100%,78%,22%,100%,78%,22%,100%,22%,22%,22%
TERRAMAR ELEMENTARY,7000 W HAPPY VALLEY RD,PEORIA,MARICOPA,85383,YES,RN,PUBLIC,90,94%,6%,100%,96%,4%,100%,94%,6%,100%,94%,6%,100%,98%,2%,100%,8%,0%,3%
TERRITORIAL EARLY CHILDHOOD CENTER,1088 MAHAN LANE,CHINO VALLEY,YAVAPAI,86323,YES,RN,PRIVATE,141,84%,16%,100%,87%,13%,100%,81%,19%,100%,89%,11%,100%,89%,11%,100%,8%,0%,9%
THATCHER ELEMENTARY SCHOOL,1350 N 4TH AVE,THATCHER,GRAHAM,85552,YES,RN,PUBLIC,104,92%,8%,100%,93%,7%,100%,96%,4%,100%,100%,0%,100%,100%,0%,100%,6%,0%,0%
THE BEREAN ACADEMY,4699 E HIGHWAY 90,SIERRA VISTA,COCHISE,85635,NO,,CHARTER,30,87%,7%,93%,93%,0%,93%,90%,0%,90%,87%,0%,87%,90%,0%,90%,7%,0%,0%
THE PAIDEIA ACADEMY OF SOUTH PHOENIX,7777 S 15TH TER,PHOENIX,MARICOPA,85042,YES,RN,CHARTER,116,98%,2%,100%,98%,2%,100%,98%,2%,100%,97%,3%,100%,97%,3%,100%,3%,0%,3%
THE PEAK SCHOOL,2229 E SPRUCE AVE,FLAGSTAFF,COCONINO,86004,NO,,CHARTER,25,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,96%,4%,100%,4%,0%,0%
THOMAS A EDISON SCHOOL,804 N 18TH ST,PHOENIX,MARICOPA,85006,YES,RN,PUBLIC,70,97%,0%,100%,99%,0%,100%,99%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
THOMAS M KNOLES ELEMENTARY SCHOOL,4005 E BUTLER AVE,FLAGSTAFF,COCONINO,86004,YES,RN,PUBLIC,90,88%,12%,100%,88%,12%,100%,88%,12%,100%,91%,9%,100%,100%,0%,100%,12%,0%,10%
THOMPSON RANCH ELEMENTARY,11800 W THOMPSON RANCH RD,EL MIRAGE,MARICOPA,85335,YES,RN,PUBLIC,101,97%,2%,99%,97%,3%,100%,98%,2%,100%,98%,2%,100%,99%,1%,100%,3%,0%,1%
THORNYDALE ELEMENTARY SCHOOL,7751 N OLDFATHER RD,TUCSON,PIMA,85741,NO,,PUBLIC,58,95%,3%,98%,97%,2%,98%,97%,2%,98%,97%,3%,100%,98%,2%,100%,5%,3%,2%
THUNDERBIRD CHRISTIAN ELEMENTARY,7440 E. SUTTON DRIVE,SCOTTSDALE,MARICOPA,85260,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TIERRA DEL SOL ELEMENTARY SCHOOL,16551 S SOMERTON AVE,SOMERTON,YUMA,85350,YES,RN,PUBLIC,119,97%,3%,100%,96%,3%,100%,97%,3%,100%,98%,2%,100%,100%,0%,100%,3%,0%,0%
TOLSON ELEMENTARY SCHOOL,1000 S GREASEWOOD RD,TUCSON,PIMA,85745,YES,RN,PUBLIC,44,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
TOMAHAWK ELEMENTARY SCHOOL,7820 W TURNEY AVE,PHOENIX,MARICOPA,85033,YES,LPN,PUBLIC,113,96%,0%,96%,98%,0%,98%,97%,0%,97%,100%,0%,100%,100%,0%,100%,0%,0%,0%
TONALEA ELEMENTARY SCHOOL,6720 E CONTINENTAL DR,SCOTTSDALE,MARICOPA,85257,YES,RN,PRIVATE,44,98%,2%,100%,100%,0%,100%,98%,2%,100%,100%,0%,100%,100%,0%,100%,2%,0%,0%
TOPOCK ELEMENTARY SCHOOL,5083 TULE DR,TOPOCK,MOHAVE,86436,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TOWN & COUNTRY ELEMENTARY SCHOOL,1313 S LENZNER AVE,SIERRA VISTA,COCHISE,85635,YES,RN,PUBLIC,48,96%,2%,100%,96%,2%,100%,96%,2%,100%,98%,2%,100%,98%,2%,100%,2%,0%,2%
TRAILSIDE POINT ELEMENTARY,7272 W VINEYARD RD,LAVEEN,MARICOPA,85339,NO,,PUBLIC,96,96%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,4%,0%,3%
TRES RIOS ELEMENTARY SCHOOL,5025 S 103RD AVE,TOLLESON,MARICOPA,85353,YES,LPN,PUBLIC,65,97%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,2%,0%,2%
TRI-CITY CHRISTIAN ACADEMY,2211 W GERMANN RD,CHANDLER,MARICOPA,85286,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TRINITY CHRISTIAN SCHOOL,1071 MOGOLLON RD,PRESCOTT,YAVAPAI,86301,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TRINITY LUTHERAN ELEMENTARY SCHOOL,830 PLAZA CIR,LITCHFIELD PARK,MARICOPA,85340,NO,,PRIVATE,27,93%,7%,100%,93%,7%,100%,93%,7%,100%,93%,7%,100%,93%,7%,100%,7%,0%,7%
TRINITY LUTHERAN SCHOOL,830 EAST PLAZA CIRCLE EAST,LITCHFIELD PARK,MARICOPA,85340,NO,,PRIVATE,27,93%,7%,100%,93%,7%,100%,93%,7%,100%,93%,7%,100%,93%,7%,100%,7%,0%,7%
TRIUMPHANT LEARNING CENTER,201 E MAIN ST,SAFFORD,GRAHAM,85546,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TSAILE ELEMENTARY SCHOOL,RTE 12,TSAILE,APACHE,86556,NO,,PUBLIC,46,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
TSE HOOTSOOI ELEMENTARY SCHOOL,NAVAJO ROUTE 12,FORT DEFIANCE,APACHE,,NO,,PUBLIC,110,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
TSEHOOTSOOI DINE BI'OLTA' (NAVAJO IMMERSION),NAVAJO ROUTE 12,FORT DEFIANCE,APACHE,86504,NO,,PUBLIC,29,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
