SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE DTAP,% EXEMPT DTAP,% COMPLIANCE DTAP,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
DAVIS BILINGUAL MAGNET SCHOOL,500 W ST MARY'S RD,TUCSON,PIMA,85701,YES,RN,PUBLIC,50,98%,0%,100%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,98.0%,0.0%,100.0%,2.0%,2.0%,0.0%
CROWN CHARTER SCHOOL,12450 W MARYLAND AVE,LITCHFIELD PARK,MARICOPA,85340,NO,,CHARTER,70,86%,4%,90%,90.0%,4.3%,94.3%,62.9%,4.3%,67.1%,85.7%,4.3%,90.0%,90.0%,4.3%,94.3%,4.3%,0.0%,4.3%
ARIZONA CHARTER ACADEMY,16011 N DYSART RD,SURPRISE,MARICOPA,85374,NO,,CHARTER,120,97%,0%,97%,96.7%,0.0%,96.7%,96.7%,0.0%,96.7%,95.8%,0.0%,95.8%,100.0%,0.0%,100.0%,6.7%,0.0%,6.7%
CANYON POINTE ACADEMY,4941 W UNION HILLS DR,GLENDALE,MARICOPA,85308,NO,,CHARTER,<20,92%,8%,100%,100.0%,0.0%,100.0%,92.3%,7.7%,100.0%,92.3%,7.7%,100.0%,100.0%,0.0%,100.0%,7.7%,0.0%,0.0%
PINNACLE POINTE ACADEMY,6753 W PINNACLE PEAK RD,GLENDALE,MARICOPA,85310,NO,,CHARTER,26,92%,8%,100%,88.5%,11.5%,100.0%,80.8%,19.2%,100.0%,96.2%,3.8%,100.0%,100.0%,0.0%,100.0%,19.2%,0.0%,0.0%
NOAH WEBSTER BASIC SCHOOL - PIMA,7301 E BASELINE RD,MESA,MARICOPA,85209,NO,,CHARTER,40,85%,15%,100%,87.5%,12.5%,100.0%,82.5%,17.5%,100.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,17.5%,0.0%,5.0%
IMAGINE SCHOOLS AT BUCKEYE,2400 SOUTH 247TH AVENUE,BUCKEYE,MARICOPA,85326,NO,,CHARTER,49,80%,20%,100%,79.6%,20.4%,100.0%,79.6%,20.4%,100.0%,91.8%,8.2%,100.0%,89.8%,10.2%,100.0%,22.4%,0.0%,4.1%
PAN-AMERICAN ELEMENTARY CHARTER SCHOOL,8305 W THOMAS ROAD,PHOENIX,MARICOPA,85037,NO,,CHARTER,92,98%,0%,98%,98.9%,0.0%,98.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
CHALLENGER BASIC SCHOOL,1315 N GREENFIELD RD,GILBERT,MARICOPA,85234,NO,,CHARTER,33,79%,21%,100%,72.7%,21.2%,100.0%,78.8%,21.2%,100.0%,75.8%,21.2%,100.0%,78.8%,21.2%,100.0%,21.2%,0.0%,21.2%
CAMELBACK ACADEMY,7634 W CAMELBACK RD,GLENDALE,MARICOPA,85303,YES,LPN,CHARTER,75,80%,8%,97%,80.0%,8.0%,97.3%,80.0%,8.0%,97.3%,80.0%,8.0%,97.3%,89.3%,8.0%,97.3%,8.0%,0.0%,8.0%
DESERT MARIGOLD SCHOOL,6210 S 28TH ST,PHOENIX,MARICOPA,85042,NO,,CHARTER,34,35%,62%,97%,47.1%,50.0%,97.1%,55.9%,41.2%,97.1%,55.9%,44.1%,100.0%,64.7%,35.3%,100.0%,70.6%,0.0%,35.3%
LEADING EDGE ACADEMY - GILBERT ELEMENTARY CAMPUS,717 W RAY RD,GILBERT,MARICOPA,85233,NO,,CHARTER,25,88%,12%,100%,88.0%,12.0%,100.0%,88.0%,12.0%,100.0%,88.0%,12.0%,100.0%,88.0%,12.0%,100.0%,12.0%,0.0%,12.0%
LEADING EDGE ACADEMY - EAST MESA CAMPUS,10115 E UNIVERSITY DR,MESA,MARICOPA,85207,NO,,CHARTER,25,76%,24%,100%,76.0%,24.0%,100.0%,76.0%,24.0%,100.0%,84.0%,16.0%,100.0%,84.0%,16.0%,100.0%,24.0%,0.0%,16.0%
IMAGINE CHARTER SCHOOL AT BELL CANYON,18052 N BLACK CANYON HWY,PHOENIX,MARICOPA,85053,NO,,CHARTER,30,80%,20%,100%,80.0%,20.0%,100.0%,80.0%,20.0%,100.0%,80.0%,20.0%,100.0%,80.0%,20.0%,100.0%,20.0%,0.0%,20.0%
CONTINENTAL ELEMENTARY SCHOOL,1991 E WHITE HOUSE CANYON RD,GREEN VALLEY,PIMA,85614,YES,RN,PUBLIC,76,99%,1%,100%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,2.6%,0.0%,2.6%
MONTESSORI ACADEMY - PARADISE VALLEY,6050 N INVERGORDON RD,PARADISE VALLEY,MARICOPA,85253,NO,,CHARTER,<20,85%,15%,100%,84.6%,15.4%,100.0%,76.9%,23.1%,100.0%,76.9%,23.1%,100.0%,76.9%,23.1%,100.0%,23.1%,0.0%,23.1%
HERITAGE ELEMENTARY SCHOOL - WEST CAMPUS,6805 N 125TH AVE,GLENDALE,MARICOPA,85307,NO,,CHARTER,77,92%,5%,100%,90.9%,5.2%,96.1%,100.0%,0.0%,100.0%,94.8%,5.2%,100.0%,94.8%,5.2%,100.0%,5.2%,0.0%,5.2%
HEARN ACADEMY ,17606 N 7TH AVE,PHOENIX,MARICOPA,85023,YES,RN,CHARTER,69,83%,17%,100%,82.6%,17.4%,100.0%,81.2%,17.4%,100.0%,84.1%,15.9%,100.0%,84.1%,15.9%,100.0%,18.8%,0.0%,11.6%
DOBSON ACADEMY A-BALL CHARTER SCHOOL,2207 N DOBSON RD,CHANDLER,MARICOPA,85224,NO,,CHARTER,49,82%,10%,92%,81.6%,10.2%,91.8%,83.7%,10.2%,93.9%,85.7%,8.2%,93.9%,95.9%,4.1%,100.0%,12.2%,0.0%,4.1%
BURKE BASIC SCHOOL,131 E SOUTHERN AVE,MESA,MARICOPA,85210,YES,LPN,CHARTER,100,97%,1%,100%,99.0%,1.0%,100.0%,96.0%,1.0%,100.0%,99.0%,1.0%,100.0%,99.0%,1.0%,100.0%,1.0%,1.0%,1.0%
ROBLES ELEMENTARY SCHOOL,10451 S SASABE RD,TUCSON,PIMA,85736,NO,,PUBLIC,61,100%,0%,100%,100.0%,0.0%,100.0%,77.0%,0.0%,77.0%,100.0%,0.0%,100.0%,83.6%,0.0%,83.6%,0.0%,0.0%,0.0%
CAURUS ACADEMY,41900 S 42ND AVE,PHOENIX,MARICOPA,85086,NO,,CHARTER,<20,71%,12%,82%,70.6%,11.8%,82.4%,70.6%,11.8%,82.4%,70.6%,11.8%,82.4%,70.6%,11.8%,82.4%,11.8%,0.0%,11.8%
WESTLAND SCHOOL,4141 N 67TH AVE,PHOENIX,MARICOPA,85033,NO,,CHARTER,<20,58%,17%,75%,75.0%,16.7%,91.7%,75.0%,16.7%,91.7%,75.0%,16.7%,91.7%,75.0%,16.7%,91.7%,16.7%,0.0%,16.7%
WESTLAND SCHOOL BRIGHTON CAMPUS,8632 W NORTHERN AVE,GLENDALE,MARICOPA,85305,NO,,CHARTER,23,74%,4%,78%,91.3%,4.3%,95.7%,87.0%,4.3%,91.3%,91.3%,4.3%,95.7%,91.3%,4.3%,95.7%,4.3%,0.0%,0.0%
GREAT HEARTS ACADEMIES - ARCHWAY VERITAS,3102 N. 56TH ST,PHOENIX,MARICOPA,85018,YES,RN,CHARTER,120,88%,12%,100%,88.3%,11.7%,100.0%,86.7%,13.3%,100.0%,87.5%,12.5%,100.0%,88.3%,11.7%,100.0%,15.0%,0.0%,9.2%
MISSION MONTESSORI ACADEMY,12990 E SHEA BLVD,SCOTTSDALE,MARICOPA,85259,NO,,CHARTER,23,30%,26%,57%,30.4%,21.7%,56.5%,43.5%,21.7%,69.6%,65.2%,21.7%,91.3%,65.2%,21.7%,91.3%,21.7%,4.3%,21.7%
HAPPY VALLEY SCHOOL - PEORIA,7140 W HAPPY VALLEY RD,PEORIA,MARICOPA,85383,YES,LPN,CHARTER,68,74%,26%,100%,75.0%,25.0%,100.0%,75.0%,25.0%,100.0%,83.8%,16.2%,100.0%,86.8%,13.2%,100.0%,26.5%,0.0%,13.2%
SOUTH POINTE PUBLIC CHARTER ELEMENTARY,2033 E SOUTHERN AVE,PHOENIX,MARICOPA,85040,NO,,CHARTER,39,77%,0%,77%,84.6%,0.0%,84.6%,82.1%,0.0%,82.1%,89.7%,0.0%,89.7%,94.9%,0.0%,94.9%,2.6%,0.0%,2.6%
TRINITY CHRISTIAN SCHOOL - PRESCOTT,1212 WARRIOR WAY,PRESCOTT,YAVAPAI,86305,YES,RN,PRIVATE,36,67%,19%,86%,63.9%,27.8%,91.7%,58.3%,25.0%,83.3%,75.0%,22.2%,97.2%,80.6%,19.4%,100.0%,27.8%,0.0%,19.4%
CAMP VERDE UNITED CHRISTIAN SCHOOL,903 W FINNIE FLAT RD,CAMP VERDE,YAVAPAI,86322,NO,,PRIVATE,<20,61%,39%,100%,61.1%,38.9%,100.0%,33.3%,38.9%,72.2%,61.1%,38.9%,100.0%,61.1%,38.9%,100.0%,38.9%,0.0%,38.9%
SMOKETREE ELEMENTARY SCHOOL,2395 SMOKETREE AVE,LAKE HAVASU CITY,MOHAVE,86403,YES,LPN,PUBLIC,89,89%,9%,98%,88.8%,9.0%,97.8%,78.7%,9.0%,87.6%,89.9%,9.0%,98.9%,92.1%,7.9%,100.0%,9.0%,0.0%,7.9%
HAVASUPAI ELEMENTARY SCHOOL,880 CASHMERE DR,LAKE HAVASU CITY,MOHAVE,86404,YES,LPN,PUBLIC,33,94%,6%,100%,93.9%,6.1%,100.0%,93.9%,6.1%,100.0%,93.9%,6.1%,100.0%,93.9%,6.1%,100.0%,6.1%,0.0%,6.1%
STARLINE ELEMENTARY SCHOOL,3150 STARLINE DR,LAKE HAVASU CITY,MOHAVE,86406,YES,LPN,PUBLIC,76,79%,17%,96%,88.2%,3.9%,92.1%,77.6%,5.3%,82.9%,85.5%,6.6%,92.1%,81.6%,7.9%,89.5%,17.1%,0.0%,3.9%
NAUTILUS ELEMENTARY SCHOOL,1425 PATRICIAN DR,LAKE HAVASU CITY,MOHAVE,86404,YES,RN,PUBLIC,45,76%,18%,93%,73.3%,17.8%,91.1%,75.6%,17.8%,93.3%,77.8%,17.8%,95.6%,82.2%,17.8%,100.0%,17.8%,0.0%,17.8%
ORO GRANDE ELEMENTARY SCHOOL,1250 PAWNEE DR,LAKE HAVASU CITY,MOHAVE,86406,YES,RN,PUBLIC,47,85%,13%,100%,87.2%,12.8%,100.0%,87.2%,12.8%,100.0%,89.4%,10.6%,100.0%,100.0%,0.0%,100.0%,12.8%,0.0%,0.0%
JAMAICA ELEMENTARY SCHOOL,3427 JAMAICA BLVD,LAKE HAVASU CITY,MOHAVE,86406,YES,RN,PUBLIC,46,89%,9%,98%,91.3%,6.5%,97.8%,89.1%,6.5%,97.8%,97.8%,2.2%,100.0%,100.0%,0.0%,100.0%,8.7%,0.0%,2.2%
BEAVER DAM ELEMENTARY SCHOOL,3436 E RIO VIRGIN RD.,LITTLEFIELD,MOHAVE,86432,NO,,PUBLIC,26,46%,27%,73%,46.2%,26.9%,73.1%,46.2%,26.9%,73.1%,46.2%,26.9%,73.1%,76.9%,23.1%,100.0%,26.9%,0.0%,15.4%
COTTONWOOD ELEMENTARY - 86021,185 E UNIVERSITY AVE,COLORADO CITY,MOHAVE,86021,YES,RN,PUBLIC,51,14%,69%,82%,13.7%,68.6%,82.4%,13.7%,68.6%,82.4%,11.8%,68.6%,80.4%,17.6%,68.6%,86.3%,68.6%,0.0%,68.6%
HUALAPAI ELEMENTARY SCHOOL,350 EASTERN ST,KINGMAN,MOHAVE,86401,NO,,PUBLIC,136,88%,7%,94%,90.4%,5.9%,96.3%,88.2%,5.9%,94.1%,90.4%,6.6%,97.1%,89.0%,5.9%,94.9%,6.6%,0.0%,5.1%
LA SENITA ELEMENTARY SCHOOL,3175 GORDON DR,KINGMAN,MOHAVE,86409,NO,,PUBLIC,31,77%,23%,100%,77.4%,22.6%,100.0%,77.4%,22.6%,100.0%,93.5%,6.5%,100.0%,96.8%,3.2%,100.0%,19.4%,0.0%,3.2%
MANZANITA ELEMENTARY SCHOOL,2601 DETROIT AVENUE,KINGMAN,MOHAVE,86401,YES,RN,PUBLIC,144,85%,10%,97%,86.1%,10.4%,96.5%,84.0%,9.7%,93.8%,90.3%,8.3%,99.3%,91.0%,9.0%,100.0%,10.4%,0.0%,10.4%
CERBAT ELEMENTARY SCHOOL,2689 E JAGERSON AVE,KINGMAN,MOHAVE,86409,NO,,PUBLIC,148,90%,3%,93%,89.9%,2.7%,92.6%,89.9%,2.7%,92.6%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,2.7%,0.0%,2.7%
BLACK MOUNTAIN ELEMENTARY SCHOOL,3404 N SANTA MARIA RD,GOLDEN VALLEY,MOHAVE,86413,YES,RN,PUBLIC,56,82%,5%,88%,82.1%,5.4%,87.5%,78.6%,5.4%,83.9%,82.1%,5.4%,87.5%,87.5%,5.4%,92.9%,5.4%,0.0%,5.4%
MOUNT TIPTON SCHOOL,16500 N PIERCE FERRY RD,DOLAN SPRINGS,MOHAVE,86441,YES,LPN,PUBLIC,<20,76%,18%,94%,70.6%,17.6%,88.2%,64.7%,17.6%,82.4%,82.4%,5.9%,88.2%,76.5%,5.9%,82.4%,17.6%,0.0%,5.9%
DESERT WILLOW ELEMENTARY SCHOOL - KINGMAN,3700 PROSPECTOR ST,KINGMAN,MOHAVE,86401,NO,,PUBLIC,64,86%,14%,100%,85.9%,14.1%,100.0%,85.9%,14.1%,100.0%,89.1%,10.9%,100.0%,93.8%,6.3%,100.0%,7.8%,0.0%,7.8%
TOPOCK ELEMENTARY SCHOOL,5083 TULE DR,TOPOCK,MOHAVE,86436,NO,,PUBLIC,<20,68%,26%,100%,73.7%,21.1%,100.0%,68.4%,26.3%,100.0%,84.2%,15.8%,100.0%,84.2%,15.8%,100.0%,31.6%,0.0%,15.8%
SUNRISE ELEMENTARY,2645 LANDON DR,BULLHEAD CITY,MOHAVE,86429,NO,,PUBLIC,84,89%,10%,100%,90.5%,9.5%,100.0%,90.5%,9.5%,100.0%,90.5%,9.5%,100.0%,90.5%,9.5%,100.0%,9.5%,0.0%,9.5%
DESERT VALLEY ELEMENTARY - 86442,1066 MARINA BLVD,BULLHEAD CITY,MOHAVE,86442,NO,,PUBLIC,91,91%,5%,100%,90.1%,6.6%,100.0%,91.2%,6.6%,98.9%,92.3%,5.5%,100.0%,94.5%,4.4%,98.9%,6.6%,0.0%,4.4%
DIAMONDBACK ELEMENTARY SCHOOL,2550 TESOTA WAY,BULLHEAD CITY,MOHAVE,86442,NO,,PUBLIC,69,90%,6%,100%,89.9%,5.8%,100.0%,91.3%,5.8%,100.0%,91.3%,5.8%,100.0%,97.1%,2.9%,100.0%,5.8%,0.0%,5.8%
FORT MOHAVE ELEMENTARY SCHOOL,1760 JOY LN,FORT MOHAVE,MOHAVE,86426,YES,LPN,PUBLIC,118,92%,6%,98%,91.5%,6.8%,98.3%,87.3%,6.8%,94.1%,90.7%,6.8%,97.5%,93.2%,6.8%,100.0%,6.8%,0.0%,5.9%
TRI-CITY CHRISTIAN ACADEMY,2211 W GERMANN RD,CHANDLER,MARICOPA,85286,NO,,PRIVATE,<20,72%,28%,100%,66.7%,33.3%,100.0%,72.2%,27.8%,100.0%,66.7%,33.3%,100.0%,66.7%,33.3%,100.0%,33.3%,0.0%,16.7%
CROSS OF GLORY LUTHERAN SCHOOL,10111 W JOMAX RD,PEORIA,MARICOPA,85383,NO,,PRIVATE,<20,61%,33%,100%,61.1%,33.3%,100.0%,61.1%,33.3%,100.0%,61.1%,33.3%,100.0%,66.7%,33.3%,100.0%,33.3%,0.0%,33.3%
IMMACULATE CONCEPTION CATHOLIC SCHOOL,700 NORTH BILL GRAY ROAD,COTTONWOOD,YAVAPAI,86326,NO,,PRIVATE,<20,70%,5%,75%,70.0%,5.0%,75.0%,70.0%,5.0%,75.0%,90.0%,5.0%,95.0%,85.0%,5.0%,90.0%,5.0%,0.0%,5.0%
"MANY FARMS COMMUNITY SCHOOL, INC - 86538",HWY 191,MANY FARMS,APACHE,86538,NO,,PUBLIC,27,100%,0%,100%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
TUCSON WALDORF SCHOOL,3605 E RIVER RD,TUCSON,PIMA,85718,NO,,PRIVATE,<20,56%,44%,100%,55.6%,44.4%,100.0%,55.6%,44.4%,100.0%,55.6%,44.4%,100.0%,55.6%,44.4%,100.0%,44.4%,0.0%,44.4%
KINGMAN ACADEMY OF LEARNING - PRIMARY,3400 N BURBANK ST,KINGMAN,MOHAVE,86409,NO,,CHARTER,100,89%,11%,100%,90.0%,10.0%,100.0%,85.0%,15.0%,100.0%,89.0%,11.0%,100.0%,89.0%,11.0%,100.0%,15.0%,1.0%,10.0%
TELESIS PREPARATORY ACADEMY,2598 STARLITE LN,LAKE HAVASU CITY,MOHAVE,86403,NO,,CHARTER,30,80%,20%,100%,80.0%,20.0%,100.0%,80.0%,20.0%,100.0%,80.0%,0.0%,100.0%,80.0%,20.0%,100.0%,20.0%,0.0%,20.0%
MOHAVE ACCELERATED ELEMENTARY SCHOOL,625 MARINA BLVD,BULLHEAD CITY,MOHAVE,86442,NO,,CHARTER,66,94%,6%,100%,93.9%,6.1%,100.0%,93.9%,6.1%,100.0%,93.9%,6.1%,100.0%,93.9%,6.1%,100.0%,6.1%,0.0%,6.1%
MOHAVE ACCELERATED ELEMENTARY EAST,945 THUMB BUTTE DR,BULLHEAD CITY,MOHAVE,86429,NO,,CHARTER,21,100%,0%,100%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
DESERT STAR ACADEMY,"5599 S HWY 95, UNIT 2",FORT MOHAVE,MOHAVE,86426,NO,,CHARTER,53,87%,6%,92%,86.8%,5.7%,92.5%,86.8%,5.7%,92.5%,94.3%,5.7%,100.0%,94.3%,5.7%,100.0%,5.7%,0.0%,5.7%
YOUNG SCHOLARS ACADEMY,1501 E VALENCIA RD,BULLHEAD CITY,MOHAVE,86426,NO,,CHARTER,48,96%,4%,100%,95.8%,4.2%,100.0%,87.5%,10.4%,97.9%,91.7%,6.3%,97.9%,95.8%,4.2%,100.0%,10.4%,0.0%,4.2%
THE GODDARD SCHOOL - GOODYEAR,13235 W THOMAS RD,AVONDALE,MARICOPA,85395,NO,,PRIVATE,<20,100%,0%,100%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
HOPE CHRISTIAN ACADEMY,1125 N DOBSON RD,CHANDLER,MARICOPA,85224,NO,,PRIVATE,<20,42%,58%,100%,41.7%,58.3%,100.0%,41.7%,58.3%,100.0%,50.0%,50.0%,100.0%,50.0%,50.0%,100.0%,66.7%,0.0%,33.3%
CHRIST CHURCH SCHOOL,4015 E LINCOLN DR,PARADISE VALLEY,MARICOPA,85253,NO,,PRIVATE,<20,78%,22%,100%,72.2%,27.8%,100.0%,77.8%,22.2%,100.0%,77.8%,22.2%,100.0%,77.8%,22.2%,100.0%,44.4%,0.0%,16.7%
JEFFERSON ELEMENTARY SCHOOL,100 W MAHONEY ST,WINSLOW,NAVAJO,86047,NO,,PUBLIC,136,97%,3%,100%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,2.9%,0.0%,2.2%
JOSEPH CITY ELEMENTARY SCHOOL,8176 N WESTOVER ST,JOSEPH CITY,NAVAJO,86032,YES,RN,PUBLIC,28,61%,7%,68%,64.3%,7.1%,71.4%,60.7%,7.1%,67.9%,89.3%,7.1%,96.4%,78.6%,7.1%,85.7%,7.1%,0.0%,7.1%
INDIAN WELLS ELEMENTARY,JUNCTION OF STATE ROUTE 77/15,INDIAN WELLS,NAVAJO,86031,YES,RN,PUBLIC,31,100%,0%,100%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
HOLBROOK JUNIOR HIGH SCHOOL,412 W BUFFALO ST,HOLBROOK,NAVAJO,86025,YES,RN,PUBLIC,69,91%,4%,96%,87.0%,4.3%,91.3%,91.3%,4.3%,95.7%,97.1%,2.9%,100.0%,98.6%,1.4%,100.0%,4.3%,0.0%,1.4%
PINON ELEMENTARY SCHOOL,NAVAJO HWY 41,PINON,NAVAJO,86510,YES,LPN,PUBLIC,51,98%,0%,100%,98.0%,0.0%,100.0%,98.0%,0.0%,100.0%,98.0%,0.0%,100.0%,98.0%,0.0%,98.0%,0.0%,0.0%,0.0%
TAYLOR ELEMENTARY SCHOOL,20 S 300 EAST,TAYLOR,NAVAJO,85939,NO,,PUBLIC,65,71%,26%,97%,70.8%,26.2%,96.9%,67.7%,26.2%,93.8%,80.0%,18.5%,98.5%,76.9%,23.1%,100.0%,26.2%,0.0%,12.3%
HIGHLAND PRIMARY SCHOOL,360 W ROGERS,SNOWFLAKE,NAVAJO,85937,NO,,PUBLIC,103,82%,11%,100%,85.4%,10.7%,100.0%,84.5%,10.7%,100.0%,86.4%,10.7%,100.0%,90.3%,8.7%,100.0%,10.7%,0.0%,7.8%
CAPPS MIDDLE SCHOOL (GR 4-6),3375 BUCKSKIN CANYON RD,HEBER,NAVAJO,85928,YES,LPN,PUBLIC,34,41%,38%,79%,41.2%,38.2%,79.4%,44.1%,41.2%,85.3%,58.8%,38.2%,97.1%,58.8%,41.2%,100.0%,44.1%,0.0%,20.6%
WHIPPLE RANCH ELEMENTARY SCHOOL,1350 N CENTRAL AVE,SHOW LOW,NAVAJO,85901,YES,RN,PUBLIC,132,55%,6%,61%,37.1%,6.1%,43.2%,62.1%,6.1%,68.2%,63.6%,6.1%,69.7%,70.5%,6.1%,76.5%,6.1%,0.0%,6.1%
LINDEN ELEMENTARY SCHOOL,1009 SCHOOL HOUSE LN,LINDEN,NAVAJO,85901,NO,,PUBLIC,39,62%,21%,82%,61.5%,20.5%,82.1%,48.7%,20.5%,69.2%,64.1%,20.5%,84.6%,59.0%,20.5%,79.5%,20.5%,0.0%,20.5%
WHITERIVER ELEMENTARY,422 S 2ND AVE,WHITERIVER,NAVAJO,85941,NO,,PUBLIC,75,99%,0%,99%,98.7%,0.0%,98.7%,98.7%,0.0%,98.7%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
CRADLEBOARD SCHOOL,HOLLY GRAPE RD & N POWER LIN,WHITERIVER,NAVAJO,85941,YES,RN,PUBLIC,40,98%,0%,100%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SEVEN MILE SCHOOL,2005 FORT APACHE RD,WHITERIVER,NAVAJO,85941,NO,,PUBLIC,71,89%,0%,89%,88.7%,0.0%,88.7%,88.7%,0.0%,88.7%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
BLUE RIDGE ELEMENTARY SCHOOL,1200 W WHITE MOUNTAIN BLVD,LAKESIDE,NAVAJO,85929,NO,,PUBLIC,89,82%,16%,98%,82.0%,15.7%,97.8%,82.0%,15.7%,97.8%,84.3%,15.7%,100.0%,85.4%,14.6%,100.0%,15.7%,0.0%,14.6%
MOUNTAIN CHRISTIAN SCHOOL,3171 SHOW LOW LAKE RD,SHOW LOW,NAVAJO,85901,NO,,PRIVATE,<20,33%,28%,61%,33.3%,27.8%,61.1%,33.3%,27.8%,61.1%,61.1%,27.8%,88.9%,72.2%,27.8%,100.0%,27.8%,0.0%,27.8%
PALM CHRISTIAN SCHOOL,17475 W BELL RD,SURPRISE,MARICOPA,85374,NO,,PRIVATE,21,71%,29%,100%,71.4%,28.6%,100.0%,66.7%,33.3%,100.0%,66.7%,33.3%,100.0%,71.4%,28.6%,100.0%,33.3%,0.0%,28.6%
CALVARY CHAPEL CHRISTIAN SCHOOL,8725 E SPEEDWAY BLVD,TUCSON,PIMA,85710,NO,,PRIVATE,24,75%,25%,100%,75.0%,25.0%,100.0%,75.0%,25.0%,100.0%,75.0%,25.0%,100.0%,91.7%,8.3%,100.0%,25.0%,0.0%,8.3%
GILBERT CHRISTIAN SCHOOLS - GREENFIELD,4341 S. GREENFIELD RD,GILBERT,MARICOPA,85297,NO,,PRIVATE,74,77%,23%,100%,77.0%,23.0%,100.0%,77.0%,23.0%,100.0%,79.7%,20.3%,100.0%,85.1%,14.9%,100.0%,27.0%,0.0%,14.9%
FLAGSTAFF CHRISTIAN SCHOOL,3500 N 4TH STREET,FLAGSTAFF,COCONINO,86004,NO,,PRIVATE,31,74%,23%,97%,77.4%,22.6%,100.0%,77.4%,22.6%,100.0%,87.1%,12.9%,100.0%,87.1%,12.9%,100.0%,22.6%,0.0%,9.7%
MONTESSORI CHARTER SCHOOL OF FLAGSTAFF - WESTSIDE,575 W UNIVERSITY AVE,FLAGSTAFF,COCONINO,86001,NO,,CHARTER,<20,77%,23%,100%,76.9%,23.1%,100.0%,76.9%,23.1%,100.0%,76.9%,23.1%,100.0%,84.6%,15.4%,100.0%,30.8%,0.0%,15.4%
INTERNATIONAL SCHOOL OF TUCSON,1701 E SENECA ST,TUCSON,PIMA,85719,NO,,PRIVATE,28,96%,4%,100%,96.4%,3.6%,100.0%,92.9%,3.6%,100.0%,96.4%,3.6%,100.0%,92.9%,3.6%,100.0%,3.6%,3.6%,3.6%
DIETZ K-8 SCHOOL,7575 E PALMA ST,TUCSON,PIMA,85710,YES,RN,PUBLIC,25,92%,0%,100%,96.0%,0.0%,100.0%,96.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAINT ANTHONY CATHOLIC SCHOOL,1400 E OWENS,SHOW LOW,NAVAJO,85901,NO,,PRIVATE,<20,78%,11%,89%,66.7%,16.7%,83.3%,66.7%,16.7%,83.3%,88.9%,5.6%,94.4%,66.7%,16.7%,83.3%,16.7%,0.0%,5.6%
SONSHINE CHRISTIAN SCHOOL,1916 N FRANK REED RD,NOGALES,SANTA CRUZ,85621,NO,,PRIVATE,<20,93%,7%,100%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,7.1%,0.0%,7.1%
DESERT CHRISTIAN K-8 SCHOOL - E WRIGHTSTOWN RD,9415 E WRIGHTSTOWN RD,TUCSON,PIMA,85715,NO,,PRIVATE,26,96%,4%,100%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,92.3%,7.7%,100.0%,7.7%,0.0%,3.8%
CORONADO ELEMENTARY SCHOOL,50 N WATER ST,SAINT JOHNS,APACHE,85936,NO,,PUBLIC,74,45%,55%,100%,48.6%,51.4%,100.0%,48.6%,51.4%,100.0%,64.9%,35.1%,100.0%,67.6%,32.4%,100.0%,55.4%,1.4%,32.4%
