SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE DTAP,% EXEMPT DTAP,% COMPLIANCE DTAP,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
KHALSA MONTESSORI PRIMARY SCHOOL,2536 N 3RD ST,PHOENIX,MARICOPA,85004,NO,,CHARTER,22,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,95.5%,4.5%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,4.5%,0.0%,0.0%
KHALSA MONTESSORI SCHOOL - RIVER RD,3701 E RIVER RD,TUCSON,PIMA,85718,NO,,CHARTER,25,84.0%,12.0%,100.0%,80.0%,12.0%,96.0%,76.0%,12.0%,92.0%,76.0%,12.0%,92.0%,80.0%,12.0%,92.0%,12.0%,0.0%,12.0%
KINDERBUGS PRESCHOOL LLC,4365 E PECOS RD GILBERT MARICOPA 85295,,MARICOPA,,NO,,PRIVATE,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KINDERTOTS,1118 W GLENDALE AVE PHOENIX MARICOPA 85021,,MARICOPA,,NO,,PRIVATE,38,68.4%,31.6%,100.0%,68.4%,31.6%,100.0%,73.7%,26.3%,100.0%,73.7%,26.3%,100.0%,73.7%,26.3%,100.0%,31.6%,0.0%,15.8%
KINGMAN ACADEMY OF LEARNING - PRIMARY,3400 N BURBANK ST,KINGMAN,MOHAVE,86409,NO,,CHARTER,100,95.0%,3.0%,98.0%,98.0%,2.0%,100.0%,95.0%,2.0%,97.0%,96.0%,3.0%,99.0%,98.0%,2.0%,100.0%,4.0%,0.0%,2.0%
KINGSWOOD ELEMENTARY SCHOOL,15150 W MONDELL RD,SURPRISE,MARICOPA,85374,NO,,PUBLIC,76,89.5%,6.6%,98.7%,89.5%,6.6%,98.7%,88.2%,6.6%,94.7%,94.7%,5.3%,100.0%,90.8%,5.3%,96.1%,6.6%,0.0%,5.3%
KINSEY INQUIRY AND DISCOVERY SCHOOL,1601 S LONETREE ROAD,FLAGSTAFF,COCONINO,86001,YES,RN,PUBLIC,50,96.0%,2.0%,98.0%,96.0%,0.0%,96.0%,94.0%,0.0%,94.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.0%,0.0%,2.0%
KISER ELEMENTARY SCHOOL,INTERSTATE 8 EXIT 106,GILA BEND,MARICOPA,85337,NO,,PUBLIC,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KIVA ELEMENTARY SCHOOL,6911 E MCDONALD DR,PARADISE VALLEY,MARICOPA,85253,YES,RN,PUBLIC,97,94.8%,5.2%,100.0%,94.8%,5.2%,100.0%,93.8%,5.2%,100.0%,92.8%,5.2%,100.0%,94.8%,5.2%,100.0%,5.2%,0.0%,5.2%
KNOX ELEMENTARY SCHOOL,700 W ORCHID LN,CHANDLER,MARICOPA,85225,NO,,PUBLIC,30,93.3%,6.7%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,100.0%,0.0%,100.0%,96.7%,3.3%,100.0%,6.7%,0.0%,0.0%
KYRENE DE LA COLINA SCHOOL,13612 S 36TH ST,PHOENIX,MARICOPA,85044,NO,,PUBLIC,71,93.0%,0.0%,93.0%,94.4%,0.0%,94.4%,93.0%,0.0%,93.0%,95.8%,0.0%,95.8%,97.2%,0.0%,97.2%,0.0%,0.0%,0.0%
KYRENE DE LA ESPERANZA SCHOOL,14841 S 41ST PL,PHOENIX,MARICOPA,85044,NO,,PUBLIC,74,86.5%,13.5%,100.0%,86.5%,13.5%,100.0%,86.5%,13.5%,100.0%,93.2%,6.8%,100.0%,95.9%,4.1%,100.0%,16.2%,0.0%,2.7%
KYRENE DE LA ESTRELLA ELEMENTARY SCHOOL,2620 E LIBERTY LN,PHOENIX,MARICOPA,85048,NO,,PUBLIC,41,85.4%,9.8%,95.1%,85.4%,9.8%,95.1%,85.4%,9.8%,95.1%,90.2%,9.8%,100.0%,73.2%,22.0%,95.1%,9.8%,0.0%,9.8%
KYRENE DE LA MARIPOSA SCHOOL,50 E KNOX RD,TEMPE,MARICOPA,85284,NO,,PUBLIC,68,85.3%,1.5%,86.8%,88.2%,1.5%,89.7%,82.4%,1.5%,83.8%,92.6%,1.5%,94.1%,98.5%,1.5%,100.0%,1.5%,0.0%,1.5%
KYRENE DE LA MIRADA SCHOOL,5500 W GALVESTON ST,CHANDLER,MARICOPA,85226,NO,,PUBLIC,83,92.8%,6.0%,100.0%,91.6%,7.2%,100.0%,90.4%,7.2%,100.0%,95.2%,3.6%,100.0%,97.6%,1.2%,98.8%,7.2%,0.0%,1.2%
KYRENE DE LA PALOMA SCHOOL,5000 W WHITTEN ST,CHANDLER,MARICOPA,85226,NO,,PUBLIC,65,93.8%,0.0%,93.8%,93.8%,0.0%,93.8%,96.9%,0.0%,96.9%,98.5%,1.5%,100.0%,100.0%,0.0%,100.0%,1.5%,0.0%,0.0%
KYRENE DE LA SIERRA SCHOOL,1122 E LIBERTY LN,PHOENIX,MARICOPA,85048,YES,RN,PUBLIC,58,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,96.6%,3.4%,100.0%,98.3%,1.7%,100.0%,100.0%,0.0%,100.0%,3.4%,0.0%,3.4%
KYRENE DE LAS BRISAS SCHOOL,777 N DESERT BREEZE BLVD EAST,CHANDLER,MARICOPA,85226,YES,RN,PUBLIC,99,86.9%,7.1%,93.9%,86.9%,7.1%,93.9%,87.9%,7.1%,94.9%,96.0%,0.0%,96.0%,100.0%,0.0%,100.0%,7.1%,0.0%,0.0%
KYRENE DE LAS LOMAS SCHOOL,11820 S WARNER ELLIOT LOOP,PHOENIX,MARICOPA,85044,NO,,PUBLIC,53,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,98.1%,1.9%,100.0%,96.2%,3.8%,100.0%,3.8%,0.0%,1.9%
KYRENE DE LAS MANITAS SCHOOL,1201 W COURTNEY LN,TEMPE,MARICOPA,85284,NO,,PUBLIC,42,88.1%,7.1%,95.2%,90.5%,4.8%,97.6%,83.3%,9.5%,95.2%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,4.8%,0.0%,4.8%
KYRENE DE LOS CERRITOS SCHOOL,14620 S DESERT FOOTHILLS PKWY,PHOENIX,MARICOPA,85048,NO,,PUBLIC,41,90.2%,0.0%,100.0%,92.7%,0.0%,100.0%,92.7%,0.0%,100.0%,95.1%,0.0%,100.0%,97.6%,0.0%,97.6%,0.0%,0.0%,0.0%
KYRENE DE LOS LAGOS SCHOOL,17001 S 34TH WAY,PHOENIX,MARICOPA,85048,NO,,PUBLIC,77,93.5%,3.9%,97.4%,89.6%,3.9%,93.5%,72.7%,3.9%,76.6%,94.8%,3.9%,98.7%,93.5%,5.2%,98.7%,3.9%,0.0%,3.9%
KYRENE DE LOS NINOS SCHOOL,1330 E DAVA DR,TEMPE,MARICOPA,85283,NO,,PUBLIC,60,73.3%,0.0%,73.3%,78.3%,0.0%,78.3%,68.3%,0.0%,68.3%,81.7%,0.0%,81.7%,93.3%,0.0%,93.3%,0.0%,0.0%,0.0%
KYRENE DEL CIELO SCHOOL,1350 N LAKESHORE DR,CHANDLER,MARICOPA,85226,NO,,PUBLIC,101,93.1%,6.9%,100.0%,93.1%,6.9%,100.0%,94.1%,0.0%,94.1%,96.0%,0.0%,96.0%,100.0%,0.0%,100.0%,6.9%,0.0%,6.9%
KYRENE DEL MILENIO,4630 E FRYE RD,PHOENIX,MARICOPA,85048,NO,,PUBLIC,88,86.4%,9.1%,98.9%,86.4%,9.1%,97.7%,87.5%,9.1%,98.9%,86.4%,9.1%,97.7%,88.6%,9.1%,97.7%,9.1%,0.0%,9.1%
KYRENE DEL NORTE SCHOOL,1331 E REDFIELD RD,TEMPE,MARICOPA,85283,NO,,PUBLIC,91,93.4%,4.4%,97.8%,95.6%,3.3%,98.9%,95.6%,3.3%,98.9%,95.6%,3.3%,98.9%,96.7%,3.3%,100.0%,4.4%,0.0%,3.3%
KYRENE DEL SURENO SCHOOL,3375 W GALVESTON RD,CHANDLER,MARICOPA,85226,NO,,PUBLIC,62,96.8%,1.6%,98.4%,98.4%,1.6%,100.0%,96.8%,1.6%,98.4%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,1.6%,0.0%,1.6%
KYRENE MONTE VISTA SCHOOL,15221 S RAY RD,PHOENIX,MARICOPA,85048,NO,,PUBLIC,65,95.4%,4.6%,100.0%,92.3%,7.7%,100.0%,96.9%,3.1%,100.0%,93.8%,6.2%,100.0%,93.8%,6.2%,100.0%,10.8%,0.0%,1.5%
LA PALOMA ACADEMY - CENTRAL,2050 N WILMOT RD,TUCSON,PIMA,85712,NO,,CHARTER,90,94.4%,1.1%,95.6%,95.6%,1.1%,96.7%,97.8%,1.1%,98.9%,97.8%,1.1%,98.9%,97.8%,1.1%,98.9%,1.1%,0.0%,1.1%
LA PALOMA ACADEMY - LAKESIDE,8140 E GOLF LINKS RD,TUCSON,PIMA,,NO,,CHARTER,116,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,0.9%,0.0%,0.9%
LA PALOMA ACADEMY SOUTH,5660 S 12TH AVE,TUCSON,PIMA,85706,NO,,CHARTER,49,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LA SENITA ELEMENTARY SCHOOL,3175 GORDON DR,KINGMAN,MOHAVE,,YES,RN,PUBLIC,33,97.0%,3.0%,100.0%,97.0%,3.0%,100.0%,87.9%,12.1%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,12.1%,0.0%,0.0%
LAFE NELSON SCHOOL,1100 10TH AVE,SAFFORD,GRAHAM,85546,YES,RN,PUBLIC,66,97.0%,1.5%,98.5%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,1.5%,0.0%,1.5%
LAGUNA ELEMENTARY SCHOOL,10475 E LAKEVIEW DR,SCOTTSDALE,MARICOPA,85258,YES,RN,PUBLIC,49,91.8%,8.2%,100.0%,91.8%,8.2%,100.0%,91.8%,8.2%,100.0%,91.8%,8.2%,100.0%,91.8%,8.2%,100.0%,10.2%,0.0%,8.2%
LAGUNA ELEMENTARY SCHOOL,5001 N SHANNON RD,TUCSON,PIMA,85705,NO,,PUBLIC,37,91.9%,0.0%,91.9%,91.9%,0.0%,91.9%,91.9%,0.0%,91.9%,91.9%,0.0%,91.9%,91.9%,0.0%,91.9%,0.0%,0.0%,0.0%
LAIRD ELEMENTARY SCHOOL,1500 N SCOVEL ST,TEMPE,MARICOPA,85281,YES,RN,PUBLIC,38,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,5.3%,0.0%,2.6%
LAKE PLEASANT ELEMENTARY,31501 N WESTLAND RD,PEORIA,MARICOPA,85383,YES,RN,PUBLIC,118,89.0%,1.7%,90.7%,94.1%,1.7%,95.8%,87.3%,1.7%,89.0%,93.2%,1.7%,94.9%,94.1%,1.7%,95.8%,1.7%,0.0%,1.7%
LAKE VALLEY ELEMENTARY SCHOOL,3900 N STARLIGHT DR,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,37,75.7%,13.5%,91.9%,83.8%,13.5%,97.3%,83.8%,13.5%,97.3%,86.5%,13.5%,100.0%,86.5%,13.5%,100.0%,13.5%,0.0%,13.5%
LAKE VIEW ELEMENTARY SCHOOL,1801 N NAVAJO DR,PAGE,COCONINO,,YES,RN,PUBLIC,133,88.0%,1.5%,89.5%,88.7%,1.5%,90.2%,89.5%,1.5%,91.0%,97.0%,1.5%,99.2%,97.0%,0.0%,97.0%,1.5%,0.8%,1.5%
LAKEVIEW ELEMENTARY SCHOOL,3040 W YUCCA ST,PHOENIX,MARICOPA,85029,NO,,PUBLIC,64,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LARKSPUR ELEMENTARY SCHOOL,2430 E LARKSPUR DR,PHOENIX,MARICOPA,85032,YES,RN,PUBLIC,38,97.4%,0.0%,97.4%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,97.4%,0.0%,97.4%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LARRY C KENNEDY SCHOOL,2702 E OSBORN RD,PHOENIX,MARICOPA,85016,YES,RN,PUBLIC,40,87.5%,0.0%,87.5%,87.5%,0.0%,87.5%,87.5%,0.0%,87.5%,87.5%,0.0%,87.5%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LAS BRISAS ACADEMY,18211 W LAS BRISAS DR,GOODYEAR,MARICOPA,85338,NO,,PUBLIC,54,98.1%,1.9%,100.0%,94.4%,1.9%,100.0%,94.4%,1.9%,100.0%,90.7%,1.9%,100.0%,98.1%,1.9%,100.0%,1.9%,0.0%,1.9%
LAS BRISAS ELEMENTARY SCHOOL,5805 W ALAMEDA,GLENDALE,MARICOPA,85310,YES,RN,PUBLIC,75,97.3%,2.7%,100.0%,96.0%,4.0%,100.0%,93.3%,5.3%,98.7%,94.7%,5.3%,100.0%,100.0%,0.0%,100.0%,8.0%,0.0%,2.7%
LAS SENDAS ELEMENTARY SCHOOL,3120 N RED MOUNTAIN RD,MESA,MARICOPA,85207,YES,RN,PUBLIC,94,94.7%,5.3%,100.0%,93.6%,6.4%,100.0%,91.5%,7.4%,98.9%,94.7%,5.3%,100.0%,97.9%,2.1%,100.0%,7.4%,0.0%,2.1%
LATTIE COOR SCHOOL,1406 N CENTRAL AVE,AVONDALE,MARICOPA,85323,YES,LPN,PUBLIC,124,86.3%,1.6%,88.7%,86.3%,1.6%,88.7%,83.9%,1.6%,86.3%,91.1%,1.6%,92.7%,93.5%,1.6%,95.2%,1.6%,0.0%,1.6%
LAURA N. BANKS ELEMENTARY,3200 S LEAD FLOWER AVE,TUCSON,PIMA,85735,YES,RN,PUBLIC,41,95.1%,0.0%,95.1%,95.1%,0.0%,95.1%,90.2%,0.0%,90.2%,97.6%,0.0%,97.6%,95.1%,0.0%,95.1%,0.0%,0.0%,0.0%
LAVEEN ELEMENTARY SCHOOL,4141 W MCNEIL STREET,LAVEEN,MARICOPA,85339,YES,RN,PUBLIC,69,97.1%,1.4%,98.6%,97.1%,1.4%,98.6%,97.1%,1.4%,98.6%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,1.4%,0.0%,1.4%
LE PERA ELEMENTARY SCHOOL,TAHBO RD AND MOHAVE RD,PARKER,LA PAZ,85371,NO,,PUBLIC,24,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LEARNING FOUNDATION AND PERFORMING ARTS ALTA MESA,5761 E BROWN RD,MESA,MARICOPA,85205,NO,,CHARTER,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LEARNING FOUNDATION AND PERFORMING ARTS WARNER,3939 E WARNER RD,GILBERT,MARICOPA,85296,NO,,CHARTER,34,88.2%,11.8%,100.0%,85.3%,14.7%,100.0%,88.2%,11.8%,100.0%,88.2%,11.8%,100.0%,85.3%,14.7%,100.0%,14.7%,0.0%,11.8%
LEGACY TRADITIONAL  SCHOOL- GOODYEAR,16060 W LOWER BUCKEYE PWY,GOODYEAR,MARICOPA,85338,NO,,CHARTER,94,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,5.3%,0.0%,5.3%
LEGACY TRADITIONAL CHARTER SCHOOL - GILBERT,2747 S RECKER RD,GILBERT,MARICOPA,85295,NO,,CHARTER,146,89.7%,6.2%,95.9%,89.0%,6.2%,95.2%,89.0%,6.2%,95.2%,90.4%,6.2%,97.3%,93.2%,6.2%,99.3%,6.2%,0.0%,6.2%
LEGACY TRADITIONAL CHARTER SCHOOL - LAVEEN VILLAGE,7900 S 43RD AVE,LAVEEN,MARICOPA,85339,NO,,CHARTER,106,90.6%,1.9%,92.5%,87.7%,1.9%,89.6%,91.5%,1.9%,93.4%,93.4%,0.9%,94.3%,99.1%,0.0%,99.1%,1.9%,0.0%,1.9%
LEGACY TRADITIONAL SCHOOL - AVONDALE,12320 W VAN BUREN ST,AVONDALE,MARICOPA,85323,YES,RN,CHARTER,156,94.9%,3.8%,98.7%,95.5%,3.2%,98.7%,95.5%,3.2%,98.7%,98.7%,1.3%,100.0%,98.1%,1.9%,100.0%,3.8%,0.0%,0.0%
LEGACY TRADITIONAL SCHOOL - CASA GRANDE,1274 E O'NEIL DR,CASA GRANDE,PINAL,85138,NO,,CHARTER,163,91.4%,6.7%,99.4%,91.4%,8.0%,99.4%,87.7%,8.0%,97.5%,95.7%,2.5%,98.2%,96.3%,2.5%,98.8%,8.0%,0.0%,2.5%
LEGACY TRADITIONAL SCHOOL - CHANDLER,3201 S GILBERT RD,CHANDLER,MARICOPA,85286,NO,,CHARTER,137,93.4%,3.6%,97.1%,91.2%,5.1%,96.4%,91.2%,5.8%,97.1%,94.9%,5.1%,100.0%,96.4%,2.9%,99.3%,5.8%,0.0%,3.6%
LEGACY TRADITIONAL SCHOOL - GLENDALE,13091 N 67TH AVE,GLENDALE,MARICOPA,85306,NO,,PUBLIC,161,85.7%,8.7%,94.4%,88.2%,6.8%,95.0%,85.7%,8.1%,93.8%,93.2%,5.0%,98.1%,93.2%,5.0%,98.1%,8.7%,0.6%,3.7%
LEGACY TRADITIONAL SCHOOL - MARICOPA,17760 REGENT DR,MARICOPA,PINAL,85138,NO,,CHARTER,164,91.5%,7.9%,99.4%,92.1%,7.3%,99.4%,90.2%,8.5%,98.8%,94.5%,5.5%,100.0%,95.7%,4.3%,100.0%,12.8%,2.4%,0.0%
LEGACY TRADITIONAL SCHOOL - NORTH CHANDLER,1900 N MCQUEEN RD,CHANDLER,MARICOPA,85225,NO,,CHARTER,156,88.5%,11.5%,100.0%,88.5%,11.5%,100.0%,88.5%,11.5%,100.0%,91.0%,9.0%,100.0%,91.0%,9.0%,100.0%,11.5%,0.0%,7.7%
LEGACY TRADITIONAL SCHOOL - NORTHWEST TUCSON,3500 W CORTARO FARMS RD,TUCSON,PIMA,85742,NO,,CHARTER,127,95.3%,3.1%,100.0%,91.3%,3.1%,100.0%,94.5%,3.9%,100.0%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,3.9%,0.0%,0.0%
LEGACY TRADITIONAL SCHOOL - PEORIA,7877 W. HILLCREST BLVD,PEORIA,MARICOPA,85383,NO,,CHARTER,116,84.5%,12.1%,96.6%,86.2%,11.2%,97.4%,87.9%,10.3%,98.3%,86.2%,12.1%,98.3%,87.1%,10.3%,97.4%,13.8%,0.0%,10.3%
LEGACY TRADITIONAL SCHOOL - PHOENIX,4545 N 99TH AVE,PHOENIX,MARICOPA,85037,NO,,CHARTER,225,96.4%,3.6%,100.0%,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,3.1%,0.4%,0.0%
LEGACY TRADITIONAL SCHOOL - WEST SURPRISE,17300 W CACTUS ROAD,SURPRISE,MARICOPA,85388,NO,,CHARTER,147,89.8%,10.2%,100.0%,91.2%,8.8%,100.0%,91.2%,8.8%,100.0%,91.8%,8.2%,100.0%,93.2%,6.8%,100.0%,10.9%,0.0%,6.8%
LEGACY TRADITIONAL SCHOOL- EAST MESA,10707 E GUADALUPE RD,MESA,MARICOPA,85212,NO,,CHARTER,195,91.8%,8.2%,100.0%,91.3%,8.2%,100.0%,90.8%,8.2%,99.5%,90.8%,8.2%,100.0%,90.8%,8.2%,99.0%,8.2%,0.0%,8.2%
LEGACY TRADITIONAL SCHOOL SURPRISE,14506 W SWEETWATER AVE,SURPRISE,MARICOPA,85379,NO,,CHARTER,205,91.7%,5.4%,97.1%,93.2%,4.9%,98.0%,92.7%,4.9%,97.6%,94.6%,3.9%,98.5%,96.1%,3.9%,100.0%,5.4%,0.0%,4.9%
LEGACY TRADITIONAL SCHOOL-QUEEN CREEK,41800 N. BARNES PKWY,QUEEN CREEK,PINAL,85140,NO,,CHARTER,156,94.2%,3.2%,98.1%,93.6%,3.2%,98.1%,93.6%,3.2%,96.8%,96.2%,3.2%,100.0%,96.8%,3.2%,100.0%,3.8%,0.0%,3.8%
LEGEND SPRINGS ELEMENTARY,21150 N ARROWHEAD LOOP,GLENDALE,MARICOPA,85308,YES,RN,PUBLIC,70,94.3%,5.7%,100.0%,94.3%,5.7%,100.0%,94.3%,5.7%,100.0%,94.3%,5.7%,100.0%,94.3%,5.7%,100.0%,5.7%,0.0%,5.7%
LEHI ELEMENTARY SCHOOL,2555 N STAPLEY DR,MESA,MARICOPA,85203,YES,RN,PUBLIC,46,84.8%,0.0%,84.8%,89.1%,0.0%,89.1%,91.3%,0.0%,91.3%,91.3%,2.2%,93.5%,93.5%,0.0%,93.5%,2.2%,0.0%,0.0%
LEMAN ACADEMY OF EXCELLENCE - EAST CAMPUS,10200 E GOLF LINKS RD,TUCSON,PIMA,85743,YES,RN,CHARTER,125,92.8%,7.2%,100.0%,92.8%,7.2%,100.0%,94.4%,5.6%,100.0%,96.0%,4.0%,100.0%,96.8%,3.2%,100.0%,5.6%,0.0%,2.4%
LEMAN ACADEMY OF EXCELLENCE - EAST MESA,3761 S POWER RD,MESA,MARICOPA,85212,NO,,CHARTER,30,86.7%,13.3%,100.0%,86.7%,13.3%,100.0%,86.7%,13.3%,100.0%,86.7%,13.3%,100.0%,90.0%,10.0%,100.0%,13.3%,0.0%,10.0%
LEMAN ACADEMY OF EXCELLENCE - MARANA,"7720 N SILVERBELL RD, BLDG 1 & 2",TUCSON,PIMA,85743,YES,RN,CHARTER,108,95.4%,3.7%,99.1%,96.3%,3.7%,100.0%,97.2%,2.8%,100.0%,95.4%,3.7%,100.0%,96.3%,3.7%,100.0%,4.6%,0.0%,2.8%
LEMAN ACADEMY OF EXCELLENCE - ORO VALLEY,12255 N LA CAÑADA DRIVE,ORO VALLEY,PIMA,85755,YES,LPN,CHARTER,108,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,92.6%,6.5%,100.0%,92.6%,6.5%,99.1%,94.4%,5.6%,100.0%,6.5%,0.0%,5.6%
LEMAN ACADEMY OF EXCELLENCE - SIERRA VISTA,1000 E. WILCOX DR,SIERRA VISTA,COCHISE,85635,NO,,CHARTER,70,94.3%,2.9%,98.6%,94.3%,2.9%,98.6%,94.3%,4.3%,100.0%,97.1%,2.9%,100.0%,95.7%,2.9%,98.6%,4.3%,0.0%,2.9%
LEMAN ACADEMY OF EXCELLENCE CENTRAL TUCSON,6188 E PIMA STREET,TUCSON,PIMA,85712,NO,,CHARTER,102,96.1%,2.0%,100.0%,97.1%,1.0%,100.0%,98.0%,2.0%,100.0%,97.1%,1.0%,100.0%,98.0%,2.0%,100.0%,2.0%,0.0%,1.0%
LEMAN VIRTUAL ACADEMY,7720 N SILVERBELL RD,TUCSON,PIMA,85743,YES,RN,CHARTER,53,79.2%,11.3%,90.6%,79.2%,11.3%,90.6%,77.4%,9.4%,86.8%,84.9%,9.4%,94.3%,84.9%,9.4%,94.3%,11.3%,0.0%,9.4%
LEONOR HAMBLY K-8,824 THORNE AVE,WINKLEMAN,GILA,85292,NO,,PUBLIC,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LEUPP PUBLIC SCHOOL,45 MILES NORTHEAST OF FLAGSTAFF ON EAST SIDE OF LEUPP RD,LEUPP,COCONINO,86035,YES,RN,PUBLIC,26,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LIBERTY ARTS ACADEMY,3015 S POWER RD,MESA,MARICOPA,85212,NO,,CHARTER,44,90.9%,6.8%,97.7%,90.9%,6.8%,97.7%,90.9%,6.8%,97.7%,90.9%,6.8%,97.7%,100.0%,0.0%,100.0%,6.8%,0.0%,6.8%
LIBERTY ELEMENTARY SCHOOL,5495 S LIBERTY AVE,TUCSON,PIMA,85706,YES,RN,PUBLIC,38,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LIBERTY ELEMENTARY SCHOOL-85254,5125 E MARILYN RD,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,55,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,96.4%,1.8%,98.2%,94.5%,3.6%,98.2%,98.2%,1.8%,100.0%,3.6%,0.0%,1.8%
LIBERTY ELEMENTARY SCHOOL-85326,19818 W HWY 85,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,61,95.1%,0.0%,95.1%,100.0%,0.0%,100.0%,95.1%,0.0%,95.1%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LIBERTY TRADITIONAL CHARTER SCHOOL - N 45TH AVE,4901 W INDIAN SCHOOL RD,PHOENIX,MARICOPA,85031,NO,,CHARTER,26,96.2%,0.0%,100.0%,84.6%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LIBERTY TRADITIONAL CHARTER SCHOOL - SADDLEBACK,3715 N WASHINGTON AVE,DOUGLAS,COCHISE,85607,YES,LPN,CHARTER,27,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LINCOLN ELEMENTARY SCHOOL,652 N TYLER AVE,NOGALES,SANTA CRUZ,85621,YES,RN,PUBLIC,55,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LINCOLN ELEMENTARY SCHOOL,930 S SIRRINE,MESA,MARICOPA,85210,YES,RN,PUBLIC,91,93.4%,3.3%,97.8%,94.5%,3.3%,97.8%,94.5%,3.3%,97.8%,95.6%,2.2%,97.8%,94.5%,4.4%,98.9%,3.3%,0.0%,2.2%
LINDBERGH ELEMENTARY SCHOOL,930 S LAZONA DR,MESA,MARICOPA,85204,YES,RN,PUBLIC,60,95.0%,1.7%,96.7%,95.0%,1.7%,96.7%,95.0%,1.7%,96.7%,93.3%,1.7%,95.0%,96.7%,1.7%,98.3%,1.7%,0.0%,1.7%
