SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE DTAP,% EXEMPT DTAP,% COMPLIANCE DTAP,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
CORTINA ELEMENTARY,19680 S 188TH ST,QUEEN CREEK,MARICOPA,85242,NO,,PUBLIC,85,88.2%,11.8%,100.0%,88.2%,11.8%,100.0%,88.2%,11.8%,100.0%,96.5%,3.5%,100.0%,100.0%,0.0%,100.0%,16.5%,0.0%,0.0%
COTTON BOLL SCHOOL,8540 W BUTLER DR,PEORIA,MARICOPA,85345,YES,Both,PUBLIC,64,95.3%,0.0%,95.3%,98.4%,0.0%,100.0%,95.3%,0.0%,95.3%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
COTTONWOOD COMMUNITY SCHOOL,500 E MINGUS AVE,COTTONWOOD,YAVAPAI,86326,NO,,PUBLIC,60,80.0%,10.0%,90.0%,80.0%,10.0%,90.0%,80.0%,10.0%,90.0%,88.3%,3.3%,91.7%,91.7%,5.0%,96.7%,10.0%,0.0%,1.7%
COTTONWOOD ELEMENTARY SCHOOL - 85222,1667 N KADOTA AVE,CASA GRANDE,PINAL,85122,YES,RN,PUBLIC,38,94.7%,0.0%,94.7%,94.7%,0.0%,94.7%,94.7%,0.0%,94.7%,94.7%,0.0%,94.7%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
COTTONWOOD ELEMENTARY SCHOOL - 85641,9950 REES LOOP,TUCSON,PIMA,,NO,,PUBLIC,93,95.7%,1.1%,96.8%,91.4%,1.1%,92.5%,94.6%,1.1%,95.7%,96.8%,1.1%,97.8%,95.7%,1.1%,96.8%,1.1%,0.0%,1.1%
COUNTRY GARDENS CHARTER SCHOOL,6313 W SOUTHERN AVE,LAVEEN,MARICOPA,85339,NO,,CHARTER,31,90.3%,9.7%,100.0%,90.3%,9.7%,100.0%,87.1%,9.7%,96.8%,90.3%,6.5%,96.8%,90.3%,9.7%,100.0%,9.7%,0.0%,9.7%
COUNTRY MEADOWS ELEMENTARY SCHOOL,8409 N 111 TH AVE,PEORIA,MARICOPA,85345,YES,RN,PUBLIC,94,90.4%,3.2%,93.6%,95.7%,3.2%,98.9%,90.4%,3.2%,93.6%,97.9%,1.1%,98.9%,95.7%,3.2%,98.9%,5.3%,0.0%,0.0%
COUNTRY PLACE ELEMENTARY,10207 W COUNTRY PLACE BLVD,TOLLESON,MARICOPA,85353,NO,,PUBLIC,90,95.6%,3.3%,98.9%,95.6%,3.3%,98.9%,95.6%,3.3%,98.9%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,2.2%,0.0%,2.2%
COUNTRYSIDE ELEMENTARY,15034 N PARKVIEW PL,SURPRISE,MARICOPA,85379,NO,,PUBLIC,34,88.2%,11.8%,100.0%,88.2%,11.8%,100.0%,88.2%,11.8%,100.0%,91.2%,8.8%,100.0%,94.1%,5.9%,100.0%,11.8%,0.0%,0.0%
COYOTE HILLS ELEMENTARY SCHOOL,21180 N 87TH AVE,PEORIA,MARICOPA,85382,YES,RN,PUBLIC,69,89.9%,2.9%,97.1%,89.9%,2.9%,97.1%,89.9%,2.9%,97.1%,92.8%,2.9%,100.0%,97.1%,2.9%,100.0%,2.9%,0.0%,2.9%
COYOTE RIDGE,7677 W BETHANY HOME RD,GLENDALE,MARICOPA,85303,YES,LPN,PUBLIC,55,90.9%,1.8%,94.5%,89.1%,0.0%,94.5%,83.6%,0.0%,90.9%,94.5%,0.0%,98.2%,98.2%,0.0%,98.2%,1.8%,0.0%,1.8%
COYOTE SPRINGS ELEMENTARY SCHOOL,8101 E HWY 89A,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,64,84.4%,6.3%,93.8%,90.6%,6.3%,100.0%,90.6%,7.8%,100.0%,89.1%,7.8%,100.0%,90.6%,7.8%,98.4%,7.8%,0.0%,0.0%
COYOTE TRAIL ELEMENTARY SCHOOL,8000 N SILVERBELL RD,TUCSON,PIMA,85743,NO,,PUBLIC,55,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,96.4%,3.6%,100.0%,98.2%,1.8%,100.0%,3.6%,0.0%,1.8%
CRADLEBOARD SCHOOL,HOLLY GRAPE RD & N POWER LIN,WHITERIVER,NAVAJO,85941,NO,,PUBLIC,48,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,97.9%,0.0%,97.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
CRAGIN ELEMENTARY SCHOOL,2945 N TUCSON BLVD,TUCSON,PIMA,85716,YES,RN,PUBLIC,37,91.9%,0.0%,91.9%,91.9%,0.0%,91.9%,91.9%,0.0%,91.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
CRAYCROFT ELEMENTARY SCHOOL,5455 E LITTLETOWN RD,TUCSON,PIMA,85756,YES,RN,PUBLIC,55,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
CREATIVE BRIDGES COOPERATIVE PRESCHOOL,7321 N 10TH ST PHOENIX MARICOPA 85020,,MARICOPA,,NO,,PRIVATE,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CREO SCHOOL,1475 S HIGLEY RD GILBERT MARICOPA 85296,,MARICOPA,,NO,,PRIVATE,25,76.0%,24.0%,100.0%,76.0%,24.0%,100.0%,56.0%,24.0%,80.0%,76.0%,24.0%,100.0%,76.0%,24.0%,100.0%,24.0%,0.0%,0.0%
CRISMON ELEMENTARY SCHOOL,825 W MEDINA AVE,MESA,MARICOPA,85210,YES,RN,PUBLIC,58,89.7%,3.4%,94.8%,94.8%,3.4%,98.3%,91.4%,3.4%,96.6%,94.8%,3.4%,98.3%,98.3%,1.7%,100.0%,3.4%,0.0%,1.7%
CROWN CHARTER SCHOOL,12450 W MARYLAND AVE,LITCHFIELD PARK,MARICOPA,85340,NO,,CHARTER,77,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.6%,0.0%,0.0%
CURIEL SCHOOL,1000 N CURIEL ST,ELOY,PINAL,85131,YES,RN,PUBLIC,64,98.4%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
CURRY ELEMENTARY SCHOOL,1974 E MEADOW DR,TEMPE,MARICOPA,85282,YES,RN,PUBLIC,70,90.0%,10.0%,100.0%,90.0%,10.0%,100.0%,90.0%,10.0%,100.0%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,10.0%,0.0%,7.1%
DAN HINTON ACCOMMODATION SCHOOL,146 E. 4TH ST,PIMA,GRAHAM,85543,YES,RN,PUBLIC,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DATELAND ELEMENTARY SCHOOL,AVE 64E & I-8,DATELAND,YUMA,,NO,,PUBLIC,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DAVID CROCKETT SCHOOL,501 N 36TH ST,PHOENIX,MARICOPA,85008,YES,LPN,PUBLIC,67,94.0%,0.0%,94.0%,94.0%,0.0%,94.0%,85.1%,0.0%,85.1%,91.0%,0.0%,91.0%,100.0%,0.0%,100.0%,6.0%,0.0%,0.0%
DAVIDSON ELEMENTARY SCHOOL,3950 E PARADISE FALLS DR,TUCSON,PIMA,85712,YES,RN,PUBLIC,41,92.7%,2.4%,95.1%,92.7%,2.4%,95.1%,92.7%,2.4%,95.1%,95.1%,2.4%,97.6%,97.6%,2.4%,100.0%,2.4%,0.0%,2.4%
DAVIS BILINGUAL MAGNET SCHOOL,500 W ST MARY'S RD,TUCSON,PIMA,85701,YES,RN,PUBLIC,49,91.8%,2.0%,93.9%,93.9%,2.0%,95.9%,93.9%,2.0%,95.9%,95.9%,0.0%,95.9%,100.0%,0.0%,100.0%,2.0%,0.0%,0.0%
DAYSPRING PRESCHOOL,1365 E ELLIOT RD TEMPE MARICOPA 85284,,MARICOPA,,NO,,PRIVATE,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEGRAZIA ELEMENTARY SCHOOL,5051 W OVERTON RD,TUCSON,PIMA,85742,NO,,PUBLIC,41,78.0%,4.9%,82.9%,78.0%,4.9%,82.9%,78.0%,4.9%,82.9%,78.0%,4.9%,82.9%,90.2%,4.9%,95.1%,4.9%,0.0%,4.9%
DESERT CANYON ELEMENTARY,10203 E MCDOWELL MOUNTAIN RANCH RD,SCOTTSDALE,MARICOPA,85255,YES,RN,PUBLIC,73,95.9%,4.1%,100.0%,95.9%,4.1%,100.0%,94.5%,5.5%,100.0%,94.5%,5.5%,100.0%,93.2%,6.8%,100.0%,9.6%,1.4%,4.1%
DESERT CHRISTIAN K-8 SCHOOL - E WRIGHTSTOWN RD,9415 E WRIGHTSTOWN RD,TUCSON,PIMA,85715,NO,,PRIVATE,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DESERT COVE ELEMENTARY SCHOOL,11020 N 28TH ST,PHOENIX,MARICOPA,85028,YES,RN,CHARTER,49,98.0%,0.0%,98.0%,98.0%,0.0%,98.0%,95.9%,0.0%,98.0%,95.9%,0.0%,95.9%,98.0%,0.0%,98.0%,0.0%,0.0%,0.0%
DESERT GARDEN ELEMENTARY SCHOOL,7020 W OCOTILLO RD,GLENDALE,MARICOPA,85303,YES,LPN,PUBLIC,112,93.8%,0.9%,94.6%,96.4%,0.9%,97.3%,93.8%,0.9%,94.6%,97.3%,0.9%,98.2%,99.1%,0.9%,100.0%,0.9%,0.0%,0.9%
DESERT HARBOR ELEMENTARY SCHOOL,15585 N 91ST AVE,PEORIA,MARICOPA,,YES,RN,CHARTER,66,90.9%,3.0%,93.9%,93.9%,3.0%,97.0%,92.4%,3.0%,95.5%,90.9%,3.0%,93.9%,95.5%,4.5%,100.0%,4.5%,0.0%,3.0%
DESERT HEIGHTS ELEMENTARY CHARTER SCHOOL,5821 W BEVERLY LN,GLENDALE,MARICOPA,85306,NO,,CHARTER,81,92.6%,6.2%,98.8%,93.8%,4.9%,98.8%,91.4%,6.2%,97.5%,92.6%,6.2%,98.8%,95.1%,3.7%,98.8%,4.9%,0.0%,2.5%
DESERT HORIZON ELEMENTARY SCHOOL,8525 W OSBORN RD,PHOENIX,MARICOPA,85037,NO,,PUBLIC,64,90.6%,0.0%,90.6%,95.3%,0.0%,95.3%,96.9%,0.0%,96.9%,96.9%,0.0%,96.9%,98.4%,0.0%,98.4%,0.0%,0.0%,0.0%
DESERT MARIGOLD SCHOOL,6210 S 28TH ST,PHOENIX,MARICOPA,85042,NO,,CHARTER,35,51.4%,45.7%,97.1%,51.4%,45.7%,97.1%,51.4%,45.7%,97.1%,54.3%,45.7%,100.0%,51.4%,45.7%,97.1%,45.7%,0.0%,45.7%
DESERT MEADOWS ELEMENTARY SCHOOL,6855 W MEADOWS LOOP E,LAVEEN,MARICOPA,85339,YES,RN,PUBLIC,62,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,3.2%,0.0%,3.2%
DESERT MESA ELEMENTARY SCHOOL,2350 S AVENUE 7 1/2 E,YUMA,YUMA,,NO,,PUBLIC,78,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,1.3%,0.0%,1.3%
DESERT MIRAGE ELEMENTARY SCHOOL,8605 W MARYLAND AVE,GLENDALE,MARICOPA,85305,NO,,PUBLIC,58,93.1%,3.4%,100.0%,94.8%,3.4%,100.0%,93.1%,3.4%,100.0%,96.6%,3.4%,100.0%,100.0%,0.0%,100.0%,3.4%,0.0%,3.4%
DESERT MOUNTAIN ELEMENTARY - 85242,22301 S HAWES RD,QUEEN CREEK,MARICOPA,85242,NO,,PUBLIC,103,87.4%,9.7%,97.1%,87.4%,9.7%,97.1%,87.4%,9.7%,97.1%,91.3%,7.8%,100.0%,91.3%,8.7%,100.0%,9.7%,0.0%,7.8%
DESERT MOUNTAIN SCHOOL - 85086,35959 NORTH 7TH AVENUE,PHOENIX,MARICOPA,85086,YES,RN,PUBLIC,28,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
DESERT OASIS ELEMENTARY SCHOOL-85037,8802 W MCDOWELL RD,PHOENIX,MARICOPA,85037,NO,,PUBLIC,57,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
DESERT OASIS ELEMENTARY SCHOOL-85387,17161 W BAJADA RD,SURPRISE,MARICOPA,85387,NO,RN,PUBLIC,37,83.8%,16.2%,100.0%,83.8%,16.2%,100.0%,83.8%,16.2%,100.0%,83.8%,16.2%,100.0%,83.8%,16.2%,100.0%,16.2%,0.0%,16.2%
DESERT SAGE ELEMENTARY SCHOOL,4035 W ALAMEDA,GLENDALE,MARICOPA,85310,YES,RN,PUBLIC,66,90.9%,6.1%,98.5%,90.9%,6.1%,100.0%,89.4%,7.6%,97.0%,92.4%,6.1%,98.5%,95.5%,4.5%,100.0%,7.6%,0.0%,4.5%
DESERT SHADOWS ELEMENTARY SCHOOL,5902 E SWEETWATER AVE,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,63,96.8%,1.6%,100.0%,96.8%,1.6%,100.0%,96.8%,1.6%,100.0%,98.4%,1.6%,100.0%,100.0%,0.0%,100.0%,1.6%,0.0%,1.6%
DESERT SKY COMMUNITY SCHOOL,1350 S ARCADIA AVE,TUCSON,PIMA,85712,NO,,CHARTER,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DESERT SONORA ELEMENTARY SCHOOL,301 N CARLISLE AVE,SOMERTON,YUMA,85350,NO,,PUBLIC,43,93.0%,0.0%,93.0%,93.0%,0.0%,100.0%,93.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
DESERT SPIRIT,7355 W ORANGEWOOD AVE,GLENDALE,MARICOPA,85303,YES,RN,PUBLIC,40,97.5%,0.0%,100.0%,97.5%,0.0%,100.0%,95.0%,0.0%,97.5%,97.5%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
DESERT SPRINGS PREPARATORY ELEMENTARY SCHOOL,6010 E ACOMA DR,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,53,94.3%,5.7%,100.0%,92.5%,7.5%,100.0%,92.5%,7.5%,100.0%,92.5%,7.5%,100.0%,92.5%,7.5%,100.0%,7.5%,0.0%,5.7%
DESERT STAR ACADEMY,"5599 S HWY 95, UNIT 2",FORT MOHAVE,MOHAVE,,NO,,CHARTER,56,87.5%,7.1%,94.6%,87.5%,7.1%,94.6%,85.7%,7.1%,92.9%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,7.1%,0.0%,7.1%
DESERT STAR SCHOOL,2131 S 157TH AVE,GOODYEAR,MARICOPA,85338,YES,RN,PUBLIC,63,93.7%,6.3%,100.0%,93.7%,6.3%,100.0%,92.1%,6.3%,98.4%,93.7%,6.3%,100.0%,93.7%,6.3%,100.0%,3.2%,0.0%,3.2%
DESERT SUN CHILD DEVELOPMENT - KINDERGARTEN,1512 W ELLIOT RD,CHANDLER,MARICOPA,85224,NO,,PRIVATE,21,90.5%,9.5%,100.0%,85.7%,9.5%,95.2%,85.7%,9.5%,95.2%,90.5%,9.5%,100.0%,90.5%,9.5%,100.0%,14.3%,0.0%,9.5%
DESERT SUN ELEMENTARY SCHOOL,27880 N 64TH ST,SCOTTSDALE,MARICOPA,85266,NO,,PUBLIC,35,88.6%,8.6%,100.0%,91.4%,8.6%,100.0%,91.4%,8.6%,100.0%,85.7%,14.3%,100.0%,91.4%,8.6%,100.0%,14.3%,0.0%,8.6%
DESERT THUNDER SCHOOL,16750 W GARFIELD ST,GOODYEAR,MARICOPA,85338,YES,LPN,PUBLIC,95,89.5%,3.2%,94.7%,93.7%,3.2%,97.9%,89.5%,3.2%,92.6%,92.6%,3.2%,95.8%,96.8%,3.2%,100.0%,3.2%,0.0%,3.2%
DESERT TRAILS ELEMENTARY SCHOOL,4315 E CASHMAN DR,PHOENIX,MARICOPA,85050,YES,RN,PUBLIC,69,91.3%,7.2%,98.6%,91.3%,7.2%,98.6%,91.3%,7.2%,98.6%,88.4%,8.7%,97.1%,92.8%,7.2%,100.0%,8.7%,0.0%,7.2%
DESERT VALLEY ELEMENTARY - 86442,1066 MARINA BLVD,BULLHEAD CITY,MOHAVE,86442,NO,,PUBLIC,93,94.6%,2.2%,98.9%,95.7%,2.2%,98.9%,95.7%,2.2%,98.9%,97.8%,2.2%,100.0%,98.9%,1.1%,100.0%,2.2%,0.0%,1.1%
DESERT VIEW ACADEMY,3777 W 16TH ST,YUMA,YUMA,85364,NO,,CHARTER,151,95.4%,4.6%,100.0%,95.4%,4.6%,100.0%,95.4%,4.6%,100.0%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,4.6%,0.0%,2.6%
DESERT VIEW ELEMENTARY - SAN LUIS,1508 N 10TH AVE,SAN LUIS,YUMA,85349,NO,,PUBLIC,75,98.7%,0.0%,98.7%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
DESERT VIEW ELEMENTARY SCHOOL - PHOENIX,8621 N 3RD ST,PHOENIX,MARICOPA,85020,YES,RN,PUBLIC,40,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,97.5%,2.5%,100.0%,7.5%,0.0%,0.0%
DESERT VIEW LEARNING CENTER,4027 E LINCOLN DR,PARADISE VALLEY,MARICOPA,,NO,,PRIVATE,21,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,90.5%,4.8%,100.0%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,4.8%,0.0%,4.8%
DESERT VISTA ELEMENTARY SCHOOL,3701 E BROADWAY AVE,APACHE JUNCTION,PINAL,85119,YES,LPN,PUBLIC,61,88.5%,6.6%,100.0%,91.8%,6.6%,100.0%,88.5%,6.6%,100.0%,90.2%,4.9%,100.0%,96.7%,3.3%,100.0%,6.6%,0.0%,3.3%
DESERT WILLOW ELEMENTARY SCHOOL - CASA GRANDE,2172N ARIZOLA RD,CASA GRANDE,PINAL,85122,YES,RN,PUBLIC,52,94.2%,5.8%,100.0%,94.2%,5.8%,100.0%,94.2%,5.8%,100.0%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,5.8%,0.0%,5.8%
DESERT WILLOW ELEMENTARY SCHOOL - CAVE CREEK,4322 E DESERT WILLOW PKWY,CAVE CREEK,MARICOPA,85331,NO,,PUBLIC,64,87.5%,12.5%,100.0%,87.5%,12.5%,100.0%,89.1%,10.9%,100.0%,90.6%,9.4%,100.0%,90.6%,9.4%,100.0%,12.5%,0.0%,9.4%
DESERT WILLOW ELEMENTARY SCHOOL - KINGMAN,3700 PROSPECTOR ST,KINGMAN,MOHAVE,86401,NO,,PUBLIC,65,86.2%,13.8%,100.0%,86.2%,13.8%,100.0%,86.2%,13.8%,100.0%,86.2%,13.8%,100.0%,86.2%,13.8%,100.0%,13.8%,0.0%,13.8%
DESERT WILLOW ELEMENTARY SCHOOL - TUCSON,9400 E ESMOND LOOP,TUCSON,PIMA,85747,NO,,PUBLIC,109,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,97.2%,2.8%,100.0%,3.7%,0.0%,3.7%
DESTINY SCHOOL,22 PRICKLY PEAR DR,GLOBE,GILA,85501,NO,,CHARTER,47,87.2%,12.8%,100.0%,87.2%,12.8%,100.0%,87.2%,12.8%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,12.8%,0.0%,0.0%
DIAMOND CANYON ELEMENTARY,40004 NORTH LIBERTY BELL WAY,PHOENIX,MARICOPA,85086,YES,RN,PUBLIC,64,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,93.8%,6.3%,100.0%,93.8%,6.3%,100.0%,93.8%,6.3%,100.0%,6.3%,0.0%,6.3%
DIAMONDBACK ELEMENTARY SCHOOL,2550 TESOTA WAY,BULLHEAD CITY,MOHAVE,86442,NO,,PUBLIC,65,87.7%,3.1%,90.8%,87.7%,4.6%,92.3%,87.7%,4.6%,92.3%,92.3%,4.6%,96.9%,90.8%,4.6%,95.4%,4.6%,0.0%,3.1%
DIETZ K-8 SCHOOL,7575 E PALMA ST,TUCSON,PIMA,85710,YES,RN,PUBLIC,27,81.5%,0.0%,81.5%,81.5%,0.0%,81.5%,85.2%,0.0%,85.2%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
DILCON COMMUNITY SCHOOL,,DILKON,NAVAJO,,YES,LPN,PRIVATE,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DILWORTH BRINTON ELEMENTARY,11455 E SUNLAND AVE,MESA,MARICOPA,85208,YES,RN,PUBLIC,64,92.2%,7.8%,100.0%,92.2%,7.8%,100.0%,92.2%,7.8%,100.0%,92.2%,7.8%,100.0%,93.8%,6.3%,100.0%,9.4%,1.6%,6.3%
DISCOVER U,13226 N 113TH AVE,YOUNGTOWN,MARICOPA,85363,NO,,CHARTER,22,86.4%,9.1%,100.0%,90.9%,9.1%,100.0%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,9.1%,0.0%,4.5%
DISCOVERY PLUS ACADEMY,852 W 250 N,PIMA,GRAHAM,85543,NO,,CHARTER,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DISCOVERY SCHOOL,7910 W MARYLAND AVE,GLENDALE,MARICOPA,85303,YES,RN,PUBLIC,46,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.2%,0.0%,2.2%
DOBSON ACADEMY A-BALL CHARTER SCHOOL,2207 N DOBSON RD,CHANDLER,MARICOPA,85224,NO,,CHARTER,46,89.1%,6.5%,95.7%,89.1%,6.5%,95.7%,89.1%,6.5%,95.7%,89.1%,6.5%,95.7%,89.1%,6.5%,95.7%,6.5%,8.7%,6.5%
DOROTHY HALL ELEMENTARY,5777 E 45TH PLACE,YUMA,YUMA,85365,NO,,PUBLIC,76,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,1.3%,0.0%,1.3%
DOROTHY STINSON SCHOOL,2013 S 8TH AVE,SAFFORD,GRAHAM,85546,YES,RN,PUBLIC,89,91.0%,1.1%,93.3%,92.1%,1.1%,94.4%,92.1%,1.1%,93.3%,96.6%,1.1%,97.8%,97.8%,0.0%,97.8%,1.1%,0.0%,1.1%
DOS RIOS ELEMENTARY,2150 S 87TH AVE,TOLLESON,MARICOPA,85353,NO,,PUBLIC,49,93.9%,0.0%,98.0%,98.0%,0.0%,98.0%,93.9%,0.0%,93.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
DOVE MOUNTAIN K-8,5650 W MOORE RD,MARANA,PIMA,85658,YES,RN,PUBLIC,96,91.7%,6.3%,97.9%,91.7%,6.3%,97.9%,91.7%,6.3%,97.9%,94.8%,5.2%,100.0%,92.7%,6.3%,99.0%,6.3%,0.0%,6.3%
DR DANIEL BRIGHT ELEMENTARY SCHOOL,1500 S MONTE TESORO DR,COTTONWOOD,YAVAPAI,86326,YES,RN,PUBLIC,70,88.6%,8.6%,97.1%,90.0%,10.0%,100.0%,78.6%,18.6%,97.1%,88.6%,11.4%,100.0%,92.9%,7.1%,100.0%,18.6%,0.0%,5.7%
DR HOWARD K CONLEY ELEMENTARY SCHOOL,500 S ARROWHEAD DR,CHANDLER,MARICOPA,85224,NO,,PUBLIC,73,97.3%,0.0%,97.3%,95.9%,0.0%,95.9%,98.6%,1.4%,100.0%,95.9%,0.0%,95.9%,100.0%,0.0%,100.0%,1.4%,0.0%,0.0%
DR. CHARLES A. BEJARANO ELEMENTARY SCHOOL,4635 E RAGUS RD B,MIAMI,GILA,85539,NO,,PUBLIC,66,97.0%,1.5%,100.0%,97.0%,1.5%,100.0%,97.0%,1.5%,100.0%,93.9%,1.5%,100.0%,98.5%,1.5%,100.0%,1.5%,0.0%,1.5%
DR. GARY AND ANNETTE AUXIER ELEMENTARY SCHOOL,22700 S POWER RD,QUEEN CREEK,MARICOPA,85142,NO,,PUBLIC,74,97.3%,2.7%,100.0%,100.0%,0.0%,100.0%,97.3%,2.7%,100.0%,98.6%,1.4%,100.0%,100.0%,0.0%,100.0%,23.0%,0.0%,0.0%
DRACHMAN PRIMARY MAGNET SCHOOL,1085 S 10TH AVE,TUCSON,PIMA,85701,YES,RN,PUBLIC,36,94.4%,0.0%,94.4%,94.4%,0.0%,94.4%,97.2%,0.0%,97.2%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
DREAM CITY CHRISTIAN SCHOOLS,21000 N 75TH AVE,GLENDALE,MARICOPA,85308,YES,RN,PRIVATE,37,89.2%,10.8%,100.0%,91.9%,8.1%,100.0%,89.2%,10.8%,100.0%,86.5%,10.8%,100.0%,89.2%,10.8%,100.0%,10.8%,0.0%,8.1%
DREXEL ELEMENTARY SCHOOL,801 E DREXEL RD,TUCSON,PIMA,85706,YES,RN,PUBLIC,42,95.2%,2.4%,100.0%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,100.0%,0.0%,100.0%,2.4%,0.0%,0.0%
DUNCAN ELEMENTARY SCHOOL,MCGRATH AVE,DUNCAN,GREENLEE,85534,NO,,PUBLIC,23,91.3%,8.7%,100.0%,91.3%,8.7%,100.0%,91.3%,8.7%,100.0%,91.3%,8.7%,100.0%,91.3%,8.7%,100.0%,8.7%,0.0%,8.7%
