SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE DTAP,% EXEMPT DTAP,% COMPLIANCE DTAP,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
KATHRYN SUE SIMONTON ELEMENTARY,40300 N SIMONTON BLVD,QUEEN CREEK,PINAL,85140,YES,LPN,PUBLIC,51,86.3%,11.8%,100.0%,88.2%,11.8%,100.0%,86.3%,11.8%,100.0%,86.3%,11.8%,100.0%,90.2%,9.8%,100.0%,11.8%,0.0%,11.8%
KELLER ELEMENTARY SCHOOL,1445 E HILTON AVE,MESA,MARICOPA,85204,YES,RN,PUBLIC,86,91.9%,2.3%,94.2%,93.0%,2.3%,95.3%,94.2%,2.3%,96.5%,95.3%,1.2%,96.5%,100.0%,0.0%,100.0%,1.2%,0.0%,1.2%
KENILWORTH ELEMENTARY SCHOOL,1210 N 5TH AVE,PHOENIX,MARICOPA,85003,YES,RN,PUBLIC,53,94.3%,N/A,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
KERR ELEMENTARY SCHOOL,125 E MCLELLAN RD,MESA,MARICOPA,85201,YES,RN,PUBLIC,85,85.9%,0.0%,85.9%,90.6%,0.0%,90.6%,90.6%,0.0%,90.6%,94.1%,0.0%,94.1%,95.3%,0.0%,95.3%,1.2%,0.0%,1.2%
KEYSTONE MONTESSORI CHARTER SCHOOL,1025 E LIBERTY LN,PHOENIX,MARICOPA,85048,NO,,CHARTER,29,86.2%,13.8%,100.0%,86.2%,13.8%,100.0%,82.8%,17.2%,100.0%,82.8%,17.2%,100.0%,86.2%,13.8%,100.0%,20.7%,0.0%,13.8%
KHALSA MONTESSORI PRIMARY SCHOOL,2536 N 3RD ST,PHOENIX,MARICOPA,85004,NO,,CHARTER,22,90.9%,9.1%,100.0%,90.9%,9.1%,100.0%,90.9%,9.1%,100.0%,90.9%,9.1%,100.0%,90.9%,9.1%,100.0%,9.1%,0.0%,9.1%
KHALSA MONTESSORI SCHOOL - RIVER RD,3701 E RIVER RD,TUCSON,PIMA,85718,NO,,CHARTER,29,75.9%,20.7%,96.6%,79.3%,17.2%,96.6%,75.9%,24.1%,100.0%,79.3%,20.7%,100.0%,75.9%,24.1%,100.0%,20.7%,0.0%,17.2%
KINDERTOTS,1118 W GLENDALE AVE PHOENIX MARICOPA 85021,,MARICOPA,,NO,,PRIVATE,25,64.0%,36.0%,100.0%,64.0%,36.0%,100.0%,68.0%,32.0%,100.0%,76.0%,24.0%,100.0%,72.0%,28.0%,100.0%,44.0%,0.0%,12.0%
KINGMAN ACADEMY OF LEARNING - PRIMARY,3400 N BURBANK ST,KINGMAN,MOHAVE,86409,NO,,CHARTER,100,97.0%,2.0%,100.0%,97.0%,2.0%,100.0%,97.0%,3.0%,100.0%,97.0%,2.0%,100.0%,98.0%,2.0%,100.0%,3.0%,0.0%,2.0%
KINGSWOOD ELEMENTARY SCHOOL,15150 W MONDELL RD,SURPRISE,MARICOPA,85374,NO,,PUBLIC,68,77.9%,14.7%,98.5%,83.8%,11.8%,98.5%,86.8%,11.8%,98.5%,88.2%,11.8%,100.0%,91.2%,8.8%,100.0%,14.7%,0.0%,7.4%
KINSEY INQUIRY AND DISCOVERY SCHOOL,1601 S LONETREE ROAD,FLAGSTAFF,COCONINO,86001,YES,RN,PUBLIC,54,94.4%,1.9%,98.1%,96.3%,1.9%,98.1%,90.7%,1.9%,94.4%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,1.9%,0.0%,1.9%
KISER ELEMENTARY SCHOOL,INTERSTATE 8 EXIT 106,GILA BEND,MARICOPA,85337,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KIVA ELEMENTARY SCHOOL,6911 E MCDONALD DR,PARADISE VALLEY,MARICOPA,85253,YES,RN,PUBLIC,109,94.5%,5.5%,100.0%,94.5%,5.5%,100.0%,92.7%,7.3%,100.0%,94.5%,5.5%,100.0%,96.3%,3.7%,100.0%,6.4%,1.8%,3.7%
KNOX ELEMENTARY SCHOOL,700 W ORCHID LN,CHANDLER,MARICOPA,85225,NO,,PUBLIC,92,94.6%,5.4%,100.0%,93.5%,6.5%,100.0%,94.6%,5.4%,100.0%,93.5%,6.5%,100.0%,95.7%,4.3%,100.0%,6.5%,0.0%,4.3%
KYRENE DE LA COLINA SCHOOL,13612 S 36TH ST,PHOENIX,MARICOPA,85044,NO,,PUBLIC,67,95.5%,N/A,98.5%,94.0%,1.5%,95.5%,89.6%,3.0%,92.5%,92.5%,1.5%,94.0%,97.0%,0.0%,97.0%,1.5%,0.0%,1.5%
KYRENE DE LA ESPERANZA SCHOOL,14841 S 41ST PL,PHOENIX,MARICOPA,85044,NO,,PUBLIC,79,88.6%,N/A,100.0%,88.6%,11.4%,100.0%,89.9%,10.1%,100.0%,93.7%,6.3%,100.0%,97.5%,2.5%,100.0%,10.1%,1.3%,1.3%
KYRENE DE LA ESTRELLA ELEMENTARY SCHOOL,2620 E LIBERTY LN,PHOENIX,MARICOPA,85048,NO,,PUBLIC,62,90.3%,N/A,95.2%,88.7%,4.8%,93.5%,88.7%,4.8%,93.5%,95.2%,1.6%,96.8%,95.2%,1.6%,96.8%,4.8%,0.0%,3.2%
KYRENE DE LA MARIPOSA SCHOOL,50 E KNOX RD,TEMPE,MARICOPA,85284,NO,,PUBLIC,91,86.8%,N/A,94.5%,89.0%,7.7%,96.7%,90.1%,7.7%,97.8%,94.5%,5.5%,100.0%,96.7%,3.3%,100.0%,7.7%,0.0%,3.3%
KYRENE DE LA MIRADA SCHOOL,5500 W GALVESTON ST,CHANDLER,MARICOPA,85226,NO,,PUBLIC,99,90.9%,N/A,100.0%,91.9%,8.1%,100.0%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,93.9%,6.1%,100.0%,9.1%,0.0%,6.1%
KYRENE DE LA PALOMA SCHOOL,5000 W WHITTEN ST,CHANDLER,MARICOPA,85226,NO,,PUBLIC,73,95.9%,N/A,100.0%,95.9%,1.4%,98.6%,95.9%,1.4%,98.6%,98.6%,1.4%,100.0%,100.0%,0.0%,100.0%,1.4%,1.4%,0.0%
KYRENE DE LA SIERRA SCHOOL,1122 E LIBERTY LN,PHOENIX,MARICOPA,85048,YES,RN,PUBLIC,61,98.4%,N/A,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,1.6%,0.0%,0.0%
KYRENE DE LAS BRISAS SCHOOL,777 N DESERT BREEZE BLVD EAST,CHANDLER,MARICOPA,85226,YES,RN,PUBLIC,117,91.5%,N/A,99.1%,91.5%,7.7%,99.1%,91.5%,7.7%,99.1%,91.5%,7.7%,99.1%,93.2%,6.0%,99.1%,7.7%,0.0%,4.3%
KYRENE DE LAS LOMAS SCHOOL,11820 S WARNER ELLIOT LOOP,PHOENIX,MARICOPA,85044,NO,,PUBLIC,82,93.9%,N/A,100.0%,95.1%,4.9%,100.0%,93.9%,4.9%,100.0%,93.9%,4.9%,100.0%,95.1%,4.9%,100.0%,4.9%,0.0%,4.9%
KYRENE DE LAS MANITAS SCHOOL,1201 W COURTNEY LN,TEMPE,MARICOPA,85284,NO,,PUBLIC,75,94.7%,N/A,100.0%,96.0%,4.0%,100.0%,96.0%,2.7%,100.0%,96.0%,2.7%,100.0%,98.7%,1.3%,100.0%,4.0%,0.0%,1.3%
KYRENE DE LOS CERRITOS SCHOOL,14620 S DESERT FOOTHILLS PKWY,PHOENIX,MARICOPA,85048,NO,,PUBLIC,67,97.0%,N/A,100.0%,97.0%,0.0%,100.0%,97.0%,0.0%,100.0%,98.5%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
KYRENE DE LOS LAGOS SCHOOL,17001 S 34TH WAY,PHOENIX,MARICOPA,85048,NO,,PUBLIC,101,95.0%,N/A,100.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,97.0%,3.0%,100.0%,99.0%,1.0%,100.0%,5.0%,0.0%,1.0%
KYRENE DE LOS NINOS SCHOOL,1330 E DAVA DR,TEMPE,MARICOPA,85283,NO,,PUBLIC,59,76.3%,N/A,79.7%,79.7%,3.4%,83.1%,81.4%,3.4%,84.7%,89.8%,3.4%,93.2%,93.2%,3.4%,96.6%,3.4%,0.0%,3.4%
KYRENE DEL CIELO SCHOOL,1350 N LAKESHORE DR,CHANDLER,MARICOPA,85226,NO,,PUBLIC,110,94.5%,N/A,96.4%,95.5%,1.8%,97.3%,94.5%,1.8%,96.4%,96.4%,1.8%,98.2%,98.2%,1.8%,100.0%,1.8%,0.0%,1.8%
KYRENE DEL MILENIO,4630 E FRYE RD,PHOENIX,MARICOPA,85048,NO,,PUBLIC,81,95.1%,N/A,97.5%,96.3%,2.5%,98.8%,96.3%,2.5%,98.8%,93.8%,2.5%,96.3%,97.5%,1.2%,98.8%,2.5%,0.0%,1.2%
KYRENE DEL NORTE SCHOOL,1331 E REDFIELD RD,TEMPE,MARICOPA,85283,NO,,PUBLIC,91,98.9%,N/A,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,1.1%,0.0%,1.1%
KYRENE DEL SURENO SCHOOL,3375 W GALVESTON RD,CHANDLER,MARICOPA,85226,NO,,PUBLIC,82,93.9%,N/A,100.0%,95.1%,4.9%,100.0%,95.1%,4.9%,100.0%,93.9%,4.9%,100.0%,95.1%,4.9%,100.0%,4.9%,0.0%,4.9%
KYRENE MONTE VISTA SCHOOL,15221 S RAY RD,PHOENIX,MARICOPA,85048,NO,,PUBLIC,101,92.1%,N/A,100.0%,92.1%,7.9%,100.0%,92.1%,7.9%,100.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,6.9%,0.0%,3.0%
LA PALOMA ACADEMY - CENTRAL,2050 N WILMOT RD,TUCSON,PIMA,85712,NO,,CHARTER,84,97.6%,0.0%,97.6%,91.7%,0.0%,91.7%,92.9%,0.0%,92.9%,97.6%,0.0%,97.6%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LA PALOMA ACADEMY - LAKESIDE,8140 E GOLF LINKS RD,TUCSON,PIMA,,NO,,CHARTER,113,96.5%,1.8%,98.2%,95.6%,1.8%,97.3%,99.1%,0.9%,100.0%,93.8%,1.8%,95.6%,98.2%,1.8%,100.0%,1.8%,0.0%,0.9%
LA PALOMA ACADEMY SOUTH,5660 S 12TH AVE,TUCSON,PIMA,85706,NO,,CHARTER,43,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,4.7%,0.0%,4.7%
LA SENITA ELEMENTARY SCHOOL,3175 GORDON DR,KINGMAN,MOHAVE,,YES,RN,PUBLIC,44,90.9%,9.1%,100.0%,93.2%,6.8%,100.0%,86.4%,13.6%,100.0%,93.2%,6.8%,100.0%,90.9%,9.1%,100.0%,9.1%,0.0%,4.5%
LA TIERRA COMMUNITY SCHOOL,124 N VIRGINIA ST,PRESCOTT,YAVAPAI,86301,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LAFE NELSON SCHOOL,1100 10TH AVE,SAFFORD,GRAHAM,85546,YES,RN,PUBLIC,76,94.7%,2.6%,98.7%,94.7%,2.6%,100.0%,96.1%,2.6%,98.7%,97.4%,1.3%,100.0%,98.7%,1.3%,100.0%,2.6%,0.0%,1.3%
LAGUNA ELEMENTARY SCHOOL,10475 E LAKEVIEW DR,SCOTTSDALE,MARICOPA,85258,YES,RN,PUBLIC,52,92.3%,3.8%,96.2%,94.2%,1.9%,96.2%,92.3%,3.8%,96.2%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,3.8%,0.0%,3.8%
LAGUNA ELEMENTARY SCHOOL,5001 N SHANNON RD,TUCSON,PIMA,85705,NO,,PUBLIC,48,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LAIRD ELEMENTARY SCHOOL,1500 N SCOVEL ST,TEMPE,MARICOPA,85281,YES,RN,PUBLIC,64,96.9%,N/A,100.0%,96.9%,1.6%,100.0%,96.9%,1.6%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,1.6%,1.6%,1.6%
LAKE VALLEY ELEMENTARY SCHOOL,3900 N STARLIGHT DR,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,68,85.3%,8.8%,100.0%,89.7%,8.8%,100.0%,89.7%,8.8%,100.0%,89.7%,8.8%,100.0%,91.2%,8.8%,100.0%,11.8%,0.0%,11.8%
LAKEVIEW ELEMENTARY SCHOOL,3040 W YUCCA ST,PHOENIX,MARICOPA,85029,NO,,PUBLIC,58,89.7%,N/A,100.0%,91.4%,5.2%,100.0%,94.8%,3.4%,100.0%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,5.2%,0.0%,3.4%
LARKSPUR ELEMENTARY SCHOOL,2430 E LARKSPUR DR,PHOENIX,MARICOPA,85032,YES,RN,PUBLIC,49,85.7%,10.2%,95.9%,85.7%,10.2%,95.9%,85.7%,10.2%,95.9%,85.7%,10.2%,95.9%,87.8%,10.2%,98.0%,10.2%,0.0%,10.2%
LARRY C KENNEDY SCHOOL,2702 E OSBORN RD,PHOENIX,MARICOPA,85016,YES,RN,PUBLIC,74,94.6%,N/A,100.0%,94.6%,4.1%,100.0%,95.9%,2.7%,98.6%,98.6%,0.0%,100.0%,97.3%,2.7%,100.0%,4.1%,0.0%,4.1%
LAS BRISAS ACADEMY,18211 W LAS BRISAS DR,GOODYEAR,MARICOPA,85338,NO,,PUBLIC,60,98.3%,N/A,100.0%,98.3%,1.7%,100.0%,96.7%,1.7%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,1.7%,0.0%,1.7%
LAS BRISAS ELEMENTARY SCHOOL,5805 W ALAMEDA,GLENDALE,MARICOPA,85310,YES,RN,PUBLIC,95,91.6%,7.4%,98.9%,92.6%,6.3%,98.9%,91.6%,7.4%,98.9%,92.6%,6.3%,98.9%,93.7%,6.3%,100.0%,8.4%,0.0%,5.3%
LAS SENDAS ELEMENTARY SCHOOL,3120 N RED MOUNTAIN RD,MESA,MARICOPA,85207,YES,RN,PUBLIC,95,95.8%,3.2%,100.0%,95.8%,3.2%,100.0%,96.8%,3.2%,100.0%,95.8%,3.2%,100.0%,97.9%,2.1%,100.0%,4.2%,0.0%,2.1%
LAURA N. BANKS ELEMENTARY,3200 S LEAD FLOWER AVE,TUCSON,PIMA,85735,YES,RN,PUBLIC,49,100.0%,0.0%,100.0%,98.0%,2.0%,100.0%,95.9%,2.0%,100.0%,95.9%,4.1%,100.0%,100.0%,0.0%,100.0%,4.1%,0.0%,0.0%
LAVEEN ELEMENTARY SCHOOL,4141 W MCNEIL STREET,LAVEEN,MARICOPA,85339,YES,RN,PUBLIC,78,92.3%,1.3%,93.6%,93.6%,1.3%,94.9%,93.6%,1.3%,94.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.3%,0.0%,0.0%
LE PERA ELEMENTARY SCHOOL,TAHBO RD AND MOHAVE RD,PARKER,LA PAZ,85371,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LEADING EDGE ACADEMY - MARICOPA CAMPUS,19302 N PORTER RD,MARICOPA,PINAL,85238,NO,,CHARTER,98,83.7%,10.2%,93.9%,85.7%,10.2%,95.9%,83.7%,10.2%,93.9%,88.8%,10.2%,99.0%,88.8%,10.2%,99.0%,10.2%,0.0%,10.2%
LEARNING FOUNDATION AND PERFORMING ARTS ALTA MESA,5761 E BROWN RD,MESA,MARICOPA,85205,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LEARNING FOUNDATION AND PERFORMING ARTS WARNER,3939 E WARNER RD,GILBERT,MARICOPA,85296,NO,,CHARTER,46,80.4%,10.9%,91.3%,76.1%,10.9%,89.1%,78.3%,10.9%,89.1%,89.1%,4.3%,93.5%,97.8%,2.2%,100.0%,8.7%,0.0%,2.2%
LEGACY TRADITIONAL  SCHOOL- GOODYEAR,16060 W LOWER BUCKEYE PWY,GOODYEAR,MARICOPA,85338,YES,LPN,CHARTER,87,95.4%,4.6%,100.0%,85.1%,14.9%,100.0%,95.4%,4.6%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,4.6%,0.0%,4.6%
LEGACY TRADITIONAL CHARTER SCHOOL - GILBERT,2747 S RECKER RD,GILBERT,MARICOPA,85295,NO,,CHARTER,139,91.4%,8.6%,100.0%,92.8%,7.2%,100.0%,90.6%,9.4%,100.0%,93.5%,6.5%,100.0%,94.2%,5.8%,100.0%,11.5%,0.0%,5.0%
LEGACY TRADITIONAL CHARTER SCHOOL - LAVEEN VILLAGE,7900 S 43RD AVE,LAVEEN,MARICOPA,85339,NO,,CHARTER,123,91.9%,3.3%,95.1%,87.8%,4.9%,92.7%,92.7%,4.9%,100.0%,93.5%,4.9%,98.4%,91.9%,4.1%,95.9%,4.9%,0.0%,4.9%
LEGACY TRADITIONAL SCHOOL - AVONDALE,12320 W VAN BUREN ST,AVONDALE,MARICOPA,85323,YES,RN,CHARTER,159,92.5%,7.5%,100.0%,92.5%,7.5%,100.0%,92.5%,7.5%,100.0%,95.0%,5.0%,100.0%,96.2%,3.8%,100.0%,7.5%,0.0%,3.8%
LEGACY TRADITIONAL SCHOOL - CASA GRANDE,1274 E O'NEIL DR,CASA GRANDE,PINAL,85138,NO,,CHARTER,160,91.3%,7.5%,100.0%,91.3%,7.5%,100.0%,92.5%,7.5%,100.0%,95.6%,4.4%,100.0%,95.0%,5.0%,100.0%,7.5%,0.0%,4.4%
LEGACY TRADITIONAL SCHOOL - CHANDLER,3201 S GILBERT RD,CHANDLER,MARICOPA,85286,NO,,CHARTER,144,95.8%,4.2%,100.0%,93.1%,4.9%,100.0%,97.2%,2.8%,100.0%,96.5%,3.5%,100.0%,96.5%,3.5%,100.0%,4.9%,0.0%,2.8%
LEGACY TRADITIONAL SCHOOL - GLENDALE,13091 N 67TH AVE,GLENDALE,MARICOPA,85306,NO,,PUBLIC,143,88.8%,10.5%,100.0%,88.1%,10.5%,100.0%,88.1%,11.2%,100.0%,91.6%,7.7%,100.0%,90.9%,9.1%,100.0%,11.2%,0.0%,7.7%
LEGACY TRADITIONAL SCHOOL - MARICOPA,17760 REGENT DR,MARICOPA,PINAL,85138,NO,,CHARTER,141,84.4%,8.5%,100.0%,78.7%,7.1%,100.0%,87.2%,8.5%,100.0%,88.7%,7.8%,100.0%,92.9%,7.1%,100.0%,8.5%,2.1%,0.7%
LEGACY TRADITIONAL SCHOOL - NORTH CHANDLER,1900 N MCQUEEN RD,CHANDLER,MARICOPA,85225,NO,,CHARTER,170,90.6%,9.4%,100.0%,90.6%,9.4%,100.0%,92.9%,7.1%,100.0%,92.4%,7.6%,100.0%,100.0%,0.0%,100.0%,9.4%,0.0%,7.1%
LEGACY TRADITIONAL SCHOOL - NORTHWEST TUCSON,3500 W CORTARO FARMS RD,TUCSON,PIMA,85742,NO,,CHARTER,123,95.9%,2.4%,100.0%,87.8%,2.4%,100.0%,96.7%,2.4%,100.0%,97.6%,2.4%,100.0%,99.2%,0.8%,100.0%,3.3%,0.8%,0.0%
LEGACY TRADITIONAL SCHOOL - PEORIA,7877 W. HILLCREST BLVD,PEORIA,MARICOPA,85383,NO,,CHARTER,118,93.2%,6.8%,100.0%,83.9%,9.3%,93.2%,89.0%,11.0%,100.0%,90.7%,9.3%,100.0%,94.9%,5.1%,100.0%,12.7%,0.8%,1.7%
LEGACY TRADITIONAL SCHOOL - PHOENIX,4545 N 99TH AVE,PHOENIX,MARICOPA,85037,NO,,CHARTER,169,94.7%,3.0%,97.6%,95.3%,2.4%,100.0%,95.3%,2.4%,100.0%,94.7%,2.4%,99.4%,97.0%,2.4%,99.4%,3.0%,0.0%,2.4%
LEGACY TRADITIONAL SCHOOL- EAST MESA,10707 E GUADALUPE RD,MESA,MARICOPA,85212,NO,,CHARTER,177,91.5%,7.9%,100.0%,93.2%,6.2%,100.0%,92.1%,6.8%,100.0%,93.8%,6.2%,100.0%,93.8%,6.2%,100.0%,8.5%,0.0%,6.2%
LEGACY TRADITIONAL SCHOOL SURPRISE,14506 W SWEETWATER AVE,SURPRISE,MARICOPA,85379,NO,,CHARTER,207,92.8%,6.3%,99.0%,93.7%,5.8%,99.5%,93.2%,5.8%,99.0%,93.2%,5.8%,99.0%,94.7%,4.3%,99.0%,6.8%,0.0%,4.3%
LEGACY TRADITIONAL SCHOOL-QUEEN CREEK,41800 N. BARNES PKWY,QUEEN CREEK,PINAL,85140,NO,,CHARTER,154,86.4%,13.0%,99.4%,86.4%,11.7%,98.7%,86.4%,13.0%,99.4%,89.0%,9.7%,100.0%,90.9%,9.1%,100.0%,10.4%,0.0%,2.6%
LEGEND SPRINGS ELEMENTARY,21150 N ARROWHEAD LOOP,GLENDALE,MARICOPA,85308,YES,RN,PUBLIC,88,98.9%,1.1%,100.0%,97.7%,1.1%,100.0%,100.0%,0.0%,100.0%,96.6%,3.4%,100.0%,100.0%,0.0%,100.0%,2.3%,0.0%,0.0%
LEHI ELEMENTARY SCHOOL,2555 N STAPLEY DR,MESA,MARICOPA,85203,YES,RN,PUBLIC,59,94.9%,5.1%,100.0%,94.9%,5.1%,100.0%,94.9%,5.1%,100.0%,94.9%,5.1%,100.0%,96.6%,3.4%,100.0%,5.1%,0.0%,3.4%
LEMAN ACADEMY OF EXCELLENCE - EAST CAMPUS,10200 E GOLF LINKS RD,TUCSON,PIMA,85743,YES,RN,CHARTER,135,97.0%,3.0%,100.0%,97.0%,3.0%,100.0%,97.0%,3.0%,100.0%,95.6%,4.4%,100.0%,97.0%,3.0%,100.0%,4.4%,0.0%,2.2%
LEMAN ACADEMY OF EXCELLENCE - EAST MESA,3761 S POWER RD,MESA,MARICOPA,85212,NO,,CHARTER,31,83.9%,12.9%,96.8%,83.9%,12.9%,96.8%,83.9%,12.9%,96.8%,83.9%,12.9%,96.8%,90.3%,9.7%,100.0%,16.1%,0.0%,9.7%
LEMAN ACADEMY OF EXCELLENCE - MARANA,"7720 N SILVERBELL RD, BLDG 1 & 2",TUCSON,PIMA,85743,YES,RN,CHARTER,125,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,96.0%,4.0%,100.0%,97.6%,2.4%,100.0%,4.0%,0.0%,2.4%
LEMAN ACADEMY OF EXCELLENCE - ORO VALLEY,12255 N LA CAÑADA DRIVE,ORO VALLEY,PIMA,85755,YES,LPN,CHARTER,105,91.4%,8.6%,100.0%,90.5%,9.5%,100.0%,91.4%,8.6%,100.0%,91.4%,8.6%,100.0%,92.4%,7.6%,100.0%,10.5%,0.0%,7.6%
LEMAN ACADEMY OF EXCELLENCE - SIERRA VISTA,1000 E. WILCOX DR,SIERRA VISTA,COCHISE,85635,NO,,CHARTER,71,93.0%,5.6%,100.0%,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,94.4%,5.6%,100.0%,95.8%,4.2%,100.0%,5.6%,0.0%,4.2%
LEONOR HAMBLY K-8,824 THORNE AVE,WINKLEMAN,GILA,85292,NO,,PUBLIC,28,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LEUPP BOARDING SCHOOL,,LEUPP,COCONINO,,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LEUPP PUBLIC SCHOOL,45 MILES NORTHEAST OF FLAGSTAFF ON EAST SIDE OF LEUPP RD,LEUPP,COCONINO,86035,YES,RN,PUBLIC,30,96.7%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LIBERTY ARTS ACADEMY,3015 S POWER RD,MESA,MARICOPA,85212,NO,,CHARTER,43,86.0%,14.0%,100.0%,86.0%,14.0%,100.0%,86.0%,14.0%,100.0%,86.0%,14.0%,100.0%,86.0%,14.0%,100.0%,14.0%,0.0%,14.0%
LIBERTY ELEMENTARY SCHOOL,5495 S LIBERTY AVE,TUCSON,PIMA,85706,YES,RN,PUBLIC,83,100.0%,N/A,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LIBERTY ELEMENTARY SCHOOL-85254,5125 E MARILYN RD,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,75,93.3%,5.3%,100.0%,93.3%,5.3%,100.0%,90.7%,6.7%,98.7%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,0.0%,0.0%,0.0%
LIBERTY TRADITIONAL CHARTER SCHOOL,4901 W INDIAN SCHOOL RD,PHOENIX,MARICOPA,85031,NO,,CHARTER,29,93.1%,0.0%,100.0%,82.8%,0.0%,100.0%,96.6%,0.0%,100.0%,89.7%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LIBERTY TRADITIONAL CHARTER SCHOOL - SADDLEBACK,3715 N WASHINGTON AVE,DOUGLAS,COCHISE,85607,YES,LPN,CHARTER,21,100.0%,0.0%,100.0%,95.2%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,95.2%,0.0%,95.2%,0.0%,0.0%,0.0%
LIBERTY TRADITIONAL SCHOOL,3300 N LAKE VALLEY RD,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,76,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,2.6%,0.0%,2.6%
LINCOLN ELEMENTARY SCHOOL,652 N TYLER AVE,NOGALES,SANTA CRUZ,85621,YES,RN,PUBLIC,71,98.6%,0.0%,100.0%,98.6%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.4%,0.0%,0.0%
LINCOLN ELEMENTARY SCHOOL,930 S SIRRINE,MESA,MARICOPA,85210,YES,RN,PUBLIC,92,96.7%,2.2%,100.0%,97.8%,1.1%,100.0%,97.8%,1.1%,100.0%,100.0%,0.0%,100.0%,98.9%,1.1%,100.0%,3.3%,0.0%,0.0%
LINDBERGH ELEMENTARY SCHOOL,930 S LAZONA DR,MESA,MARICOPA,85204,YES,RN,PUBLIC,68,94.1%,0.0%,100.0%,98.5%,0.0%,98.5%,100.0%,0.0%,100.0%,98.5%,0.0%,98.5%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
