SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE TDAP,% EXEMPT TDAP,% COMPLIANCE TDAP,% IMMUNE MCV4,% EXEMPT MCV4,% COMPLIANCE MCV4,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
MARYLAND ELEMENTARY SCHOOL,6503 N 21ST AVE,PHOENIX,MARICOPA,85015,YES,RN,PUBLIC,67,77.6%,4.5%,82.1%,77.6%,4.5%,82.1%,97.0%,3.0%,100.0%,97.0%,3.0%,100.0%,97.0%,3.0%,100.0%,100.0%,0.0%,100.0%,4.5%,0.0%,1.5%
MARYVALE PREPARATORY ACADEMY,4825 W CAMELBACK RD,PHOENIX,MARICOPA,85031,NO,,CHARTER,66,89.4%,10.6%,100.0%,89.4%,10.6%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,10.6%,0.0%,0.0%
MATH AND SCIENCE SUCCESS ACADEMY,434 W LERDO RD,TUCSON,PIMA,85756,NO,,CHARTER,92,82.6%,3.3%,87.0%,79.3%,0.0%,100.0%,89.1%,0.0%,89.1%,92.4%,1.1%,93.5%,92.4%,0.0%,92.4%,95.7%,0.0%,95.7%,7.6%,0.0%,0.0%
MAURICE C CASH SCHOOL,3851 W ROESER RD,PHOENIX,MARICOPA,85041,YES,RN,PUBLIC,109,89.0%,0.0%,89.0%,88.1%,0.0%,88.1%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MAXINE O BUSH ELEMENTARY SCHOOL,602 E SIESTA WAY,PHOENIX,MARICOPA,85042,YES,RN,PUBLIC,40,85.0%,2.5%,87.5%,85.0%,2.5%,87.5%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.5%,0.0%,0.0%
MAYER ELEMENTARY SCHOOL,12568 E MAIN ST,MAYER,YAVAPAI,86333,NO,,PUBLIC,33,93.9%,6.1%,100.0%,51.5%,30.3%,81.8%,93.9%,6.1%,100.0%,90.9%,6.1%,97.0%,93.9%,6.1%,100.0%,93.9%,6.1%,100.0%,33.3%,30.3%,6.1%
MELVIN E SINE SCHOOL,4932 W MYRTLE AVE,GLENDALE,MARICOPA,85301,YES,RN,PUBLIC,54,77.8%,0.0%,77.8%,75.9%,0.0%,75.9%,98.1%,0.0%,100.0%,98.1%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MENDOZA ELEMENTARY SCHOOL,5831 E MCLELLAN RD,MESA,MARICOPA,85205,YES,RN,PUBLIC,70,84.3%,10.0%,94.3%,84.3%,10.0%,94.3%,100.0%,0.0%,100.0%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,100.0%,0.0%,100.0%,8.6%,1.4%,0.0%
MERCURY MINE ELEMENTARY SCHOOL,9640 N 28TH ST,PHOENIX,MARICOPA,85028,YES,RN,PUBLIC,60,85.0%,8.3%,95.0%,85.0%,8.3%,95.0%,93.3%,6.7%,100.0%,93.3%,6.7%,100.0%,93.3%,6.7%,100.0%,93.3%,6.7%,100.0%,13.3%,1.7%,3.3%
MERIDIAN ELEMENTARY,3900 S MOUNTAIN RD,MESA,MARICOPA,85212,YES,RN,PUBLIC,105,97.1%,1.0%,98.1%,98.1%,1.9%,100.0%,99.0%,1.0%,100.0%,98.1%,1.9%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.0%,1.0%,0.0%
MESA ACADEMY FOR ADVANCED STUDIES,6919 E BROWN RD,MESA,MARICOPA,85207,YES,RN,PUBLIC,87,92.0%,8.0%,100.0%,90.8%,9.2%,100.0%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,95.4%,4.6%,100.0%,100.0%,0.0%,100.0%,8.0%,0.0%,0.0%
MESA ARTS ACADEMY,221 W SIXTH AVE,MESA,MARICOPA,85210,NO,,CHARTER,28,89.3%,7.1%,100.0%,82.1%,7.1%,92.9%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,7.1%,0.0%,7.1%
MESA VIEW ELEMENTARY,HWY 191 & NAVAJO ROUTE 7,CHINLE,APACHE,86503,NO,,PUBLIC,50,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MESQUITE ELEMENTARY SCHOOL - GILBERT,1101 E MESQUITE ST,GILBERT,MARICOPA,85296,YES,RN,PUBLIC,79,92.4%,7.6%,100.0%,93.7%,6.3%,100.0%,94.9%,5.1%,100.0%,94.9%,5.1%,100.0%,93.7%,6.3%,100.0%,94.9%,5.1%,100.0%,12.7%,0.0%,3.8%
MEXICAYOTL ACADEMY 6TH,1300 S BELVEDERE AVE,TUCSON,PIMA,85711,NO,,PRIVATE,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MEXICAYOTL CHARTER SCHOOL,2059 N GRAND AVE,NOGALES,SANTA CRUZ,85621,NO,,CHARTER,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MICHAEL ANDERSON SCHOOL,45 S 3RD AVE,AVONDALE,MARICOPA,85323,YES,LPN,PUBLIC,109,99.1%,0.0%,100.0%,67.0%,0.0%,67.9%,97.2%,0.0%,100.0%,98.2%,0.0%,100.0%,99.1%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MILES-EXPLORATORY LEARNING CENTER,1400 E BROADWAY BLVD,TUCSON,PIMA,85719,YES,RN,PUBLIC,26,96.2%,0.0%,96.2%,96.2%,0.0%,96.2%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,92.3%,7.7%,100.0%,100.0%,0.0%,100.0%,7.7%,0.0%,0.0%
MILESTONES CHARTER SCHOOL,4707 E ROBERT E LEE ST,PHOENIX,MARICOPA,85032,NO,,CHARTER,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MINGUS SPRINGS CHARTER SCHOOL,3600 N SUNSET DR,CHINO VALLEY,YAVAPAI,86323,NO,,CHARTER,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MIRAGE ELEMENTARY SCHOOL,3910 W GROVERS AVE,GLENDALE,MARICOPA,85308,YES,RN,PUBLIC,63,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.6%,0.0%,0.0%
MISSION MANOR ELEMENTARY SCHOOL,600 W SANTA ROSA ST,TUCSON,PIMA,85706,YES,RN,PUBLIC,35,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MISSION MONTESSORI ACADEMY,12990 E SHEA BLVD,SCOTTSDALE,MARICOPA,,NO,,CHARTER,23,78.3%,21.7%,100.0%,78.3%,21.7%,100.0%,87.0%,13.0%,100.0%,87.0%,13.0%,100.0%,87.0%,13.0%,100.0%,87.0%,13.0%,100.0%,21.7%,0.0%,13.0%
MOHAVE MIDDLE SCHOOL,8490 E JACKRABBIT ROAD,SCOTTSDALE,MARICOPA,85250,YES,RN,PUBLIC,240,91.7%,3.3%,96.3%,91.7%,3.3%,96.3%,95.8%,4.2%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,6.7%,0.0%,3.3%
MOHAVE VALLEY JUNIOR HIGH SCHOOL,6565 GIRARD AVE,MOHAVE VALLEY,MOHAVE,,NO,,PUBLIC,94,88.3%,3.2%,92.6%,88.3%,3.2%,92.6%,97.9%,2.1%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,98.9%,1.1%,100.0%,3.2%,0.0%,0.0%
MONTE VISTA ELEMENTARY SCHOOL,3501 E OSBORN RD,PHOENIX,MARICOPA,85018,YES,RN,PUBLIC,86,82.6%,2.3%,86.0%,82.6%,2.3%,86.0%,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,2.3%,0.0%,2.3%
MONTESSORI ACADEMY - PARADISE VALLEY,6050 N INVERGORDON RD,PARADISE VALLEY,MARICOPA,85253,NO,,CHARTER,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTESSORI CHARTER SCHOOL OF FLAGSTAFF - SWITZER,850 N LOCUST ST,FLAGSTAFF,COCONINO,,NO,,PUBLIC,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTESSORI DAY PUBLIC SCHOOLS  - MOUNTAINSIDE,9215 N 14TH ST,PHOENIX,MARICOPA,85020,NO,,CHARTER,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTESSORI EDUCATION CENTRE CHARTER SCHOOL-85203,815 N GILBERT RD,MESA,MARICOPA,85203,NO,,CHARTER,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTESSORI EDUCATION CENTRE CHARTER SCHOOL-85204,2834 E SOUTHERN AVE,MESA,MARICOPA,85204,NO,,CHARTER,21,52.4%,47.6%,100.0%,52.4%,47.6%,100.0%,61.9%,38.1%,100.0%,61.9%,38.1%,100.0%,66.7%,33.3%,100.0%,66.7%,33.3%,100.0%,52.4%,0.0%,33.3%
MOON MOUNTAIN SCHOOL,13425 N 19TH AVE,PHOENIX,MARICOPA,85029,NO,,PUBLIC,78,92.3%,2.6%,94.9%,92.3%,2.6%,94.9%,100.0%,0.0%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,2.6%,0.0%,1.3%
MORGAN MAXWELL SCHOOL,2802 W ANKLAM RD,TUCSON,PIMA,85745,YES,RN,PUBLIC,80,92.5%,1.3%,93.8%,92.5%,1.3%,93.8%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.3%,0.0%,0.0%
MORRIS K. UDALL ESCUELA DE BELLAS ARTES,3715 W ROOSEVELT ST,PHOENIX,MARICOPA,85009,YES,LPN,PUBLIC,190,96.3%,0.5%,97.4%,91.1%,0.5%,92.1%,99.5%,0.0%,100.0%,100.0%,0.0%,100.0%,99.5%,0.0%,100.0%,100.0%,0.0%,100.0%,0.5%,0.0%,0.0%
MOST HOLY TRINITY CATHOLIC SCHOOL,535 E ALICE AVE,PHOENIX,MARICOPA,85020,NO,,PRIVATE,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MOUNT ELDEN MIDDLE SCHOOL,3323 N 4TH ST,FLAGSTAFF,COCONINO,86004,YES,RN,PUBLIC,250,92.4%,2.0%,94.8%,92.0%,2.0%,94.4%,99.2%,0.4%,99.6%,99.2%,0.8%,100.0%,99.6%,0.0%,100.0%,100.0%,0.0%,100.0%,2.8%,0.0%,0.8%
MOUNT TIPTON SCHOOL,16500 N PIERCE FERRY RD,DOLAN SPRINGS,MOHAVE,86441,NO,,PUBLIC,34,91.2%,8.8%,100.0%,29.4%,8.8%,38.2%,79.4%,20.6%,100.0%,82.4%,8.8%,91.2%,85.3%,8.8%,94.1%,85.3%,8.8%,94.1%,20.6%,0.0%,8.8%
MOUNT TURNBULL ELEMENTARY SCHOOL,10 EDUCATION LANE,BYLAS,GRAHAM,85530,YES,RN,PUBLIC,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MOUNTAIN CHRISTIAN SCHOOL,3171 SHOW LOW LAKE RD,SHOW LOW,NAVAJO,85901,NO,,PRIVATE,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MOUNTAIN SHADOWS ELEMENTARY SCHOOL,19602 N 45TH AVE,GLENDALE,MARICOPA,85308,YES,RN,PUBLIC,53,98.1%,1.9%,100.0%,94.3%,5.7%,100.0%,92.5%,7.5%,100.0%,92.5%,7.5%,100.0%,92.5%,7.5%,100.0%,96.2%,3.8%,100.0%,7.5%,0.0%,1.9%
MOUNTAIN VIEW ELEMENTARY SCHOOL,801 W PEORIA AVE,PHOENIX,MARICOPA,85029,YES,RN,PUBLIC,132,91.7%,3.8%,95.5%,90.9%,4.5%,95.5%,99.2%,0.8%,100.0%,99.2%,0.8%,100.0%,99.2%,0.8%,100.0%,99.2%,0.8%,100.0%,3.8%,0.0%,0.8%
MOUNTAIN VIEW ELEMENTARY SCHOOL,8601 E LOOS DR,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,77,93.5%,3.9%,100.0%,77.9%,3.9%,84.4%,96.1%,3.9%,100.0%,96.1%,3.9%,100.0%,96.1%,3.9%,100.0%,96.1%,3.9%,100.0%,3.9%,0.0%,3.9%
MOUNTAIN VIEW PREPARATORY,1500 S MONTE TESORO DR,COTTONWOOD,YAVAPAI,86326,YES,RN,PUBLIC,43,76.7%,16.3%,95.3%,76.7%,16.3%,95.3%,93.0%,7.0%,100.0%,95.3%,4.7%,100.0%,93.0%,7.0%,100.0%,93.0%,7.0%,100.0%,18.6%,2.3%,4.7%
MOUNTAIN VIEW SCHOOL,18302 W BURTON AVE,WADDELL,MARICOPA,85355,YES,LPN,PUBLIC,102,89.2%,8.8%,100.0%,89.2%,8.8%,100.0%,99.0%,1.0%,100.0%,98.0%,2.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,7.8%,1.0%,0.0%
MOUNTAIN VISTA SCHOOL,2618 EL PASEO,ORACLE,PINAL,85623,NO,,PRIVATE,37,94.6%,5.4%,100.0%,94.6%,5.4%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,5.4%,0.0%,2.7%
MOUNTAINSIDE MIDDLE SCHOOL,11256 N 128TH ST,SCOTTSDALE,MARICOPA,85259,YES,RN,PUBLIC,168,91.7%,7.1%,98.8%,91.1%,7.1%,98.2%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,10.1%,0.6%,4.8%
NACO ELEMENTARY SCHOOL,1911 W VALENZUELA ST,NACO,COCHISE,,NO,,PUBLIC,23,91.3%,0.0%,91.3%,95.7%,0.0%,95.7%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
NADABURG ELEMENTARY SCHOOL,21419 W DOVE VALLEY RD,WITTMANN,MARICOPA,85361,YES,RN,PUBLIC,33,90.9%,6.1%,97.0%,90.9%,6.1%,97.0%,93.9%,6.1%,100.0%,93.9%,6.1%,100.0%,97.0%,3.0%,100.0%,97.0%,3.0%,100.0%,6.1%,0.0%,0.0%
NAUTILUS ELEMENTARY SCHOOL,1425 PATRICIAN DR,LAKE HAVASU CITY,MOHAVE,86404,YES,RN,PUBLIC,58,82.8%,8.6%,91.4%,74.1%,8.6%,82.8%,94.8%,5.2%,100.0%,94.8%,5.2%,100.0%,96.6%,0.0%,100.0%,100.0%,0.0%,100.0%,8.6%,0.0%,6.9%
NAVARRETE ELEMENTARY,6490 SOUTH SUN GROVES BOULEVARD,CHANDLER,MARICOPA,85249,NO,,PUBLIC,70,92.9%,2.9%,100.0%,92.9%,2.9%,100.0%,95.7%,4.3%,100.0%,94.3%,5.7%,100.0%,95.7%,4.3%,100.0%,100.0%,0.0%,100.0%,8.6%,0.0%,0.0%
NAYLOR MIDDLE SCHOOL,1701 S COLUMBUS BLVD,TUCSON,PIMA,85711,YES,RN,PUBLIC,80,85.0%,0.0%,85.0%,83.8%,1.3%,85.0%,98.8%,1.3%,100.0%,98.8%,0.0%,100.0%,97.5%,1.3%,98.8%,100.0%,0.0%,100.0%,1.3%,0.0%,0.0%
NEELY TRADITIONAL ACADEMY,321 W JUNIPER AVE,GILBERT,MARICOPA,85233,YES,RN,PUBLIC,74,95.9%,4.1%,100.0%,97.3%,2.7%,100.0%,95.9%,4.1%,100.0%,95.9%,4.1%,100.0%,95.9%,4.1%,100.0%,98.6%,1.4%,100.0%,4.1%,0.0%,2.7%
NEW HORIZON SCHOOL FOR THE PERFORMING ART,446 E BROADWAY RD,MESA,MARICOPA,85204,NO,,CHARTER,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEW RIVER ELEMENTARY SCHOOL,48827 N BLACK CANYON HWY,PHOENIX,MARICOPA,85087,YES,LPN,PUBLIC,34,73.5%,23.5%,100.0%,73.5%,23.5%,100.0%,94.1%,5.9%,100.0%,94.1%,5.9%,100.0%,94.1%,5.9%,100.0%,94.1%,5.9%,100.0%,23.5%,0.0%,5.9%
NEW SCHOOL FOR THE ARTS MIDDLE SCHOOL,1216 E APACHE BLVD,TEMPE,MARICOPA,,NO,,CHARTER,22,31.8%,13.6%,45.5%,31.8%,13.6%,45.5%,63.6%,13.6%,77.3%,63.6%,13.6%,77.3%,63.6%,13.6%,77.3%,68.2%,9.1%,77.3%,13.6%,0.0%,9.1%
NEW VISTAS ACADEMY,"670 N ARIZONA AVE, STE 35",CHANDLER,MARICOPA,85225,NO,,PRIVATE,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEW WAY ACADEMY,5048 E OAK ST,PHOENIX,MARICOPA,85008,NO,,PRIVATE,21,71.4%,9.5%,81.0%,61.9%,9.5%,71.4%,85.7%,9.5%,95.2%,61.9%,9.5%,71.4%,61.9%,9.5%,76.2%,71.4%,9.5%,81.0%,9.5%,0.0%,9.5%
NEW WORLD EDUCATIONAL CENTER,5818 N 7TH ST,PHOENIX,MARICOPA,85014,NO,,CHARTER,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NOAH WEBSTER SCHOOLS - MESA,7301 E BASELINE RD MESA MARICOPA 85209,,MARICOPA,,NO,,PRIVATE,96,84.4%,12.5%,100.0%,81.3%,15.6%,100.0%,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,10.4%,0.0%,0.0%
NOAH WEBSTER SCHOOLS-PIMA,5399 N PIMA RD,SCOTTSDALE,MARICOPA,85250,NO,,CHARTER,40,80.0%,17.5%,97.5%,80.0%,17.5%,97.5%,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,17.5%,0.0%,2.5%
NORTERRA CANYON K-8,2200 W MAYA WAY,PHOENIX,MARICOPA,85085,YES,RN,PUBLIC,72,90.3%,6.9%,98.6%,87.5%,9.7%,98.6%,97.2%,2.8%,100.0%,97.2%,2.8%,100.0%,97.2%,2.8%,100.0%,98.6%,1.4%,100.0%,11.1%,0.0%,5.6%
NORTH RANCH ELEMENTARY SCHOOL,16406 N 61ST PL,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,56,94.6%,3.6%,100.0%,94.6%,3.6%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,96.4%,3.6%,100.0%,98.2%,1.8%,100.0%,5.4%,0.0%,1.8%
NORTH VALLEY CHRISTIAN ACADEMY,33655 N 27TH DR,PHOENIX,MARICOPA,85085,YES,LPN,PRIVATE,35,82.9%,17.1%,100.0%,80.0%,20.0%,100.0%,91.4%,8.6%,100.0%,91.4%,8.6%,100.0%,91.4%,8.6%,100.0%,91.4%,8.6%,100.0%,20.0%,0.0%,8.6%
NORTHLAND PREPARATORY ACADEMY,3300 E SPARROW AVE,FLAGSTAFF,COCONINO,86004,NO,,CHARTER,102,74.5%,3.9%,78.4%,73.5%,4.9%,78.4%,96.1%,2.0%,98.0%,97.1%,2.0%,99.0%,93.1%,2.9%,96.1%,95.1%,2.9%,98.0%,5.9%,0.0%,1.0%
NORTHWEST CHRISTIAN SCHOOL - MAIN CAMPUS,16615 N 43RD AVE,PHOENIX,MARICOPA,,YES,RN,PRIVATE,110,78.2%,14.5%,94.5%,75.5%,16.4%,93.6%,90.0%,10.0%,100.0%,89.1%,10.9%,100.0%,87.3%,12.7%,100.0%,85.5%,14.5%,100.0%,21.8%,0.0%,7.3%
NOSOTROS ACADEMY,440 N GRANDE AVE,TUCSON,PIMA,85745,NO,,CHARTER,26,100.0%,0.0%,100.0%,7.7%,0.0%,100.0%,96.2%,0.0%,96.2%,88.5%,0.0%,88.5%,100.0%,0.0%,100.0%,88.5%,0.0%,88.5%,0.0%,0.0%,0.0%
OAK CREEK SCHOOL,11490 PURPLE SAGE DR,CORNVILLE,YAVAPAI,86325,NO,,PUBLIC,32,62.5%,12.5%,75.0%,62.5%,12.5%,75.0%,81.3%,12.5%,93.8%,84.4%,15.6%,100.0%,87.5%,12.5%,100.0%,90.6%,9.4%,100.0%,18.8%,3.1%,9.4%
OAK TREE ELEMENTARY,505 W HOUSTON,GILBERT,MARICOPA,85233,YES,RN,PUBLIC,64,85.9%,7.8%,96.9%,85.9%,7.8%,96.9%,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,93.8%,6.3%,100.0%,95.3%,4.7%,100.0%,7.8%,0.0%,4.7%
OAKWOOD ELEMENTARY SCHOOL,12900 N 71ST AVE,PEORIA,MARICOPA,85381,YES,LPN,PUBLIC,77,62.3%,6.5%,68.8%,62.3%,6.5%,68.8%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,96.1%,2.6%,98.7%,97.4%,2.6%,100.0%,6.5%,0.0%,2.6%
OASIS ELEMENTARY SCHOOL,7841 W SWEETWATER AVE,PEORIA,MARICOPA,85381,YES,LPN,PUBLIC,68,79.4%,2.9%,83.8%,77.9%,2.9%,82.4%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,2.9%,0.0%,1.5%
OCOTILLO SCHOOL,3225 W OCOTILLO RD,PHOENIX,MARICOPA,85017,NO,,PUBLIC,112,82.1%,2.7%,84.8%,76.8%,2.7%,79.5%,97.3%,1.8%,100.0%,97.3%,1.8%,100.0%,98.2%,0.9%,100.0%,99.1%,0.9%,100.0%,2.7%,0.0%,1.8%
OLD VAIL MIDDLE SCHOOL,13299 E COLOSSAL CAVE RD,VAIL,PIMA,85641,NO,,PUBLIC,268,95.1%,0.0%,95.5%,89.9%,5.2%,95.5%,95.5%,4.5%,100.0%,94.4%,5.6%,100.0%,95.9%,4.1%,100.0%,94.0%,3.7%,97.8%,8.2%,0.4%,3.7%
OMEGA ALPHA ACADEMY SCHOOL,1402 SAN ANTONIO AVE,DOUGLAS,COCHISE,85607,NO,,CHARTER,30,66.7%,0.0%,66.7%,56.7%,0.0%,56.7%,86.7%,0.0%,86.7%,96.7%,0.0%,96.7%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
ORANGE GROVE ELEMENTARY SCHOOL,3525 W COUNTY 16 1/2 ST,SOMERTON,YUMA,85350,NO,,PUBLIC,61,100.0%,0.0%,100.0%,70.5%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
ORANGE GROVE MIDDLE SCHOOL,1911 E ORANGE GROVE RD,TUCSON,PIMA,85718,YES,RN,PUBLIC,228,96.1%,3.9%,100.0%,96.1%,3.9%,100.0%,96.5%,3.5%,100.0%,96.5%,3.5%,100.0%,97.4%,2.6%,100.0%,98.2%,1.8%,100.0%,5.3%,0.0%,1.8%
ORANGEWOOD ELEMENTARY SCHOOL,7337 N 19TH AVE,PHOENIX,MARICOPA,85021,NO,,PUBLIC,108,92.6%,0.0%,93.5%,90.7%,1.9%,93.5%,99.1%,0.9%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.9%,0.9%,0.0%
ORO GRANDE ELEMENTARY SCHOOL,1250 PAWNEE DR,LAKE HAVASU CITY,MOHAVE,86406,YES,RN,PUBLIC,42,92.9%,4.8%,97.6%,92.9%,4.8%,97.6%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,4.8%,0.0%,2.4%
OUR LADY OF MOUNT CARMEL SCHOOL,2117 S RURAL RD,TEMPE,MARICOPA,85282,YES,RN,PRIVATE,47,93.6%,2.1%,100.0%,93.6%,2.1%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,2.1%,0.0%,2.1%
OUR LADY OF PERPETUAL HELP SCHOOL-85251,3801 N MILLER RD,SCOTTSDALE,MARICOPA,85251,NO,,PRIVATE,37,67.6%,10.8%,78.4%,67.6%,10.8%,78.4%,91.9%,8.1%,100.0%,89.2%,8.1%,97.3%,94.6%,5.4%,100.0%,94.6%,5.4%,100.0%,10.8%,0.0%,5.4%
OUR LADY OF PERPETUAL HELP SCHOOL-85301,5614 W ORANGEWOOD AVE,GLENDALE,MARICOPA,85301,NO,,PRIVATE,30,100.0%,0.0%,100.0%,96.7%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
OUR MOTHER OF SORROWS SCHOOL,1800 S KOLB RD,TUCSON,PIMA,85710,NO,,PRIVATE,37,97.3%,0.0%,97.3%,91.9%,5.4%,97.3%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,2.7%,0.0%,2.7%
