SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE TDAP,% EXEMPT TDAP,% COMPLIANCE TDAP,% IMMUNE MCV4,% EXEMPT MCV4,% COMPLIANCE MCV4,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
MESQUITE ELEMENTARY SCHOOL - GILBERT,1101 E MESQUITE ST,GILBERT,MARICOPA,85296,YES,RN,PUBLIC,90,78.9%,21.1%,100.0%,77.8%,22.2%,100.0%,97.8%,2.2%,100.0%,95.6%,2.2%,100.0%,97.8%,2.2%,100.0%,98.9%,1.1%,100.0%,22.2%,0.0%,1.1%
HARRIS ELEMENTARY SCHOOL,1820 S HARRIS DR,MESA,MARICOPA,85204,YES,RN,PUBLIC,47,95.7%,2.1%,100.0%,93.6%,4.3%,100.0%,95.7%,4.3%,100.0%,93.6%,6.4%,100.0%,91.5%,8.5%,100.0%,95.7%,4.3%,100.0%,6.4%,0.0%,6.4%
PLAYA DEL REY ELEMENTARY SCHOOL,550 N HORNE,GILBERT,MARICOPA,85233,YES,RN,PUBLIC,48,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
TOWNE MEADOWS ELEMENTARY SCHOOL,1101 N RECKER RD,HIGLEY,MARICOPA,85234,NO,,PUBLIC,103,92.2%,7.8%,100.0%,91.3%,8.7%,100.0%,95.1%,4.9%,100.0%,95.1%,4.9%,100.0%,95.1%,4.9%,100.0%,95.1%,4.9%,100.0%,8.7%,0.0%,4.9%
SONOMA RANCH ELEMENTARY SCHOOL,601 N BISCAYNE DR,GILBERT,MARICOPA,85233,YES,RN,PUBLIC,54,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,98.1%,1.9%,100.0%,3.7%,0.0%,3.7%
SUPERSTITION SPRINGS ELEMENTARY,7125 E MONTEREY AVE,MESA,MARICOPA,85209,YES,RN,PUBLIC,100,91.0%,8.0%,100.0%,91.0%,8.0%,100.0%,96.0%,4.0%,100.0%,96.0%,4.0%,100.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,10.0%,0.0%,0.0%
FINLEY FARMS ELEMENTARY,375 S COLUMBUS DR,GILBERT,MARICOPA,85296,YES,RN,PUBLIC,83,91.6%,8.4%,100.0%,91.6%,8.4%,100.0%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,8.4%,0.0%,2.4%
TWIN PEAKS ELEMENTARY SCHOOL,7995 W TWIN PEAKS RD,TUCSON,PIMA,85743,YES,RN,PUBLIC,105,100.0%,0.0%,100.0%,77.1%,2.9%,80.0%,99.0%,1.0%,100.0%,99.0%,1.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.9%,0.0%,1.9%
OAK TREE ELEMENTARY,505 W HOUSTON,GILBERT,MARICOPA,85233,YES,RN,PUBLIC,62,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,95.2%,4.8%,100.0%,96.8%,3.2%,100.0%,4.8%,3.2%,1.6%
SETTLERS POINT ELEMENTARY,423 E SETTLERS POINT,GILBERT,MARICOPA,85296,YES,RN,PUBLIC,65,92.3%,6.2%,98.5%,92.3%,6.2%,98.5%,95.4%,4.6%,100.0%,96.9%,3.1%,100.0%,95.4%,3.1%,100.0%,95.4%,3.1%,100.0%,6.2%,1.5%,3.1%
CAROL RAE RANCH ELEMENTARY,3777 E HOUSTON AVE,GILBERT,MARICOPA,85234,YES,RN,PUBLIC,72,88.9%,8.3%,98.6%,87.5%,9.7%,98.6%,97.2%,2.8%,100.0%,97.2%,2.8%,100.0%,94.4%,5.6%,100.0%,97.2%,2.8%,100.0%,12.5%,0.0%,2.8%
BOULDER CREEK ELEMENTARY - 85212,8045 E PORTOBELLO AVE,MESA,MARICOPA,85212,YES,RN,PUBLIC,55,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,98.2%,1.8%,100.0%,1.8%,1.8%,1.8%
ASHLAND ELEMENTARY,1945 S ASHLAND RANCH,GILBERT,MARICOPA,85295,YES,RN,PUBLIC,119,88.2%,11.8%,100.0%,88.2%,11.8%,100.0%,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,95.8%,4.2%,100.0%,96.6%,3.4%,100.0%,12.6%,0.0%,1.7%
AUGUSTA RANCH ELEMENTARY,9430 E NEVILLE AVE,MESA,MARICOPA,85209,YES,RN,PUBLIC,126,94.4%,5.6%,100.0%,92.1%,7.1%,100.0%,96.0%,4.0%,100.0%,96.8%,3.2%,100.0%,96.0%,4.0%,100.0%,96.0%,4.0%,100.0%,7.9%,0.0%,7.9%
CANYON RIM ELEMENTARY,3045 S CANYON RIM,MESA,MARICOPA,85212,YES,RN,PUBLIC,119,86.6%,11.8%,99.2%,88.2%,10.9%,100.0%,90.8%,9.2%,100.0%,93.3%,6.7%,100.0%,94.1%,5.9%,100.0%,95.8%,4.2%,100.0%,14.3%,0.0%,4.2%
SPECTRUM ELEMENTARY,2846 S SPECTRUM WAY,GILBERT,MARICOPA,85295,YES,RN,PUBLIC,77,96.1%,3.9%,100.0%,92.2%,5.2%,98.7%,94.8%,5.2%,100.0%,94.8%,5.2%,100.0%,97.4%,2.6%,100.0%,93.5%,6.5%,100.0%,6.5%,0.0%,1.3%
MERIDIAN ELEMENTARY,3900 S MOUNTAIN RD,MESA,MARICOPA,85212,YES,RN,PUBLIC,107,98.1%,0.9%,99.1%,98.1%,0.9%,99.1%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,98.1%,1.9%,100.0%,0.9%,0.9%,0.9%
HIGHLAND PARK ELEMENTARY,230 N COLE DR,GILBERT,MARICOPA,85234,YES,RN,PUBLIC,117,86.3%,12.0%,100.0%,86.3%,12.0%,100.0%,95.7%,4.3%,100.0%,94.0%,6.0%,100.0%,94.9%,5.1%,100.0%,92.3%,7.7%,100.0%,12.0%,0.0%,4.3%
RATTLESNAKE RIDGE ELEMENTARY,8500 N CONTINENTAL LOOP DR,TUCSON,PIMA,85743,NO,,PUBLIC,75,89.3%,2.7%,92.0%,89.3%,2.7%,92.0%,94.7%,2.7%,97.3%,94.7%,2.7%,97.3%,93.3%,2.7%,96.0%,97.3%,2.7%,100.0%,2.7%,2.7%,2.7%
QUARTZ HILL ELEMENTARY,3680 S QUARTZ ST,GILBERT,MARICOPA,85297,YES,RN,PUBLIC,87,89.7%,8.0%,97.7%,89.7%,8.0%,97.7%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,8.0%,0.0%,0.0%
ECHO CANYON K-8 - SCOTTSDALE,4330 NORTH 62ND STREET,SCOTTSDALE,MARICOPA,85251,YES,RN,PUBLIC,31,93.5%,0.0%,96.8%,93.5%,0.0%,96.8%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,100.0%,0.0%,100.0%,3.2%,0.0%,0.0%
TONALEA ELEMENTARY SCHOOL,6720 E CONTINENTAL DR,SCOTTSDALE,MARICOPA,85257,YES,RN,PRIVATE,207,78.3%,1.0%,79.2%,77.3%,1.0%,78.3%,93.2%,1.0%,95.7%,93.2%,1.0%,94.7%,92.8%,1.0%,96.1%,93.2%,1.4%,94.7%,1.4%,0.0%,1.0%
GLADDEN FARMS ELEMENTARY SCHOOL,11745 W GLADDEN FARMS DR.,MARANA,PIMA,85653,NO,,PUBLIC,106,93.4%,3.8%,97.2%,91.5%,3.8%,95.3%,95.3%,3.8%,99.1%,96.2%,2.8%,99.1%,96.2%,2.8%,99.1%,96.2%,2.8%,99.1%,5.7%,0.0%,2.8%
REDFIELD ELEMENTARY SCHOOL,9181 E REDFIELD RD,SCOTTSDALE,MARICOPA,85260,YES,RN,PUBLIC,82,97.6%,0.0%,97.6%,97.6%,0.0%,97.6%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,2.4%,0.0%,2.4%
CHEYENNE TRADITIONAL ELEMENTARY SCHOOL - SCOTTSDALE,13636 N 100TH ST,SCOTTSDALE,MARICOPA,85260,YES,RN,PUBLIC,102,90.2%,5.9%,99.0%,88.2%,6.9%,98.0%,96.1%,3.9%,100.0%,96.1%,3.9%,100.0%,96.1%,3.9%,100.0%,96.1%,3.9%,100.0%,4.9%,0.0%,2.9%
CENTENNIAL ELEMENTARY SCHOOL,2200 W WETMORE RD,TUCSON,PIMA,85705,NO,,PUBLIC,66,97.0%,1.5%,98.5%,97.0%,1.5%,98.5%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,1.5%,0.0%,1.5%
COPPER RIDGE SCHOOL,10101 E THOMPSON PEAK PKWY,SCOTTSDALE,MARICOPA,85255,YES,RN,PUBLIC,81,87.7%,11.1%,100.0%,86.4%,12.3%,100.0%,93.8%,6.2%,100.0%,93.8%,6.2%,100.0%,96.3%,3.7%,100.0%,95.1%,4.9%,100.0%,7.4%,2.5%,2.5%
DESERT CANYON MIDDLE SCHOOL,10203 E MCDOWELL MOUNTAIN RANCH RD,SCOTTSDALE,MARICOPA,85255,YES,RN,PUBLIC,149,69.8%,4.7%,75.2%,59.7%,6.7%,66.4%,91.9%,6.0%,98.0%,93.3%,6.0%,99.3%,90.6%,7.4%,98.0%,90.6%,6.0%,96.6%,11.4%,0.0%,1.3%
INGLESIDE MIDDLE SCHOOL,5402 E OSBORN RD,PHOENIX,MARICOPA,85018,YES,RN,PUBLIC,262,83.6%,5.3%,88.9%,84.0%,5.0%,88.9%,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,3.8%,0.0%,1.5%
MOUNTAINSIDE MIDDLE SCHOOL,11256 N 128TH ST,SCOTTSDALE,MARICOPA,85259,YES,RN,PUBLIC,157,93.0%,4.5%,98.1%,93.6%,3.8%,98.1%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,96.2%,3.2%,100.0%,97.5%,2.5%,100.0%,7.6%,0.0%,7.6%
MOHAVE MIDDLE SCHOOL,8490 E JACKRABBIT ROAD,SCOTTSDALE,MARICOPA,85250,YES,RN,PUBLIC,284,90.5%,6.7%,98.9%,91.5%,6.3%,98.9%,95.1%,4.2%,99.6%,95.4%,4.6%,100.0%,96.1%,3.9%,100.0%,96.5%,3.2%,100.0%,8.8%,0.4%,2.1%
HOMER DAVIS ELEMENTARY SCHOOL,4250 N ROMERO RD,TUCSON,PIMA,85705,NO,,PUBLIC,59,69.5%,0.0%,69.5%,71.2%,1.7%,72.9%,86.4%,1.7%,88.1%,98.3%,1.7%,100.0%,93.2%,0.0%,93.2%,100.0%,0.0%,100.0%,1.7%,0.0%,1.7%
HIGLEY TRADITIONAL ACADEMY,3391 E VEST AVE,GILBERT,MARICOPA,85295,NO,,PUBLIC,96,87.5%,11.5%,100.0%,83.3%,11.5%,95.8%,94.8%,5.2%,100.0%,94.8%,5.2%,100.0%,94.8%,5.2%,100.0%,94.8%,5.2%,100.0%,13.5%,0.0%,4.2%
CORONADO ELEMENTARY SCHOOL,4333 S DE ANZA BLVD,GILBERT,MARICOPA,85297,NO,,PUBLIC,91,92.3%,5.5%,100.0%,83.5%,14.3%,100.0%,93.4%,6.6%,100.0%,93.4%,6.6%,100.0%,93.4%,6.6%,100.0%,93.4%,6.6%,100.0%,8.8%,0.0%,5.5%
SAN TAN ELEMENTARY,3443 E CALISTOGA DR,GILBERT,MARICOPA,85297,NO,,PUBLIC,137,89.8%,5.1%,96.4%,86.1%,5.8%,93.4%,97.8%,2.2%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,97.8%,2.2%,100.0%,7.3%,0.0%,2.2%
POWER RANCH ELEMENTARY,4351 S RANCH HOUSE PARKWAY,GILBERT,MARICOPA,85297,NO,,PUBLIC,100,88.0%,11.0%,99.0%,84.0%,12.0%,96.0%,95.0%,5.0%,100.0%,94.0%,6.0%,100.0%,95.0%,5.0%,100.0%,94.0%,4.0%,100.0%,12.0%,0.0%,3.0%
GATEWAY POINTE ELEMENTARY,2069 S DELATORRE DR,HIGLEY,MARICOPA,85236,NO,,PUBLIC,106,84.9%,15.1%,100.0%,81.1%,12.3%,93.4%,95.3%,4.7%,100.0%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,97.2%,2.8%,100.0%,16.0%,0.0%,2.8%
CORTINA ELEMENTARY,19680 S 188TH ST,QUEEN CREEK,MARICOPA,85142,NO,,PUBLIC,128,85.2%,13.3%,100.0%,85.2%,13.3%,100.0%,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,13.3%,0.0%,4.7%
CHAPARRAL ELEMENTARY SCHOOL-85295,3380 E FRYE RD,GILBERT,MARICOPA,85295,NO,,PUBLIC,132,85.6%,12.9%,100.0%,80.3%,11.4%,93.2%,97.7%,2.3%,100.0%,96.2%,3.8%,100.0%,94.7%,5.3%,100.0%,97.0%,3.0%,100.0%,16.7%,0.0%,2.3%
CENTENNIAL ELEMENTARY SCHOOL,3507 S RANCH HOUSE PKWY,GILBERT,MARICOPA,85297,NO,,PUBLIC,114,86.0%,12.3%,100.0%,83.3%,12.3%,97.4%,93.9%,6.1%,100.0%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,95.6%,4.4%,100.0%,14.0%,0.0%,5.3%
BRIDGES ELEMENTARY SCHOOL,5205 S SOBOBA ST,GILBERT,MARICOPA,85298,YES,LPN,PUBLIC,100,90.0%,9.0%,99.0%,90.0%,9.0%,99.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,96.0%,4.0%,100.0%,96.0%,4.0%,100.0%,10.0%,0.0%,5.0%
WALTER DOUGLAS ELEMENTARY SCHOOL,3302 N FLOWING WELLS RD,TUCSON,PIMA,85705,NO,,PUBLIC,88,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,97.7%,1.1%,98.9%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,96.6%,1.1%,97.7%,1.1%,0.0%,1.1%
FIRESIDE ELEMENTARY SCHOOL,3725 E LONE CACTUS DR,PHOENIX,MARICOPA,85050,YES,RN,PUBLIC,99,79.8%,7.1%,86.9%,77.8%,8.1%,85.9%,89.9%,7.1%,97.0%,92.9%,5.1%,98.0%,90.9%,7.1%,98.0%,92.9%,6.1%,99.0%,14.1%,0.0%,6.1%
CAMPO BELLO ELEMENTARY SCHOOL,2625 E GROVES AVE,PHOENIX,MARICOPA,85032,YES,RN,PUBLIC,76,96.1%,0.0%,96.1%,96.1%,0.0%,96.1%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
NORTH RANCH ELEMENTARY SCHOOL,16406 N 61ST PL,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,64,96.9%,1.6%,100.0%,96.9%,1.6%,100.0%,98.4%,1.6%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,3.1%,0.0%,0.0%
EAGLE RIDGE ELEMENTARY SCHOOL - PHONEIX,19801 N 13TH ST,PHOENIX,MARICOPA,85024,YES,RN,PUBLIC,53,84.9%,7.5%,92.5%,77.4%,5.7%,83.0%,100.0%,0.0%,100.0%,96.2%,1.9%,98.1%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,9.4%,0.0%,3.8%
HIDDEN HILLS ELEMENTARY SCHOOL,1919 E SHARON DR,PHOENIX,MARICOPA,85022,YES,RN,PUBLIC,54,96.3%,3.7%,100.0%,94.4%,5.6%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,7.4%,0.0%,3.7%
QUAIL RUN ELEMENTARY SCHOOL,3303 E UTOPIA RD,PHOENIX,MARICOPA,85050,YES,RN,PUBLIC,74,85.1%,2.7%,89.2%,83.8%,5.4%,90.5%,94.6%,2.7%,97.3%,95.9%,2.7%,100.0%,95.9%,2.7%,98.6%,97.3%,2.7%,100.0%,8.1%,0.0%,1.4%
CACTUS VIEW ELEMENTARY SCHOOL,17602 N CENTRAL AVE,PHOENIX,MARICOPA,85022,YES,RN,PUBLIC,55,81.8%,7.3%,89.1%,81.8%,7.3%,89.1%,98.2%,1.8%,100.0%,96.4%,3.6%,100.0%,100.0%,0.0%,100.0%,96.4%,3.6%,100.0%,12.7%,0.0%,1.8%
J  ROBERT HENDRICKS ELEMENTARY SCHOOL,3400 W ORANGE GROVE RD,TUCSON,PIMA,85741,NO,,PUBLIC,64,68.8%,1.6%,70.3%,68.8%,1.6%,70.3%,90.6%,1.6%,92.2%,90.6%,1.6%,92.2%,92.2%,1.6%,93.8%,92.2%,1.6%,93.8%,1.6%,0.0%,1.6%
COPPER CANYON ELEMENTARY SCHOOL,17650 N 54TH ST,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,90,90.0%,7.8%,100.0%,54.4%,7.8%,62.2%,90.0%,7.8%,98.9%,91.1%,6.7%,98.9%,90.0%,7.8%,98.9%,93.3%,6.7%,100.0%,8.9%,0.0%,6.7%
SONORAN SKY ELEMENTARY SCHOOL-85260,12990 N 75TH ST,SCOTTSDALE,MARICOPA,85260,YES,RN,PUBLIC,74,93.2%,6.8%,100.0%,87.8%,12.2%,100.0%,91.9%,8.1%,100.0%,93.2%,6.8%,100.0%,91.9%,8.1%,100.0%,95.9%,4.1%,100.0%,13.5%,1.4%,5.4%
DESERT SHADOWS ELEMENTARY SCHOOL,5902 E SWEETWATER AVE,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,62,85.5%,14.5%,100.0%,83.9%,16.1%,100.0%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,93.5%,6.5%,100.0%,95.2%,4.8%,100.0%,17.7%,0.0%,8.1%
WILDFIRE ELEMENTARY,3997 E LOCKWOOD DR,PHOENIX,MARICOPA,85050,YES,RN,PUBLIC,89,89.9%,9.0%,100.0%,89.9%,9.0%,100.0%,93.3%,6.7%,100.0%,94.4%,5.6%,100.0%,92.1%,7.9%,100.0%,94.4%,5.6%,100.0%,11.2%,0.0%,6.7%
INDIAN BEND ELEMENTARY SCHOOL,3633 E THUNDERBIRD RD,PHOENIX,MARICOPA,85032,YES,RN,PUBLIC,75,90.7%,4.0%,94.7%,90.7%,4.0%,94.7%,98.7%,0.0%,98.7%,100.0%,0.0%,100.0%,98.7%,0.0%,98.7%,100.0%,0.0%,100.0%,4.0%,0.0%,0.0%
ECHO MOUNTAIN INTERMEDIATE SCHOOL - PHOENIX,1811 E MICHIGAN AVE,PHOENIX,MARICOPA,85022,YES,RN,PUBLIC,124,70.2%,4.8%,75.0%,66.1%,6.5%,79.8%,86.3%,5.6%,91.9%,88.7%,4.8%,93.5%,87.9%,4.8%,92.7%,89.5%,4.8%,94.4%,6.5%,0.0%,4.8%
DESERT TRAILS ELEMENTARY SCHOOL,4315 E CASHMAN DR,PHOENIX,MARICOPA,85050,YES,RN,PUBLIC,66,81.8%,9.1%,90.9%,83.3%,7.6%,90.9%,95.5%,4.5%,100.0%,95.5%,3.0%,98.5%,92.4%,7.6%,100.0%,97.0%,3.0%,100.0%,13.6%,0.0%,9.1%
WHISPERING WIND ACADEMY,15844 N 43RD ST,PHOENIX,MARICOPA,85032,YES,RN,PUBLIC,75,69.3%,4.0%,73.3%,69.3%,4.0%,73.3%,69.3%,4.0%,73.3%,69.3%,4.0%,73.3%,69.3%,4.0%,73.3%,69.3%,4.0%,73.3%,4.0%,0.0%,4.0%
LARKSPUR ELEMENTARY SCHOOL,2430 E LARKSPUR DR,PHOENIX,MARICOPA,85032,YES,RN,PUBLIC,39,71.8%,7.7%,79.5%,69.2%,7.7%,76.9%,97.4%,0.0%,97.4%,94.9%,5.1%,100.0%,100.0%,0.0%,100.0%,97.4%,0.0%,100.0%,7.7%,0.0%,5.1%
GRAYHAWK ELEMENTARY SCHOOL,7525 E GRAYHAWK DR,SCOTTSDALE,MARICOPA,85255,YES,RN,PUBLIC,50,92.0%,8.0%,100.0%,92.0%,8.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,12.0%,0.0%,2.0%
LAGUNA ELEMENTARY SCHOOL,5001 N SHANNON RD,TUCSON,PIMA,85705,NO,,PUBLIC,61,80.3%,0.0%,80.3%,80.3%,0.0%,80.3%,83.6%,0.0%,83.6%,88.5%,0.0%,88.5%,93.4%,0.0%,93.4%,91.8%,0.0%,91.8%,0.0%,0.0%,0.0%
SUNSET CANYON SCHOOL,2727 E SIESTA LN,PHOENIX,MARICOPA,85050,NO,,PUBLIC,45,82.2%,0.0%,82.2%,82.2%,0.0%,82.2%,97.8%,0.0%,100.0%,97.8%,0.0%,100.0%,97.8%,0.0%,100.0%,97.8%,0.0%,97.8%,0.0%,0.0%,0.0%
LIBERTY ELEMENTARY SCHOOL-85254,5125 E MARILYN RD,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,57,87.7%,8.8%,96.5%,84.2%,10.5%,94.7%,94.7%,5.3%,100.0%,91.2%,8.8%,100.0%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,12.3%,0.0%,5.3%
BOULDER CREEK ELEMENTARY - 85024,22801 N 22ND ST,PHOENIX,MARICOPA,85024,YES,RN,PUBLIC,102,87.3%,9.8%,100.0%,87.3%,9.8%,100.0%,98.0%,2.0%,100.0%,98.0%,2.0%,100.0%,96.1%,3.9%,100.0%,97.1%,2.9%,100.0%,9.8%,0.0%,1.0%
MERCURY MINE ELEMENTARY SCHOOL,9640 N 28TH ST,PHOENIX,MARICOPA,85028,YES,RN,PUBLIC,78,96.2%,1.3%,97.4%,96.2%,1.3%,97.4%,97.4%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,1.3%,0.0%,1.3%
PINNACLE PEAK ELEMENTARY,7690 E WILLIAMS DR,SCOTTSDALE,MARICOPA,85255,YES,RN,PUBLIC,66,84.8%,9.1%,93.9%,81.8%,10.6%,92.4%,86.4%,10.6%,97.0%,90.9%,9.1%,100.0%,89.4%,9.1%,98.5%,90.9%,9.1%,100.0%,12.1%,0.0%,9.1%
PALOMINO INTERMEDIATE SCHOOL,15815 N 29TH ST,PHOENIX,MARICOPA,85032,YES,RN,PUBLIC,154,88.3%,0.0%,88.3%,87.0%,0.0%,87.0%,98.1%,0.0%,98.1%,97.4%,0.0%,97.4%,98.7%,0.0%,98.7%,99.4%,0.0%,99.4%,0.0%,0.0%,0.0%
SANDPIPER ELEMENTARY SCHOOL,6724 E HEARN RD,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,60,88.3%,8.3%,96.7%,88.3%,8.3%,96.7%,90.0%,10.0%,100.0%,90.0%,10.0%,100.0%,91.7%,8.3%,100.0%,91.7%,8.3%,100.0%,13.3%,0.0%,8.3%
ROBERT RICHARDSON ELEMENTARY SCHOOL,6901 N CAMINO DE LA TIERRA,TUCSON,PIMA,85741,NO,,PUBLIC,50,94.0%,2.0%,96.0%,92.0%,2.0%,94.0%,98.0%,2.0%,100.0%,98.0%,2.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.0%,0.0%,0.0%
DESERT SPRINGS PREPARATORY ELEMENTARY SCHOOL,6010 E ACOMA DR,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,52,82.7%,7.7%,90.4%,78.8%,7.7%,86.5%,96.2%,3.8%,100.0%,94.2%,5.8%,100.0%,94.2%,5.8%,100.0%,92.3%,3.8%,100.0%,5.8%,1.9%,5.8%
DESERT COVE ELEMENTARY SCHOOL,11020 N 28TH ST,PHOENIX,MARICOPA,85028,YES,RN,CHARTER,63,61.9%,3.2%,65.1%,57.1%,4.8%,61.9%,93.7%,6.3%,100.0%,95.2%,4.8%,100.0%,93.7%,6.3%,100.0%,98.4%,1.6%,100.0%,7.9%,0.0%,6.3%
SAN MARCOS ELEMENTARY SCHOOL,451 W FRYE RD,CHANDLER,MARICOPA,85225,NO,,PUBLIC,51,92.2%,3.9%,96.1%,92.2%,3.9%,96.1%,94.1%,3.9%,98.0%,92.2%,5.9%,98.0%,96.1%,3.9%,100.0%,98.0%,2.0%,100.0%,5.9%,2.0%,3.9%
GALVESTON ELEMENTARY SCHOOL,661 E GALVESTON ST,CHANDLER,MARICOPA,85225,NO,,PUBLIC,52,100.0%,0.0%,100.0%,92.3%,1.9%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.9%,0.0%,0.0%
HARTFORD SYLVIA ENCINAS ELEMENTARY SCHOOL,700 N HARTFORD ST,CHANDLER,MARICOPA,85225,NO,,PUBLIC,102,92.2%,5.9%,100.0%,93.1%,5.9%,100.0%,98.0%,1.0%,100.0%,100.0%,0.0%,100.0%,99.0%,0.0%,100.0%,100.0%,0.0%,100.0%,10.8%,0.0%,0.0%
KNOX ELEMENTARY SCHOOL,700 W ORCHID LN,CHANDLER,MARICOPA,85225,NO,,PUBLIC,56,89.3%,7.1%,100.0%,89.3%,7.1%,100.0%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,91.1%,8.9%,100.0%,94.6%,5.4%,100.0%,8.9%,0.0%,7.1%
FRYE ELEMENTARY SCHOOL,801 E FRYE RD,CHANDLER,MARICOPA,85225,NO,,PUBLIC,77,97.4%,2.6%,100.0%,96.1%,2.6%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,2.6%,0.0%,1.3%
ANNA MARIE JACOBSON  ELEMENTARY SCHOOL,1515 NW JACARANDA PKWY,CHANDLER,MARICOPA,85248,NO,,PUBLIC,123,93.5%,2.4%,100.0%,93.5%,2.4%,100.0%,99.2%,0.8%,100.0%,97.6%,2.4%,100.0%,99.2%,0.8%,100.0%,96.7%,2.4%,100.0%,5.7%,0.0%,0.8%
SANBORN ELEMENTARY SCHOOL,700 N SUPERSTITION BLVD,CHANDLER,MARICOPA,85225,NO,,PUBLIC,62,90.3%,4.8%,98.4%,90.3%,4.8%,98.4%,95.2%,1.6%,100.0%,98.4%,1.6%,100.0%,96.8%,3.2%,100.0%,98.4%,1.6%,100.0%,17.7%,0.0%,4.8%
CHANDLER TRADITIONAL ACADEMY - GOODMAN CAMPUS,2600 W KNOX RD,CHANDLER,MARICOPA,85224,NO,,PUBLIC,62,91.9%,4.8%,98.4%,91.9%,4.8%,98.4%,93.5%,6.5%,100.0%,93.5%,6.5%,100.0%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,9.7%,0.0%,3.2%
