SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE DTAP,% EXEMPT DTAP,% COMPLIANCE DTAP,% IMMUNE TDAP,% EXEMPT TDAP,% COMPLIANCE TDAP,% IMMUNE MCV4,% EXEMPT MCV4,% COMPLIANCE MCV4,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
SILVESTRE S HERRERA SCHOOL,1350 S 11TH ST,PHOENIX,MARICOPA,85034,YES,RN,PUBLIC,68,98.5%,1.5%,100.0%,86.8%,0.0%,88.2%,86.8%,0.0%,86.8%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,0.0%,98.5%,100.0%,0.0%,100.0%,1.5%,0.0%,0.0%
SINAGUA MIDDLE SCHOOL,3950 E BUTLER AVE,FLAGSTAFF,COCONINO,86004,YES,RN,PUBLIC,393,98.7%,1.3%,100.0%,96.7%,2.5%,100.0%,96.9%,2.3%,100.0%,98.7%,1.3%,100.0%,98.0%,2.0%,100.0%,98.2%,1.8%,100.0%,97.5%,2.5%,100.0%,4.1%,0.0%,1.3%
SIRRINE ELEMENTARY SCHOOL,591 W MESQUITE ST,CHANDLER,MARICOPA,85225,YES,RN,PUBLIC,70,97.1%,1.4%,100.0%,94.3%,2.9%,100.0%,92.9%,2.9%,100.0%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,2.9%,0.0%,1.4%
SKY VIEW ELEMENTARY SCHOOL,8624 W SWEETWATER,PEORIA,MARICOPA,85381,YES,LPN,PUBLIC,58,93.1%,6.9%,100.0%,91.4%,8.6%,100.0%,89.7%,10.3%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,10.3%,0.0%,0.0%
SKYLINE DISTRICT 5,CASA BLANCA & PRESCHOOL RD,BAPCHULE,PINAL,85121,NO,,CHARTER,35,100.0%,0.0%,100.0%,91.4%,0.0%,91.4%,91.4%,0.0%,91.4%,97.1%,0.0%,97.1%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SKYLINE RANCH ELEMENTARY,1084 W SAN TAN HILLS DR,QUEEN CREEK,PINAL,,NO,,PUBLIC,79,92.4%,3.8%,100.0%,81.0%,3.8%,87.3%,74.7%,3.8%,81.0%,96.2%,3.8%,100.0%,93.7%,2.5%,100.0%,93.7%,2.5%,100.0%,98.7%,1.3%,100.0%,2.5%,1.3%,0.0%
SKYVIEW SCHOOL,125 S RUSH ST,PRESCOTT,YAVAPAI,86303,NO,,CHARTER,26,96.2%,3.8%,100.0%,73.1%,15.4%,88.5%,53.8%,15.4%,69.2%,92.3%,7.7%,100.0%,96.2%,3.8%,100.0%,88.5%,11.5%,100.0%,96.2%,3.8%,100.0%,19.2%,0.0%,3.8%
SMOKETREE ELEMENTARY SCHOOL,2395 SMOKETREE AVE,LAKE HAVASU CITY,MOHAVE,86403,YES,LPN,PUBLIC,62,93.5%,4.8%,100.0%,93.5%,4.8%,100.0%,93.5%,4.8%,100.0%,95.2%,4.8%,100.0%,93.5%,4.8%,100.0%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,4.8%,0.0%,4.8%
SNOWFLAKE INTERMEDIATE SCHOOL,62 WEST 2ND SOUTH,SNOWFLAKE,NAVAJO,85937,NO,,PUBLIC,125,92.8%,7.2%,100.0%,91.2%,8.8%,100.0%,89.6%,10.4%,100.0%,93.6%,6.4%,100.0%,96.0%,4.0%,100.0%,95.2%,4.8%,100.0%,96.0%,4.0%,100.0%,12.8%,0.0%,1.6%
SOLANO SCHOOL,1526 W MISSOURI AVE,PHOENIX,MARICOPA,85015,NO,,PUBLIC,103,92.2%,1.0%,100.0%,1.0%,1.0%,98.1%,1.9%,1.0%,98.1%,89.3%,1.0%,100.0%,92.2%,1.0%,100.0%,92.2%,1.0%,100.0%,99.0%,1.0%,100.0%,1.0%,0.0%,1.0%
SOLOMON ELEMENTARY SCHOOL,2250 S STEVENS AVE,SOLOMON,GRAHAM,85546,NO,,PUBLIC,25,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SONOMA RANCH ELEMENTARY SCHOOL,601 N BISCAYNE DR,GILBERT,MARICOPA,85233,YES,RN,PUBLIC,52,92.3%,7.7%,100.0%,86.5%,9.6%,96.2%,84.6%,11.5%,96.2%,92.3%,7.7%,100.0%,92.3%,7.7%,100.0%,92.3%,7.7%,100.0%,92.3%,7.7%,100.0%,7.7%,0.0%,7.7%
SONORAN FOOTHILLS SCHOOL,32150 N NORTH FOOTHILLS DR,PHOENIX,MARICOPA,85085,YES,RN,PUBLIC,120,93.3%,6.7%,100.0%,89.2%,6.7%,95.8%,88.3%,7.5%,95.8%,92.5%,6.7%,99.2%,92.5%,6.7%,99.2%,90.8%,9.2%,100.0%,97.5%,2.5%,100.0%,8.3%,0.0%,6.7%
SONORAN HEIGHTS ELEMENTARY,11405 N GREER RANCH PKWY,SURPRISE,MARICOPA,85379,YES,RN,PUBLIC,96,95.8%,4.2%,100.0%,94.8%,5.2%,100.0%,94.8%,5.2%,100.0%,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,96.9%,3.1%,100.0%,95.8%,4.2%,100.0%,6.3%,0.0%,0.0%
SONORAN SCIENCE ACADEMY - PEORIA,17667 N 91ST AVE,PEORIA,MARICOPA,85382,NO,,CHARTER,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SONORAN SCIENCE ACADEMY - PHOENIX,4837 E MCDOWELL RD,PHOENIX,MARICOPA,85008,NO,,CHARTER,39,94.9%,2.6%,100.0%,94.9%,5.1%,100.0%,92.3%,5.1%,100.0%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,5.1%,0.0%,2.6%
SONORAN SCIENCE ACADEMY - TUCSON,2325 E. SUNSET RD,TUCSON,PIMA,85741,NO,,CHARTER,66,95.5%,3.0%,100.0%,95.5%,3.0%,100.0%,95.5%,3.0%,100.0%,97.0%,3.0%,100.0%,97.0%,3.0%,100.0%,97.0%,3.0%,100.0%,97.0%,3.0%,100.0%,3.0%,0.0%,3.0%
SONORAN SCIENCE ACADEMY EAST,7450 E STELLA RD,TUCSON,PIMA,85730,NO,,CHARTER,56,100.0%,0.0%,100.0%,94.6%,0.0%,100.0%,98.2%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SONORAN SCIENCE ACADEMY-DAVIS MONTHAN,5741 E. IRONWOOD ST,TUCSON,PIMA,85708,YES,LPN,CHARTER,25,100.0%,0.0%,100.0%,96.0%,4.0%,100.0%,92.0%,8.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,8.0%,0.0%,0.0%
SONORAN SKY ELEMENTARY SCHOOL-85260,12990 N 75TH ST,SCOTTSDALE,MARICOPA,85260,YES,RN,PUBLIC,105,96.2%,3.8%,100.0%,89.5%,7.6%,97.1%,88.6%,8.6%,97.1%,98.1%,1.9%,100.0%,96.2%,2.9%,99.0%,96.2%,3.8%,100.0%,98.1%,1.9%,100.0%,3.8%,0.0%,2.9%
SONORAN SKY ELEMENTARY SCHOOL-85307,10150 W MISSOURI AVE,GLENDALE,MARICOPA,85307,NO,,PUBLIC,66,100.0%,0.0%,100.0%,92.4%,3.0%,98.5%,92.4%,3.0%,98.5%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,3.0%,0.0%,0.0%
SOUSA ELEMENTARY SCHOOL,616 N MOUNTAIN RD,MESA,MARICOPA,85207,YES,RN,PUBLIC,75,98.7%,0.0%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,98.7%,1.3%,100.0%,98.7%,0.0%,100.0%,98.7%,1.3%,100.0%,100.0%,0.0%,100.0%,1.3%,2.7%,0.0%
SOUTH POINTE PUBLIC JUNIOR HIGH SCHOOL,217 E OLYMPIC DR,PHOENIX,MARICOPA,85020,NO,,CHARTER,55,92.7%,1.8%,94.5%,78.2%,1.8%,81.8%,94.5%,1.8%,100.0%,92.7%,1.8%,94.5%,94.5%,1.8%,96.4%,90.9%,1.8%,92.7%,92.7%,1.8%,94.5%,1.8%,0.0%,1.8%
SOUTH VALLEY PREP AND ARTS SCHOOL,7450 S 40TH ST,PHOENIX,MARICOPA,85042,NO,,CHARTER,60,98.3%,0.0%,98.3%,63.3%,0.0%,66.7%,65.0%,0.0%,68.3%,100.0%,0.0%,100.0%,98.3%,0.0%,98.3%,96.7%,0.0%,96.7%,98.3%,0.0%,98.3%,1.7%,0.0%,1.7%
SOUTHGATE ACADEMY,850 W VALENCIA RD,TUCSON,PIMA,85706,NO,,CHARTER,53,100.0%,0.0%,100.0%,90.6%,5.7%,98.1%,86.8%,5.7%,94.3%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,5.7%,0.0%,0.0%
SOUTHSIDE COMMUNITY SCHOOL,2701 S CAMPBELL AVE,TUCSON,PIMA,85713,NO,,CHARTER,27,96.3%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SOUTHWEST ELEMENTARY SCHOOL,1111 W DOBBINS RD,PHOENIX,MARICOPA,85041,YES,LPN,PUBLIC,64,98.4%,1.6%,100.0%,98.4%,0.0%,100.0%,98.4%,0.0%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,100.0%,0.0%,100.0%,1.6%,0.0%,0.0%
SOUTHWESTERN CHRISTIAN SCHOOL,3261 S AVENUE 6 E,YUMA,YUMA,85365,NO,,PRIVATE,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SPECTRUM ELEMENTARY,2846 S SPECTRUM WAY,GILBERT,MARICOPA,85295,YES,RN,PUBLIC,104,93.3%,5.8%,99.0%,90.4%,4.8%,97.1%,89.4%,5.8%,97.1%,94.2%,5.8%,100.0%,93.3%,6.7%,100.0%,92.3%,7.7%,100.0%,94.2%,5.8%,100.0%,8.7%,0.0%,3.8%
ST. JOHN BOSCO CATHOLIC SCHOOL PROGRAM,16035 S 48TH ST PHOENIX MARICOPA 85048,,MARICOPA,,YES,RN,PRIVATE,39,97.4%,2.6%,100.0%,94.9%,5.1%,100.0%,94.9%,5.1%,100.0%,97.4%,2.6%,100.0%,94.9%,5.1%,100.0%,97.4%,2.6%,100.0%,100.0%,0.0%,100.0%,10.3%,0.0%,0.0%
STANFIELD ELEMENTARY SCHOOL,515 S STANFIELD RD,STANFIELD,PINAL,85172,NO,,PUBLIC,52,98.1%,0.0%,98.1%,98.1%,0.0%,100.0%,98.1%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
STARLIGHT PARK SCHOOL,7960 W OSBORN RD,PHOENIX,MARICOPA,85033,NO,,PUBLIC,102,100.0%,0.0%,100.0%,98.0%,0.0%,99.0%,96.1%,0.0%,98.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
STARLINE ELEMENTARY SCHOOL,3150 STARLINE DR,LAKE HAVASU CITY,MOHAVE,86406,YES,LPN,PUBLIC,115,97.4%,2.6%,100.0%,94.8%,2.6%,98.3%,97.4%,2.6%,100.0%,94.8%,2.6%,97.4%,93.9%,2.6%,96.5%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,2.6%,0.0%,2.6%
STETSON HILLS ELEMENTARY,25475 N STETSON HILLS LOOP RD,GLENDALE,MARICOPA,85083,YES,RN,PUBLIC,120,95.8%,4.2%,100.0%,92.5%,7.5%,100.0%,90.0%,8.3%,98.3%,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,94.2%,5.8%,100.0%,95.0%,5.0%,100.0%,10.0%,0.8%,4.2%
STEVEN R JASINSKI ELEMENTARY SCHOOL,4280 S 246TH AVE,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,95,95.8%,4.2%,100.0%,88.4%,11.6%,100.0%,88.4%,11.6%,100.0%,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,97.9%,2.1%,100.0%,95.8%,4.2%,100.0%,11.6%,0.0%,2.1%
STEVENSON ELEMENTARY SCHOOL,638 S 96TH ST,MESA,MARICOPA,85208,YES,RN,PUBLIC,110,97.3%,2.7%,100.0%,95.5%,2.7%,100.0%,95.5%,2.7%,100.0%,97.3%,2.7%,100.0%,96.4%,3.6%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,1.8%,1.8%,1.8%
SUMMIT ACADEMY,1560 W SUMMIT PL,CHANDLER,MARICOPA,85224,YES,RN,PUBLIC,117,97.4%,0.0%,97.4%,94.0%,3.4%,98.3%,90.6%,3.4%,94.9%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,96.6%,3.4%,100.0%,5.1%,0.0%,1.7%
SUMMIT SCHOOL OF AHWATUKEE,4515 E MUIRWOOD DR,PHOENIX,MARICOPA,85048,NO,,PRIVATE,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SUMMIT VIEW ELEMENTARY,1900 E SUMMIT ST,TUCSON,PIMA,85756,YES,RN,PUBLIC,80,98.8%,1.3%,100.0%,96.3%,2.5%,98.8%,96.3%,2.5%,98.8%,98.8%,1.3%,100.0%,98.8%,1.3%,100.0%,98.8%,1.3%,100.0%,98.8%,1.3%,100.0%,2.5%,0.0%,1.3%
SUN VALLEY CHARTER SCHOOL,2675 W BASELINE RD,PHOENIX,MARICOPA,85041,NO,,CHARTER,62,96.8%,0.0%,96.8%,56.5%,0.0%,58.1%,54.8%,0.0%,56.5%,90.3%,0.0%,90.3%,93.5%,0.0%,93.5%,93.5%,0.0%,93.5%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SUN VALLEY ELEMENTARY SCHOOL,8361 N 95TH AVE,PEORIA,MARICOPA,85345,YES,LPN,PUBLIC,104,98.1%,1.9%,100.0%,97.1%,1.9%,100.0%,97.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,2.9%,0.0%,1.0%
SUNBURST ELEMENTARY SCHOOL,14218 N 47TH AVE,GLENDALE,MARICOPA,85306,NO,,PUBLIC,107,95.3%,3.7%,100.0%,93.5%,4.7%,98.1%,92.5%,4.7%,97.2%,97.2%,2.8%,100.0%,97.2%,2.8%,100.0%,95.3%,4.7%,100.0%,97.2%,2.8%,100.0%,5.6%,0.9%,2.8%
SUNDANCE ELEMENTARY SCHOOL-85326,23800 W HADLEY ST,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,119,97.5%,2.5%,100.0%,95.0%,3.4%,100.0%,94.1%,3.4%,100.0%,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,98.3%,1.7%,100.0%,3.4%,0.0%,1.7%
SUNDANCE ELEMENTARY SCHOOL-85345,7051 W CHOLLA ST,PEORIA,MARICOPA,85345,NO,,PUBLIC,84,96.4%,3.6%,100.0%,73.8%,1.2%,75.0%,71.4%,3.6%,75.0%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,96.4%,3.6%,100.0%,98.8%,1.2%,100.0%,7.1%,0.0%,1.2%
SUNLAND ELEMENTARY SCHOOL,5401 S 7TH AVE,PHOENIX,MARICOPA,85041,NO,,PUBLIC,68,97.1%,1.5%,98.5%,97.1%,0.0%,100.0%,97.1%,0.0%,100.0%,98.5%,0.0%,98.5%,98.5%,0.0%,100.0%,98.5%,0.0%,100.0%,100.0%,0.0%,100.0%,1.5%,0.0%,0.0%
SUNNYSLOPE ELEMENTARY SCHOOL,240 E VOGEL AVE,PHOENIX,MARICOPA,85020,NO,,PUBLIC,94,95.7%,0.0%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,96.8%,0.0%,100.0%,98.9%,0.0%,100.0%,96.8%,0.0%,100.0%,100.0%,0.0%,100.0%,1.1%,0.0%,0.0%
SUNRISE ELEMENTARY SCHOOL,17624 N 31ST AVE,PHOENIX,MARICOPA,85053,YES,RN,PUBLIC,67,98.5%,1.5%,100.0%,97.0%,3.0%,100.0%,97.0%,3.0%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,97.0%,3.0%,100.0%,98.5%,1.5%,100.0%,4.5%,0.0%,0.0%
SUNSET CANYON SCHOOL,2727 E SIESTA LN,PHOENIX,MARICOPA,85050,YES,RN,PUBLIC,74,93.2%,2.7%,95.9%,85.1%,4.1%,89.2%,83.8%,4.1%,87.8%,97.3%,1.4%,98.6%,95.9%,2.7%,98.6%,93.2%,2.7%,95.9%,94.6%,1.4%,95.9%,6.8%,0.0%,0.0%
SUNSET ELEMENTARY SCHOOL,6602 W OSBORN RD,PHOENIX,MARICOPA,85033,YES,RN,PUBLIC,126,96.8%,3.2%,100.0%,100.0%,0.0%,100.0%,88.9%,0.0%,100.0%,96.8%,3.2%,100.0%,99.2%,0.0%,99.2%,99.2%,0.0%,99.2%,100.0%,0.0%,100.0%,3.2%,0.0%,0.0%
SUNSET HEIGHTS ELEMENTARY SCHOOL,9687 W ADAM AVE,PEORIA,MARICOPA,85382,YES,RN,PUBLIC,154,97.4%,2.6%,100.0%,90.3%,8.4%,98.7%,90.3%,8.4%,98.7%,97.4%,1.9%,99.4%,96.8%,3.2%,100.0%,97.4%,2.6%,100.0%,98.7%,1.3%,100.0%,9.1%,0.0%,0.6%
SUNSET HILLS ELEMENTARY,17825 WEST SIERRA MONTANA LOOP,SURPRISE,MARICOPA,85388,YES,RN,PUBLIC,127,94.5%,5.5%,100.0%,91.3%,5.5%,100.0%,91.3%,5.5%,100.0%,94.5%,5.5%,100.0%,94.5%,5.5%,100.0%,94.5%,5.5%,100.0%,94.5%,5.5%,100.0%,5.5%,0.0%,3.1%
SUNSET RIDGE ELEMENTARY-85086,35707 N 33RD LN,PHOENIX,MARICOPA,85086,YES,RN,PUBLIC,86,93.0%,3.5%,96.5%,96.5%,1.2%,97.7%,93.0%,3.5%,96.5%,95.3%,2.3%,97.7%,95.3%,2.3%,97.7%,95.3%,2.3%,97.7%,93.0%,4.7%,97.7%,10.5%,0.0%,7.0%
SUNSET RIDGE ELEMENTARY-85305,8490 W MISSOURI AVE,GLENDALE,MARICOPA,85305,NO,,PUBLIC,72,98.6%,0.0%,98.6%,94.4%,2.8%,100.0%,94.4%,2.8%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,4.2%,0.0%,0.0%
SUNSET SCHOOL,4626 W MOUNTAIN VIEW RD,GLENDALE,MARICOPA,85302,NO,,PUBLIC,100,98.0%,2.0%,100.0%,97.0%,2.0%,100.0%,94.0%,5.0%,100.0%,98.0%,2.0%,100.0%,95.0%,5.0%,100.0%,97.0%,2.0%,99.0%,98.0%,2.0%,100.0%,7.0%,0.0%,2.0%
SUNSET VISTA ELEMENTARY,7775 W ORANGEWOOD AVE,GLENDALE,MARICOPA,85303,YES,LPN,PUBLIC,109,98.2%,1.8%,100.0%,97.2%,1.8%,100.0%,89.0%,0.0%,100.0%,99.1%,0.0%,99.1%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.8%,0.0%,1.8%
SUPERSTITION SPRINGS ELEMENTARY,7125 E MONTEREY AVE,MESA,MARICOPA,85209,YES,RN,PUBLIC,115,94.8%,5.2%,100.0%,92.2%,5.2%,97.4%,90.4%,6.1%,96.5%,94.8%,5.2%,100.0%,94.8%,5.2%,100.0%,93.9%,6.1%,100.0%,96.5%,3.5%,100.0%,8.7%,0.0%,3.5%
SURPRISE ELEMENTARY SCHOOL,12907 W GREENWAY RD,EL MIRAGE,MARICOPA,85335,NO,,PUBLIC,97,94.8%,4.1%,99.0%,95.9%,3.1%,100.0%,93.8%,3.1%,99.0%,99.0%,1.0%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,99.0%,1.0%,100.0%,4.1%,0.0%,1.0%
SWEETWATER SCHOOL,4602 W SWEETWATER AVE,GLENDALE,MARICOPA,85304,YES,RN,PUBLIC,69,97.1%,2.9%,100.0%,92.8%,5.8%,100.0%,91.3%,7.2%,100.0%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,7.2%,0.0%,0.0%
T DALE HANCOCK ELEMENTARY,2425 S PLEASANT DR,CHANDLER,MARICOPA,85286,NO,,PUBLIC,118,100.0%,0.0%,100.0%,94.1%,0.0%,100.0%,94.9%,0.0%,100.0%,99.2%,0.8%,100.0%,97.5%,2.5%,100.0%,99.2%,0.8%,100.0%,99.2%,0.8%,100.0%,3.4%,0.0%,3.4%
T G BARR SCHOOL,2041 E VINEYARD RD,PHOENIX,MARICOPA,85042,NO,,PUBLIC,61,100.0%,0.0%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.6%,0.0%,0.0%
TAFT ELEMENTARY SCHOOL,9800 E QUARTERLINE RD,MESA,MARICOPA,85207,YES,RN,PUBLIC,74,97.3%,2.7%,100.0%,95.9%,4.1%,100.0%,95.9%,4.1%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,95.9%,4.1%,100.0%,9.5%,0.0%,2.7%
TANQUE VERDE ELEMENTARY SCHOOL,2600 N FENNIMORE AVE,TUCSON,PIMA,85749,YES,RN,PUBLIC,113,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,95.6%,4.4%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,4.4%,0.0%,1.8%
TAYLOR INTERMEDIATE SCHOOL,207 N 500 WEST,TAYLOR,NAVAJO,85939,NO,,PUBLIC,85,95.3%,4.7%,100.0%,90.6%,7.1%,100.0%,90.6%,7.1%,100.0%,95.3%,4.7%,100.0%,96.5%,3.5%,100.0%,96.5%,3.5%,100.0%,96.5%,3.5%,100.0%,8.2%,0.0%,0.0%
TELESIS PREPARATORY,2598 STARLITE LN,LAKE HAVASU CITY,MOHAVE,86403,NO,,CHARTER,42,81.0%,19.0%,100.0%,83.3%,16.7%,100.0%,83.3%,16.7%,100.0%,92.9%,7.1%,100.0%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,19.0%,0.0%,4.8%
TEMPE ACADEMY OF INTERNATIONAL STUDIES MCKEMY CAMPUS,2250 S COLLEGE AVE,TEMPE,MARICOPA,85282,NO,,PUBLIC,118,98.3%,1.7%,100.0%,93.2%,1.7%,100.0%,93.2%,4.2%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,3.4%,0.0%,1.7%
TEMPE PREPARATORY ACADEMY,1251 E SOUTHERN AVE,TEMPE,MARICOPA,85282,NO,,CHARTER,69,94.2%,2.9%,98.6%,87.0%,2.9%,94.2%,87.0%,2.9%,94.2%,95.7%,2.9%,100.0%,95.7%,2.9%,100.0%,97.1%,2.9%,100.0%,94.2%,4.3%,98.6%,4.3%,0.0%,2.9%
TERRAMAR ELEMENTARY,7000 W HAPPY VALLEY RD,PEORIA,MARICOPA,85383,YES,RN,PUBLIC,116,96.6%,3.4%,100.0%,90.5%,6.9%,97.4%,89.7%,7.8%,97.4%,96.6%,3.4%,100.0%,94.8%,5.2%,100.0%,97.4%,2.6%,100.0%,93.1%,6.9%,100.0%,5.2%,0.0%,4.3%
THE BEREAN ACADEMY,4699 E HIGHWAY 90,SIERRA VISTA,COCHISE,85635,NO,,CHARTER,28,57.1%,17.9%,75.0%,57.1%,17.9%,75.0%,14.3%,21.4%,60.7%,57.1%,21.4%,78.6%,67.9%,17.9%,85.7%,82.1%,17.9%,100.0%,75.0%,17.9%,92.9%,75.0%,0.0%,7.1%
THE GREGORY SCHOOL,3231 N CRAYCROFT RD,TUCSON,PIMA,85712,NO,,PRIVATE,47,95.7%,4.3%,100.0%,93.6%,6.4%,100.0%,91.5%,8.5%,100.0%,95.7%,4.3%,100.0%,91.5%,8.5%,100.0%,93.6%,6.4%,100.0%,97.9%,2.1%,100.0%,10.6%,0.0%,2.1%
THE JONES GORDON SCHOOL,4800 E. DOUBLETREE RANCH RD,PARADISE VALLEY,MARICOPA,85253,NO,,PRIVATE,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
THE PAIDEIA ACADEMY OF SOUTH PHOENIX,7777 S 15TH TER,PHOENIX,MARICOPA,85042,YES,RN,CHARTER,102,96.1%,2.9%,99.0%,90.2%,3.9%,97.1%,89.2%,2.9%,95.1%,95.1%,3.9%,99.0%,96.1%,3.9%,100.0%,99.0%,1.0%,100.0%,96.1%,3.9%,100.0%,22.5%,0.0%,5.9%
THE PEAK SCHOOL,2229 E SPRUCE AVE,FLAGSTAFF,COCONINO,86004,NO,,CHARTER,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
THOMAS A EDISON SCHOOL,804 N 18TH ST,PHOENIX,MARICOPA,85006,YES,RN,PUBLIC,60,96.7%,1.7%,98.3%,91.7%,1.7%,93.3%,91.7%,1.7%,93.3%,96.7%,1.7%,98.3%,96.7%,1.7%,98.3%,96.7%,1.7%,98.3%,96.7%,1.7%,98.3%,1.7%,0.0%,1.7%
THOMPSON RANCH ELEMENTARY,11800 W THOMPSON RANCH RD,EL MIRAGE,MARICOPA,85335,NO,,PUBLIC,74,100.0%,0.0%,100.0%,91.9%,1.4%,95.9%,93.2%,1.4%,95.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,98.6%,1.4%,100.0%,97.3%,2.7%,100.0%,5.4%,0.0%,0.0%
