SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE TDAP,% EXEMPT TDAP,% COMPLIANCE TDAP,% IMMUNE MCV4,% EXEMPT MCV4,% COMPLIANCE MCV4,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
ASU PREPARATORY ACADEMY - SOUTH PHOENIX PRIMARY,5610 S CENTRAL AVE,PHOENIX,MARICOPA,85040,YES,RN,CHARTER,30,93.3%,0.0%,93.3%,36.7%,0.0%,93.3%,90.0%,0.0%,90.0%,90.0%,0.0%,90.0%,90.0%,0.0%,90.0%,90.0%,0.0%,90.0%,0.0%,0.0%,0.0%
AUDREY & ROBERT RYAN ELEMENTARY,4600 S BRIGHT ANGEL WAY,CHANDLER,MARICOPA,85249,NO,,PUBLIC,97,84.5%,9.3%,100.0%,84.5%,8.2%,100.0%,92.8%,7.2%,100.0%,92.8%,7.2%,100.0%,93.8%,6.2%,100.0%,95.9%,4.1%,100.0%,11.3%,0.0%,3.1%
AUGUSTA RANCH ELEMENTARY,9430 E NEVILLE AVE,MESA,MARICOPA,85209,YES,RN,PUBLIC,146,82.9%,5.5%,100.0%,82.2%,6.8%,100.0%,96.6%,3.4%,100.0%,95.9%,4.1%,100.0%,97.9%,2.1%,100.0%,97.3%,2.7%,100.0%,8.9%,0.0%,2.1%
AUGUSTUS H SHAW JR SCHOOL,123 N 13TH ST,PHOENIX,MARICOPA,85034,YES,RN,PUBLIC,37,89.2%,5.4%,100.0%,89.2%,5.4%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,5.4%,0.0%,0.0%
AVALON ELEMENTARY,1045 S SAN MARCOS DR,APACHE JUNCTION,PINAL,85120,NO,,CHARTER,36,83.3%,16.7%,100.0%,77.8%,22.2%,100.0%,94.4%,5.6%,100.0%,97.2%,2.8%,100.0%,97.2%,2.8%,100.0%,97.2%,2.8%,100.0%,22.2%,0.0%,2.8%
AVONDALE MIDDLE SCHOOL,1406 N CENTRAL AVE,AVONDALE,MARICOPA,85323,YES,RN,PUBLIC,130,69.2%,0.8%,70.8%,65.4%,0.8%,70.0%,93.8%,0.8%,94.6%,94.6%,0.8%,95.4%,93.8%,0.8%,94.6%,96.2%,0.8%,96.9%,6.9%,0.0%,0.8%
AZ COMPASS PREPARATORY SCHOOL,2020 N ARIZONA AVE,CHANDLER,MARICOPA,,NO,,CHARTER,36,50.0%,8.3%,100.0%,50.0%,8.3%,100.0%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,8.3%,0.0%,5.6%
BAGDAD ELEMENTARY SCHOOL,515 BREEZY CIR,BAGDAD,YAVAPAI,86321,NO,,PUBLIC,39,94.9%,0.0%,100.0%,84.6%,5.1%,89.7%,97.4%,2.6%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,5.1%,0.0%,5.1%
BALES ELEMENTARY SCHOOL,25400 W MARICOPA RD,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,62,98.4%,1.6%,100.0%,91.9%,0.0%,100.0%,96.8%,3.2%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,100.0%,0.0%,100.0%,9.7%,0.0%,0.0%
BARBARA BUSH ELEMENTARY SCHOOL - 85205,4925 E INGRAM ST,MESA,MARICOPA,85205,YES,RN,PUBLIC,74,90.5%,9.5%,100.0%,90.5%,9.5%,100.0%,97.3%,2.7%,100.0%,94.6%,5.4%,100.0%,95.9%,4.1%,100.0%,95.9%,4.1%,100.0%,6.8%,0.0%,2.7%
BARCELONA ELEMENTARY SCHOOL,6530 N 44TH AVE,GLENDALE,MARICOPA,85301,YES,RN,PUBLIC,110,89.1%,4.5%,100.0%,88.2%,4.5%,100.0%,93.6%,4.5%,99.1%,95.5%,4.5%,100.0%,92.7%,4.5%,99.1%,94.5%,4.5%,100.0%,4.5%,0.0%,4.5%
BASHA ELEMENTARY,3535 S BASHA RD,CHANDLER,MARICOPA,85248,NO,,PUBLIC,97,82.5%,6.2%,100.0%,83.5%,6.2%,100.0%,97.9%,2.1%,100.0%,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,9.3%,0.0%,2.1%
BASHA HIGH SCHOOL,5990 S VAL VISTA DR,CHANDLER,MARICOPA,85249,YES,RN,PUBLIC,82,89.0%,1.2%,98.8%,87.8%,2.4%,98.8%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,96.3%,3.7%,100.0%,100.0%,0.0%,100.0%,6.1%,0.0%,0.0%
BASIS - AHWATUKEE,10210 S 50TH PL,PHOENIX,MARICOPA,85044,NO,,CHARTER,111,97.3%,0.9%,100.0%,97.3%,0.9%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,96.4%,1.8%,99.1%,98.2%,1.8%,100.0%,3.6%,0.0%,0.9%
BASIS - CHANDLER,4825 S. ARIZONA AVE,CHANDLER,MARICOPA,85248,NO,,CHARTER,216,84.3%,3.2%,100.0%,82.4%,3.7%,100.0%,98.1%,1.9%,100.0%,97.2%,2.8%,100.0%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,4.6%,0.0%,0.9%
BASIS - FLAGSTAFF,1700 N GEMINI DR,FLAGSTAFF,COCONINO,86001,NO,,CHARTER,56,83.9%,10.7%,100.0%,80.4%,3.6%,100.0%,89.3%,8.9%,100.0%,91.1%,8.9%,100.0%,94.6%,3.6%,100.0%,94.6%,5.4%,100.0%,10.7%,8.9%,8.9%
BASIS - MESA,5010 S EASTMARK PKWY,MESA,MARICOPA,85212,NO,,CHARTER,91,74.7%,5.5%,97.8%,74.7%,5.5%,97.8%,91.2%,3.3%,94.5%,95.6%,3.3%,98.9%,95.6%,3.3%,98.9%,95.6%,4.4%,100.0%,8.8%,1.1%,3.3%
BASIS - ORO VALLEY,11155 N. ORACLE RD,TUCSON,PIMA,85737,NO,,CHARTER,126,88.9%,0.8%,100.0%,90.5%,4.8%,100.0%,96.0%,4.0%,100.0%,96.8%,3.2%,100.0%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,6.3%,0.0%,1.6%
BASIS - PEORIA,9902 W YEARLING ROAD,PEORIA,MARICOPA,85383,NO,,CHARTER,189,61.4%,3.2%,100.0%,56.1%,3.2%,100.0%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,13.2%,0.0%,0.0%
BASIS - PHOENIX,13231 N 22ND STREET,PHOENIX,MARICOPA,85022,NO,,CHARTER,197,89.3%,1.5%,100.0%,87.3%,1.5%,100.0%,95.9%,4.1%,100.0%,97.0%,3.0%,100.0%,97.0%,3.0%,100.0%,97.5%,2.5%,100.0%,13.2%,0.0%,1.0%
BASIS - SCOTTSDALE,10400 N. 128TH ST,SCOTTSDALE,MARICOPA,85259,NO,,CHARTER,171,18.7%,1.8%,95.9%,17.0%,1.2%,96.5%,98.2%,1.2%,99.4%,97.7%,1.8%,99.4%,98.2%,1.2%,99.4%,98.8%,1.2%,100.0%,3.5%,0.0%,0.6%
BASIS - TUCSON NORTH,5740 E RIVER RD,TUCSON,PIMA,85750,NO,,CHARTER,157,93.6%,2.5%,100.0%,93.0%,3.2%,100.0%,96.8%,2.5%,100.0%,96.8%,3.2%,100.0%,98.7%,1.3%,100.0%,96.8%,2.5%,100.0%,7.0%,1.3%,1.3%
BASIS GOODYEAR,15800 W SHERMAN ST,GOODYEAR,MARICOPA,85338,NO,,CHARTER,94,98.9%,1.1%,100.0%,77.7%,2.1%,100.0%,96.8%,3.2%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,4.3%,0.0%,1.1%
BASIS PHOENIX SOUTH PRIMARY SCHOOL,5700 S 19TH AVE,PHOENIX,MARICOPA,85041,NO,,CHARTER,45,71.1%,0.0%,100.0%,66.7%,2.2%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,28.9%,0.0%,0.0%
BASIS PRESCOTT,1901 PRESCOTT LAKES PKWY,PRESCOTT,YAVAPAI,86301,NO,,PUBLIC,61,60.7%,16.4%,100.0%,59.0%,16.4%,100.0%,78.7%,21.3%,100.0%,80.3%,19.7%,100.0%,85.2%,14.8%,100.0%,85.2%,14.8%,100.0%,39.3%,0.0%,16.4%
BEAVER CREEK SCHOOL,4810 E BEAVER CREEK RD,RIMROCK,YAVAPAI,86335,NO,,PUBLIC,33,75.8%,0.0%,97.0%,75.8%,0.0%,93.9%,100.0%,0.0%,100.0%,97.0%,0.0%,97.0%,100.0%,0.0%,100.0%,97.0%,0.0%,97.0%,0.0%,0.0%,0.0%
BELEN SOTO ELEMENTARY SCHOOL,18601 W CAMPBELL AVE,GOODYEAR,MARICOPA,85395,YES,RN,PUBLIC,145,84.8%,9.0%,97.9%,84.1%,9.0%,98.6%,94.5%,4.8%,99.3%,94.5%,4.8%,99.3%,93.8%,6.2%,100.0%,94.5%,4.8%,99.3%,9.7%,0.0%,4.1%
BELLA VISTA ELEMENTARY SCHOOL,801 N LENZNER AVE,SIERRA VISTA,COCHISE,85635,YES,RN,PUBLIC,43,72.1%,4.7%,95.3%,72.1%,4.7%,95.3%,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,97.7%,2.3%,100.0%,4.7%,0.0%,4.7%
BELLAIR ELEMENTARY SCHOOL,4701 W GROVERS AVE,GLENDALE,MARICOPA,85308,YES,LPN,PUBLIC,29,86.2%,0.0%,100.0%,86.2%,0.0%,100.0%,100.0%,0.0%,100.0%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,100.0%,0.0%,100.0%,3.4%,0.0%,3.4%
BENCHMARK SCHOOL,4120 E ACOMA DR,PHOENIX,MARICOPA,85032,YES,RN,CHARTER,41,34.1%,17.1%,87.8%,31.7%,17.1%,87.8%,75.6%,17.1%,92.7%,73.2%,17.1%,90.2%,75.6%,14.6%,90.2%,82.9%,14.6%,97.6%,17.1%,0.0%,14.6%
BENJAMIN FRANKLIN CHARTER SCHOOL - CRIMSON,22120 E. QUEEN CREEK RD,QUEEN CREEK,MARICOPA,85142,NO,,CHARTER,110,65.5%,29.1%,100.0%,65.5%,29.1%,100.0%,90.0%,10.0%,100.0%,88.2%,11.8%,100.0%,89.1%,10.9%,100.0%,91.8%,8.2%,100.0%,30.0%,0.9%,7.3%
BENJAMIN FRANKLIN CHARTER SCHOOL - GILBERT,1475 SOUTH VAL VISTA DRIVE,GILBERT,MARICOPA,85296,NO,,CHARTER,93,66.7%,29.0%,100.0%,66.7%,29.0%,100.0%,90.3%,9.7%,100.0%,90.3%,9.7%,100.0%,94.6%,5.4%,100.0%,96.8%,3.2%,100.0%,30.1%,0.0%,3.2%
BENJAMIN FRANKLIN CHARTER SCHOOL - POWER RD,22951 SOUTH POWER ROAD,QUEEN CREEK,MARICOPA,85142,NO,,CHARTER,73,72.6%,23.3%,100.0%,72.6%,23.3%,100.0%,83.6%,16.4%,100.0%,83.6%,16.4%,100.0%,89.0%,11.0%,100.0%,89.0%,11.0%,100.0%,23.3%,0.0%,11.0%
BENNETT ACADEMY - W BETHANY HOME RD,2930 W BETHANY HOME RD,PHOENIX,MARICOPA,85017,NO,,CHARTER,<20,78.9%,0.0%,100.0%,78.9%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
BENSON MIDDLE SCHOOL,360 S PATAGONIA ST,BENSON,COCHISE,85602,NO,,PUBLIC,95,13.7%,2.1%,72.6%,9.5%,2.1%,70.5%,78.9%,3.2%,82.1%,86.3%,3.2%,89.5%,86.3%,2.1%,88.4%,87.4%,2.1%,89.5%,3.2%,1.1%,2.1%
BERNARD BLACK ELEMENTARY,6550 S 27TH AVE,PHOENIX,MARICOPA,85041,YES,RN,PUBLIC,47,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,72.3%,0.0%,72.3%,72.3%,0.0%,72.3%,72.3%,0.0%,72.3%,72.3%,0.0%,72.3%,0.0%,0.0%,0.0%
BICENTENNIAL SOUTH SCHOOL,7240 W COLTER ST,GLENDALE,MARICOPA,85303,YES,RN,PUBLIC,78,91.0%,1.3%,92.3%,91.0%,1.3%,92.3%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,1.3%,0.0%,1.3%
BILLY LANE LAUFFER MIDDLE SCHOOL,5385 E LITTLETOWN RD,TUCSON,PIMA,85706,YES,RN,PUBLIC,124,86.3%,2.4%,100.0%,85.5%,2.4%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.4%,0.0%,0.0%
BILTMORE PREPARATORY ACADEMY,4601 N 34TH ST,PHOENIX,MARICOPA,85018,YES,LPN,PUBLIC,54,77.8%,1.9%,79.6%,79.6%,1.9%,81.5%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,0.0%,100.0%,1.9%,1.9%,1.9%
BLACK MOUNTAIN ELEMENTARY SCHOOL - CAVE CREEK,33016 N 60TH ST,CAVE CREEK,MARICOPA,85327,NO,,PUBLIC,98,70.4%,10.2%,100.0%,70.4%,10.2%,100.0%,88.8%,11.2%,100.0%,88.8%,11.2%,100.0%,88.8%,11.2%,100.0%,88.8%,11.2%,100.0%,11.2%,0.0%,11.2%
BLACK MOUNTAIN ELEMENTARY SCHOOL - GOLDEN VALLEY,3404 N SANTA MARIA RD,GOLDEN VALLEY,MOHAVE,86413,YES,RN,PUBLIC,45,80.0%,4.4%,84.4%,80.0%,4.4%,84.4%,86.7%,2.2%,88.9%,86.7%,4.4%,91.1%,91.1%,2.2%,93.3%,91.1%,2.2%,93.3%,6.7%,0.0%,2.2%
BLUE RIDGE ELEMENTARY SCHOOL,1200 W WHITE MOUNTAIN BLVD,LAKESIDE,NAVAJO,85929,NO,,PUBLIC,112,55.4%,15.2%,99.1%,54.5%,15.2%,99.1%,84.8%,15.2%,100.0%,84.8%,15.2%,100.0%,85.7%,14.3%,100.0%,86.6%,13.4%,100.0%,17.0%,0.0%,11.6%
BONITA ELEMENTARY SCHOOL,18008 S FT GRANT RD,BONITA,GRAHAM,85643,NO,,PUBLIC,<20,100.0%,0.0%,100.0%,92.3%,7.7%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,7.7%,0.0%,0.0%
BOOTH-FICKETT MATH/SCIENCE K-8 MAGNET SCHOOL,450 S MONTEGO DR,TUCSON,PIMA,85710,YES,RN,PUBLIC,59,79.7%,0.0%,100.0%,79.7%,0.0%,100.0%,98.3%,0.0%,98.3%,98.3%,0.0%,98.3%,98.3%,0.0%,98.3%,98.3%,0.0%,98.3%,0.0%,0.0%,0.0%
BORMAN ELEMENTARY SCHOOL,6630 LIGHTNING DR (DMAFB),TUCSON,PIMA,85708,YES,RN,PUBLIC,31,64.5%,3.2%,100.0%,67.7%,3.2%,100.0%,93.5%,3.2%,96.8%,93.5%,3.2%,96.8%,93.5%,3.2%,96.8%,96.8%,3.2%,100.0%,3.2%,0.0%,0.0%
BOULDER CREEK ELEMENTARY - 85024,22801 N 22ND ST,PHOENIX,MARICOPA,85024,YES,RN,PUBLIC,89,97.8%,2.2%,100.0%,95.5%,4.5%,100.0%,97.8%,2.2%,100.0%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,97.8%,2.2%,100.0%,6.7%,0.0%,6.7%
BOULDER CREEK ELEMENTARY - 85212,8045 E PORTOBELLO AVE,MESA,MARICOPA,85212,YES,RN,PUBLIC,73,80.8%,4.1%,100.0%,80.8%,4.1%,100.0%,95.9%,4.1%,100.0%,97.3%,2.7%,100.0%,95.9%,4.1%,100.0%,98.6%,1.4%,100.0%,5.5%,0.0%,1.4%
BRAVIE T SOTO ELEMENTARY,1201 MAIN STREET,SOMERTON,YUMA,85350,NO,,PUBLIC,<20,100.0%,0.0%,100.0%,92.3%,0.0%,92.3%,92.3%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,92.3%,7.7%,100.0%,0.0%,0.0%,0.0%
BRET TARVER ELEMENTARY,4308 N 51ST AVE,PHOENIX,MARICOPA,85031,YES,RN,PUBLIC,79,86.1%,0.0%,86.1%,86.1%,0.0%,86.1%,98.7%,0.0%,98.7%,98.7%,0.0%,98.7%,98.7%,0.0%,98.7%,98.7%,0.0%,98.7%,0.0%,0.0%,0.0%
BRIDGES ELEMENTARY SCHOOL,5205 S SOBOBA ST,GILBERT,MARICOPA,85298,YES,LPN,PUBLIC,105,85.7%,10.5%,100.0%,85.7%,10.5%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,8.6%,0.0%,1.9%
BUCKEYE PRIMARY SCHOOL,210 S 6TH ST,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,104,88.5%,4.8%,93.3%,82.7%,4.8%,87.5%,94.2%,5.8%,100.0%,94.2%,5.8%,100.0%,95.2%,4.8%,100.0%,98.1%,1.9%,100.0%,13.5%,0.0%,1.9%
BULLHEAD CITY JR HIGH SCHOOL,1062 HANCOCK RD,BULLHEAD CITY,MOHAVE,86442,NO,,PUBLIC,257,79.4%,5.1%,99.6%,78.6%,5.1%,99.6%,96.5%,2.7%,99.6%,96.9%,2.7%,99.6%,96.9%,2.3%,99.6%,97.3%,2.3%,99.6%,5.1%,0.0%,1.9%
BURK ELEMENTARY SCHOOL,545 N BURK ST,GILBERT,MARICOPA,85234,YES,RN,PUBLIC,56,80.4%,5.4%,100.0%,80.4%,5.4%,100.0%,94.6%,5.4%,100.0%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,5.4%,0.0%,3.6%
BURKE BASIC SCHOOL,131 E SOUTHERN AVE,MESA,MARICOPA,85210,YES,LPN,CHARTER,81,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,2.5%,0.0%,2.5%
BUTTERFIELD ELEMENTARY SCHOOL - TUCSON,3400 W MASSINGALE RD,TUCSON,PIMA,85741,NO,,PUBLIC,83,92.8%,0.0%,92.8%,91.6%,0.0%,91.6%,98.8%,0.0%,98.8%,98.8%,0.0%,98.8%,97.6%,0.0%,97.6%,96.4%,0.0%,96.4%,1.2%,0.0%,1.2%
C E ROSE ELEMENTARY SCHOOL,710 W MICHIGAN DR,TUCSON,PIMA,85714,YES,RN,PUBLIC,74,94.6%,0.0%,100.0%,94.6%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
C J JORGENSEN SCHOOL,1701 W ROESER RD,PHOENIX,MARICOPA,85041,YES,RN,PUBLIC,28,75.0%,0.0%,100.0%,100.0%,0.0%,100.0%,96.4%,0.0%,100.0%,100.0%,0.0%,100.0%,96.4%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
C O GREENFIELD SCHOOL,7009 S 10TH ST,PHOENIX,MARICOPA,85042,NO,,PUBLIC,93,95.7%,3.2%,100.0%,93.5%,1.1%,95.7%,95.7%,1.1%,97.8%,94.6%,1.1%,96.8%,95.7%,1.1%,97.8%,98.9%,1.1%,100.0%,1.1%,0.0%,1.1%
CACTUS CANYON JUNIOR HIGH SCHOOL,801 WEST SOUTHERN  AVENUE,APACHE JUNCTION,PINAL,85120,YES,RN,PUBLIC,207,89.4%,5.8%,100.0%,88.9%,6.3%,100.0%,95.7%,4.3%,100.0%,94.7%,5.3%,100.0%,95.7%,4.3%,100.0%,96.6%,3.4%,100.0%,6.8%,0.0%,3.9%
CACTUS MIDDLE SCHOOL,1220 E KORTSEN RD,CASA GRANDE,PINAL,85122,YES,RN,PUBLIC,241,67.2%,4.1%,99.2%,63.5%,4.1%,98.3%,96.7%,1.7%,98.8%,97.5%,0.4%,97.9%,97.9%,1.2%,99.2%,97.5%,1.2%,98.8%,5.0%,0.0%,3.7%
CACTUS VIEW ELEMENTARY SCHOOL,17602 N CENTRAL AVE,PHOENIX,MARICOPA,85022,YES,RN,PUBLIC,77,96.1%,0.0%,100.0%,66.2%,2.6%,100.0%,96.1%,2.6%,98.7%,94.8%,2.6%,100.0%,94.8%,2.6%,100.0%,97.4%,2.6%,100.0%,2.6%,2.6%,2.6%
CACTUS WREN ELEMENTARY SCHOOL,9650 N 39TH AVE,PHOENIX,MARICOPA,85051,NO,,PUBLIC,48,81.3%,10.4%,100.0%,81.3%,10.4%,100.0%,89.6%,10.4%,100.0%,89.6%,10.4%,100.0%,93.8%,6.3%,100.0%,93.8%,6.3%,100.0%,10.4%,0.0%,4.2%
CALABASAS SCHOOL,131 CAMINO MARICOPA,RIO RICO,SANTA CRUZ,85648,NO,,PUBLIC,92,88.0%,0.0%,100.0%,85.9%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
CALIBRE ACADEMY SURPRISE,15688 W ACOMA DR,SURPRISE,MARICOPA,85379,NO,,CHARTER,49,63.3%,10.2%,73.5%,61.2%,10.2%,71.4%,89.8%,10.2%,100.0%,87.8%,10.2%,98.0%,89.8%,10.2%,100.0%,89.8%,10.2%,100.0%,10.2%,0.0%,10.2%
CALVARY CHAPEL CHRISTIAN SCHOOL,8725 E SPEEDWAY BLVD,TUCSON,PIMA,85710,NO,,PRIVATE,<20,94.7%,5.3%,100.0%,47.4%,5.3%,100.0%,100.0%,0.0%,100.0%,78.9%,5.3%,100.0%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,15.8%,0.0%,0.0%
CALVARY CHRISTIAN ACADEMY,1605 S MCCULLOCH BLVD,LAKE HAVASU CITY,MOHAVE,86406,NO,,PRIVATE,<20,77.8%,16.7%,100.0%,77.8%,16.7%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,94.4%,5.6%,100.0%,22.2%,0.0%,5.6%
CAMBRIDGE ACADEMY - MESA CAMPUS,9412 E BROWN RD,MESA,MARICOPA,85207,NO,,CHARTER,<20,89.5%,10.5%,100.0%,31.6%,21.1%,52.6%,89.5%,10.5%,100.0%,78.9%,21.1%,100.0%,84.2%,15.8%,100.0%,78.9%,15.8%,100.0%,36.8%,0.0%,10.5%
CAMELBACK ACADEMY,7634 W CAMELBACK RD,GLENDALE,MARICOPA,85303,YES,LPN,CHARTER,67,91.0%,3.0%,100.0%,89.6%,3.0%,98.5%,97.0%,3.0%,100.0%,94.0%,3.0%,97.0%,94.0%,3.0%,97.0%,95.5%,3.0%,98.5%,3.0%,0.0%,1.5%
CAMP VERDE MIDDLE SCHOOL,370 CAMP LINCOLN RD,CAMP VERDE,YAVAPAI,86322,YES,RN,PUBLIC,108,38.0%,4.6%,98.1%,35.2%,12.0%,98.1%,86.1%,13.9%,100.0%,88.0%,12.0%,100.0%,91.7%,8.3%,100.0%,90.7%,9.3%,100.0%,19.4%,19.4%,5.6%
CAMPO BELLO ELEMENTARY SCHOOL,2625 E GROVES AVE,PHOENIX,MARICOPA,85032,YES,RN,PUBLIC,89,69.7%,2.2%,100.0%,31.5%,3.4%,67.4%,93.3%,2.2%,95.5%,94.4%,2.2%,96.6%,93.3%,3.4%,96.6%,93.3%,2.2%,95.5%,4.5%,0.0%,1.1%
CANDEO NORTH SCOTTSDALE,7191 E ASHLER HILLS DRIVE,SCOTTSDALE,MARICOPA,85266,NO,,CHARTER,20,75.0%,25.0%,100.0%,75.0%,25.0%,100.0%,75.0%,25.0%,100.0%,75.0%,25.0%,100.0%,75.0%,25.0%,100.0%,75.0%,25.0%,100.0%,25.0%,0.0%,25.0%
CANDEO SCHOOLS,9965 W CALLE LEJOS,PEORIA,MARICOPA,85383,NO,,CHARTER,52,40.4%,3.8%,100.0%,38.5%,3.8%,98.1%,92.3%,7.7%,100.0%,90.4%,7.7%,100.0%,92.3%,7.7%,100.0%,92.3%,3.8%,96.2%,7.7%,0.0%,7.7%
CANON SCHOOL,18800 E SCHOOL HOUSE RD,BLACK CANYON CITY,YAVAPAI,85324,NO,,PUBLIC,<20,71.4%,0.0%,100.0%,64.3%,7.1%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,7.1%,0.0%,0.0%
CANYON BREEZE ELEMENTARY,11675 W ENCANTO BLVD,AVONDALE,MARICOPA,85392,NO,,PUBLIC,74,89.2%,8.1%,100.0%,89.2%,8.1%,100.0%,97.3%,1.4%,100.0%,98.6%,0.0%,100.0%,98.6%,1.4%,100.0%,100.0%,0.0%,100.0%,8.1%,0.0%,0.0%
CANYON DAY JUNIOR HIGH SCHOOL,4621 SOUTH 9TH STREET,WHITERIVER,NAVAJO,85941,NO,,PUBLIC,115,70.4%,0.0%,97.4%,70.4%,0.0%,98.3%,93.0%,0.0%,93.0%,98.3%,0.0%,98.3%,98.3%,0.0%,98.3%,98.3%,0.0%,99.1%,0.0%,0.9%,0.0%
CANYON DE CHELLY ELEMENTARY SCHOOL,HWY 191,CHINLE,APACHE,86503,NO,,PUBLIC,44,97.7%,0.0%,100.0%,97.7%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
CANYON ELEMENTARY SCHOOL,5490 W PARADISE LN,GLENDALE,MARICOPA,85306,YES,Both,PUBLIC,27,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,96.3%,0.0%,96.3%,100.0%,0.0%,100.0%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,3.7%,0.0%,0.0%
CANYON RIDGE ELEMENTARY,17359 WEST SURPRISE FARMS LOOP NORTH,SURPRISE,MARICOPA,85388,NO,,PUBLIC,117,82.1%,5.1%,100.0%,79.5%,7.7%,100.0%,97.4%,2.6%,100.0%,95.7%,4.3%,100.0%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,8.5%,0.0%,0.9%
CANYON RIM ELEMENTARY,3045 S CANYON RIM,MESA,MARICOPA,85212,YES,RN,PUBLIC,110,88.2%,9.1%,100.0%,86.4%,10.0%,100.0%,93.6%,6.4%,100.0%,94.5%,5.5%,100.0%,95.5%,4.5%,100.0%,94.5%,5.5%,100.0%,12.7%,0.0%,3.6%
CANYON SPRINGS,42901 N 45TH AVE,ANTHEM,MARICOPA,85087,YES,RN,PUBLIC,100,85.0%,9.0%,97.0%,85.0%,9.0%,97.0%,90.0%,9.0%,99.0%,90.0%,9.0%,99.0%,91.0%,9.0%,100.0%,91.0%,9.0%,100.0%,9.0%,0.0%,9.0%
