SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE DTAP,% EXEMPT DTAP,% COMPLIANCE DTAP,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
LEARNING FOUNDATION AND PERFORMING ARTS ALTA MESA,5761 E BROWN RD,MESA,MARICOPA,85205,NO,,CHARTER,<20,73.3%,20.0%,93.3%,73.3%,20.0%,93.3%,73.3%,20.0%,93.3%,73.3%,20.0%,93.3%,73.3%,20.0%,93.3%,20.0%,0.0%,20.0%
VISTA GROVE PREPARATORY ACADEMY - ELEMENTARY,2929 E MCKELLIPS RD,MESA,MARICOPA,,NO,,CHARTER,<20,86.7%,6.7%,93.3%,80.0%,6.7%,86.7%,80.0%,6.7%,86.7%,80.0%,6.7%,86.7%,86.7%,6.7%,93.3%,6.7%,0.0%,6.7%
GILBERT ARTS ACADEMY,862 E ELLIOT RD,GILBERT,MARICOPA,85234,NO,,CHARTER,25,88.0%,8.0%,100.0%,88.0%,8.0%,100.0%,88.0%,8.0%,100.0%,88.0%,8.0%,100.0%,92.0%,8.0%,100.0%,8.0%,0.0%,8.0%
LIBERTY ARTS ACADEMY,3015 S POWER RD,MESA,MARICOPA,85212,NO,,CHARTER,45,82.2%,17.8%,100.0%,82.2%,17.8%,100.0%,82.2%,17.8%,100.0%,82.2%,17.8%,100.0%,82.2%,17.8%,100.0%,17.8%,0.0%,17.8%
EDISON SCHOOL OF INNOVATION,8340 W NORTHERN AVE,GLENDALE,MARICOPA,85305,NO,,CHARTER,44,90.9%,6.8%,100.0%,90.9%,6.8%,100.0%,90.9%,6.8%,100.0%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,6.8%,0.0%,4.5%
COPPER RIDGE ELEMENTARY SCHOOL,17650 S CANYON EDGE TRAIL,CORONA DE TUCSON,PIMA,85641,NO,,PUBLIC,67,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,94.0%,6.0%,100.0%,6.0%,0.0%,4.5%
SONORAN SCIENCE ACADEMY - PEORIA,17667 N 91ST AVE,PEORIA,MARICOPA,85382,NO,,CHARTER,27,96.3%,3.7%,100.0%,92.6%,7.4%,100.0%,92.6%,7.4%,100.0%,88.9%,11.1%,100.0%,92.6%,7.4%,100.0%,11.1%,0.0%,3.7%
HAVASU PREPARATORY ACADEMY ,3155 MARICOPA AVE,LAKE HAVASU CITY,MOHAVE,86406,NO,,CHARTER,<20,73.3%,26.7%,100.0%,73.3%,26.7%,100.0%,73.3%,26.7%,100.0%,86.7%,13.3%,100.0%,93.3%,6.7%,100.0%,26.7%,0.0%,6.7%
GEORGE GERVIN PREP ACADEMY,2801 E SOUTHERN AVE,PHOENIX,MARICOPA,,NO,,CHARTER,27,92.6%,7.4%,100.0%,92.6%,7.4%,100.0%,92.6%,7.4%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,7.4%,0.0%,0.0%
VAL VISTA ACADEMY - A BALL CHARTER SCHOOL,4120 S VAL VISTA DR,GILBERT,MARICOPA,85297,YES,RN,CHARTER,54,88.9%,11.1%,100.0%,88.9%,11.1%,100.0%,88.9%,11.1%,100.0%,88.9%,11.1%,100.0%,98.1%,1.9%,100.0%,11.1%,0.0%,9.3%
ARCHWAY CLASSICAL ACADEMY - SCOTTSDALE,16648 N 94TH STREET,SCOTTSDALE,MARICOPA,85260,YES,RN,CHARTER,177,94.9%,5.1%,100.0%,93.8%,6.2%,100.0%,93.8%,6.2%,100.0%,91.5%,7.9%,100.0%,96.0%,4.0%,100.0%,7.9%,1.1%,1.7%
MESQUITE ELEMENTARY SCHOOL - TUCSON,9455 E RITA RD,TUCSON,PIMA,,NO,,PUBLIC,132,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,2.3%,0.0%,2.3%
MARYVALE PREPARATORY ACADEMY,4825 W CAMELBACK RD,PHOENIX,MARICOPA,85031,NO,,CHARTER,109,97.2%,2.8%,100.0%,97.2%,2.8%,100.0%,97.2%,2.8%,100.0%,97.2%,2.8%,100.0%,97.2%,2.8%,100.0%,2.8%,0.0%,2.8%
HAPPY VALLEY SCHOOL - EAST CAMPUS,266 E WESTBROOKE RD.,SAN TAN VALLEY,PINAL,85140,NO,,CHARTER,78,87.2%,9.0%,96.2%,89.7%,9.0%,98.7%,85.9%,10.3%,96.2%,89.7%,10.3%,100.0%,91.0%,9.0%,100.0%,11.5%,0.0%,9.0%
GREAT HEARTS ACADEMIES - ARCHWAY CLASSICAL ACADEMY TRIVIUM WEST,2001 N BULLARD AVE,GOODYEAR,MARICOPA,85395,YES,RN,CHARTER,90,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,95.6%,4.4%,100.0%,94.4%,5.6%,100.0%,5.6%,0.0%,0.0%
ARCHWAY CLASSICAL ACADEMY - CHANDLER,1951 N ALMA SCHOOL RD,CHANDLER,MARICOPA,85224,YES,RN,CHARTER,86,91.9%,8.1%,100.0%,90.7%,9.3%,100.0%,90.7%,9.3%,100.0%,90.7%,9.3%,100.0%,90.7%,9.3%,100.0%,10.5%,0.0%,8.1%
SOUTH PHOENIX PREP AND ARTS ACADEMY,7450 S 40TH ST,PHOENIX,MARICOPA,85042,NO,,CHARTER,74,85.1%,10.8%,95.9%,86.5%,10.8%,97.3%,86.5%,10.8%,97.3%,93.2%,6.8%,100.0%,94.6%,5.4%,100.0%,10.8%,0.0%,5.4%
RIDGELINE ACADEMY,33625 N NORTH VALLEY PKWY,PHOENIX,MARICOPA,85085,NO,,CHARTER,85,84.7%,15.3%,100.0%,84.7%,15.3%,100.0%,83.5%,15.3%,100.0%,84.7%,15.3%,100.0%,84.7%,15.3%,100.0%,15.3%,1.2%,9.4%
FRIENDLY HOUSE ACADEMIA DEL PUEBLO ELEMENTARY SCHOOL,201 E DURANGO ST,PHOENIX,MARICOPA,85004,YES,LPN,CHARTER,29,89.7%,0.0%,89.7%,89.7%,0.0%,89.7%,96.6%,0.0%,96.6%,93.1%,0.0%,93.1%,96.6%,0.0%,96.6%,0.0%,0.0%,0.0%
MESA ARTS ACADEMY,221 W SIXTH AVE,MESA,MARICOPA,85210,NO,,CHARTER,22,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,90.9%,4.5%,100.0%,95.5%,4.5%,100.0%,100.0%,0.0%,100.0%,4.5%,0.0%,4.5%
DESERT HEIGHTS ELEMENTARY CHARTER SCHOOL,5821 W BEVERLY LN,GLENDALE,MARICOPA,85306,NO,,CHARTER,82,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,96.3%,3.7%,100.0%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,7.3%,0.0%,1.2%
DAVIDSON ELEMENTARY SCHOOL,3950 E PARADISE FALLS DR,TUCSON,PIMA,85712,YES,RN,PUBLIC,45,95.6%,0.0%,95.6%,91.1%,0.0%,95.6%,95.6%,0.0%,97.8%,97.8%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,2.2%,0.0%
VAIL ACADEMY & HIGH SCHOOL,7762 E SCIENCE PARK DR,TUCSON,PIMA,85747,NO,,CHARTER,25,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
BENNETT ACADEMY - VENTURE SITE,1535 W DUNLAP AVE,PHOENIX,MARICOPA,85021,NO,,CHARTER,29,93.1%,6.9%,100.0%,100.0%,0.0%,100.0%,89.7%,6.9%,96.6%,100.0%,0.0%,100.0%,96.6%,3.4%,100.0%,6.9%,0.0%,0.0%
EDUPRIZE SCHOOL - QUEEN CREEK,4567 W ROBERTS RD,QUEEN CREEK,PINAL,85142,YES,RN,CHARTER,214,80.8%,10.3%,91.6%,80.4%,10.3%,91.1%,78.5%,11.2%,89.7%,87.9%,9.8%,97.7%,89.7%,9.8%,99.5%,11.2%,0.0%,9.3%
EDUPRIZE SCHOOL - GILBERT,580 W MELODY DR,GILBERT,MARICOPA,85233,YES,RN,CHARTER,118,79.7%,12.7%,93.2%,79.7%,12.7%,93.2%,79.7%,12.7%,92.4%,85.6%,11.0%,96.6%,86.4%,11.0%,97.5%,14.4%,0.0%,12.7%
SAGE ACADEMY,10220 N 25TH AVENUE,PHOENIX,MARICOPA,85021,NO,,CHARTER,37,73.0%,27.0%,100.0%,78.4%,21.6%,100.0%,73.0%,21.6%,100.0%,83.8%,16.2%,100.0%,91.9%,8.1%,100.0%,27.0%,0.0%,10.8%
ACCLAIM ACADEMY,7624 W INDIAN SCHOOL RD,PHOENIX,MARICOPA,85033,NO,,CHARTER,<20,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,5.3%,0.0%,5.3%
SEQUOIA CHOICE SCHOOL ARIZONA DISTANCE LEARNING SCHOOL,HOME BASED,MESA,MARICOPA,85203,NO,,CHARTER,538,54.5%,29.4%,83.8%,54.3%,29.0%,83.3%,55.9%,29.0%,84.9%,64.7%,26.2%,90.9%,67.1%,25.5%,92.6%,30.1%,5.8%,20.3%
PHOENIX ADVANTAGE CHARTER SCHOOL,3738 N 16TH ST,PHOENIX,MARICOPA,85041,NO,,CHARTER,<20,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
PIONEER TECHNOLOGY & ARTS ACADEMY,1903 E ROESER RD,PHOENIX,MARICOPA,85040,YES,RN,CHARTER,28,89.3%,0.0%,100.0%,89.3%,0.0%,100.0%,92.9%,0.0%,100.0%,96.4%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
CENTER FOR EDUCATIONAL EXCELLENCE,1700 E ELLIOT RD,TEMPE,MARICOPA,85284,NO,,CHARTER,36,91.7%,8.3%,100.0%,88.9%,8.3%,100.0%,91.7%,8.3%,100.0%,94.4%,5.6%,100.0%,88.9%,11.1%,100.0%,11.1%,0.0%,8.3%
AMERICAN LEADERSHIP ACADEMY - GILBERT,3155 S SAN TAN VILLAGE PKWY,GILBERT,MARICOPA,85295,NO,,CHARTER,118,83.9%,16.1%,100.0%,83.1%,16.9%,100.0%,82.2%,17.8%,100.0%,86.4%,11.9%,100.0%,89.0%,11.0%,100.0%,18.6%,0.8%,8.5%
SAHUARITA PRIMARY SCHOOL,350 W SAHUARITA RD,SAHUARITA,PIMA,85629,NO,,PUBLIC,115,95.7%,4.3%,100.0%,96.5%,3.5%,100.0%,96.5%,3.5%,100.0%,96.5%,3.5%,100.0%,96.5%,3.5%,100.0%,4.3%,0.0%,3.5%
AMERICAN LEADERSHIP ACADEMY - SAN TAN,34969 N VILLAGE LN,QUEEN CREEK,MARICOPA,85142,NO,,CHARTER,98,86.7%,13.3%,100.0%,86.7%,13.3%,100.0%,86.7%,13.3%,100.0%,91.8%,8.2%,100.0%,90.8%,9.2%,100.0%,13.3%,2.0%,6.1%
AMERICAN LEADERSHIP ACADEMY - MESA,4507 S MOUNTAIN RD,MESA,MARICOPA,85212,NO,,CHARTER,77,75.3%,22.1%,100.0%,76.6%,20.8%,100.0%,79.2%,20.8%,100.0%,85.7%,14.3%,100.0%,88.3%,11.7%,100.0%,23.4%,2.6%,9.1%
AMERICAN LEADERSHIP ACADMEY - QUEEN CREEK ELEMENTARY,19843 E CHANDLER HEIGHTS RD,CHANDLER,MARICOPA,85142,NO,,CHARTER,89,80.9%,16.9%,100.0%,80.9%,18.0%,100.0%,82.0%,18.0%,100.0%,86.5%,13.5%,100.0%,87.6%,12.4%,100.0%,20.2%,1.1%,10.1%
AMERICAN LEADERSHIP ACADEMY ANTHEM SOUTH CAMPUS,4380 N HUNT HWY,FLORENCE,PINAL,85132,NO,,CHARTER,74,78.4%,18.9%,100.0%,81.1%,17.6%,100.0%,81.1%,18.9%,100.0%,83.8%,14.9%,100.0%,90.5%,9.5%,100.0%,18.9%,0.0%,6.8%
AMERICAN LEADERSHIP ACADEMY - IRONWOOD K-6,650 W COMBS RD,QUEEN CREEK,PINAL,85140,NO,,CHARTER,97,85.6%,14.4%,100.0%,85.6%,14.4%,100.0%,83.5%,16.5%,100.0%,90.7%,9.3%,100.0%,92.8%,7.2%,100.0%,16.5%,1.0%,6.2%
AMERICAN LEADERSHIP ACADEMY- GILBERT SOUTH K-6 CAMPUS,1750 E RIGGS ROAD,GILBERT,MARICOPA,85298,NO,,CHARTER,86,83.7%,16.3%,100.0%,82.6%,16.3%,100.0%,81.4%,18.6%,100.0%,88.4%,11.6%,100.0%,91.9%,8.1%,100.0%,18.6%,0.0%,8.1%
AMERICAN LEADERSHIP ACADEMY- GILBERT NORTH K-6 CAMPUS,1010 S HIGLEY ROAD,GILBERT,MARICOPA,85296,NO,,CHARTER,99,79.8%,19.2%,100.0%,79.8%,19.2%,100.0%,81.8%,18.2%,100.0%,84.8%,14.1%,100.0%,89.9%,10.1%,100.0%,20.2%,1.0%,9.1%
AMERICAN LEADERSHIP ACADEMY- SIGNAL BUTTE K-6 CAMPUS,22512 S SIGNAL BUTTE RD,QUEEN CREEK,MARICOPA,85142,NO,,CHARTER,89,82.0%,18.0%,100.0%,80.9%,19.1%,100.0%,80.9%,19.1%,100.0%,91.0%,9.0%,100.0%,92.1%,7.9%,100.0%,21.3%,0.0%,6.7%
SOPORI ELEMENTARY SCHOOL,5000 W ARIVACA RD,AMADO,PIMA,85645,NO,,PUBLIC,<20,88.9%,5.6%,100.0%,88.9%,5.6%,100.0%,83.3%,5.6%,100.0%,83.3%,5.6%,100.0%,94.4%,5.6%,100.0%,5.6%,5.6%,0.0%
PATHFINDER ACADEMY - N BOULDER CANYON,2906 N BOULDER CANYON,MESA,MARICOPA,85207,NO,,CHARTER,79,72.2%,27.8%,100.0%,73.4%,26.6%,100.0%,72.2%,27.8%,100.0%,74.7%,25.3%,100.0%,74.7%,25.3%,100.0%,31.6%,0.0%,21.5%
PATHFINDER ACADEMY AT EASTMARK,4816 S EASTMARK PKWY,MESA,MARICOPA,85212,NO,,CHARTER,48,81.3%,18.8%,100.0%,81.3%,18.8%,100.0%,85.4%,14.6%,100.0%,85.4%,14.6%,100.0%,83.3%,16.7%,100.0%,22.9%,0.0%,8.3%
REID TRADITIONAL SCHOOLS - VALLEY ACADEMY,1520 W ROSE GARDEN LN,PHOENIX,MARICOPA,85027,YES,RN,CHARTER,98,93.9%,6.1%,100.0%,93.9%,6.1%,100.0%,94.9%,5.1%,100.0%,94.9%,5.1%,100.0%,93.9%,5.1%,100.0%,9.2%,1.0%,5.1%
BENJAMIN FRANKLIN CHARTER SCHOOL - CRIMSON,22120 E. QUEEN CREEK RD,QUEEN CREEK,MARICOPA,85142,NO,,CHARTER,131,83.2%,16.0%,99.2%,83.2%,16.0%,99.2%,84.0%,15.3%,100.0%,88.5%,10.7%,99.2%,90.8%,9.2%,100.0%,19.1%,0.0%,8.4%
BENJAMIN FRANKLIN CHARTER SCHOOL - GILBERT,320 E WARNER RD,GILBERT,MARICOPA,85296,NO,,CHARTER,96,92.7%,7.3%,100.0%,92.7%,7.3%,100.0%,93.8%,6.3%,100.0%,91.7%,8.3%,100.0%,93.8%,6.3%,100.0%,10.4%,0.0%,5.2%
BENJAMIN FRANKLIN CHARTER SCHOOL - POWER RD,22951 S POWER RD,GILBERT,MARICOPA,85298,NO,,CHARTER,95,72.6%,27.4%,100.0%,72.6%,27.4%,100.0%,72.6%,27.4%,100.0%,78.9%,21.1%,100.0%,78.9%,21.1%,100.0%,27.4%,0.0%,21.1%
MONTESSORI DAY PUBLIC SCHOOLS CHARTERED - LAKESIDE,1700 W WARNER RD,CHANDLER,MARICOPA,85224,NO,,CHARTER,23,78.3%,17.4%,95.7%,73.9%,21.7%,95.7%,69.6%,21.7%,91.3%,73.9%,21.7%,95.7%,91.3%,8.7%,100.0%,26.1%,0.0%,8.7%
MONTESSORI DAY PUBLIC SCHOOLS  - MOUNTAINSIDE,9215 N 14TH ST,PHOENIX,MARICOPA,85020,NO,,CHARTER,28,85.7%,7.1%,100.0%,92.9%,7.1%,100.0%,89.3%,7.1%,100.0%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,7.1%,0.0%,7.1%
KHALSA MONTESSORI PRIMARY SCHOOL ,2536 N 3RD ST,PHOENIX,MARICOPA,85004,NO,,CHARTER,<20,100.0%,0.0%,100.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,100.0%,0.0%,100.0%,5.0%,0.0%,0.0%
NEW WORLD EDUCATIONAL CENTER,5818 N 7TH ST,PHOENIX,MARICOPA,85014,NO,,CHARTER,<20,86.7%,6.7%,100.0%,93.3%,6.7%,100.0%,93.3%,6.7%,100.0%,93.3%,6.7%,100.0%,93.3%,6.7%,100.0%,6.7%,0.0%,6.7%
COPPER VIEW ELEMENTARY SCHOOL,16200 S STARLIGHT VIEW LN,SAHUARITA,PIMA,85629,NO,,PUBLIC,83,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,91.6%,1.2%,92.8%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,2.4%,0.0%,1.2%
BRIGHT BEGINNINGS SCHOOL #1 - N ANDERSEN BLVD,400 N ANDERSEN BLVD,CHANDLER,MARICOPA,85224,NO,,CHARTER,43,90.7%,9.3%,100.0%,90.7%,9.3%,100.0%,88.4%,11.6%,100.0%,90.7%,9.3%,100.0%,90.7%,9.3%,100.0%,11.6%,0.0%,9.3%
MONTESSORI EDUCATION CENTRE CHARTER SCHOOL-85204,2834 E SOUTHERN AVE,MESA,MARICOPA,85204,NO,,CHARTER,55,61.8%,38.2%,100.0%,58.2%,41.8%,100.0%,61.8%,38.2%,100.0%,60.0%,40.0%,100.0%,70.9%,29.1%,100.0%,43.6%,0.0%,27.3%
MONTESSORI EDUCATION CENTRE CHARTER SCHOOL-85203,815 N GILBERT RD,MESA,MARICOPA,85203,NO,,CHARTER,45,53.3%,46.7%,100.0%,53.3%,46.7%,100.0%,53.3%,46.7%,100.0%,60.0%,40.0%,100.0%,60.0%,40.0%,100.0%,46.7%,2.2%,37.8%
BENCHMARK SCHOOL,4120 E ACOMA DR,PHOENIX,MARICOPA,85032,NO,,CHARTER,54,90.7%,9.3%,100.0%,83.3%,16.7%,100.0%,74.1%,11.1%,85.2%,79.6%,9.3%,88.9%,88.9%,11.1%,100.0%,16.7%,0.0%,9.3%
CAMBRIDGE ACADEMY - MESA CAMPUS,9412 E BROWN RD,MESA,MARICOPA,85207,NO,,CHARTER,28,89.3%,3.6%,100.0%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,3.6%,0.0%,3.6%
CAMBRIDGE ACADEMY - QUEEN CREEK,20365 E OCOTILLO RD,MESA,MARICOPA,85207,NO,,CHARTER,<20,66.7%,33.3%,100.0%,66.7%,33.3%,100.0%,66.7%,33.3%,100.0%,66.7%,33.3%,100.0%,66.7%,33.3%,100.0%,33.3%,0.0%,33.3%
NEW HORIZON SCHOOL FOR THE PERFORMING ART,446 E BROADWAY RD,MESA,MARICOPA,85204,NO,,CHARTER,<20,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
CHALLENGE CHARTER SCHOOL,5801 W GREENBRIAR DR,GLENDALE,MARICOPA,85308,NO,,CHARTER,67,80.6%,19.4%,100.0%,80.6%,19.4%,100.0%,80.6%,19.4%,100.0%,80.6%,19.4%,100.0%,80.6%,19.4%,100.0%,19.4%,0.0%,4.5%
ANZA TRAIL ELEMENTARY,15490 S RANCHO SAHUARITA BLVD,SAHUARITA,PIMA,85629,NO,,PUBLIC,98,99.0%,0.0%,100.0%,98.0%,2.0%,100.0%,99.0%,1.0%,100.0%,98.0%,2.0%,100.0%,99.0%,1.0%,100.0%,2.0%,0.0%,0.0%
GEM CHARTER SCHOOL,1704 N CENTER ST,MESA,MARICOPA,85201,NO,,CHARTER,21,81.0%,19.0%,100.0%,81.0%,19.0%,100.0%,81.0%,19.0%,100.0%,81.0%,19.0%,100.0%,81.0%,19.0%,100.0%,19.0%,0.0%,19.0%
KEYSTONE MONTESSORI CHARTER SCHOOL,1025 E LIBERTY LN,PHOENIX,MARICOPA,85048,NO,,CHARTER,<20,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,14.3%,0.0%,0.0%
STEPPING STONES ACADEMY,35812 N 7TH ST,PHOENIX,MARICOPA,85086,NO,,CHARTER,24,79.2%,16.7%,95.8%,75.0%,16.7%,91.7%,58.3%,25.0%,83.3%,75.0%,16.7%,91.7%,83.3%,16.7%,100.0%,25.0%,0.0%,16.7%
LIBERTY TRADITIONAL CHARTER SCHOOL - N 45TH AVE,4901 W INDIAN SCHOOL RD,PHOENIX,MARICOPA,85031,NO,,CHARTER,<20,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LIBERTY TRADITIONAL CHARTER SCHOOL - SADDLEBACK,3715 N WASHINGTON AVE,DOUGLAS,COCHISE,85607,YES,LPN,CHARTER,30,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
CHAMPION SCHOOLS PHOENIX,7900 S JESSE OWENS PKWY,PHOENIX,MARICOPA,85042,NO,,CHARTER,68,86.8%,1.5%,88.2%,91.2%,1.5%,92.6%,89.7%,1.5%,91.2%,97.1%,1.5%,98.5%,91.2%,1.5%,92.6%,1.5%,0.0%,1.5%
CHAMPION CHANDLER,250 S MCQUEEN RD,CHANDLER,MARICOPA,85225,YES,LPN,CHARTER,48,95.8%,2.1%,97.9%,95.8%,2.1%,97.9%,95.8%,2.1%,97.9%,97.9%,0.0%,97.9%,95.8%,2.1%,97.9%,2.1%,0.0%,0.0%
CHAMPION SCHOOLS SAN TAN VALLEY,1846 E BELLA VISTA RD,SAN TAN VALLEY,PINAL,85143,NO,,CHARTER,62,83.9%,0.0%,83.9%,82.3%,0.0%,82.3%,83.9%,0.0%,83.9%,87.1%,0.0%,87.1%,98.4%,0.0%,98.4%,0.0%,0.0%,0.0%
INDIAN OASIS PRIMARY SCHOOL - W MAIN ST,111 W MAIN ST,SELLS,PIMA,85634,NO,,PUBLIC,84,94.0%,3.6%,100.0%,94.0%,3.6%,100.0%,94.0%,2.4%,100.0%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,3.6%,0.0%,2.4%
MILESTONES CHARTER SCHOOL,4707 E ROBERT E LEE ST,PHOENIX,MARICOPA,85032,NO,,CHARTER,43,90.7%,9.3%,100.0%,90.7%,9.3%,100.0%,90.7%,9.3%,100.0%,90.7%,9.3%,100.0%,88.4%,9.3%,97.7%,9.3%,0.0%,9.3%
IMAGINE ELEMENTARY AT CORTEZ PARK,3535 W DUNLAP AVE,PHOENIX,MARICOPA,85051,NO,,CHARTER,82,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,2.4%,0.0%,2.4%
SELF DEVELOPMENT CHARTER SCHOOL-85202,1709 N GREENFIELD RD,MESA,MARICOPA,85205,NO,,CHARTER,62,83.9%,9.7%,93.5%,83.9%,9.7%,93.5%,83.9%,9.7%,93.5%,83.9%,9.7%,93.5%,90.3%,9.7%,100.0%,9.7%,0.0%,9.7%
AVALON ELEMENTARY,1045 S SAN MARCOS DR,APACHE JUNCTION,PINAL,85220,NO,,CHARTER,49,79.6%,12.2%,100.0%,87.8%,4.1%,100.0%,83.7%,10.2%,100.0%,89.8%,4.1%,100.0%,91.8%,8.2%,100.0%,12.2%,0.0%,2.0%
PARAMOUNT ACADEMY,11039 W OLIVE AVE,PEORIA,MARICOPA,85345,NO,,CHARTER,28,82.1%,10.7%,100.0%,85.7%,7.1%,100.0%,89.3%,3.6%,100.0%,89.3%,7.1%,100.0%,96.4%,3.6%,100.0%,10.7%,10.7%,3.6%
ARTS ACADEMY AT ESTRELLA MOUNTAIN,2504 S 91ST AVE,PHOENIX,MARICOPA,85353,NO,,CHARTER,90,95.6%,4.4%,100.0%,95.6%,4.4%,100.0%,96.7%,3.3%,100.0%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,4.4%,0.0%,3.3%
CALIBRE ACADEMY SURPRISE,15688 W ACOMA DR,SURPRISE,MARICOPA,85379,NO,,CHARTER,55,87.3%,5.5%,94.5%,87.3%,5.5%,94.5%,87.3%,5.5%,94.5%,96.4%,1.8%,98.2%,100.0%,0.0%,100.0%,5.5%,0.0%,3.6%
PARADISE HONORS ELEMENTARY SCHOOL,15533 W PARADISE LN,SURPRISE,MARICOPA,85374,YES,RN,CHARTER,166,93.4%,6.6%,100.0%,95.2%,4.8%,100.0%,92.2%,7.8%,100.0%,95.8%,4.2%,100.0%,95.2%,4.8%,100.0%,7.8%,0.6%,3.6%
SEQUOIA CHARTER ELEMENTARY SCHOOL,1460 S HORNE,MESA,MARICOPA,85204,NO,,CHARTER,50,72.0%,6.0%,96.0%,72.0%,4.0%,96.0%,74.0%,4.0%,94.0%,78.0%,4.0%,100.0%,94.0%,4.0%,100.0%,6.0%,4.0%,4.0%
DAVIS BILINGUAL MAGNET SCHOOL,500 W ST MARY'S RD,TUCSON,PIMA,85701,YES,RN,PUBLIC,43,93.0%,7.0%,100.0%,90.7%,9.3%,100.0%,90.7%,9.3%,100.0%,93.0%,7.0%,100.0%,95.3%,4.7%,100.0%,9.3%,0.0%,2.3%
CROWN CHARTER SCHOOL,12450 W MARYLAND AVE,LITCHFIELD PARK,MARICOPA,85340,NO,,CHARTER,89,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,4.5%,0.0%,4.5%
ARIZONA CHARTER ACADEMY,16011 N DYSART RD,SURPRISE,MARICOPA,85374,NO,,CHARTER,110,97.3%,0.0%,97.3%,97.3%,0.0%,97.3%,97.3%,0.0%,97.3%,92.7%,4.5%,97.3%,97.3%,0.0%,97.3%,5.5%,3.6%,0.0%
CANYON POINTE ACADEMY,4941 W UNION HILLS DR,GLENDALE,MARICOPA,85308,NO,,CHARTER,<20,83.3%,8.3%,91.7%,83.3%,8.3%,91.7%,75.0%,8.3%,83.3%,83.3%,8.3%,91.7%,91.7%,8.3%,100.0%,8.3%,0.0%,8.3%
PINNACLE POINTE ACADEMY,6753 W PINNACLE PEAK RD,GLENDALE,MARICOPA,85310,NO,,CHARTER,25,84.0%,16.0%,100.0%,84.0%,16.0%,100.0%,84.0%,16.0%,100.0%,84.0%,16.0%,100.0%,84.0%,16.0%,100.0%,16.0%,16.0%,16.0%
