SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE DTAP,% EXEMPT DTAP,% COMPLIANCE DTAP,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
SUNSET SCHOOL-85302,4626 W MOUNTAIN VIEW RD,GLENDALE,MARICOPA,85302,NO,,PUBLIC,66,90.9%,6.1%,100.0%,90.9%,6.1%,100.0%,92.4%,6.1%,100.0%,95.5%,3.0%,100.0%,97.0%,3.0%,100.0%,6.1%,0.0%,3.0%
TUMBLEWEED ELEMENTARY SCHOOL - 85029,4001 W LAUREL LN,PHOENIX,MARICOPA,85029,NO,,PUBLIC,42,97.6%,2.4%,100.0%,97.6%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.4%,0.0%,0.0%
ABRAHAM LINCOLN TRADITIONAL SCHOOL,10444 N 39TH AVE,PHOENIX,MARICOPA,85051,NO,,PUBLIC,46,89.1%,8.7%,100.0%,89.1%,8.7%,100.0%,93.5%,6.5%,100.0%,93.5%,6.5%,100.0%,93.5%,6.5%,100.0%,8.7%,0.0%,6.5%
WASHINGTON ELEMENTARY SCHOOL-85051,8033 N 27TH AVE,PHOENIX,MARICOPA,85051,NO,,PUBLIC,97,95.9%,2.1%,100.0%,96.9%,2.1%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,2.1%,0.0%,2.1%
WILSON ELEMENTARY SCHOOL,2929 E FILLMORE ST,PHOENIX,MARICOPA,85008,YES,RN,PUBLIC,116,80.2%,0.0%,80.2%,79.3%,0.0%,79.3%,82.8%,0.0%,82.8%,100.0%,0.0%,100.0%,91.4%,0.0%,91.4%,0.0%,0.0%,0.0%
ENCANTO ELEMENTARY SCHOOL,1420 W OSBORN RD,PHOENIX,MARICOPA,85013,NO,,PUBLIC,172,93.6%,4.7%,100.0%,93.6%,4.7%,100.0%,93.6%,4.7%,100.0%,95.3%,4.7%,100.0%,94.8%,4.7%,99.4%,4.7%,0.0%,4.7%
SOLANO SCHOOL,1526 W MISSOURI AVE,PHOENIX,MARICOPA,85015,NO,,PUBLIC,79,84.8%,2.5%,87.3%,82.3%,2.5%,94.9%,75.9%,2.5%,87.3%,82.3%,2.5%,91.1%,87.3%,2.5%,89.9%,2.5%,0.0%,2.5%
LONGVIEW ELEMENTARY SCHOOL,1209 E INDIAN SCHOOL RD,PHOENIX,MARICOPA,85014,YES,LPN,PUBLIC,63,87.3%,0.0%,87.3%,90.5%,0.0%,90.5%,88.9%,0.0%,88.9%,96.8%,0.0%,96.8%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
THE CREIGHTON ACADEMY,2802 E MCDOWELL RD,PHOENIX,MARICOPA,85008,YES,LPN,PUBLIC,48,95.8%,2.1%,97.9%,95.8%,0.0%,97.9%,95.8%,2.1%,97.9%,95.8%,2.1%,97.9%,95.8%,2.1%,97.9%,2.1%,0.0%,0.0%
GATEWAY SCHOOL,1100 N 35TH ST,PHOENIX,MARICOPA,85008,YES,RN,PUBLIC,56,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,94.6%,3.6%,100.0%,98.2%,1.8%,100.0%,96.4%,3.6%,100.0%,3.6%,0.0%,1.8%
LARRY C KENNEDY SCHOOL,2702 E OSBORN RD,PHOENIX,MARICOPA,85016,YES,RN,PUBLIC,29,96.6%,0.0%,96.6%,100.0%,0.0%,100.0%,96.6%,0.0%,96.6%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LOMA LINDA ELEMENTARY SCHOOL,2002 E CLARENDON AVE,PHOENIX,MARICOPA,85016,YES,RN,PUBLIC,49,87.8%,0.0%,87.8%,91.8%,0.0%,91.8%,89.8%,0.0%,89.8%,93.9%,0.0%,93.9%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
WILLIAM T MACHAN ELEMENTARY SCHOOL,2140 E VIRGINIA AVE,PHOENIX,MARICOPA,85006,YES,RN,PUBLIC,65,86.2%,3.1%,89.2%,87.7%,0.0%,90.8%,87.7%,0.0%,90.8%,87.7%,0.0%,90.8%,96.9%,0.0%,100.0%,3.1%,0.0%,0.0%
MONTE VISTA ELEMENTARY SCHOOL,3501 E OSBORN RD,PHOENIX,MARICOPA,85018,YES,RN,PUBLIC,77,98.7%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
PAPAGO SCHOOL,2013 N 36TH ST,PHOENIX,MARICOPA,85008,YES,RN,PUBLIC,82,96.3%,1.2%,97.6%,96.3%,1.2%,97.6%,96.3%,1.2%,97.6%,100.0%,0.0%,100.0%,98.8%,1.2%,100.0%,2.4%,0.0%,1.2%
BILTMORE PREPARATORY ACADEMY,4601 N 34TH ST,PHOENIX,MARICOPA,85018,YES,LPN,PUBLIC,79,88.6%,11.4%,100.0%,88.6%,11.4%,100.0%,88.6%,11.4%,100.0%,88.6%,11.4%,100.0%,88.6%,11.4%,100.0%,11.4%,0.0%,11.4%
DREXEL ELEMENTARY SCHOOL,801 E DREXEL RD,TUCSON,PIMA,85706,YES,RN,PUBLIC,65,96.9%,1.5%,98.5%,96.9%,1.5%,98.5%,96.9%,1.5%,98.5%,98.5%,1.5%,100.0%,96.9%,1.5%,98.5%,1.5%,0.0%,1.5%
EXCELENCIA SCHOOL,2181 E MCDOWELL RD,PHOENIX,MARICOPA,85006,YES,LPN,PUBLIC,50,98.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
PORFIRIO H. GONZALES ELEMENTARY SCHOOL,9401 W GARFIELD ST,TOLLESON,MARICOPA,85353,YES,LPN,PUBLIC,76,96.1%,1.3%,100.0%,98.7%,1.3%,100.0%,97.4%,2.6%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,3.9%,2.6%,1.3%
ARIZONA DESERT ELEMENTARY SCHOOL,8803 W VAN BUREN ST,TOLLESON,MARICOPA,85353,YES,RN,PUBLIC,78,84.6%,6.4%,92.3%,92.3%,6.4%,100.0%,87.2%,6.4%,94.9%,91.0%,6.4%,98.7%,93.6%,6.4%,100.0%,6.4%,0.0%,6.4%
SHEELY FARMS ELEMENTARY SCHOOL,9450 W ENCANTO BLVD,PHOENIX,MARICOPA,85037,YES,RN,PUBLIC,72,94.4%,1.4%,100.0%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.4%,0.0%,0.0%
DESERT OASIS ELEMENTARY SCHOOL-85037,8802 W MCDOWELL RD,PHOENIX,MARICOPA,85037,NO,,PUBLIC,73,91.8%,1.4%,93.2%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,95.9%,1.4%,97.3%,1.4%,0.0%,0.0%
ARTHUR M HAMILTON SCHOOL,2020 W DURANGO,PHOENIX,MARICOPA,85009,NO,,PUBLIC,31,93.5%,0.0%,96.8%,96.8%,0.0%,100.0%,93.5%,0.0%,96.8%,96.8%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
JACK L KUBAN ELEMENTARY SCHOOL,3201 W SHERMAN ST,PHOENIX,MARICOPA,85009,YES,RN,PUBLIC,53,94.3%,3.8%,100.0%,94.3%,3.8%,100.0%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,3.8%,0.0%,3.8%
WILLIAM R SULLIVAN ELEMENTARY SCHOOL,2 N 31ST AVE,PHOENIX,MARICOPA,85009,NO,,PUBLIC,67,95.5%,1.5%,97.0%,95.5%,1.5%,97.0%,100.0%,0.0%,100.0%,98.5%,1.5%,100.0%,100.0%,0.0%,100.0%,1.5%,0.0%,0.0%
CAVETT ELEMENTARY SCHOOL,2120 E NACO VISTA DR,TUCSON,PIMA,85713,YES,RN,PUBLIC,21,85.7%,0.0%,85.7%,85.7%,0.0%,85.7%,85.7%,0.0%,85.7%,95.2%,0.0%,95.2%,95.2%,0.0%,95.2%,0.0%,0.0%,0.0%
ESTRELLA MOUNTAIN ELEMENTARY SCHOOL,10301 S SAN MIGUEL,GOODYEAR,MARICOPA,85338,NO,,PUBLIC,44,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
RAINBOW VALLEY ELEMENTARY SCHOOL,19716 W NARRAMORE RD,BUCKEYE,MARICOPA,85326,YES,LPN,PUBLIC,57,98.2%,0.0%,100.0%,98.2%,0.0%,100.0%,94.7%,0.0%,100.0%,98.2%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
WESTAR ELEMENTARY SCHOOL,17777 W WESTAR DR,GOODYEAR,MARICOPA,85338,YES,LPN,PUBLIC,54,87.0%,7.4%,98.1%,90.7%,7.4%,98.1%,87.0%,7.4%,100.0%,92.6%,7.4%,100.0%,92.6%,7.4%,100.0%,7.4%,0.0%,7.4%
LAS BRISAS ACADEMY,18211 W LAS BRISAS DR,GOODYEAR,MARICOPA,85338,NO,,PUBLIC,59,93.2%,3.4%,100.0%,93.2%,3.4%,100.0%,93.2%,3.4%,100.0%,93.2%,3.4%,100.0%,96.6%,3.4%,100.0%,3.4%,0.0%,3.4%
FREEDOM ELEMENTARY SCHOOL - 85326,22150 W. SUNDANCE PKWY S,BUCKEYE,MARICOPA,85326,YES,RN,PUBLIC,60,91.7%,5.0%,96.7%,95.0%,5.0%,100.0%,91.7%,5.0%,96.7%,96.7%,3.3%,100.0%,95.0%,5.0%,100.0%,5.0%,0.0%,5.0%
C I WAGGONER SCHOOL,1050 E CARVER RD,TEMPE,MARICOPA,85284,NO,,PUBLIC,57,96.5%,3.5%,100.0%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,100.0%,0.0%,100.0%,5.3%,0.0%,0.0%
KYRENE DEL NORTE SCHOOL,1331 E REDFIELD RD,TEMPE,MARICOPA,85283,NO,,PUBLIC,101,90.1%,2.0%,92.1%,93.1%,3.0%,96.0%,92.1%,2.0%,94.1%,94.1%,3.0%,97.0%,94.1%,3.0%,97.0%,3.0%,0.0%,2.0%
KYRENE DE LAS LOMAS SCHOOL,11820 S WARNER ELLIOT LOOP,PHOENIX,MARICOPA,85044,NO,,PUBLIC,70,88.6%,11.4%,100.0%,85.7%,11.4%,100.0%,87.1%,12.9%,100.0%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,12.9%,0.0%,7.1%
KYRENE DE LOS NINOS SCHOOL,1330 E DAVA DR,TEMPE,MARICOPA,85283,NO,,PUBLIC,61,82.0%,4.9%,88.5%,85.2%,4.9%,90.2%,86.9%,3.3%,90.2%,90.2%,3.3%,93.4%,93.4%,3.3%,96.7%,4.9%,0.0%,3.3%
KYRENE DEL CIELO SCHOOL,1350 N LAKESHORE DR,CHANDLER,MARICOPA,85226,NO,,PUBLIC,97,93.8%,6.2%,100.0%,93.8%,6.2%,100.0%,92.8%,7.2%,100.0%,93.8%,6.2%,100.0%,93.8%,6.2%,100.0%,7.2%,0.0%,6.2%
KYRENE DE LA PALOMA SCHOOL,5000 W WHITTEN ST,CHANDLER,MARICOPA,85226,NO,,PUBLIC,69,91.3%,2.9%,94.2%,91.3%,2.9%,94.2%,89.9%,2.9%,92.8%,94.2%,2.9%,97.1%,97.1%,2.9%,100.0%,2.9%,0.0%,2.9%
KYRENE DE LA COLINA SCHOOL,13612 S 36TH ST,PHOENIX,MARICOPA,85044,NO,,PUBLIC,77,87.0%,1.3%,88.3%,89.6%,1.3%,90.9%,84.4%,1.3%,85.7%,94.8%,1.3%,96.1%,92.2%,1.3%,93.5%,1.3%,0.0%,1.3%
KYRENE DEL SURENO SCHOOL,3375 W GALVESTON RD,CHANDLER,MARICOPA,85226,NO,,PUBLIC,53,88.7%,3.8%,94.3%,90.6%,3.8%,96.2%,92.5%,3.8%,98.1%,92.5%,3.8%,98.1%,92.5%,3.8%,96.2%,3.8%,0.0%,3.8%
KYRENE DE LA MARIPOSA SCHOOL,50 E KNOX RD,TEMPE,MARICOPA,85284,NO,,PUBLIC,64,76.6%,7.8%,87.5%,82.8%,9.4%,93.8%,76.6%,7.8%,85.9%,85.9%,7.8%,96.9%,89.1%,7.8%,96.9%,9.4%,0.0%,6.3%
LIBERTY ELEMENTARY SCHOOL,5495 S LIBERTY AVE,TUCSON,PIMA,85706,YES,RN,PUBLIC,64,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,1.6%,0.0%,1.6%
KYRENE DE LOS LAGOS SCHOOL,17001 S 34TH WAY,PHOENIX,MARICOPA,85048,NO,,PUBLIC,111,98.2%,0.9%,99.1%,98.2%,0.9%,99.1%,88.3%,0.9%,89.2%,97.3%,0.9%,98.2%,98.2%,0.9%,99.1%,0.9%,0.0%,0.9%
KYRENE MONTE VISTA SCHOOL,15221 S RAY RD,PHOENIX,MARICOPA,85048,NO,,PUBLIC,65,95.4%,4.6%,100.0%,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,100.0%,0.0%,100.0%,6.2%,0.0%,3.1%
KYRENE DE LA SIERRA SCHOOL,1122 E LIBERTY LN,PHOENIX,MARICOPA,85048,YES,RN,PUBLIC,65,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
KYRENE DE LA MIRADA SCHOOL,5500 W GALVESTON ST,CHANDLER,MARICOPA,85226,NO,,PUBLIC,82,95.1%,4.9%,100.0%,95.1%,4.9%,100.0%,95.1%,4.9%,100.0%,95.1%,2.4%,100.0%,96.3%,3.7%,100.0%,6.1%,0.0%,2.4%
KYRENE DE LA ESPERANZA SCHOOL,14841 S 41ST PL,PHOENIX,MARICOPA,85044,NO,,PUBLIC,66,89.4%,10.6%,100.0%,87.9%,12.1%,100.0%,87.9%,12.1%,100.0%,90.9%,7.6%,98.5%,92.4%,7.6%,100.0%,13.6%,0.0%,7.6%
KYRENE DE LAS BRISAS SCHOOL,777 N DESERT BREEZE BLVD EAST,CHANDLER,MARICOPA,85226,NO,,PUBLIC,88,90.9%,4.5%,95.5%,90.9%,4.5%,95.5%,89.8%,4.5%,94.3%,94.3%,4.5%,98.9%,95.5%,4.5%,100.0%,4.5%,0.0%,4.5%
KYRENE DE LOS CERRITOS SCHOOL,14620 S DESERT FOOTHILLS PKWY,PHOENIX,MARICOPA,85048,YES,RN,PUBLIC,46,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,100.0%,0.0%,100.0%,4.3%,0.0%,0.0%
KYRENE DE LA ESTRELLA ELEMENTARY SCHOOL,2620 E LIBERTY LN,PHOENIX,MARICOPA,85048,YES,RN,PUBLIC,49,89.8%,10.2%,100.0%,87.8%,10.2%,98.0%,89.8%,10.2%,100.0%,89.8%,10.2%,100.0%,89.8%,10.2%,100.0%,10.2%,0.0%,10.2%
KYRENE DE LAS MANITAS SCHOOL,1201 W COURTNEY LN,TEMPE,MARICOPA,85284,NO,,PUBLIC,43,93.0%,7.0%,100.0%,93.0%,7.0%,100.0%,86.0%,14.0%,100.0%,90.7%,7.0%,100.0%,88.4%,11.6%,100.0%,14.0%,0.0%,7.0%
KYRENE DEL MILENIO,4630 E FRYE RD,PHOENIX,MARICOPA,85048,NO,,PUBLIC,46,71.7%,21.7%,93.5%,67.4%,21.7%,89.1%,80.4%,8.7%,89.1%,87.0%,8.7%,95.7%,93.5%,6.5%,100.0%,21.7%,0.0%,6.5%
GALLEGO BASIC ELEMENTARY SCHOOL,6200 S HEMISPHERE PL,TUCSON,PIMA,85706,YES,RN,PUBLIC,116,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,0.9%,0.0%,0.9%
DAVID CROCKETT SCHOOL,501 N 36TH ST,PHOENIX,MARICOPA,85008,YES,LPN,PUBLIC,97,95.9%,1.0%,96.9%,96.9%,1.0%,97.9%,96.9%,1.0%,97.9%,95.9%,1.0%,96.9%,95.9%,1.0%,96.9%,1.0%,0.0%,1.0%
GRIFFITH ELEMENTARY SCHOOL,4505 E PALM LN,PHOENIX,MARICOPA,85008,NO,,PUBLIC,84,84.5%,3.6%,88.1%,84.5%,3.6%,88.1%,84.5%,3.6%,88.1%,92.9%,3.6%,96.4%,86.9%,3.6%,90.5%,3.6%,0.0%,3.6%
BRUNSON-LEE ELEMENTARY SCHOOL,1350 N 48TH ST,PHOENIX,MARICOPA,85008,YES,RN,PUBLIC,87,89.7%,4.6%,94.3%,89.7%,4.6%,94.3%,88.5%,4.6%,96.6%,95.4%,4.6%,100.0%,95.4%,4.6%,100.0%,4.6%,0.0%,4.6%
BALES ELEMENTARY SCHOOL,25400 W MARICOPA RD,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,59,79.7%,11.9%,100.0%,81.4%,11.9%,100.0%,79.7%,11.9%,100.0%,91.5%,8.5%,100.0%,100.0%,0.0%,100.0%,11.9%,0.0%,8.5%
WESTPARK ELEMENTARY SCHOOL,2700 S 257TH DR,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,62,85.5%,4.8%,100.0%,87.1%,4.8%,100.0%,90.3%,4.8%,100.0%,90.3%,4.8%,100.0%,95.2%,4.8%,100.0%,4.8%,0.0%,4.8%
STEVEN R JASINSKI ELEMENTARY SCHOOL,4280 S 246TH AVE,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,61,88.5%,4.9%,100.0%,90.2%,4.9%,100.0%,85.2%,4.9%,100.0%,95.1%,4.9%,100.0%,98.4%,1.6%,100.0%,4.9%,0.0%,1.6%
SUNDANCE ELEMENTARY SCHOOL-85326,23800 W HADLEY ST,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,76,85.5%,3.9%,96.1%,85.5%,1.3%,94.7%,85.5%,1.3%,92.1%,96.1%,1.3%,100.0%,98.7%,1.3%,100.0%,3.9%,0.0%,1.3%
MARIONNEAUX ELEMENTARY SCHOOL,21455 W ROESER RD,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,79,87.3%,5.1%,100.0%,89.9%,5.1%,100.0%,92.4%,5.1%,100.0%,94.9%,5.1%,100.0%,98.7%,1.3%,100.0%,5.1%,0.0%,2.5%
LOS NINOS ELEMENTARY SCHOOL,5445 S ALVERNON WAY,TUCSON,PIMA,85706,YES,RN,PUBLIC,54,96.3%,1.9%,100.0%,96.3%,1.9%,100.0%,96.3%,1.9%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.9%,0.0%,1.9%
INCA ELEMENTARY SCHOOL,236000 W DURANGO ST,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,60,70.0%,5.0%,83.3%,73.3%,5.0%,83.3%,81.7%,5.0%,91.7%,88.3%,5.0%,93.3%,93.3%,5.0%,98.3%,5.0%,0.0%,5.0%
BUCKEYE PRIMARY SCHOOL,210 S 6TH ST,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,91,80.2%,3.3%,89.0%,81.3%,3.3%,89.0%,79.1%,3.3%,89.0%,85.7%,3.3%,89.0%,86.8%,3.3%,90.1%,3.3%,0.0%,3.3%
MADISON TRADITIONAL ACADEMY,925 E MARYLAND AVE,PHOENIX,MARICOPA,85014,NO,,PUBLIC,76,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,96.1%,2.6%,100.0%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,3.9%,0.0%,0.0%
MADISON CAMELVIEW ELEMENTARY,2002 E CAMPBELL AVE,PHOENIX,MARICOPA,85016,NO,,PUBLIC,123,92.7%,3.3%,100.0%,95.1%,3.3%,100.0%,92.7%,3.3%,100.0%,95.9%,3.3%,100.0%,96.7%,3.3%,100.0%,3.3%,3.3%,3.3%
MADISON ROSE LANE SCHOOL,1155 E ROSE LN,PHOENIX,MARICOPA,85014,YES,RN,PUBLIC,152,93.4%,4.6%,99.3%,93.4%,3.9%,98.7%,92.8%,4.6%,98.7%,94.1%,3.9%,99.3%,97.4%,2.0%,99.3%,5.9%,0.0%,3.9%
LOS AMIGOS ELEMENTARY SCHOOL,2200 E DREXEL RD,TUCSON,PIMA,85706,YES,RN,PUBLIC,82,92.7%,2.4%,98.8%,96.3%,2.4%,98.8%,96.3%,2.4%,98.8%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.4%,0.0%,0.0%
GLENDALE LANDMARK MIDDLE SCHOOL,5730 W MYRTLE AVE,GLENDALE,MARICOPA,85301,YES,RN,PUBLIC,94,85.1%,0.0%,85.1%,89.4%,0.0%,89.4%,86.2%,0.0%,86.2%,91.5%,0.0%,91.5%,98.9%,0.0%,98.9%,6.4%,0.0%,0.0%
HAROLD W SMITH SCHOOL,6534 N 63RD AVE,GLENDALE,MARICOPA,85301,NO,,PUBLIC,98,88.8%,0.0%,91.8%,95.9%,0.0%,99.0%,98.0%,0.0%,98.0%,99.0%,0.0%,99.0%,99.0%,0.0%,99.0%,0.0%,0.0%,0.0%
WILLIAM C JACK SCHOOL,6600 W MISSOURI AVE,GLENDALE,MARICOPA,85301,NO,,PUBLIC,111,96.4%,0.0%,96.4%,97.3%,0.0%,97.3%,94.6%,0.0%,94.6%,97.3%,0.0%,97.3%,100.0%,0.0%,100.0%,0.9%,0.0%,0.0%
GLENN F BURTON SCHOOL,4801 W MARYLAND AVE,GLENDALE,MARICOPA,85301,YES,RN,PUBLIC,68,92.6%,4.4%,97.1%,94.1%,4.4%,98.5%,94.1%,4.4%,98.5%,95.6%,4.4%,100.0%,95.6%,4.4%,100.0%,4.4%,0.0%,4.4%
GLENDALE AMERICAN SCHOOL,8530 N 55TH AVE,GLENDALE,MARICOPA,85302,NO,,PUBLIC,54,87.0%,0.0%,87.0%,90.7%,0.0%,90.7%,83.3%,0.0%,83.3%,88.9%,0.0%,88.9%,96.3%,0.0%,96.3%,1.9%,0.0%,0.0%
HORIZON SCHOOL,8520 N 47TH AVE,GLENDALE,MARICOPA,85302,YES,RN,PUBLIC,95,92.6%,6.3%,100.0%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,96.8%,3.2%,100.0%,100.0%,0.0%,100.0%,6.3%,0.0%,1.1%
BICENTENNIAL SOUTH SCHOOL,7240 W COLTER ST,GLENDALE,MARICOPA,85303,NO,,PUBLIC,96,89.6%,0.0%,89.6%,91.7%,0.0%,91.7%,90.6%,0.0%,90.6%,95.8%,0.0%,95.8%,100.0%,0.0%,100.0%,1.0%,0.0%,0.0%
DISCOVERY SCHOOL,7910 W MARYLAND AVE,GLENDALE,MARICOPA,85303,NO,,PUBLIC,58,91.4%,0.0%,91.4%,94.8%,0.0%,94.8%,93.1%,0.0%,93.1%,94.8%,0.0%,94.8%,98.3%,0.0%,98.3%,1.7%,1.7%,0.0%
DESERT GARDEN ELEMENTARY SCHOOL,7020 W OCOTILLO RD,GLENDALE,MARICOPA,85303,YES,LPN,PUBLIC,144,91.0%,4.2%,95.1%,92.4%,4.2%,96.5%,90.3%,4.2%,94.4%,93.1%,4.2%,97.2%,95.8%,4.2%,100.0%,4.2%,0.0%,4.2%
COYOTE RIDGE,7677 W BETHANY HOME RD,GLENDALE,MARICOPA,85303,YES,LPN,PUBLIC,52,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
DESERT SPIRIT,7355 W ORANGEWOOD AVE,GLENDALE,MARICOPA,85303,YES,RN,PUBLIC,61,96.7%,0.0%,100.0%,96.7%,0.0%,100.0%,98.4%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SUNSET VISTA ELEMENTARY,7775 W ORANGEWOOD AVE,GLENDALE,MARICOPA,85303,YES,LPN,PUBLIC,35,94.3%,0.0%,97.1%,94.3%,2.9%,97.1%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,2.9%,0.0%,0.0%
MICHAEL ANDERSON SCHOOL,45 S 3RD AVE,AVONDALE,MARICOPA,85323,YES,LPN,PUBLIC,60,91.7%,3.3%,95.0%,93.3%,3.3%,96.7%,90.0%,3.3%,93.3%,95.0%,3.3%,98.3%,85.0%,3.3%,88.3%,3.3%,0.0%,3.3%
MISSION MANOR ELEMENTARY SCHOOL,600 W SANTA ROSA ST,TUCSON,PIMA,85706,YES,RN,PUBLIC,75,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LATTIE COOR SCHOOL,1406 N CENTRAL AVE,AVONDALE,MARICOPA,85323,YES,RN,PUBLIC,134,84.3%,2.2%,100.0%,88.1%,2.2%,100.0%,85.8%,2.2%,100.0%,93.3%,2.2%,100.0%,96.3%,2.2%,98.5%,2.2%,0.0%,2.2%
WILDFLOWER ACCELERATED ACADEMY,325 S WILDFLOWER DR,GOODYEAR,MARICOPA,85338,YES,LPN,PUBLIC,80,86.3%,5.0%,97.5%,86.3%,5.0%,97.5%,86.3%,5.0%,97.5%,91.3%,5.0%,97.5%,92.5%,5.0%,97.5%,5.0%,0.0%,5.0%
DESERT STAR SCHOOL,2131 S 157TH AVE,GOODYEAR,MARICOPA,85338,YES,LPN,PUBLIC,68,97.1%,1.5%,98.5%,97.1%,1.5%,98.5%,95.6%,2.9%,98.5%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,2.9%,1.5%,0.0%
DESERT THUNDER SCHOOL,16750 W GARFIELD ST,GOODYEAR,MARICOPA,85338,YES,LPN,PUBLIC,108,96.3%,2.8%,100.0%,97.2%,2.8%,100.0%,96.3%,2.8%,100.0%,95.4%,2.8%,100.0%,100.0%,0.0%,100.0%,2.8%,0.0%,0.0%
COPPER TRAILS ELEMENTARY,16875 WEST CANYON TRAILS BLVD,GOODYEAR,MARICOPA,85338,YES,LPN,PUBLIC,88,95.5%,3.4%,100.0%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,98.9%,1.1%,100.0%,3.4%,0.0%,2.3%
CENTERRA MIRAGE ELEMENTARY,15151 WEST CENTERRA DRIVE SOUTH,GOODYEAR,MARICOPA,85338,YES,LPN,PUBLIC,48,89.6%,10.4%,100.0%,89.6%,10.4%,100.0%,93.8%,6.3%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,10.4%,0.0%,2.1%
FOWLER ELEMENTARY SCHOOL,6707 W VAN BUREN ST,PHOENIX,MARICOPA,85043,YES,RN,PUBLIC,58,91.4%,5.2%,96.6%,93.1%,3.4%,96.6%,93.1%,3.4%,96.6%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,5.2%,0.0%,0.0%
