SCHOOL_NAME,SCHOOL_TYPE,SCHOOL_ADDRESS_ONE,CITY,COUNTY,ZIP_CODE,HAS_NURSE,NURSE_TYPE,ENROLLED,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_TDAP,PCT_EXEMPT_TDAP,PCT_COMPLIANCE_TDAP,PCT_IMMUNE_MVMVC,PCT_EXEMPT_MVMVC,PCT_COMPLIANCE_MVMVC,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL,Column1
Sunnyslope Elementary School,Public,245 E Mountain View Rd. ,Phoenix,Maricopa,85020,N,,86,97.70%,0.00%,97.70%,95.30%,1.20%,98.80%,96.50%,1.20%,97.70%,97.70%,1.20%,98.80%,97.70%,1.20%,98.80%,97.70%,1.20%,98.80%,84.90%,1.20%,100%,2.30%,0.00%,0.00%,
Sunrise Elementary School,Public,17624 N 31st Ave.,Phoenix,Maricopa,85053,Y,RN,79,96.20%,3.80%,100%,92.40%,3.80%,100%,92.40%,3.80%,100%,96.20%,3.80%,100%,98.70%,1.30%,100%,98.70%,1.30%,100%,91.10%,0.00%,100%,3.80%,0.00%,0.00%,
Sunset Canyon Elementary,Public,2727 E. Siesta Ln.,Phoenix,Maricopa,85050,Y,RN,77,94.80%,5.20%,100%,93.50%,5.20%,100%,93.50%,5.20%,100%,96.10%,3.90%,100%,96.10%,3.90%,100%,97.40%,2.60%,100%,77.90%,2.60%,100%,5.20%,0.00%,5.20%,
Sunset Heights Elementary School,Public,9687 W. Adam Ave.,Peoria,Maricopa,85382,Y,RN,111,99.10%,0.90%,100%,87.40%,9.90%,97.30%,87.40%,9.90%,97.30%,95.50%,4.50%,100%,94.60%,5.40%,100%,95.50%,4.50%,100%,82.00%,4.50%,100%,9.90%,0.00%,4.50%,
Sunset Hills Elementary,Public,17825 W Sierra Montana Loop,Surprise,Maricopa,85388,N,,131,99.20%,0.80%,100%,90.10%,7.60%,99.20%,89.30%,6.90%,96.90%,98.50%,1.50%,100%,97.70%,2.30%,100%,100%,0.00%,100%,79.40%,0.00%,100%,9.90%,0.00%,0.00%,
Sunset Ridge Elementary (Glendale),Public,8490 W Missouri Ave. ,Glendale,Maricopa,85305,N,,78,100%,0.00%,100%,98.70%,1.30%,100%,97.40%,1.30%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,92.30%,0.00%,100%,1.30%,0.00%,0.00%,
Sunset Ridge Elementary (Phoenix),Public,35707 N. 33rd. Ln.,Phoenix,Maricopa,85086,Y,LPN,111,98.20%,1.80%,100%,92.80%,0.00%,92.80%,93.70%,1.80%,97.30%,96.40%,3.60%,100%,96.40%,3.60%,100%,96.40%,3.60%,100%,83.80%,4.50%,100%,7.20%,0.90%,0.00%,
Sunset School,Public,4626 W Mountain View Rd. ,Glendale,Maricopa,85302,N,,77,96.10%,1.30%,97.40%,94.80%,3.90%,98.70%,94.80%,3.90%,98.70%,98.70%,1.30%,100%,98.70%,1.30%,100%,98.70%,1.30%,100%,89.60%,1.30%,100%,3.90%,0.00%,0.00%,
Sunset Vista Elementary School,Public,7775 W. Orangewood Ave.,Glendale,Maricopa,85303,Y,LPN,110,97.30%,2.70%,100%,32.70%,0.90%,40.00%,31.80%,0.90%,35.50%,98.20%,0.90%,99.10%,99.10%,0.90%,100%,99.10%,0.90%,100%,84.50%,0.90%,100%,0.90%,0.00%,0.00%,
Supai Middle School,Public,6720 E Continental Dr. ,Scottsdale,Maricopa,85257,Y,RN,203,99.50%,0.50%,100%,96.60%,3.40%,100%,96.60%,3.40%,100%,99.00%,1.00%,100%,99.00%,1.00%,100%,100%,0.00%,100%,80.30%,0.00%,100%,3.40%,2.00%,0.00%,
Superstition Springs Elementary,Public,7125 East Monterey Ave.,Mesa,Maricopa,85209,Y,RN,84,98.80%,1.20%,100%,96.40%,1.20%,100%,96.40%,1.20%,100%,97.60%,2.40%,100%,100%,0.00%,100%,98.80%,1.20%,100%,78.60%,1.20%,100%,4.80%,0.00%,0.00%,
Surprise Elementary School,Public,12907 W Greenway Rd. ,El Mirage,Maricopa,85335,N,,80,98.80%,1.30%,100%,76.30%,1.30%,80.00%,75.00%,1.30%,77.50%,98.80%,1.30%,100%,98.80%,1.30%,100%,98.80%,1.30%,100%,3.80%,1.30%,100%,1.30%,0.00%,1.30%,
Sweetwater Community School,Public,4215 E Andora Dr.,Phoenix,Maricopa,85032,Y,RN,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Sweetwater Elementary School,Public,4602 W Sweetwater Ave. ,Glendale,Maricopa,85304,Y,RN,65,95.40%,3.10%,98.50%,93.80%,0.00%,98.50%,93.80%,3.10%,98.50%,98.50%,1.50%,100%,96.90%,3.10%,100%,96.90%,3.10%,100%,81.50%,0.00%,100%,6.20%,1.50%,1.50%,
System Phoenix Charter School,Charter,1301 East Almeria Rd.,Phoenix,Maricopa,85006,N,,43,95.30%,0.00%,95.30%,90.70%,0.00%,90.70%,97.70%,0.00%,97.70%,88.40%,0.00%,88.40%,88.40%,0.00%,88.40%,83.70%,0.00%,83.70%,83.70%,0.00%,93.00%,0.00%,0.00%,0.00%,
T Dale Hancock Elementary,Public,2425 S Pleasant Dr.,Chandler,Maricopa,85286,N,,117,98.30%,1.70%,100%,92.30%,4.30%,100%,91.50%,5.10%,99.10%,97.40%,2.60%,100%,98.30%,1.70%,100%,97.40%,2.60%,100%,97.40%,2.60%,100%,6.00%,1.70%,1.70%,
T G Barr School,Public,2041 E VineyaRd.  Rd. ,Phoenix,Maricopa,85042,Y,RN,46,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%,
Taft Elementary,Public,9800 E Quarterline Rd.,Mesa,Maricopa,85207,Y,RN,59,100%,0.00%,100%,91.50%,0.00%,100%,89.80%,0.00%,100%,100%,0.00%,100%,96.60%,3.40%,100%,94.90%,5.10%,100%,76.30%,0.00%,100%,10.20%,5.10%,0.00%,
Tanque Verde Elementary School,Public,2600 N Fennimore Ave. ,Tucson,Pima,85749,Y,RN,107,99.10%,0.90%,100%,98.10%,1.90%,100%,98.10%,1.90%,100%,98.10%,1.90%,100%,98.10%,1.90%,100%,98.10%,1.90%,100%,84.10%,0.00%,100%,2.80%,0.00%,2.80%,
Tartesso Elementary School,Charter,29677 W Indianola Ave.,Buckeye,Maricopa,85396,N,,47,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,89.40%,0.00%,100%,0.00%,0.00%,0.00%,
Taylor Intermediate School,Public,207 N 500 West,Taylor,Navajo,85937,Y,RN,84,92.90%,7.10%,100%,92.90%,0.00%,100%,92.90%,7.10%,100%,92.90%,7.10%,100%,92.90%,7.10%,100%,92.90%,7.10%,100%,65.50%,6.00%,100%,6.00%,1.20%,1.20%,
Telesis Preparatory,Charter,2598 Starlite Ln.,Lake Havasu City,Mohave,86403,N,,41,92.70%,7.30%,100%,87.80%,7.30%,100%,87.80%,7.30%,100%,92.70%,7.30%,100%,92.70%,7.30%,100%,92.70%,7.30%,100%,80.50%,7.30%,100%,7.30%,0.00%,7.30%,
Tempe Academy Of International Studies Mckemy Campus,Public,2250 S College Ave.,Tempe,Maricopa,85282,N,,107,98.10%,1.90%,100%,93.50%,4.70%,100%,93.50%,6.50%,100%,96.30%,3.70%,100%,95.30%,4.70%,100%,99.10%,0.00%,99.10%,83.20%,0.00%,100%,6.50%,0.00%,0.00%,
Terramar Elementary School,Public,7000 W Happy Valley Rd. ,Peoria,Maricopa,85383,Y,RN,103,97.10%,2.90%,100%,93.20%,5.80%,100%,93.20%,5.80%,100%,96.10%,3.90%,100%,97.10%,2.90%,100%,97.10%,2.90%,100%,85.40%,1.90%,100%,7.80%,0.00%,1.90%,
Tesseract Middle School,Private,4800 E. Doubletree Ranch Rd.,Paradise Valley,Maricopa,85253,Y,RN,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Thatcher Elementary School,Public,1350 N 4th Ave.,Thatcher,Graham,85552,Y,RN,131,95.40%,0.00%,95.40%,89.30%,5.30%,96.20%,87.80%,5.30%,93.10%,93.10%,6.90%,100%,92.40%,6.90%,99.20%,95.40%,4.60%,100%,80.20%,0.00%,100%,9.20%,0.00%,9.20%,
The Berean Academy,Charter,4699 E Highway 90,Sierra Vista,Cochise,85365,N,,29,100%,0.00%,100%,82.80%,0.00%,100%,62.10%,0.00%,69.00%,100%,0.00%,100%,100%,0.00%,100%,96.60%,0.00%,96.60%,100%,0.00%,100%,0.00%,0.00%,0.00%,
The Gregory School,Private,3231 N Cryacroft Rd. ,Tucson,Pima,85712,N,,36,97.20%,2.80%,100%,91.70%,2.80%,97.20%,91.70%,2.80%,100%,97.20%,2.80%,100%,97.20%,2.80%,100%,94.40%,2.80%,97.20%,91.70%,0.00%,100%,5.60%,0.00%,0.00%,
The Jones-gordon School,Private,16641 N 91st St. ,Scottsdale,Maricopa,85260,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
The Odyssey :institute For Advanced And International Studies,Charter,1495 S. Verrado Way,Buckeye,Maricopa,85326,Y,LPN,211,95.30%,4.70%,100%,92.40%,7.60%,100%,92.40%,7.60%,100%,94.80%,5.20%,100%,94.80%,5.20%,100%,95.70%,4.30%,100%,82.00%,4.30%,100%,8.50%,0.00%,4.30%,
The Odyssey Preparatory School - Casa Grande,Charter,950 N Peart Rd.,Casa Grande,Pinal,85122,N,,28,100%,0.00%,100%,96.40%,0.00%,96.40%,96.40%,0.00%,96.40%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,75.00%,0.00%,100%,0.00%,0.00%,0.00%,
The Peak School,Charter,2016 N First  St. ,Flagstaff,Coconino,86004,N,,22,95.50%,4.50%,100%,95.50%,4.50%,100%,90.90%,9.10%,100%,95.50%,4.50%,100%,95.50%,4.50%,100%,100%,0.00%,100%,86.40%,4.50%,100%,4.50%,0.00%,0.00%,
The Rising School,Charter,7444 E Broadway Blvd.,Tucson,Pima,85710,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
The Shelby School,Charter,P.O. Box 1804,Payson,Gila,85547,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Thomas A. Edison Elementary School,Public,804 N. 18th St. ,Phoenix,Maricopa,85006,Y,RN,64,100%,0.00%,100%,98.40%,0.00%,98.40%,98.40%,0.00%,98.40%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,98.40%,0.00%,100%,0.00%,0.00%,0.00%,
Thompson Ranch Elementary,Public,11800 W Thompson Ranch,El Mirage,Maricopa,85335,Y,RN,80,98.80%,1.30%,100%,77.50%,2.50%,83.80%,80.00%,2.50%,82.50%,98.80%,1.30%,100%,98.80%,1.30%,100%,98.80%,1.30%,100%,86.30%,2.50%,100%,3.80%,0.00%,1.30%,
Thornydale Elementary,Public,7651 N. Oldfather Dr.,Tucson,Pima,85741,N,,36,100%,0.00%,100%,94.40%,2.80%,97.20%,94.40%,2.80%,97.20%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,75.00%,0.00%,100%,2.80%,0.00%,0.00%,
Thunderbird Christian Elementary,Private,7440 E Sutton Dr.,Scottsdale,Maricopa,85260,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Toltec Elementary School,Public,3315 N. Toltec Rd. ,Eloy,Pinal,85131,N,,47,95.70%,0.00%,95.70%,95.70%,0.00%,95.70%,95.70%,0.00%,95.70%,95.70%,0.00%,95.70%,95.70%,0.00%,95.70%,95.70%,0.00%,95.70%,95.70%,0.00%,95.70%,2.10%,0.00%,2.10%,
Tonto Basin Elementary School,Charter,445 S Old Hwy 188,Tonto Basin,Gila,85553,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Topock Elementary School,Public,P.O. Box 370,Topock,Mohave,86436,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Town And Country Elementary School,Public,1313 S Lenzner Ave. ,Sierra Vista,Cochise,85635,Y,RN,51,98.00%,0.00%,98.00%,94.10%,5.90%,100%,96.10%,3.90%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,78.40%,0.00%,100%,5.90%,0.00%,0.00%,
Towne Meadows Elementary School,Public,1101 N Recker Rd. ,Higley,Maricopa,85234,N,,112,97.30%,2.70%,100%,90.20%,4.50%,100%,92.00%,2.70%,100%,97.30%,2.70%,100%,96.40%,3.60%,100%,97.30%,2.70%,100%,79.50%,2.70%,100%,2.70%,0.00%,0.00%,
Trailside Point Elementary,Public,7272 W VineyaRd.  Rd. ,Laveen,Maricopa,85339,N,,111,97.30%,1.80%,99.10%,93.70%,1.80%,96.40%,95.50%,1.80%,98.20%,95.50%,1.80%,97.30%,95.50%,1.80%,97.30%,97.30%,1.80%,99.10%,97.30%,1.80%,99.10%,1.80%,0.00%,1.80%,
Tres Rios Elementary School,Public,5025 S 103rd Ave.,Tolleson,Maricopa,85353,Y,LPN,108,100%,0.00%,100%,99.10%,0.00%,99.10%,98.10%,0.00%,99.10%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,94.40%,0.00%,100%,0.90%,0.00%,0.00%,
Tri-city Christian Academy,Private,2211 W. Germann Rd.,Chandler,Maricopa,85286,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Trinity Christian School (Mesa),Private,2402 N. Usery Pass Rd. ,Mesa,Maricopa,85207,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Trinity Christian School (Prescott),Private,1077 Mogollon Rd. ,Prescott,Yavapai,86301,N,,24,79.20%,20.80%,100%,83.30%,16.70%,100%,58.30%,41.70%,100%,83.30%,16.70%,100%,87.50%,12.50%,100%,87.50%,12.50%,100%,62.50%,12.50%,100%,37.50%,0.00%,37.50%,
Trinity Lutheran Elementary School,Private,830 Plaza Cir.,Litchfield Park,Maricopa,85340,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Triumphant Learning Center,Charter,201 E. Main St.,Safford,Graham,85546,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Trivium Preparatory,Charter,2001 N. Bullard Ave.,Goodyear,Maricopa,85395,Y,RN,110,90.90%,9.10%,100%,0.00%,9.10%,99.10%,87.30%,0.00%,90.00%,90.90%,9.10%,100%,90.90%,9.10%,100%,90.90%,9.10%,100%,84.50%,9.10%,100%,9.10%,0.00%,9.10%,
Tsaile Elementary School,Public,Rte 12,Tsaile,Apache,86503,N,,41,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%,
Tsehootsooi Dine Bi'olta' (navajo Immersion),Public,Navajo Route 12,Fort Defiance,Apache,86504,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Tuba City Jr. High School,Public,P.O. Box 67,Tuba City,Coconino,86045,N,,103,98.10%,0.00%,98.10%,22.30%,0.00%,44.70%,22.30%,0.00%,23.30%,99.00%,0.00%,99.00%,94.20%,0.00%,94.20%,98.10%,0.00%,98.10%,93.20%,0.00%,100%,0.00%,0.00%,0.00%,
Tucson Collegiate Prep,Charter,40 W Fort Lowell St. ,Tucson,Pima,85705,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Tucson Country Day School,Charter,9239 E. Wrightstown Rd.,Tucson,Pima,85715,N,,78,98.70%,1.30%,100%,98.70%,1.30%,100%,98.70%,1.30%,100%,98.70%,1.30%,100%,98.70%,1.30%,100%,98.70%,1.30%,100%,97.40%,1.30%,100%,1.30%,0.00%,0.00%,
Tucson Hebrew Academy,Private,3888 E. River Rd. ,Tucson,Pima,85718,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Tucson International Academy - Broadway Campus,Charter,1230 E Broadway Blvd.,Tucson,Pima,85719,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Tucson International Academy - East Campus,Charter,450 N. Pantano Rd.,Tucson,Pima,85710,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Tucson International Academy - Midvale Campus,Charter,1625 W Valencia Rd.  #109,Tucson,Pima,85745,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Tucson International Academy - West Campus,Charter,2700 W BRd.way Blvd.,Tucson,Pima,85745,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Tucson Waldorf School,Private,3605 E River Rd. ,Tucson,Pima,85718,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Tumbleweed Elementary School,Public,4001 W Laurel Ln.,Phoenix,Maricopa,85029,N,,65,100%,0.00%,100%,98.50%,1.50%,100%,98.50%,1.50%,100%,98.50%,1.50%,100%,98.50%,1.50%,100%,100%,0.00%,100%,89.20%,0.00%,100%,1.50%,1.50%,1.50%,
Twin Peaks Elementary,Public,7995 W. Twin Peaks Rd.,Tucson,Pima,85743,N,,88,96.60%,3.40%,100%,85.20%,4.50%,93.20%,81.80%,5.70%,87.50%,96.60%,3.40%,100%,96.60%,3.40%,100%,96.60%,3.40%,100%,77.30%,3.40%,100%,3.40%,0.00%,8.00%,
United Christian School,Private,P.O. Box 3126,Camp Verde,Yavapai,86322,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Utterback Middle School,Public,3233 S Pinal Vista,Tucson,Pima,85713,Y,RN,154,100%,0.00%,100%,96.10%,0.00%,96.10%,95.50%,0.00%,95.50%,98.70%,0.00%,98.70%,100%,0.00%,100%,99.40%,0.00%,99.40%,96.80%,0.00%,96.80%,0.00%,0.00%,0.00%,
V H Lassen Elementry School,Public,909 West Vineyard Rd. ,Phoenix,Maricopa,85041,Y,RN,52,100%,0.00%,100%,80.80%,0.00%,80.80%,82.70%,0.00%,82.70%,98.10%,0.00%,98.10%,98.10%,0.00%,98.10%,98.10%,0.00%,98.10%,100%,0.00%,100%,3.80%,0.00%,3.80%,
Vail Academy & High School,Charter,7762 E Science Park Dr.,Tucson,Pima,85747,N,,51,100%,0.00%,100%,88.20%,7.80%,100%,88.20%,7.80%,100%,96.10%,3.90%,100%,100%,0.00%,100%,100%,0.00%,100%,90.20%,0.00%,100%,7.80%,0.00%,0.00%,
Vail Blended Learning Program,Charter,7545 S. Houghton Rd.,Tucson,Pima,85747,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Vail Digital Learning Program,Public,P.O. Box 800,Vail,Pima,85641,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Val Vista Academy,Charter,4120 S. Val Vista Ave.,Gilbert,Maricopa,85297,N,,30,100%,0.00%,100%,83.30%,0.00%,100%,83.30%,0.00%,83.30%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,16.70%,0.00%,0.00%,
Val Vista Lakes Elementary,Public,1030 North Blue Grotto Dr.,Gilbert,Maricopa,85234,Y,RN,67,95.50%,0.00%,95.50%,95.50%,0.00%,95.50%,95.50%,0.00%,95.50%,95.50%,4.50%,100%,95.50%,4.50%,100%,97.00%,3.00%,100%,88.10%,3.00%,100%,6.00%,0.00%,3.00%,
Valencia Middle School,Public,4400 W Irvington Rd. ,Tucson,Pima,85746,Y,RN,272,99.30%,0.40%,99.60%,95.60%,2.20%,98.20%,95.20%,2.20%,97.80%,98.90%,0.70%,99.60%,98.90%,1.10%,100%,98.90%,0.40%,99.30%,93.80%,1.10%,100%,2.60%,0.40%,0.00%,
Valentine Elementary School,Public,12491 N Byers St. ,Truxton,Mohave,86434,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Valley Academy,Charter,1520 W. Rose Garden Ln.,Phoenix,Maricopa,85027,Y,RN,72,94.40%,5.60%,100%,84.70%,13.90%,100%,83.30%,15.30%,100%,94.40%,5.60%,100%,94.40%,5.60%,100%,94.40%,5.60%,100%,80.60%,4.20%,100%,15.30%,0.00%,4.20%,
Valley Baptist School,Private,555 S. Mountain Rd.,Mesa,Maricopa,85208,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Valley Horizon Elementary,Public,4501 W. 20th St. ,Yuma,Yuma,85364,N,,114,99.10%,0.90%,100%,97.40%,1.80%,100%,97.40%,1.80%,100%,99.10%,0.90%,100%,99.10%,0.90%,100%,99.10%,0.90%,100%,99.10%,0.90%,100%,1.80%,0.00%,0.90%,
Valley View Elementary School (Hereford),Public,6849 E Hwy 92,Hereford,Cochise,85615,N,,25,100%,0.00%,100%,88.00%,4.00%,96.00%,92.00%,4.00%,96.00%,100%,0.00%,100%,100%,0.00%,100%,96.00%,4.00%,100%,96.00%,0.00%,100%,4.00%,0.00%,0.00%,
Valley View Elementary School (Phoenix),Public,8220 S 7th Ave.,Phoenix,Maricopa,85041,Y,RN,76,98.70%,1.30%,100%,94.70%,1.30%,98.70%,94.70%,1.30%,98.70%,98.70%,1.30%,100%,98.70%,1.30%,100%,98.70%,1.30%,100%,97.40%,1.30%,100%,1.30%,0.00%,0.00%,
Vector Prep And Arts Academy,Charter,2020 N Arizona Ave.,Chandler,Maricopa,85225,N,,29,96.60%,0.00%,96.60%,75.90%,0.00%,82.80%,75.90%,0.00%,82.80%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,89.70%,0.00%,100%,0.00%,0.00%,0.00%,
Verde Valley Montessori,Charter,P.O. Box 2678,Cottonwood,Yavapai,83626,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Veritas Christian Community School,Private,215 Taylor Dr. ,Sierra Vista,Cochise,85635,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Veritas Preparatory Academy,Charter,3102 N 56th St. ,Phoenix,Maricopa,85018,N,,122,95.10%,4.90%,100%,90.20%,9.00%,100%,88.50%,11.50%,100%,96.70%,3.30%,100%,95.10%,4.90%,100%,95.10%,4.90%,100%,79.50%,5.70%,100%,11.50%,0.00%,0.00%,
Vernon Elementary School,Public,P.O. Box 89,Vernon,Graham,85940,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Verrado Middle School,Public,20880 W Main St,Buckeye,Maricopa,85340,Y,LPN,287,96.50%,2.10%,98.60%,93.70%,2.80%,96.50%,93.40%,3.10%,96.50%,96.20%,2.80%,99.00%,97.60%,1.70%,99.30%,98.60%,0.70%,99.30%,80.10%,2.80%,100%,6.60%,0.00%,6.60%,
Villa De Paz Elementary School,Public,4940 N 103rd Ave.,Phoenix,Maricopa,85037,N,,63,100%,0.00%,100%,93.70%,4.80%,100%,93.70%,4.80%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,92.10%,0.00%,100%,4.80%,0.00%,0.00%,
Villa Montessori - Meadowbrook Campus,Charter,2802 E Meadowbrook Ave.,Phoenix,Maricopa,85008,N,,55,83.60%,12.70%,96.40%,85.50%,12.70%,98.20%,43.60%,12.70%,56.40%,78.20%,12.70%,90.90%,83.60%,12.70%,96.40%,76.40%,12.70%,89.10%,74.50%,12.70%,92.70%,12.70%,0.00%,12.70%,
Village Meadows Elementary School (Phoenix),Public,2020 W Morningside Dr.,Phoenix,Maricopa,85023,Y,RN,74,98.60%,0.00%,98.60%,98.60%,0.00%,100%,97.30%,1.40%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,85.10%,0.00%,100%,1.40%,0.00%,0.00%,
