SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE TDAP,% EXEMPT TDAP,% COMPLIANCE TDAP,% IMMUNE MCV4,% EXEMPT MCV4,% COMPLIANCE MCV4,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
ACADEMY OF MATH AND SCIENCE GLENDALE,4520 W GLENDALE AVE,GLENDALE,MARICOPA,85301,NO,,CHARTER,135,64.4%,5.2%,71.9%,64.4%,5.2%,71.9%,80.0%,0.0%,80.0%,91.9%,0.0%,91.9%,92.6%,0.0%,92.6%,93.3%,0.0%,93.3%,5.2%,2.2%,0.0%
ACADEMY OF MATH AND SCIENCE PEORIA ADVANCED,7758 W PEORIA AVE,PEORIA,MARICOPA,85345,NO,,CHARTER,49,67.3%,14.3%,81.6%,67.3%,14.3%,81.6%,85.7%,4.1%,89.8%,91.8%,4.1%,95.9%,91.8%,4.1%,95.9%,91.8%,4.1%,95.9%,14.3%,4.1%,4.1%
DOVE MOUNTAIN K-8,5650 W MOORE RD,MARANA,PIMA,85658,NO,,PUBLIC,96,86.5%,4.2%,94.8%,86.5%,5.2%,94.8%,94.8%,4.2%,99.0%,95.8%,3.1%,99.0%,95.8%,3.1%,99.0%,100.0%,0.0%,100.0%,5.2%,0.0%,0.0%
DESERT SHADOWS MIDDLE SCHOOL,340 BLVD DEL REY DAVID,NOGALES,SANTA CRUZ,85621,YES,RN,PUBLIC,221,98.6%,1.4%,100.0%,96.8%,1.4%,98.2%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.4%,0.0%,0.0%
KATHERINE MECHAM BARNEY ELEMENTARY,19684 S. 225TH PL.,QUEEN CREEK,MARICOPA,85142,NO,,PUBLIC,23,87.0%,8.7%,100.0%,87.0%,13.0%,100.0%,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,13.0%,0.0%,4.3%
AMPHI ACADEMY ONLINE,450 E WETMORE RD,TUCSON,PIMA,85705,NO,,PUBLIC,21,90.5%,9.5%,100.0%,90.5%,9.5%,100.0%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,90.5%,4.8%,100.0%,9.5%,0.0%,0.0%
MILES-EXPLORATORY LEARNING CENTER,1400 E BROADWAY BLVD,TUCSON,PIMA,85719,YES,RN,PUBLIC,30,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
WADE CARPENTER MIDDLE SCHOOL,595 W KINO ST,NOGALES,SANTA CRUZ,85621,YES,RN,PUBLIC,148,98.6%,0.0%,98.6%,98.6%,0.0%,98.6%,98.6%,0.0%,99.3%,100.0%,0.0%,100.0%,99.3%,0.0%,100.0%,99.3%,0.7%,100.0%,0.7%,0.0%,0.0%
ACADEMY OF MATH AND SCIENCE SOUTH MOUNTAIN,1445  W BASELINE ROAD,PHOENIX,MARICOPA,85041,NO,,CHARTER,90,53.3%,30.0%,84.4%,50.0%,32.2%,83.3%,88.9%,7.8%,96.7%,92.2%,6.7%,98.9%,87.8%,8.9%,96.7%,87.8%,8.9%,96.7%,32.2%,1.1%,5.6%
ACADEMY OF MATH AND SCIENCE AVONDALE,10649  W BUCKEYE ROAD,PHOENIX,MARICOPA,85353,NO,,CHARTER,126,71.4%,13.5%,90.5%,77.0%,13.5%,90.5%,84.1%,3.2%,87.3%,89.7%,3.2%,92.9%,90.5%,2.4%,92.9%,92.9%,2.4%,95.2%,13.5%,0.8%,2.4%
ESTRELLA FOOTHILLS GLOBAL ACADEMY,5400 W CARVER ROAD,LAVEEN,MARICOPA,85339,NO,,PUBLIC,32,87.5%,0.0%,87.5%,87.5%,0.0%,87.5%,96.9%,0.0%,96.9%,100.0%,0.0%,100.0%,96.9%,0.0%,96.9%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
ROBERT RICE ELEMENTARY,1290 E. OCOTILLO ROAD,GILBERT,MARICOPA,85249,NO,,PUBLIC,109,91.7%,6.4%,100.0%,90.8%,7.3%,100.0%,94.5%,5.5%,100.0%,97.2%,2.8%,100.0%,95.4%,4.6%,100.0%,95.4%,4.6%,100.0%,11.0%,0.0%,1.8%
LEGACY TRADITIONAL SCHOOL - NORTH PHOENIX,4545 N 99TH AVENUE,PHOENIX,MARICOPA,85037,NO,,CHARTER,180,85.0%,9.4%,94.4%,85.0%,8.9%,93.9%,87.8%,2.8%,90.6%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,10.6%,0.0%,1.1%
LEGACY TRADITIONAL SCHOOL - WEST SURPRISE,17300 W CACTUS ROAD,SURPRISE,MARICOPA,85388,NO,,CHARTER,99,77.8%,22.2%,100.0%,77.8%,22.2%,100.0%,88.9%,11.1%,100.0%,88.9%,11.1%,100.0%,89.9%,10.1%,100.0%,89.9%,10.1%,100.0%,22.2%,0.0%,10.1%
VICTORY COLLEGIATE COOPERATION,3535 N 63RD AVENUE,PHOENIX,MARICOPA,85033,NO,,CHARTER,42,90.5%,9.5%,100.0%,90.5%,9.5%,100.0%,90.5%,9.5%,100.0%,90.5%,9.5%,100.0%,90.5%,9.5%,100.0%,90.5%,9.5%,100.0%,9.5%,0.0%,9.5%
UNION PARK SCHOOL,25700 N 21ST AVENUE,PHOENIX,MARICOPA,85085,YES,RN,PUBLIC,62,91.9%,4.8%,98.4%,90.3%,4.8%,96.8%,95.2%,4.8%,100.0%,96.8%,3.2%,100.0%,95.2%,4.8%,100.0%,96.8%,3.2%,100.0%,6.5%,0.0%,3.2%
WAKEFIELD MIDDLE SCHOOL,101 W 44TH STREET,TUCSON,PIMA,85713,YES,RN,PUBLIC,72,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,98.6%,1.4%,100.0%,100.0%,0.0%,100.0%,98.6%,0.0%,100.0%,1.4%,1.4%,0.0%
FREEDOM CHRISTIAN ACADEMY,11750 S MESA DRIVE,YUMA,YUMA,85367,NO,,PRIVATE,16,100.0%,0.0%,100.0%,18.8%,0.0%,18.8%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,6.3%,0.0%,0.0%
PHOENIX DAY SCHOOL FOR THE DEAF,7654 N 19TH AVE,PHOENIX,MARICOPA,85021,YES,Both,PUBLIC,20,95.0%,0.0%,100.0%,95.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LEMAN ACADEMY OF EXCELLENCE CENTRAL TUCSON,6188 E PIMA STREET,TUCSON,PIMA,85712,NO,,CHARTER,65,92.3%,6.2%,98.5%,92.3%,6.2%,98.5%,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,6.2%,0.0%,1.5%
PENSAR ACADEMY,6135 N BLACK CANYON HIGHWAY,PHOENIX,MARICOPA,85015,NO,,CHARTER,36,94.4%,2.8%,97.2%,30.6%,2.8%,33.3%,94.4%,2.8%,97.2%,83.3%,2.8%,86.1%,94.4%,2.8%,97.2%,97.2%,2.8%,100.0%,2.8%,0.0%,2.8%
CANDEO NORTH SCOTTSDALE,7191 E ASHLER HILLS DRIVE,SCOTTSDALE,MARICOPA,85266,NO,,CHARTER,36,72.2%,27.8%,100.0%,72.2%,27.8%,100.0%,72.2%,27.8%,100.0%,72.2%,27.8%,100.0%,72.2%,27.8%,100.0%,72.2%,27.8%,100.0%,27.8%,0.0%,27.8%
SUN VALLEY ACADEMY - AVONDALE,1515 N 117TH AVENUE,AVONDALE,MARICOPA,85392,NO,,CHARTER,22,77.3%,13.6%,95.5%,77.3%,13.6%,95.5%,86.4%,9.1%,95.5%,90.9%,4.5%,95.5%,90.9%,4.5%,95.5%,90.9%,4.5%,95.5%,22.7%,0.0%,4.5%
THE GRANDE INNOVATION ACADEMY,950 N PEART ROAD,CASA GRANDE,PINAL,85122,NO,,CHARTER,87,79.3%,12.6%,100.0%,77.0%,14.9%,100.0%,94.3%,4.6%,100.0%,94.3%,4.6%,100.0%,95.4%,4.6%,100.0%,95.4%,4.6%,100.0%,16.1%,0.0%,4.6%
LEGACY TRADITIONAL SCHOOL - DEER VALLEY,2747 WEST UNION HILLS DRIVE,PHOENIX,MARICOPA,85027,YES,LPN,CHARTER,21,71.4%,23.8%,100.0%,66.7%,28.6%,100.0%,90.5%,9.5%,100.0%,90.5%,9.5%,100.0%,90.5%,9.5%,100.0%,90.5%,9.5%,100.0%,28.6%,0.0%,9.5%
LEGACY TRADITIONAL SCHOOL - EAST TUCSON,9290 EAST GOLF LINKS ROAD,TUCSON,PIMA,85730,NO,,CHARTER,15,93.3%,6.7%,100.0%,93.3%,6.7%,100.0%,93.3%,6.7%,100.0%,93.3%,6.7%,100.0%,93.3%,6.7%,100.0%,93.3%,6.7%,100.0%,6.7%,0.0%,6.7%
LEGACY TRADITIONAL SCHOOL - MESA,3651 EAST MCKELLIPS ROAD,MESA,MARICOPA,85215,NO,,CHARTER,22,77.3%,4.5%,81.8%,77.3%,4.5%,81.8%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,81.8%,13.6%,95.5%,95.5%,4.5%,100.0%,13.6%,0.0%,4.5%
MOUNTAIN VIEW SCHOOL,18302 W BURTON AVE,WADDELL,MARICOPA,85355,YES,LPN,PUBLIC,129,95.3%,3.1%,98.4%,95.3%,3.1%,98.4%,97.7%,2.3%,100.0%,96.9%,3.1%,100.0%,97.7%,2.3%,100.0%,99.2%,0.8%,100.0%,6.2%,0.0%,0.8%
SKY CROSSING ELEMENTARY SCHOOL,3300 EAST SKY CROSSING WAY,PHOENIX,MARICOPA,85050,YES,RN,PUBLIC,36,72.2%,5.6%,77.8%,72.2%,5.6%,77.8%,86.1%,2.8%,88.9%,88.9%,2.8%,91.7%,91.7%,5.6%,97.2%,88.9%,2.8%,91.7%,8.3%,0.0%,2.8%
TEMPE ELEMENTARY ONLINE ACADEMY,2020 EAST CARSON DRIVE,TEMPE,MARICOPA,85282,NO,,PUBLIC,28,60.7%,3.6%,64.3%,60.7%,3.6%,64.3%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,3.6%,0.0%,3.6%
CALABASAS SCHOOL,131 CAMINO MARICOPA,RIO RICO,SANTA CRUZ,85648,NO,,PUBLIC,120,93.3%,0.8%,98.3%,93.3%,0.8%,94.2%,98.3%,0.8%,99.2%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.8%,2.5%,0.0%
SCHNEPF ELEMENTARY,26161 SOUTH 231ST STREET,QUEEN CREEK,MARICOPA,85143,NO,,PUBLIC,55,80.0%,7.3%,87.3%,81.8%,7.3%,89.1%,90.9%,3.6%,94.5%,90.9%,3.6%,94.5%,90.9%,3.6%,94.5%,94.5%,1.8%,96.4%,7.3%,0.0%,1.8%
LEGACY ONLINE ACADEMY,3125 SOUTH GILBERT ROAD,CHANDLER,MARICOPA,85286,NO,,CHARTER,43,60.5%,11.6%,72.1%,60.5%,11.6%,72.1%,93.0%,7.0%,100.0%,95.3%,4.7%,100.0%,93.0%,7.0%,100.0%,93.0%,7.0%,100.0%,14.0%,0.0%,4.7%
CASA GRANDE ONLINE LEARNING ACADEMY,1000 NORTH AMARILLO STREET,CASA GRANDE,PINAL,85122,NO,,PUBLIC,33,81.8%,3.0%,84.8%,81.8%,3.0%,84.8%,97.0%,3.0%,100.0%,97.0%,3.0%,100.0%,97.0%,3.0%,100.0%,97.0%,3.0%,100.0%,3.0%,0.0%,3.0%
COATIMUNDI MIDDLE SCHOOL,450 AVENIDA COATIMUNDI,RIO RICO,SANTA CRUZ,85648,NO,,PUBLIC,130,98.5%,0.0%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,99.2%,0.8%,100.0%,100.0%,0.0%,100.0%,1.5%,0.0%,0.0%
LITTLE RED SCHOOLHOUSE,HWY 82 & DUQUESNE RD,NOGALES,SANTA CRUZ,85621,NO,,PUBLIC,24,95.8%,0.0%,100.0%,95.8%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
"ASPIRE, DEER VALLEY'S ONLINE ACADEMY",4701 WEST GROVERS AVENUE,GLENDALE,MARICOPA,85308,NO,,PUBLIC,46,65.2%,0.0%,65.2%,63.0%,0.0%,63.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SONORAN VIRTUAL ACADEMY,2325 WEST SUNSET ROAD,TUCSON,PIMA,85741,NO,,PUBLIC,12,83.3%,16.7%,100.0%,83.3%,16.7%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,16.7%,0.0%,0.0%
PATAGONIA ELEMENTARY SCHOOL,100 SCHOOL ST,PATAGONIA,SANTA CRUZ,85624,YES,LPN,PUBLIC,11,63.6%,0.0%,72.7%,63.6%,0.0%,63.6%,100.0%,0.0%,100.0%,90.9%,0.0%,90.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
COMBS CENTER FOR SUCCESS,301 EAST COMBS ROAD,SAN TAN VALLEY,PINAL,85140,YES,LPN,PUBLIC,13,53.8%,15.4%,69.2%,53.8%,15.4%,69.2%,92.3%,0.0%,92.3%,92.3%,0.0%,92.3%,92.3%,7.7%,100.0%,100.0%,0.0%,100.0%,15.4%,0.0%,0.0%
TRI-CITY COLLEGE PREP (DBA MARRY ELLEN HALVORSON EDUCATION FOUNDATION),5522 SIDE ROAD,PRESCOTT,YAVAPAI,86301,NO,,CHARTER,17,17.6%,17.6%,100.0%,17.6%,17.6%,100.0%,82.4%,17.6%,100.0%,82.4%,17.6%,100.0%,82.4%,17.6%,100.0%,82.4%,17.6%,100.0%,17.6%,0.0%,17.6%
VALOR PREPARATORY ACADEMY,13185 WEST THOMAS ROAD,GOODYEAR,MARICOPA,85395,NO,,CHARTER,18,38.9%,22.2%,61.1%,38.9%,22.2%,61.1%,66.7%,16.7%,83.3%,66.7%,22.2%,88.9%,77.8%,16.7%,94.4%,72.2%,22.2%,94.4%,22.2%,22.2%,16.7%
ARIZONA K-8 ONLINE ACADEMY,4730 WEST CAMPBELL AVENUE,PHOENIX,MARICOPA,85031,YES,LPN,PUBLIC,33,48.5%,0.0%,48.5%,48.5%,0.0%,48.5%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
ELGIN ELEMENTARY SCHOOL,23 ELGIN ROAD,ELGIN,SANTA CRUZ,85611,YES,RN,PUBLIC,14,78.6%,14.3%,92.9%,78.6%,14.3%,92.9%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,100.0%,0.0%,100.0%,14.3%,0.0%,0.0%
JOHN MCCAIN III ELEMENTARY SCHOOL,3170 SOUTH 247TH AVENUE,BUCKEYE,MARICOPA,85326,YES,LPN,PUBLIC,68,86.8%,2.9%,91.2%,86.8%,2.9%,89.7%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.9%,0.0%,0.0%
MIAMI JUNIOR SENIOR HIGH SCHOOL,4735 EAST RAGUS ROAD,MIAMI,GILA,85539,NO,,PUBLIC,66,59.1%,0.0%,59.1%,54.5%,0.0%,54.5%,89.4%,0.0%,89.4%,89.4%,0.0%,89.4%,89.4%,0.0%,89.4%,89.4%,0.0%,89.4%,0.0%,0.0%,0.0%
YUMA DISTRICT ONE DIGITAL LEARNING ACADEMY,2251 OTONDO DRIVE,YUMA,YUMA,85365,NO,,PUBLIC,13,76.9%,7.7%,92.3%,84.6%,7.7%,92.3%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,7.7%,0.0%,0.0%
PEORIA ECAMPUS,11200 NORTH 83RD AVENUE,PEORIA,MARICOPA,85345,NO,,PUBLIC,40,62.5%,2.5%,65.0%,62.5%,2.5%,65.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.5%,0.0%,0.0%
LAVEEN ONLINE ACADEMY,5400 WEST CARVER ROAD,LAVEEN,MARICOPA,85339,NO,,PUBLIC,28,75.0%,3.6%,78.6%,75.0%,3.6%,78.6%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,3.6%,7.1%,0.0%
SOMERSET ACADEMY SKYWAY CAMPUS,14900 WEST VAN BUREN STREET,GOODYEAR,MARICOPA,85338,NO,,CHARTER,11,90.9%,9.1%,100.0%,27.3%,9.1%,36.4%,90.9%,9.1%,100.0%,90.9%,9.1%,100.0%,72.7%,9.1%,81.8%,90.9%,9.1%,100.0%,9.1%,0.0%,9.1%
IAMRSD ONLINE ACADEMY,6550 SOUTH 27TH AVENUE,PHOENIX,MARICOPA,85041,YES,RN,PUBLIC,24,66.7%,0.0%,66.7%,66.7%,0.0%,66.7%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
IMMACULATE CONCEPTION ELEMENTARY SCHOOL,501 S AVENUE B,YUMA,YUMA,85364,NO,,PRIVATE,21,85.7%,0.0%,100.0%,90.5%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,95.2%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
IMMACULATE HEART ACADEMY,410 E MAGEE RD,TUCSON,PIMA,85704,NO,,PRIVATE,18,0.0%,11.1%,100.0%,88.9%,11.1%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,94.4%,5.6%,100.0%,100.0%,0.0%,100.0%,11.1%,11.1%,0.0%
MEXICAYOTL CHARTER SCHOOL,2059 N GRAND AVE,NOGALES,SANTA CRUZ,85621,NO,,CHARTER,20,95.0%,0.0%,100.0%,95.0%,0.0%,100.0%,95.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GRANITE MOUNTAIN MIDDLE SCHOOL,1800 WILLIAMSON VALLEY RD,PRESCOTT,YAVAPAI,,YES,RN,PUBLIC,268,89.6%,10.4%,100.0%,88.8%,11.2%,100.0%,92.9%,6.7%,100.0%,92.2%,7.5%,100.0%,92.2%,7.5%,100.0%,93.3%,6.7%,100.0%,11.9%,0.0%,6.7%
BAGDAD ELEMENTARY SCHOOL,515 BREEZY CIR,BAGDAD,YAVAPAI,86321,NO,,PUBLIC,30,86.7%,3.3%,90.0%,86.7%,3.3%,90.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,100.0%,0.0%,100.0%,96.7%,3.3%,100.0%,3.3%,0.0%,0.0%
LAKE VALLEY ELEMENTARY SCHOOL,3900 N STARLIGHT DR,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,66,83.3%,7.6%,92.4%,84.8%,7.6%,93.9%,93.9%,6.1%,100.0%,90.9%,9.1%,100.0%,93.9%,6.1%,100.0%,100.0%,0.0%,100.0%,10.6%,0.0%,0.0%
HUMBOLDT ELEMENTARY SCHOOL,2750 S CORRAL ST,HUMBOLT,YAVAPAI,86329,YES,RN,PUBLIC,41,48.8%,12.2%,61.0%,48.8%,12.2%,61.0%,87.8%,12.2%,100.0%,87.8%,12.2%,100.0%,87.8%,12.2%,100.0%,85.4%,12.2%,97.6%,12.2%,0.0%,9.8%
MOUNTAIN VIEW ELEMENTARY SCHOOL,8601 E LOOS DR,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,52,82.7%,15.4%,98.1%,80.8%,17.3%,98.1%,96.2%,1.9%,98.1%,98.1%,1.9%,100.0%,100.0%,0.0%,100.0%,98.1%,1.9%,100.0%,17.3%,0.0%,1.9%
COYOTE SPRINGS ELEMENTARY SCHOOL,8101 E HWY 89A,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,92,66.3%,4.3%,70.7%,65.2%,4.3%,69.6%,92.4%,0.0%,92.4%,92.4%,0.0%,92.4%,92.4%,0.0%,92.4%,96.7%,0.0%,96.7%,5.4%,0.0%,0.0%
LIBERTY TRADITIONAL SCHOOL,3300 N LAKE VALLEY RD,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,88,83.0%,17.0%,100.0%,83.0%,17.0%,100.0%,94.3%,5.7%,100.0%,94.3%,5.7%,100.0%,94.3%,5.7%,100.0%,94.3%,5.7%,100.0%,17.0%,0.0%,5.7%
GRANVILLE ELEMENTARY,5350 STOVER DR,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,75,80.0%,17.3%,100.0%,78.7%,18.7%,100.0%,86.7%,13.3%,100.0%,86.7%,13.3%,100.0%,86.7%,13.3%,100.0%,100.0%,0.0%,100.0%,21.3%,0.0%,0.0%
CAMP VERDE MIDDLE SCHOOL,370 CAMP LINCOLN RD,CAMP VERDE,YAVAPAI,86322,NO,,PUBLIC,123,52.8%,8.1%,61.8%,52.0%,8.9%,61.8%,86.2%,8.9%,95.1%,87.8%,8.9%,96.7%,91.1%,8.1%,99.2%,92.7%,6.5%,99.2%,11.4%,0.0%,6.5%
ASH FORK ELEMENTARY SCHOOL,46999 N 5TH ST,ASH FORK,YAVAPAI,86320,YES,RN,PUBLIC,19,84.2%,5.3%,89.5%,84.2%,5.3%,89.5%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,5.3%,0.0%,5.3%
SELIGMAN ELEMENTARY SCHOOL,500 N MAIN ST,SELIGMAN,YAVAPAI,86337,YES,RN,PUBLIC,16,68.8%,18.8%,100.0%,68.8%,18.8%,100.0%,87.5%,12.5%,100.0%,87.5%,12.5%,100.0%,87.5%,12.5%,100.0%,87.5%,12.5%,100.0%,18.8%,0.0%,12.5%
MAYER ELEMENTARY SCHOOL,12568 E MAIN ST,MAYER,YAVAPAI,86333,NO,,PUBLIC,42,42.9%,0.0%,47.6%,38.1%,0.0%,38.1%,85.7%,0.0%,85.7%,90.5%,0.0%,90.5%,95.2%,0.0%,95.2%,95.2%,0.0%,95.2%,0.0%,0.0%,0.0%
HERITAGE MIDDLE SCHOOL,1076 N RD 1 W,CHINO VALLEY,YAVAPAI,86323,NO,,PUBLIC,166,56.0%,6.6%,72.9%,64.5%,4.8%,70.5%,87.3%,9.6%,97.0%,88.6%,8.4%,97.0%,91.0%,6.6%,97.6%,88.0%,9.6%,97.6%,15.1%,0.0%,2.4%
CONGRESS ELEMENTARY SCHOOL,26400 S TENDERFOOT HILL RD,CONGRESS,YAVAPAI,85332,NO,,PUBLIC,12,50.0%,8.3%,58.3%,50.0%,0.0%,50.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,8.3%,0.0%,0.0%
BEAVER CREEK SCHOOL,4810 E BEAVER CREEK RD,RIMROCK,YAVAPAI,86335,NO,,PUBLIC,43,69.8%,2.3%,72.1%,60.5%,2.3%,62.8%,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,100.0%,0.0%,100.0%,95.3%,2.3%,97.7%,2.3%,0.0%,0.0%
CANON SCHOOL,18800 E SCHOOL HOUSE RD,BLACK CANYON CITY,YAVAPAI,85324,NO,,PUBLIC,14,78.6%,0.0%,78.6%,78.6%,0.0%,78.6%,85.7%,7.1%,92.9%,85.7%,7.1%,92.9%,92.9%,0.0%,92.9%,100.0%,0.0%,100.0%,7.1%,0.0%,0.0%
PUEBLO GARDENS ELEMENTARY SCHOOL,2210 E 33RD,TUCSON,PIMA,85713,YES,RN,PUBLIC,60,83.3%,1.7%,85.0%,80.0%,1.7%,81.7%,96.7%,1.7%,98.3%,96.7%,1.7%,98.3%,98.3%,0.0%,98.3%,98.3%,1.7%,100.0%,1.7%,0.0%,0.0%
COTTONWOOD COMMUNITY SCHOOL,500 E MINGUS AVE,COTTONWOOD,YAVAPAI,86326,NO,,PUBLIC,59,57.6%,37.3%,94.9%,57.6%,37.3%,94.9%,86.4%,13.6%,100.0%,88.1%,11.9%,100.0%,89.8%,10.2%,100.0%,89.8%,8.5%,100.0%,37.3%,0.0%,8.5%
OAK CREEK SCHOOL,11490 PURPLE SAGE DR,CORNVILLE,YAVAPAI,86325,NO,,PUBLIC,27,70.4%,29.6%,100.0%,66.7%,33.3%,100.0%,88.9%,11.1%,100.0%,92.6%,7.4%,100.0%,92.6%,7.4%,100.0%,92.6%,7.4%,100.0%,33.3%,0.0%,3.7%
DR DANIEL BRIGHT ELEMENTARY SCHOOL,1500 S MONTE TESORO DR,COTTONWOOD,YAVAPAI,86326,NO,,PUBLIC,79,45.6%,51.9%,100.0%,45.6%,54.4%,100.0%,89.9%,10.1%,100.0%,92.4%,7.6%,100.0%,92.4%,7.6%,100.0%,92.4%,7.6%,100.0%,54.4%,0.0%,7.6%
MOUNTAIN VIEW PREPARATORY,2939 E DEL RIO DRIVE,COTTONWOOD,YAVAPAI,86326,NO,,PUBLIC,44,70.5%,25.0%,100.0%,70.5%,25.0%,100.0%,86.4%,13.6%,100.0%,90.9%,9.1%,100.0%,81.8%,18.2%,100.0%,90.9%,9.1%,100.0%,36.4%,0.0%,6.8%
SEDONA CHARTER SCHOOL,165 KACHINA DR,SEDONA,YAVAPAI,,NO,,CHARTER,22,22.7%,40.9%,68.2%,27.3%,36.4%,68.2%,68.2%,31.8%,100.0%,63.6%,36.4%,100.0%,63.6%,36.4%,100.0%,63.6%,31.8%,95.5%,40.9%,0.0%,9.1%
MINGUS SPRINGS CHARTER SCHOOL,3600 N SUNSET DR,CHINO VALLEY,YAVAPAI,86323,NO,,CHARTER,19,68.4%,15.8%,100.0%,68.4%,31.6%,100.0%,73.7%,26.3%,100.0%,84.2%,15.8%,100.0%,84.2%,15.8%,100.0%,84.2%,15.8%,100.0%,31.6%,0.0%,15.8%
DESERT STAR COMMUNITY SCHOOL,1240 S RECYLER RD,CORNVILLE,YAVAPAI,,NO,,CHARTER,25,4.0%,24.0%,28.0%,0.0%,24.0%,60.0%,40.0%,24.0%,64.0%,44.0%,24.0%,68.0%,56.0%,24.0%,80.0%,56.0%,24.0%,80.0%,24.0%,0.0%,24.0%
FRANKLIN PHONETIC PRIMARY SCHOOL,6116 E HIGHWAY 69,PRESCOTT VALLEY,YAVAPAI,86314,NO,,CHARTER,35,48.6%,2.9%,74.3%,22.9%,2.9%,45.7%,97.1%,0.0%,97.1%,91.4%,2.9%,100.0%,94.3%,2.9%,97.1%,94.3%,2.9%,97.1%,2.9%,0.0%,2.9%
