,Unnamed: 0,school,type,address,city,county,zip,nurse,enrolled,dtap,polio,mmr,hepb,var,exempt_dtap,exempt_polio,exempt_mmr,exempt_hepb,exempt_var,year,mmr_vax_count,exempt_count_mmr,unvax_mmr,missing_forms_mmr,polio_vax_count,exempt_count_polio,unvax_polio,missing_forms_polio,dtap_vax_count,exempt_count_dtap,unvax_dtap,missing_forms_dtap,hep_vax_count,exempt_count_hep,unvax_hep,missing_forms_hep,var_vax_count,exempt_count_var,unvax_var,missing_forms_var,mf2_mmr,mf2_polio,mf2_dtap,mf2_hep,mf2_var,mmr_herd_immune,polio_herd_immune,dtap_herd_immune,hep_herd_immune,var_herd_immune
6002,6002,liberty elementary school-85254,public,5125 e marilyn rd,scottsdale,maricopa,85254.0,yes,75.0,0.9329999999999999,0.9329999999999999,0.907,0.9470000000000001,0.9470000000000001,0.053,0.053,0.067,0.053,0.053,2019,69.0,5.0,6.0,1.0,70.0,4.0,5.0,1.0,70.0,4.0,5.0,1.0,72.0,4.0,3.0,-1.0,72.0,4.0,3.0,-1.0,no,no,no,no,no,no,no,no,no,no
6003,6003,liberty traditional charter school,charter,4901 w indian school rd,phoenix,maricopa,85031.0,no,29.0,0.9309999999999999,0.828,0.966,0.897,1.0,0.0,0.0,0.0,0.0,0.0,2019,29.0,0.0,0.0,0.0,25.0,0.0,4.0,4.0,27.0,0.0,2.0,2.0,27.0,0.0,2.0,2.0,29.0,0.0,0.0,0.0,no,yes,yes,yes,no,yes,no,no,no,yes
6004,6004,liberty traditional charter school - saddleback,charter,3715 n washington ave,douglas,cochise,85607.0,yes,21.0,1.0,0.9520000000000001,1.0,1.0,0.9520000000000001,0.0,0.0,0.0,0.0,0.0,2019,21.0,0.0,0.0,0.0,20.0,0.0,1.0,1.0,21.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,20.0,0.0,1.0,1.0,no,no,no,no,no,yes,yes,yes,yes,yes
6005,6005,liberty traditional school,public,3300 n lake valley rd,prescott valley,yavapai,86314.0,yes,76.0,0.9740000000000001,0.9740000000000001,0.9740000000000001,0.9740000000000001,0.9740000000000001,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,2019,75.0,2.0,1.0,-1.0,75.0,2.0,1.0,-1.0,75.0,2.0,1.0,-1.0,75.0,2.0,1.0,-1.0,75.0,2.0,1.0,-1.0,no,no,no,no,no,yes,yes,yes,yes,yes
6006,6006,lincoln elementary school,public,652 n tyler ave,nogales,santa cruz,85621.0,yes,71.0,0.986,0.986,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2019,71.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
6007,6007,lincoln elementary school,public,930 s sirrine,mesa,maricopa,85210.0,yes,92.0,0.9670000000000001,0.978,0.978,1.0,0.9890000000000001,0.022000000000000002,0.011000000000000001,0.011000000000000001,0.0,0.011000000000000001,2019,90.0,1.0,2.0,1.0,90.0,1.0,2.0,1.0,89.0,2.0,3.0,1.0,92.0,0.0,0.0,0.0,91.0,2.0,1.0,-1.0,no,no,no,no,no,yes,yes,yes,yes,yes
6008,6008,lindbergh elementary school,public,930 s lazona dr,mesa,maricopa,85204.0,yes,68.0,0.941,0.985,1.0,0.985,1.0,0.0,0.0,0.0,0.0,0.0,2019,68.0,0.0,0.0,0.0,67.0,0.0,1.0,1.0,64.0,0.0,4.0,4.0,67.0,0.0,1.0,1.0,68.0,0.0,0.0,0.0,no,no,yes,no,no,yes,yes,no,yes,yes
6009,6009,linden elementary school,public,1009 school house ln,linden,navajo,85901.0,no,28.0,0.893,0.893,0.8570000000000001,0.893,0.8570000000000001,0.107,0.107,0.14300000000000002,0.107,0.14300000000000002,2019,24.0,4.0,4.0,0.0,26.0,3.0,2.0,-1.0,26.0,3.0,2.0,-1.0,26.0,3.0,2.0,-1.0,24.0,4.0,4.0,0.0,no,no,no,no,no,no,no,no,no,no
6010,6010,lineweaver elementary school,public,461 s bryant ave,tucson,pima,85711.0,yes,95.0,0.9470000000000001,0.9470000000000001,0.9259999999999999,0.968,0.958,0.032,0.032,0.032,0.032,0.032,2019,88.0,3.0,7.0,4.0,90.0,3.0,5.0,2.0,90.0,3.0,5.0,2.0,92.0,3.0,3.0,0.0,92.0,3.0,3.0,0.0,yes,yes,yes,no,no,no,no,no,yes,yes
6011,6011,litchfield elementary school,public,13825 w wigwam blvd,litchfield park,maricopa,85340.0,yes,124.0,0.9920000000000001,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9920000000000001,0.008,0.016,0.016,0.016,0.008,2019,123.0,2.0,1.0,-1.0,123.0,2.0,1.0,-1.0,124.0,1.0,0.0,-1.0,123.0,2.0,1.0,-1.0,124.0,1.0,0.0,-1.0,no,no,no,no,no,yes,yes,yes,yes,yes
6014,6014,littleton elementary school,public,1252 s 115th ave,cashion,maricopa,85323.0,no,69.0,0.986,0.986,0.986,0.986,0.986,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,2019,69.0,1.0,0.0,-1.0,69.0,1.0,0.0,-1.0,69.0,1.0,0.0,-1.0,69.0,1.0,0.0,-1.0,69.0,1.0,0.0,-1.0,no,no,no,no,no,yes,yes,yes,yes,yes
6015,6015,loma linda elementary school,public,2002 e clarendon ave,phoenix,maricopa,85016.0,yes,72.0,0.9720000000000001,0.9720000000000001,0.9720000000000001,0.9720000000000001,1.0,,0.0,0.0,0.0,0.0,2019,70.0,0.0,2.0,2.0,70.0,0.0,2.0,2.0,70.0,,2.0,,70.0,0.0,2.0,2.0,72.0,0.0,0.0,0.0,yes,yes,no,yes,no,yes,yes,yes,yes,yes
6016,6016,lone mountain elementary school,public,5250 e montgomery rd,cave creek,maricopa,85331.0,no,68.0,0.882,0.882,0.912,0.882,0.9259999999999999,0.10300000000000001,0.11800000000000001,0.08800000000000001,0.10300000000000001,0.07400000000000001,2019,63.0,6.0,5.0,-1.0,60.0,8.0,8.0,0.0,60.0,7.0,8.0,1.0,60.0,7.0,8.0,1.0,63.0,5.0,5.0,0.0,no,no,no,no,no,no,no,no,no,no
6017,6017,longfellow elementary school,public,345 s hall st,mesa,maricopa,85204.0,yes,52.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2019,52.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
6018,6018,lookout mountain school,public,15 w coral gables dr,phoenix,maricopa,85023.0,no,147.0,0.9390000000000001,0.932,0.932,0.918,0.946,,0.061,0.068,0.075,0.054000000000000006,2019,138.0,10.0,9.0,-1.0,138.0,9.0,9.0,0.0,139.0,,8.0,,135.0,11.0,12.0,1.0,140.0,8.0,7.0,-1.0,no,no,no,no,no,no,no,no,no,no
6019,6019,loretto catholic school,private,1200 14th st,douglas,cochise,85607.0,no,27.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2019,27.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
6020,6020,los amigos elementary school,public,2200 e drexel rd,tucson,pima,85706.0,yes,79.0,0.9870000000000001,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2019,79.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,78.0,0.0,1.0,1.0,79.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
6021,6021,los ninos elementary school,public,5445 s alvernon way,tucson,pima,85706.0,yes,79.0,0.975,0.9870000000000001,0.9870000000000001,0.9870000000000001,0.9870000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,2019,78.0,2.0,1.0,-1.0,78.0,2.0,1.0,-1.0,78.0,2.0,1.0,-1.0,78.0,2.0,1.0,-1.0,78.0,2.0,1.0,-1.0,no,no,no,no,no,yes,yes,yes,yes,yes
6023,6023,lowell school,public,1121 s 3rd ave,phoenix,maricopa,85003.0,yes,49.0,0.898,0.918,0.9390000000000001,0.98,0.98,,0.0,0.0,0.0,0.0,2019,47.0,0.0,2.0,2.0,45.0,0.0,4.0,4.0,45.0,,4.0,,49.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,yes,yes,no,no,no,no,no,no,yes,yes
6024,6024,luke elementary school,public,7300 n dysart rd,glendale,maricopa,85307.0,yes,63.0,0.968,0.9840000000000001,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2019,63.0,0.0,0.0,0.0,62.0,0.0,1.0,1.0,61.0,0.0,2.0,2.0,63.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,no,no,yes,no,no,yes,yes,yes,yes,yes
6025,6025,lulu walker school,public,1750 w roller coaster rd,tucson,pima,85704.0,no,75.0,0.9470000000000001,0.9329999999999999,0.9470000000000001,0.9470000000000001,0.9470000000000001,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,2019,72.0,2.0,3.0,1.0,70.0,2.0,5.0,3.0,72.0,2.0,3.0,1.0,72.0,2.0,3.0,1.0,72.0,2.0,3.0,1.0,no,yes,no,no,no,no,no,no,no,no
6026,6026,lynn urquides elementary school,public,1573 w ajo way,tucson,pima,85713.0,yes,59.0,0.966,0.966,0.983,0.966,0.983,0.017,0.017,0.017,0.017,0.017,2019,58.0,1.0,1.0,0.0,57.0,1.0,2.0,1.0,57.0,1.0,2.0,1.0,57.0,1.0,2.0,1.0,58.0,1.0,1.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
6027,6027,mabel padgett elementary school,public,15430 w turney ave,goodyear,maricopa,85395.0,yes,82.0,0.9390000000000001,0.951,0.951,0.976,1.0,0.049,0.049,0.049,0.024,0.0,2019,78.0,4.0,4.0,0.0,78.0,4.0,4.0,0.0,77.0,4.0,5.0,1.0,81.0,2.0,1.0,-1.0,82.0,0.0,0.0,0.0,no,no,no,no,no,yes,yes,no,yes,yes
6028,6028,macarthur elementary school,public,1435 e mclellan rd,mesa,maricopa,85203.0,yes,78.0,0.872,0.897,0.872,0.91,1.0,0.115,0.10300000000000001,0.115,0.09,0.0,2019,69.0,8.0,9.0,1.0,70.0,8.0,8.0,0.0,69.0,8.0,9.0,1.0,71.0,7.0,7.0,0.0,78.0,0.0,0.0,0.0,no,no,no,no,no,no,no,no,no,yes
6029,6029,madison camelview elementary,public,2002 e campbell ave,phoenix,maricopa,85016.0,no,114.0,0.868,0.904,0.904,0.895,0.9209999999999999,0.079,0.079,0.079,0.079,0.079,2019,104.0,9.0,10.0,1.0,104.0,9.0,10.0,1.0,99.0,8.0,15.0,7.0,103.0,9.0,11.0,2.0,105.0,9.0,9.0,0.0,no,no,yes,yes,no,no,no,no,no,no
6030,6030,madison elementary school,public,849 s sunnyvale,mesa,maricopa,85206.0,yes,65.0,0.908,0.908,0.908,0.938,0.938,0.077,0.077,0.077,0.062000000000000006,0.062000000000000006,2019,60.0,5.0,5.0,0.0,60.0,5.0,5.0,0.0,60.0,5.0,5.0,0.0,61.0,4.0,4.0,0.0,61.0,4.0,4.0,0.0,no,no,no,no,no,no,no,no,no,no
6031,6031,madison heights elementary school,public,7150 n 22nd st,phoenix,maricopa,85020.0,no,118.0,0.9490000000000001,0.941,0.9490000000000001,0.958,0.975,0.051,0.051,0.051,0.042,0.025,2019,112.0,6.0,6.0,0.0,112.0,6.0,6.0,0.0,112.0,6.0,6.0,0.0,114.0,5.0,4.0,-1.0,116.0,3.0,2.0,-1.0,no,no,no,no,no,no,no,no,yes,yes
6032,6032,madison richard simis school,public,7302 n 10th st,phoenix,maricopa,85020.0,no,155.0,0.89,0.897,0.897,0.903,0.929,0.09699999999999999,0.09699999999999999,0.09699999999999999,0.09,0.071,2019,140.0,14.0,15.0,1.0,140.0,14.0,15.0,1.0,138.0,14.0,17.0,3.0,140.0,13.0,15.0,2.0,144.0,11.0,11.0,0.0,no,no,yes,yes,no,no,no,no,no,no
6033,6033,madison rose lane school,public,1155 e rose ln,phoenix,maricopa,85014.0,yes,179.0,0.905,0.8940000000000001,0.9159999999999999,0.927,0.9500000000000001,0.08900000000000001,0.08900000000000001,0.084,0.055999999999999994,0.05,2019,164.0,14.0,15.0,1.0,161.0,15.0,18.0,3.0,162.0,15.0,17.0,2.0,166.0,10.0,13.0,3.0,171.0,9.0,8.0,-1.0,no,yes,yes,yes,no,no,no,no,no,yes
6034,6034,madison traditional academy,public,925 e maryland ave,phoenix,maricopa,85014.0,no,75.0,0.9470000000000001,0.9470000000000001,0.9470000000000001,0.9470000000000001,0.9329999999999999,0.053,0.053,0.053,0.053,0.067,2019,72.0,4.0,3.0,-1.0,72.0,4.0,3.0,-1.0,72.0,4.0,3.0,-1.0,72.0,4.0,3.0,-1.0,70.0,5.0,5.0,0.0,no,no,no,no,no,no,no,no,no,no
6035,6035,madrid neighborhood school,public,3736 w osborn rd,phoenix,maricopa,85019.0,no,88.0,0.9550000000000001,0.9550000000000001,0.9550000000000001,0.966,0.9770000000000001,0.023,0.023,0.023,0.034,0.023,2019,85.0,2.0,3.0,1.0,85.0,2.0,3.0,1.0,85.0,2.0,3.0,1.0,86.0,3.0,2.0,-1.0,86.0,2.0,2.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
6036,6036,magma ranch k-8 school,public,10980 e desert mountain blvd,florence,pinal,85232.0,no,86.0,0.9770000000000001,1.0,0.988,1.0,1.0,0.0,0.0,0.012,0.0,0.0,2019,85.0,2.0,1.0,-1.0,86.0,0.0,0.0,0.0,85.0,0.0,1.0,1.0,86.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
6037,6037,maie bartlett heard school,public,2301 w thomas rd,phoenix,maricopa,85015.0,yes,60.0,0.9500000000000001,0.9500000000000001,0.9500000000000001,0.9670000000000001,0.983,,0.017,0.017,0.017,0.017,2019,58.0,1.0,2.0,1.0,58.0,1.0,2.0,1.0,58.0,,2.0,,59.0,2.0,1.0,-1.0,59.0,2.0,1.0,-1.0,no,no,no,no,no,yes,yes,yes,yes,yes
6039,6039,maldonado amelia elementary school,public,3535 w messala way,tucson,pima,85746.0,yes,29.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2019,29.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
6040,6040,mammoth san manuel pk-12 elementary(k-5),public,711 n mcnab parkway,san manuel,pinal,85631.0,no,33.0,0.97,0.97,0.97,0.97,0.97,0.03,0.03,0.03,0.03,0.03,2019,33.0,1.0,0.0,-1.0,33.0,1.0,0.0,-1.0,33.0,1.0,0.0,-1.0,33.0,1.0,0.0,-1.0,33.0,1.0,0.0,-1.0,no,no,no,no,no,yes,yes,yes,yes,yes
6041,6041,manuel demiguel elementary school,public,3500 s gillenwater dr,flagstaff,coconino,86005.0,yes,96.0,0.958,0.9690000000000001,0.958,0.948,1.0,0.031000000000000003,0.031000000000000003,0.042,0.031000000000000003,0.0,2019,92.0,4.0,4.0,0.0,94.0,3.0,2.0,-1.0,92.0,3.0,4.0,1.0,92.0,3.0,4.0,1.0,96.0,0.0,0.0,0.0,no,no,no,no,no,yes,yes,yes,no,yes
6042,6042,manuel pena jr. elementary school,public,2550 n 79th ave,phoenix,maricopa,85035.0,no,92.0,0.9670000000000001,0.9670000000000001,0.9670000000000001,0.9670000000000001,1.0,0.0,0.0,0.0,0.0,0.0,2019,89.0,0.0,3.0,3.0,89.0,0.0,3.0,3.0,89.0,0.0,3.0,3.0,89.0,0.0,3.0,3.0,92.0,0.0,0.0,0.0,yes,yes,yes,yes,no,yes,yes,yes,yes,yes
6043,6043,"many farms community school, inc",public,hwy 191,many farms,apache,86538.0,no,30.0,0.9670000000000001,0.9670000000000001,0.9670000000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2019,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
6044,6044,many farms public school,public,hwy 191,chinle,apache,86538.0,no,32.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2019,32.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
6045,6045,manzanita elementary school,public,8430 n 39th ave,phoenix,maricopa,85051.0,no,93.0,0.978,0.9890000000000001,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,2019,93.0,0.0,0.0,0.0,92.0,0.0,1.0,1.0,91.0,,2.0,,93.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
6046,6046,manzanita elementary school,public,2901 detroit ave,kingman,mohave,86401.0,no,150.0,0.893,0.893,0.887,0.92,0.913,0.107,0.107,0.113,0.073,0.087,2019,134.0,16.0,16.0,0.0,134.0,15.0,16.0,1.0,134.0,15.0,16.0,1.0,138.0,11.0,12.0,1.0,137.0,12.0,13.0,1.0,no,no,no,no,no,no,no,no,no,no
6047,6047,manzanita school,public,3000 e manzanita ave,tucson,pima,85718.0,yes,91.0,0.978,1.0,0.9890000000000001,1.0,1.0,0.011000000000000001,0.0,0.0,0.0,0.0,2019,90.0,0.0,1.0,1.0,91.0,0.0,0.0,0.0,89.0,1.0,2.0,1.0,91.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
6048,6048,manzo elementary school,public,855 n melrose ave,tucson,pima,85745.0,yes,62.0,0.9840000000000001,0.9840000000000001,0.9840000000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2019,62.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
6049,6049,maricopa elementary school,public,18150 n. alterra pkwy,maricopa,pinal,85139.0,yes,128.0,0.9840000000000001,0.9840000000000001,0.9840000000000001,1.0,0.9840000000000001,0.0,0.008,0.016,0.0,0.016,2019,126.0,3.0,2.0,-1.0,126.0,2.0,2.0,0.0,126.0,0.0,2.0,2.0,128.0,0.0,0.0,0.0,126.0,3.0,2.0,-1.0,no,no,yes,no,no,yes,yes,yes,yes,yes
6050,6050,marilyn thiele wilson school,public,5619 e glade ave,mesa,maricopa,85206.0,yes,86.0,0.9420000000000001,0.953,0.953,0.988,1.0,0.047,0.047,0.047,0.012,0.0,2019,82.0,4.0,4.0,0.0,82.0,4.0,4.0,0.0,82.0,4.0,4.0,0.0,85.0,2.0,1.0,-1.0,86.0,0.0,0.0,0.0,no,no,no,no,no,yes,yes,no,yes,yes
6051,6051,marion donaldson elementary school,public,2040 w omar dr,tucson,pima,85704.0,no,51.0,0.98,0.961,0.98,0.922,0.98,0.02,0.02,0.02,0.02,0.02,2019,50.0,1.0,1.0,0.0,50.0,1.0,1.0,0.0,50.0,1.0,1.0,0.0,48.0,1.0,3.0,2.0,50.0,1.0,1.0,0.0,no,no,no,yes,no,yes,yes,yes,no,yes
6052,6052,marionneaux elementary school,public,21455 w roeser rd,buckeye,maricopa,85326.0,no,81.0,0.951,0.951,0.938,0.963,0.963,,0.049,0.062000000000000006,0.037000000000000005,0.037000000000000005,2019,76.0,5.0,5.0,0.0,78.0,4.0,3.0,-1.0,78.0,,3.0,,79.0,3.0,2.0,-1.0,79.0,3.0,2.0,-1.0,no,no,no,no,no,no,yes,yes,yes,yes
6053,6053,marjorie w estes elementary school,public,11280 w grier rd,marana,pima,85658.0,yes,66.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2019,66.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
6054,6054,marley park elementary,public,15042 w sweetwater ave,surprise,maricopa,85379.0,yes,107.0,0.935,0.9440000000000001,0.86,0.9440000000000001,0.9440000000000001,0.065,0.055999999999999994,0.055999999999999994,0.047,0.055999999999999994,2019,93.0,6.0,14.0,8.0,102.0,6.0,5.0,-1.0,101.0,7.0,6.0,-1.0,102.0,5.0,5.0,0.0,102.0,6.0,5.0,-1.0,yes,no,no,no,no,no,no,no,no,no
6055,6055,marshall elementary school,public,9066 e 29th st,tucson,pima,85710.0,yes,44.0,0.9770000000000001,0.9770000000000001,1.0,0.9770000000000001,1.0,0.0,0.0,0.0,0.0,0.0,2019,44.0,0.0,0.0,0.0,43.0,0.0,1.0,1.0,43.0,0.0,1.0,1.0,43.0,0.0,1.0,1.0,44.0,0.0,0.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
6056,6056,marshall humphrey ii elementary school,public,125 s 132nd st,chandler,maricopa,85225.0,no,67.0,0.9400000000000001,0.925,0.9550000000000001,0.9550000000000001,0.9550000000000001,0.045,0.06,0.045,0.045,0.045,2019,64.0,3.0,3.0,0.0,62.0,4.0,5.0,1.0,63.0,3.0,4.0,1.0,64.0,3.0,3.0,0.0,64.0,3.0,3.0,0.0,no,no,no,no,no,yes,no,no,yes,yes
6057,6057,marshall ranch elementary school,public,12995 n marshall ranch dr,glendale,maricopa,85304.0,yes,78.0,0.9359999999999999,0.9740000000000001,0.9620000000000001,0.9740000000000001,1.0,0.064,0.026000000000000002,0.038,0.026000000000000002,0.0,2019,76.0,3.0,2.0,-1.0,76.0,2.0,2.0,0.0,74.0,5.0,4.0,-1.0,76.0,2.0,2.0,0.0,78.0,0.0,0.0,0.0,no,no,no,no,no,yes,yes,no,yes,yes
6058,6058,martin luther king jr elementary school,charter,4615 s 22nd st,phoenix,maricopa,,yes,47.0,0.9570000000000001,0.9570000000000001,0.9570000000000001,0.9570000000000001,0.9570000000000001,0.043,0.043,0.043,0.043,0.043,2019,45.0,2.0,2.0,0.0,45.0,2.0,2.0,0.0,45.0,2.0,2.0,0.0,45.0,2.0,2.0,0.0,45.0,2.0,2.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
6059,6059,mary a otondo elementary school,public,2251 otondo dr,yuma,yuma,85365.0,no,116.0,0.9570000000000001,0.9570000000000001,0.9570000000000001,0.9570000000000001,0.9570000000000001,0.043,0.043,0.043,0.043,0.043,2019,112.0,5.0,4.0,-1.0,112.0,5.0,4.0,-1.0,112.0,5.0,4.0,-1.0,112.0,5.0,4.0,-1.0,112.0,5.0,4.0,-1.0,no,no,no,no,no,yes,yes,yes,yes,yes
6060,6060,mary belle mccorkle,public,4455 s mission rd,tucson,pima,85746.0,yes,99.0,0.98,0.98,0.98,0.98,0.98,0.02,0.02,0.02,0.02,0.02,2019,98.0,2.0,1.0,-1.0,98.0,2.0,1.0,-1.0,98.0,2.0,1.0,-1.0,98.0,2.0,1.0,-1.0,98.0,2.0,1.0,-1.0,no,no,no,no,no,yes,yes,yes,yes,yes
6061,6061,mary c o'brien elementary school,public,1400 n eleven mile corner rd,casa grande,pinal,85294.0,yes,21.0,0.8570000000000001,0.8570000000000001,0.8570000000000001,0.8570000000000001,0.8570000000000001,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.14300000000000002,2019,18.0,3.0,3.0,0.0,18.0,3.0,3.0,0.0,18.0,3.0,3.0,0.0,18.0,3.0,3.0,0.0,18.0,3.0,3.0,0.0,no,no,no,no,no,no,no,no,no,no
6062,6062,mary l welty elementary school,public,1050 w cimarron st,nogales,santa cruz,85621.0,yes,53.0,0.9620000000000001,0.981,0.981,0.981,1.0,0.019,0.019,0.019,0.019,0.0,2019,52.0,1.0,1.0,0.0,52.0,1.0,1.0,0.0,51.0,1.0,2.0,1.0,52.0,1.0,1.0,0.0,53.0,0.0,0.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
6063,6063,mary mcleod bethune school,public,1310 s 15th ave,phoenix,maricopa,85007.0,yes,49.0,0.98,0.98,0.98,0.98,0.98,,0.02,0.02,0.02,0.02,2019,49.0,1.0,0.0,-1.0,49.0,1.0,0.0,-1.0,49.0,,0.0,,49.0,1.0,0.0,-1.0,49.0,1.0,0.0,-1.0,no,no,no,no,no,yes,yes,yes,yes,yes
6064,6064,maryland elementary school,public,6503 n 21st ave,phoenix,maricopa,85015.0,no,93.0,0.935,0.968,0.9570000000000001,0.978,0.968,,0.022000000000000002,0.032,0.022000000000000002,0.032,2019,90.0,3.0,3.0,0.0,91.0,3.0,2.0,-1.0,87.0,,6.0,,91.0,3.0,2.0,-1.0,91.0,3.0,2.0,-1.0,no,no,no,no,no,yes,yes,no,yes,yes
6065,6065,maryvale preparatory academy,charter,4825 w camelback rd,phoenix,maricopa,85031.0,no,116.0,0.905,0.922,0.922,0.922,0.922,0.078,0.078,0.078,0.078,0.078,2019,107.0,9.0,9.0,0.0,107.0,9.0,9.0,0.0,105.0,9.0,11.0,2.0,107.0,9.0,9.0,0.0,107.0,9.0,9.0,0.0,no,no,yes,no,no,no,no,no,no,no
6066,6066,math and science success academy,charter,434 w lerdo rd,tucson,pima,85756.0,no,50.0,0.98,0.96,0.98,0.98,1.0,0.0,0.0,0.0,0.0,0.0,2019,49.0,0.0,1.0,1.0,48.0,0.0,2.0,2.0,49.0,0.0,1.0,1.0,49.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,no,yes,no,no,no,yes,yes,yes,yes,yes
6067,6067,maurice c cash school,public,3851 w roeser rd,phoenix,maricopa,85041.0,yes,91.0,0.978,0.978,0.9670000000000001,0.978,0.978,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,2019,88.0,2.0,3.0,1.0,89.0,2.0,2.0,0.0,89.0,2.0,2.0,0.0,89.0,2.0,2.0,0.0,89.0,2.0,2.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
6068,6068,maxine o bush elementary school,public,602 e siesta way,phoenix,maricopa,85042.0,yes,31.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2019,31.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
6069,6069,mayer elementary school,public,12568 e main st,mayer,yavapai,86333.0,no,41.0,0.878,0.902,0.878,0.902,0.878,0.098,0.098,0.122,0.098,0.122,2019,36.0,5.0,5.0,0.0,37.0,4.0,4.0,0.0,36.0,4.0,5.0,1.0,37.0,4.0,4.0,0.0,36.0,5.0,5.0,0.0,no,no,no,no,no,no,no,no,no,no
6070,6070,mccartney ranch elementary school,public,2631 n brown ave,casa grande,pinal,85122.0,yes,109.0,1.0,0.9820000000000001,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2019,109.0,0.0,0.0,0.0,108.0,0.0,1.0,1.0,109.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
