,Unnamed: 0,school,type,address,city,county,zip,nurse,enrolled,dtap,polio,mmr,hepb,var,exempt_dtap,exempt_polio,exempt_mmr,exempt_hepb,exempt_var,year,mmr_vax_count,exempt_count_mmr,unvax_mmr,missing_forms_mmr,polio_vax_count,exempt_count_polio,unvax_polio,missing_forms_polio,dtap_vax_count,exempt_count_dtap,unvax_dtap,missing_forms_dtap,hep_vax_count,exempt_count_hep,unvax_hep,missing_forms_hep,var_vax_count,exempt_count_var,unvax_var,missing_forms_var,mf2_mmr,mf2_polio,mf2_dtap,mf2_hep,mf2_var,mmr_herd_immune,polio_herd_immune,dtap_herd_immune,hep_herd_immune,var_herd_immune
985,985,pueblo del sol middle school,public,3449 n 39th ave.,phoenix,maricopa,85019.0,y,82.0,0.963,0.976,0.963,1.0,0.951,0.0,0.0,0.0,0.0,0.0,2015,79.0,0.0,3.0,3.0,81.0,0.0,1.0,1.0,79.0,0.0,3.0,3.0,82.0,0.0,0.0,0.0,78.0,0.0,4.0,4.0,yes,no,yes,no,yes,yes,yes,yes,yes,yes
986,986,pueblo elementary school,public,2803 w 20th st.,yuma,yuma,85364.0,n,55.0,1.0,1.0,1.0,1.0,0.9820000000000001,0.0,0.0,0.0,0.0,0.0,2015,55.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
987,987,pueblo elementary school scottsdale arizona,public,6320 n 82nd st.,scottsdale,maricopa,85250.0,y,87.0,0.943,0.9540000000000001,0.9540000000000001,0.9540000000000001,0.793,0.046,0.046,0.046,0.046,0.046,2015,83.0,4.0,4.0,0.0,83.0,4.0,4.0,0.0,83.0,4.0,4.0,0.0,83.0,4.0,4.0,0.0,69.0,4.0,18.0,14.0,no,no,no,no,yes,yes,yes,no,yes,no
988,988,pueblo gardens,public,2210 e. 23rd st. ,tucson,pima,85713.0,y,39.0,0.9740000000000001,0.9740000000000001,0.9740000000000001,0.9740000000000001,0.9490000000000001,0.0,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,2015,38.0,1.0,1.0,0.0,38.0,1.0,1.0,0.0,38.0,0.0,1.0,1.0,38.0,1.0,1.0,0.0,38.0,1.0,1.0,0.0,no,no,no,no,no,yes,yes,yes,yes,no
989,989,quail run elementary,public,4600 w cortaro farms rd.,tucson,pima,85742.0,n,75.0,0.973,0.9870000000000001,0.973,0.9870000000000001,0.9870000000000001,0.027000000000000003,0.013000000000000001,0.027000000000000003,0.013000000000000001,0.013000000000000001,2015,73.0,2.0,2.0,0.0,75.0,1.0,0.0,-1.0,73.0,2.0,2.0,0.0,75.0,1.0,0.0,-1.0,75.0,1.0,0.0,-1.0,no,no,no,no,no,yes,yes,yes,yes,yes
990,990,quail run elementary school,public,3303 e. utopia rd.,phoenix,maricopa,85050.0,y,114.0,0.912,0.895,0.9390000000000001,0.912,0.86,0.08800000000000001,0.105,0.061,0.08800000000000001,0.053,2015,108.0,7.0,6.0,-1.0,103.0,11.0,11.0,0.0,104.0,10.0,10.0,0.0,104.0,10.0,10.0,0.0,99.0,6.0,15.0,9.0,no,no,no,no,yes,no,no,no,no,no
992,992,quartz hill elementary,public,3680 s quartz st.,gilbert,maricopa,85297.0,n,83.0,0.9520000000000001,0.9640000000000001,0.9640000000000001,0.9640000000000001,0.976,0.048,0.036000000000000004,0.036000000000000004,0.036000000000000004,0.024,2015,81.0,3.0,2.0,-1.0,81.0,3.0,2.0,-1.0,80.0,4.0,3.0,-1.0,81.0,3.0,2.0,-1.0,82.0,2.0,1.0,-1.0,no,no,no,no,no,yes,yes,yes,yes,yes
994,994,queen creek elementary school,public,23636 south 204th st.,queen creek,maricopa,85242.0,y,108.0,0.9540000000000001,0.9540000000000001,0.9259999999999999,0.935,0.843,0.046,0.046,0.046,0.055999999999999994,0.037000000000000005,2015,101.0,5.0,7.0,2.0,104.0,5.0,4.0,-1.0,104.0,5.0,4.0,-1.0,101.0,6.0,7.0,1.0,92.0,4.0,16.0,12.0,yes,no,no,no,yes,no,yes,yes,no,no
995,995,queen of peace catholic school,private,141 n. macdonald rd. ,mesa,maricopa,85201.0,n,31.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2015,31.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
996,996,quentin elementary,public,11050 w whyman ave.,avondale,maricopa,85323.0,y,90.0,0.9890000000000001,0.9890000000000001,0.9890000000000001,1.0,0.9,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.0,0.0,2015,90.0,1.0,0.0,-1.0,90.0,1.0,0.0,-1.0,90.0,1.0,0.0,-1.0,90.0,0.0,0.0,0.0,81.0,0.0,9.0,9.0,no,no,no,no,yes,yes,yes,yes,yes,no
997,997,rainbow valley elementary,public,19716 w narramore rd. ,buckeye,maricopa,85326.0,n,57.0,0.789,0.807,0.807,0.86,0.895,0.053,0.053,0.035,0.053,0.035,2015,46.0,2.0,11.0,9.0,46.0,3.0,11.0,8.0,45.0,3.0,12.0,9.0,50.0,3.0,7.0,4.0,52.0,2.0,5.0,3.0,yes,yes,yes,yes,yes,no,no,no,no,no
998,998,ralph waldo emerson elementary school,public,915 e palm ln.,phoenix,maricopa,85006.0,y,58.0,1.0,1.0,0.983,1.0,0.966,0.0,0.0,0.017,0.0,0.0,2015,58.0,1.0,0.0,-1.0,58.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,57.0,0.0,1.0,1.0,no,no,no,no,no,yes,yes,yes,yes,yes
999,999,ranch elementary school,public,43521 n. kenworthy rd.,san tan valley,pinal,85140.0,n,57.0,0.912,0.912,0.912,0.9470000000000001,0.807,0.08800000000000001,0.08800000000000001,0.08800000000000001,0.053,0.07,2015,52.0,5.0,5.0,0.0,52.0,5.0,5.0,0.0,52.0,5.0,5.0,0.0,54.0,3.0,3.0,0.0,46.0,4.0,11.0,7.0,no,no,no,no,yes,no,no,no,no,no
1000,1000,rancho gabriela elementary school,public,15272 w gabriela dr.,surprise,maricopa,85379.0,y,63.0,1.0,1.0,1.0,1.0,0.9840000000000001,0.0,0.0,0.0,0.0,0.0,2015,63.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,62.0,0.0,1.0,1.0,no,no,no,no,no,yes,yes,yes,yes,yes
1001,1001,rancho santa fe elementary school,public,2150 rancho santa fe blvd.,avondale,maricopa,85340.0,y,118.0,0.915,0.924,0.932,0.932,0.8220000000000001,0.068,0.059000000000000004,0.051,0.059000000000000004,0.059000000000000004,2015,110.0,6.0,8.0,2.0,110.0,7.0,8.0,1.0,108.0,8.0,10.0,2.0,110.0,7.0,8.0,1.0,97.0,6.0,21.0,15.0,yes,no,yes,no,yes,no,no,no,no,no
1002,1002,rancho solano preparatory school,private,5656 e greenway rd.,scottsdale,maricopa,85254.0,y,29.0,0.9309999999999999,0.8620000000000001,0.8620000000000001,0.9309999999999999,0.828,0.069,0.138,0.138,0.069,0.069,2015,25.0,4.0,4.0,0.0,25.0,4.0,4.0,0.0,27.0,2.0,2.0,0.0,27.0,2.0,2.0,0.0,25.0,2.0,4.0,2.0,no,no,no,no,yes,no,no,no,no,no
1004,1004,rattlesnake ridge elementary,public,8500 n continental reserve loop,tucson,pima,85743.0,y,68.0,1.0,1.0,1.0,1.0,0.8240000000000001,0.0,0.0,0.0,0.0,0.0,2015,68.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,57.0,0.0,11.0,11.0,no,no,no,no,yes,yes,yes,yes,yes,no
1005,1005,raul grijalva elementary,public,1795 west drexel rd.,tucson,pima,85746.0,y,109.0,0.9820000000000001,0.991,0.991,0.991,0.908,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.018000000000000002,2015,109.0,1.0,0.0,-1.0,109.0,1.0,0.0,-1.0,108.0,1.0,1.0,0.0,109.0,1.0,0.0,-1.0,99.0,2.0,10.0,8.0,no,no,no,no,yes,yes,yes,yes,yes,no
1006,1006,ray elementary school,public,p.o. box 427,kearny,pinal,85137.0,y,30.0,0.9670000000000001,0.9670000000000001,0.9670000000000001,1.0,0.9,0.033,0.033,0.033,0.0,0.0,2015,30.0,1.0,0.0,-1.0,30.0,1.0,0.0,-1.0,30.0,1.0,0.0,-1.0,30.0,0.0,0.0,0.0,27.0,0.0,3.0,3.0,no,no,no,no,yes,yes,yes,yes,yes,no
1009,1009,red mountain ranch - kids corner/ preschool,public,6650 east raftriver st.,mesa,maricopa,85215.0,y,74.0,0.9590000000000001,0.946,0.973,0.973,0.932,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,2015,73.0,2.0,1.0,-1.0,71.0,2.0,3.0,1.0,71.0,2.0,3.0,1.0,73.0,2.0,1.0,-1.0,69.0,2.0,5.0,3.0,no,no,no,no,yes,yes,no,yes,yes,no
1010,1010,red rock elementary school,public,p.o.. box 1010,red rock,pinal,85145.0,n,40.0,0.975,0.975,0.975,0.975,0.975,0.025,0.025,0.025,0.025,0.025,2015,39.0,1.0,1.0,0.0,39.0,1.0,1.0,0.0,39.0,1.0,1.0,0.0,39.0,1.0,1.0,0.0,39.0,1.0,1.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
1011,1011,redbird elementary school,public,1020 s extension rd. ,mesa,maricopa,85210.0,y,71.0,0.986,0.986,0.986,1.0,0.986,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.0,0.0,2015,71.0,1.0,0.0,-1.0,71.0,1.0,0.0,-1.0,71.0,1.0,0.0,-1.0,71.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
1014,1014,redfield elementary school,public,9181 e redfield rd.,scottsdale,maricopa,85260.0,y,50.0,0.88,0.9,0.88,0.88,0.68,0.12,0.1,0.12,0.12,0.04,2015,44.0,6.0,6.0,0.0,45.0,5.0,5.0,0.0,44.0,6.0,6.0,0.0,44.0,6.0,6.0,0.0,34.0,2.0,16.0,14.0,no,no,no,no,yes,no,no,no,no,no
1017,1017,reyes maria ruiz leadership academy,charter,4848 s 2nd st.,phoenix,maricopa,85040.0,n,77.0,0.935,0.909,0.922,0.9870000000000001,1.0,0.0,0.0,0.0,0.0,0.0,2015,71.0,0.0,6.0,6.0,70.0,0.0,7.0,7.0,72.0,0.0,5.0,5.0,76.0,0.0,1.0,1.0,77.0,0.0,0.0,0.0,yes,yes,yes,no,no,no,no,no,yes,yes
1018,1018,richard b wilson jr school,public,2330 w glover rd.,tucson,pima,85742.0,y,74.0,1.0,1.0,1.0,1.0,0.9590000000000001,0.0,0.0,0.0,0.0,0.0,2015,74.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,71.0,0.0,3.0,3.0,no,no,no,no,yes,yes,yes,yes,yes,yes
1019,1019,richard e. miller school,public,2021 w. alice ave.,phoenix,maricopa,85387.0,n,105.0,0.99,0.99,1.0,0.99,0.9329999999999999,0.01,0.01,0.0,0.01,0.0,2015,105.0,0.0,0.0,0.0,104.0,2.0,1.0,-1.0,104.0,2.0,1.0,-1.0,104.0,2.0,1.0,-1.0,98.0,0.0,7.0,7.0,no,no,no,no,yes,yes,yes,yes,yes,no
1020,1020,richardson elementary,public,6901 n camino de la tierra,tucson,pima,85741.0,n,45.0,1.0,1.0,1.0,1.0,0.956,0.0,0.0,0.0,0.0,0.0,2015,45.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,44.0,0.0,1.0,1.0,no,no,no,no,no,yes,yes,yes,yes,yes
1021,1021,ridgeline academy,charter,33625 n north valley pkwy,phoenix,maricopa,85085.0,n,90.0,0.9,0.8890000000000001,0.856,0.878,0.8109999999999999,0.0,0.0,0.0,0.0,0.0,2015,78.0,0.0,12.0,12.0,81.0,0.0,9.0,9.0,81.0,0.0,9.0,9.0,80.0,0.0,10.0,10.0,73.0,0.0,17.0,17.0,yes,yes,yes,yes,yes,no,no,no,no,no
1022,1022,riggs elementary,public,6930 s. seville blvd.,gilbert,maricopa,85852.0,n,111.0,0.9279999999999999,0.919,0.9279999999999999,0.9279999999999999,0.748,0.07200000000000001,0.081,0.07200000000000001,0.07200000000000001,0.07200000000000001,2015,104.0,8.0,7.0,-1.0,103.0,9.0,8.0,-1.0,104.0,8.0,7.0,-1.0,104.0,8.0,7.0,-1.0,84.0,7.0,27.0,20.0,no,no,no,no,yes,no,no,no,no,no
1024,1024,rio colorado elementary,public,p.o. box 6870,san luis,yuma,85349.0,y,48.0,1.0,1.0,1.0,1.0,0.875,0.0,0.0,0.0,0.0,0.0,2015,48.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,42.0,0.0,6.0,6.0,no,no,no,no,yes,yes,yes,yes,yes,no
1025,1025,rio vista  elementary,public,1351 e. limberlost dr. ,tucson,pima,85719.0,n,72.0,0.986,0.986,0.986,0.986,0.986,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,2015,71.0,1.0,1.0,0.0,71.0,1.0,1.0,0.0,71.0,1.0,1.0,0.0,71.0,1.0,1.0,0.0,71.0,1.0,1.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
1026,1026,rio vista school,public,10237 west encanto blvd.,avondale,maricopa,85392.0,n,66.0,0.9550000000000001,0.97,0.97,0.97,0.8790000000000001,0.03,0.03,0.03,0.03,0.03,2015,65.0,2.0,1.0,-1.0,65.0,2.0,1.0,-1.0,64.0,2.0,2.0,0.0,65.0,2.0,1.0,-1.0,59.0,2.0,7.0,5.0,no,no,no,no,yes,yes,yes,yes,yes,no
1027,1027,riverbend prep,charter,5625 s 51st ave.,laveen,maricopa,85339.0,n,50.0,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,2015,46.0,4.0,4.0,0.0,46.0,4.0,4.0,0.0,46.0,4.0,4.0,0.0,46.0,4.0,4.0,0.0,46.0,4.0,4.0,0.0,no,no,no,no,no,no,no,no,no,no
1028,1028,riverview school,public,12701 n main st.,el mirage,maricopa,85335.0,n,97.0,0.9279999999999999,0.876,0.588,0.9279999999999999,0.557,0.031000000000000003,0.031000000000000003,0.031000000000000003,0.031000000000000003,0.031000000000000003,2015,58.0,2.0,39.0,37.0,85.0,3.0,12.0,9.0,91.0,3.0,6.0,3.0,91.0,3.0,6.0,3.0,55.0,2.0,42.0,40.0,yes,yes,yes,yes,yes,no,no,no,no,no
1029,1029,riviera elementary,public,5102 s cherry ave.,tucson,pima,85706.0,y,73.0,1.0,1.0,1.0,1.0,0.918,0.0,0.0,0.0,0.0,0.0,2015,73.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,68.0,0.0,5.0,5.0,no,no,no,no,yes,yes,yes,yes,yes,no
1030,1030,roadrunner elementary school (marana),public,16651 w calle carmela,marana,pima,85653.0,n,57.0,0.965,0.965,0.9820000000000001,0.9820000000000001,0.93,0.0,0.0,0.0,0.0,0.0,2015,56.0,0.0,1.0,1.0,56.0,0.0,1.0,1.0,56.0,0.0,1.0,1.0,56.0,0.0,1.0,1.0,54.0,0.0,3.0,3.0,no,no,no,no,yes,yes,yes,yes,yes,no
1031,1031,roadrunner elementary school (phoenix),public,7702 n 39th ave.,phoenix,maricopa,85051.0,n,93.0,0.978,0.978,0.978,0.978,0.9570000000000001,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.0,2015,91.0,3.0,2.0,-1.0,91.0,3.0,2.0,-1.0,91.0,3.0,2.0,-1.0,91.0,3.0,2.0,-1.0,90.0,0.0,3.0,3.0,no,no,no,no,yes,yes,yes,yes,yes,yes
1033,1033,robert and danell tarwater elementary,public,2300 s gardner dr.,chandler,maricopa,85286.0,n,139.0,0.9279999999999999,0.935,0.9279999999999999,0.9500000000000001,0.9420000000000001,0.07200000000000001,0.065,0.07200000000000001,0.05,0.0,2015,129.0,10.0,10.0,0.0,130.0,9.0,9.0,0.0,129.0,10.0,10.0,0.0,133.0,7.0,6.0,-1.0,131.0,0.0,8.0,8.0,no,no,no,no,yes,no,no,no,yes,no
1034,1034,robert bracker elementary,public,121 camino diez mandamientos,nogales,santa cruz,85621.0,y,28.0,1.0,1.0,1.0,1.0,0.929,0.0,0.0,0.0,0.0,0.0,2015,28.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,27.0,0.0,1.0,1.0,no,no,no,no,no,yes,yes,yes,yes,no
1035,1035,robins elementary school,public,3939 n magnetite ln.,tucson,pima,85745.0,n,63.0,1.0,1.0,1.0,1.0,0.9209999999999999,0.0,0.0,0.0,0.0,0.0,2015,63.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,59.0,0.0,4.0,4.0,no,no,no,no,yes,yes,yes,yes,yes,no
1036,1036,robison elementary school,public,2745 e 18th st.,tucson,pima,85716.0,y,40.0,1.0,1.0,1.0,1.0,0.925,0.0,0.0,0.0,0.0,0.0,2015,40.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,37.0,0.0,3.0,3.0,no,no,no,no,yes,yes,yes,yes,yes,no
1037,1037,"robles elementary, avsd",public,9875 s sasabe rd.,tucson,pima,85736.0,y,61.0,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.885,0.016,0.016,0.016,0.016,0.016,2015,61.0,1.0,0.0,-1.0,61.0,1.0,0.0,-1.0,61.0,1.0,0.0,-1.0,61.0,1.0,0.0,-1.0,54.0,1.0,7.0,6.0,no,no,no,no,yes,yes,yes,yes,yes,no
1038,1038,robson elementary school,public,2122 e pueblo ave.,mesa,maricopa,85204.0,y,100.0,0.9400000000000001,0.96,0.97,0.98,0.87,0.03,0.03,0.03,0.02,0.04,2015,97.0,3.0,3.0,0.0,96.0,3.0,4.0,1.0,94.0,3.0,6.0,3.0,98.0,2.0,2.0,0.0,87.0,4.0,13.0,9.0,no,no,yes,no,yes,yes,yes,no,yes,no
1039,1039,rogers ranch school,public,6735 s 47th ave.,laveen,maricopa,85339.0,n,107.0,0.981,0.991,1.0,0.991,1.0,0.0,0.0,0.0,0.0,0.0,2015,107.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,105.0,0.0,2.0,2.0,107.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,no,no,yes,no,no,yes,yes,yes,yes,yes
1040,1040,ronald reagan school,public,3200 west 16th st.,yuma,yuma,85364.0,n,80.0,0.988,0.988,0.975,0.988,0.888,0.0,0.0,0.0,0.0,0.0,2015,78.0,0.0,2.0,2.0,80.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,72.0,0.0,8.0,8.0,yes,no,no,no,yes,yes,yes,yes,yes,no
1041,1041,roosevelt elementary school (mesa),public,828 s valencia,mesa,maricopa,85202.0,y,92.0,0.924,0.946,0.913,0.9570000000000001,0.848,0.076,0.054000000000000006,0.087,0.043,0.0,2015,84.0,8.0,8.0,0.0,88.0,5.0,4.0,-1.0,86.0,7.0,6.0,-1.0,89.0,4.0,3.0,-1.0,79.0,0.0,13.0,13.0,no,no,no,no,yes,no,no,no,yes,no
1042,1042,roosevelt elementary school (yuma),public,550 w 5th st.,yuma,yuma,85364.0,n,37.0,0.973,0.973,0.973,0.973,0.973,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,2015,37.0,1.0,0.0,-1.0,37.0,1.0,0.0,-1.0,37.0,1.0,0.0,-1.0,37.0,1.0,0.0,-1.0,37.0,1.0,0.0,-1.0,no,no,no,no,no,yes,yes,yes,yes,yes
1043,1043,roskruge bilingual magnet school,public,501 e. 6th st.,tucson,pima,85705.0,y,51.0,0.98,0.98,1.0,1.0,0.961,0.0,0.0,0.0,0.0,0.0,2015,51.0,0.0,0.0,0.0,50.0,0.0,1.0,1.0,50.0,0.0,1.0,1.0,51.0,0.0,0.0,0.0,50.0,0.0,1.0,1.0,no,no,no,no,no,yes,yes,yes,yes,yes
1044,1044,rough rock community schools,public,hc 61 box 5050-ptt,chinle,apache,86503.0,y,37.0,0.757,0.784,0.784,0.865,0.784,0.0,0.0,0.0,0.0,0.0,2015,30.0,0.0,7.0,7.0,30.0,0.0,7.0,7.0,29.0,0.0,8.0,8.0,33.0,0.0,4.0,4.0,30.0,0.0,7.0,7.0,yes,yes,yes,yes,yes,no,no,no,no,no
1045,1045,round valley elementary,public,p.o. box 610,springerville,apache,85936.0,n,111.0,0.9009999999999999,0.892,0.892,0.919,0.8740000000000001,0.045,0.045,0.063,0.054000000000000006,0.054000000000000006,2015,100.0,7.0,11.0,4.0,100.0,5.0,11.0,6.0,101.0,5.0,10.0,5.0,103.0,6.0,8.0,2.0,98.0,6.0,13.0,7.0,yes,yes,yes,yes,yes,no,no,no,no,no
1046,1046,rover elementary school,public,1300 e watson dr.,tempe,maricopa,85283.0,y,93.0,0.946,0.946,0.946,0.935,0.946,0.054000000000000006,0.054000000000000006,0.054000000000000006,0.065,0.054000000000000006,2015,88.0,5.0,5.0,0.0,88.0,5.0,5.0,0.0,88.0,5.0,5.0,0.0,87.0,6.0,6.0,0.0,88.0,5.0,5.0,0.0,no,no,no,no,no,no,no,no,no,no
1047,1047,rudy g bologna elementary school ,public,1625 east frye rd.,chandler,maricopa,85225.0,n,70.0,1.0,1.0,0.986,1.0,0.943,0.0,0.0,0.0,0.0,0.0,2015,70.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,67.0,0.0,3.0,3.0,no,no,no,no,yes,yes,yes,yes,yes,no
1048,1048,ruth fisher elementary school,public,38201 w indian school rd.,tonopah,maricopa,85354.0,n,64.0,0.922,0.891,0.9059999999999999,0.953,0.75,0.016,0.016,0.016,0.016,0.016,2015,58.0,1.0,6.0,5.0,58.0,1.0,6.0,5.0,60.0,1.0,4.0,3.0,61.0,1.0,3.0,2.0,48.0,1.0,16.0,15.0,yes,yes,yes,yes,yes,no,no,no,yes,no
1049,1049,ruth powell school,public,714 11th ave.,safford,graham,85546.0,y,75.0,0.9470000000000001,0.9470000000000001,0.9470000000000001,0.9329999999999999,0.9470000000000001,0.013000000000000001,0.013000000000000001,0.027000000000000003,0.013000000000000001,0.013000000000000001,2015,72.0,2.0,3.0,1.0,72.0,1.0,3.0,2.0,72.0,1.0,3.0,2.0,70.0,1.0,5.0,4.0,72.0,1.0,3.0,2.0,no,yes,yes,yes,yes,no,no,no,no,no
1050,1050,sabis international school,charter,1903 east roeser rd.,phoenix,maricopa,85040.0,y,108.0,1.0,1.0,1.0,1.0,0.9440000000000001,0.0,0.0,0.0,0.0,0.0,2015,108.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,102.0,0.0,6.0,6.0,no,no,no,no,yes,yes,yes,yes,yes,no
1051,1051,sacaton elementary school,public,150 skill center rd. ,sacaton,pinal,85247.0,y,68.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2015,68.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
1052,1052,sacred heart catholic school,private,207 w. oak st.,nogales,santa cruz,85621.0,n,22.0,0.9550000000000001,0.9550000000000001,0.9550000000000001,0.9550000000000001,0.9550000000000001,0.0,0.0,0.0,0.0,0.0,2015,22.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
1054,1054,saddleback elementary school,public,18600 north porter rd.,maricopa,pinal,85138.0,y,68.0,1.0,1.0,1.0,1.0,0.956,0.0,0.0,0.0,0.0,0.015,2015,68.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,66.0,1.0,2.0,1.0,no,no,no,no,no,yes,yes,yes,yes,yes
1055,1055,safford elementary school,public,200 e 13th st.,tucson,pima,85701.0,y,33.0,1.0,0.97,1.0,0.97,0.909,0.0,0.03,0.0,0.03,0.0,2015,33.0,0.0,0.0,0.0,33.0,1.0,0.0,-1.0,33.0,0.0,0.0,0.0,33.0,1.0,0.0,-1.0,30.0,0.0,3.0,3.0,no,no,no,no,yes,yes,yes,yes,yes,no
1056,1056,sage academy charter school,charter,1055 e hearn rd.,phoenix,maricopa,85022.0,n,39.0,0.6920000000000001,0.795,0.667,0.821,0.615,0.308,0.20500000000000002,0.33299999999999996,0.179,0.20500000000000002,2015,27.0,9.0,12.0,3.0,32.0,7.0,7.0,0.0,27.0,9.0,12.0,3.0,33.0,6.0,6.0,0.0,24.0,5.0,15.0,10.0,yes,no,yes,no,yes,no,no,no,no,no
1057,1057,saguaro elementary school,public,1501 n center ave.,casa grande,pinal,85222.0,y,83.0,0.9400000000000001,0.9640000000000001,0.9640000000000001,0.988,0.9279999999999999,0.024,0.024,0.024,0.012,0.0,2015,81.0,2.0,2.0,0.0,81.0,2.0,2.0,0.0,79.0,2.0,4.0,2.0,83.0,1.0,0.0,-1.0,78.0,0.0,5.0,5.0,no,no,yes,no,yes,yes,yes,no,yes,no
1059,1059,sahuarita primary school,public,350 w sahuarita rd.,sahuarita,pima,85629.0,n,214.0,0.9720000000000001,0.9770000000000001,0.981,0.981,0.888,0.013999999999999999,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.013999999999999999,2015,210.0,2.0,4.0,2.0,210.0,2.0,4.0,2.0,209.0,3.0,5.0,2.0,210.0,2.0,4.0,2.0,191.0,3.0,23.0,20.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,no
1060,1060,sahuaro elementary school,public,12835 n 33rd ave.,phoenix,maricopa,85029.0,n,93.0,0.978,0.9890000000000001,1.0,0.9890000000000001,0.9570000000000001,0.0,0.0,0.0,0.0,0.0,2015,93.0,0.0,0.0,0.0,92.0,0.0,1.0,1.0,91.0,0.0,2.0,2.0,92.0,0.0,1.0,1.0,90.0,0.0,3.0,3.0,no,no,yes,no,yes,yes,yes,yes,yes,yes
1061,1061,sahuaro ranch elementary school,public,10401 n 63rd ave.,glendale,maricopa,85302.0,y,44.0,0.9550000000000001,0.9770000000000001,0.9550000000000001,0.9550000000000001,0.9770000000000001,0.023,0.023,0.023,0.023,0.023,2015,43.0,1.0,1.0,0.0,43.0,1.0,1.0,0.0,43.0,1.0,1.0,0.0,43.0,1.0,1.0,0.0,43.0,1.0,1.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
1062,1062,saint (st)  ambrose elementary and junior high,private,300 s tucson blvd.,tucson,pima,85716.0,n,37.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2015,37.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
